"PuttsperRoundRound1_RANKTHISWEEK_2012","PuttsperRoundRound1_RANKLASTWEEK_2012","PuttsperRoundRound1_PLAYERNAME_2012","PuttsperRoundRound1__2012","PuttsperRoundRound1_AVG_2012","PuttsperRoundRound1_TOTALPUTTS_2012","PuttsperRoundRound1_TOTALROUNDS_2012","stat_name","year"
1,1,"Greg Chalmers",NA,27.67,664,24,"PuttsperRoundRound1",2012
2,2,"Dustin Johnson",NA,27.78,500,18,"PuttsperRoundRound1",2012
2,2,"Kevin Na",NA,27.78,639,23,"PuttsperRoundRound1",2012
4,4,"Rory McIlroy",NA,27.8,417,15,"PuttsperRoundRound1",2012
5,5,"Carl Pettersson",NA,27.88,725,26,"PuttsperRoundRound1",2012
5,5,"Charlie Wi",NA,27.88,697,25,"PuttsperRoundRound1",2012
7,7,"Aaron Baddeley",NA,27.9,586,21,"PuttsperRoundRound1",2012
8,8,"Brian Gay",NA,28,756,27,"PuttsperRoundRound1",2012
9,9,"Derek Lamely",NA,28.08,674,24,"PuttsperRoundRound1",2012
10,10,"Ken Duke",NA,28.1,815,29,"PuttsperRoundRound1",2012
11,11,"Ian Poulter",NA,28.14,394,14,"PuttsperRoundRound1",2012
12,12,"Matt Every",NA,28.17,676,24,"PuttsperRoundRound1",2012
13,13,"Charl Schwartzel",NA,28.2,423,15,"PuttsperRoundRound1",2012
14,14,"Phil Mickelson",NA,28.23,621,22,"PuttsperRoundRound1",2012
15,15,"Brandt Snedeker",NA,28.24,593,21,"PuttsperRoundRound1",2012
16,16,"David Mathis",NA,28.26,763,27,"PuttsperRoundRound1",2012
17,17,"Jonas Blixt",NA,28.35,567,20,"PuttsperRoundRound1",2012
18,18,"Chris Stroud",NA,28.36,794,28,"PuttsperRoundRound1",2012
19,19,"Keegan Bradley",NA,28.38,681,24,"PuttsperRoundRound1",2012
19,19,"James Driscoll",NA,28.38,738,26,"PuttsperRoundRound1",2012
19,19,"Troy Kelly",NA,28.38,596,21,"PuttsperRoundRound1",2012
19,19,"Rocco Mediate",NA,28.38,596,21,"PuttsperRoundRound1",2012
19,19,"Rory Sabbatini",NA,28.38,823,29,"PuttsperRoundRound1",2012
24,24,"Steve Stricker",NA,28.39,511,18,"PuttsperRoundRound1",2012
25,25,"Padraig Harrington",NA,28.41,483,17,"PuttsperRoundRound1",2012
26,26,"Colt Knost",NA,28.43,796,28,"PuttsperRoundRound1",2012
27,27,"Davis Love III",NA,28.45,569,20,"PuttsperRoundRound1",2012
28,28,"Marco Dawson",NA,28.5,570,20,"PuttsperRoundRound1",2012
28,28,"Jason Day",NA,28.5,456,16,"PuttsperRoundRound1",2012
30,30,"Martin Flores",NA,28.52,827,29,"PuttsperRoundRound1",2012
30,30,"Webb Simpson",NA,28.52,599,21,"PuttsperRoundRound1",2012
30,30,"Brendon Todd",NA,28.52,770,27,"PuttsperRoundRound1",2012
33,33,"Ryan Moore",NA,28.54,685,24,"PuttsperRoundRound1",2012
34,34,"JJ Killeen",NA,28.55,885,31,"PuttsperRoundRound1",2012
34,34,"Andres Romero",NA,28.55,571,20,"PuttsperRoundRound1",2012
36,36,"Luke Donald",NA,28.56,457,16,"PuttsperRoundRound1",2012
37,37,"Harrison Frazar",NA,28.58,543,19,"PuttsperRoundRound1",2012
38,38,"Billy Horschel",NA,28.6,429,15,"PuttsperRoundRound1",2012
39,39,"Scott Piercy",NA,28.61,801,28,"PuttsperRoundRound1",2012
