"ConsecutiveGIR_RANKTHISWEEK_2011","ConsecutiveGIR_RANKLASTWEEK_2011","ConsecutiveGIR_PLAYERNAME_2011","ConsecutiveGIR_EVENTS_2011","ConsecutiveGIR_STREAK_2011","ConsecutiveGIR_CURRENTSTREAK_2011","ConsecutiveGIR_ROUND_2011","ConsecutiveGIR_HOLE_2011","ConsecutiveGIR_YEARTOURN_2011","stat_name","year"
85,85,"Adam Scott",18,17,2,1,5,2011380,"ConsecutiveGIR",2011
85,85,"Henrik Stenson",15,17,1,2,9,2011370,"ConsecutiveGIR",2011
85,85,"David Toms",23,17,5,1,18,2011130,"ConsecutiveGIR",2011
85,85,"Bo Van Pelt",27,17,4,1,11,2011380,"ConsecutiveGIR",2011
85,85,"Charles Warren",10,17,17,4,2,2011370,"ConsecutiveGIR",2011
85,85,"Boo Weekley",23,17,11,3,12,2011420,"ConsecutiveGIR",2011
116,116,"Michael Allen",5,16,2,1,6,2011450,"ConsecutiveGIR",2011
116,116,"Aaron Baddeley",22,16,2,2,3,2011380,"ConsecutiveGIR",2011
116,116,"Matt Bettencourt",30,16,1,1,5,2011030,"ConsecutiveGIR",2011
116,116,"Paul Casey",15,16,NA,2,8,2011370,"ConsecutiveGIR",2011
116,116,"Alex Cejka",21,16,6,3,1,2011150,"ConsecutiveGIR",2011
116,116,"Luke Donald",19,16,10,3,9,2011320,"ConsecutiveGIR",2011
116,116,"Harrison Frazar",19,16,1,1,9,2011380,"ConsecutiveGIR",2011
116,116,"Lucas Glover",23,16,4,1,18,2011370,"ConsecutiveGIR",2011
116,116,"Jim Herman",22,16,8,1,15,2011290,"ConsecutiveGIR",2011
116,116,"Freddie Jacobson",25,16,NA,3,12,2011270,"ConsecutiveGIR",2011
116,116,"Bio Kim",25,16,1,3,10,2011030,"ConsecutiveGIR",2011
116,116,"Edoardo Molinari",12,16,7,4,1,2011200,"ConsecutiveGIR",2011
116,116,"Joe Ogilvie",24,16,7,1,8,2011050,"ConsecutiveGIR",2011
116,116,"Geoff Ogilvy",21,16,NA,1,11,2011360,"ConsecutiveGIR",2011
116,116,"Louis Oosthuizen",15,16,NA,4,6,2011430,"ConsecutiveGIR",2011
116,116,"Carl Paulson",11,16,NA,2,5,2011420,"ConsecutiveGIR",2011
116,116,"Heath Slocum",29,16,3,1,1,2011010,"ConsecutiveGIR",2011
116,116,"Paul Stankowski",24,16,NA,3,10,2011440,"ConsecutiveGIR",2011
116,116,"Daniel Summerhays",29,16,NA,2,7,2011060,"ConsecutiveGIR",2011
116,116,"Duffy Waldorf",14,16,1,1,3,2011020,"ConsecutiveGIR",2011
116,116,"Bubba Watson",22,16,7,1,7,2011240,"ConsecutiveGIR",2011
116,116,"Lee Westwood",10,16,NA,3,6,2011260,"ConsecutiveGIR",2011
138,138,"Bob Estes",12,15,NA,3,5,2011330,"ConsecutiveGIR",2011
138,138,"Andres Gonzales",21,15,NA,2,15,2011420,"ConsecutiveGIR",2011
138,138,"JJ Henry",28,15,NA,3,17,2011030,"ConsecutiveGIR",2011
138,138,"Justin Hicks",23,15,4,2,11,2011420,"ConsecutiveGIR",2011
138,138,"JB Holmes",16,15,3,1,5,2011050,"ConsecutiveGIR",2011
138,138,"Miguel Angel Jimenez",7,15,NA,1,13,2011360,"ConsecutiveGIR",2011
138,138,"Martin Laird",23,15,NA,1,6,2011400,"ConsecutiveGIR",2011
138,138,"Marc Leishman",27,15,2,3,14,2011380,"ConsecutiveGIR",2011
138,138,"Steve Marino",23,15,NA,1,17,2011210,"ConsecutiveGIR",2011
138,138,"Ben Martin",25,15,4,3,1,2011450,"ConsecutiveGIR",2011
138,138,"John Merrick",21,15,NA,2,9,2011280,"ConsecutiveGIR",2011
138,138,"Troy Merritt",23,15,NA,1,3,2011150,"ConsecutiveGIR",2011
138,138,"Zack Miller",30,15,NA,2,18,2011430,"ConsecutiveGIR",2011
138,138,"Ryan Moore",22,15,1,4,3,2011400,"ConsecutiveGIR",2011
138,138,"Kevin Na",26,15,NA,1,3,2011380,"ConsecutiveGIR",2011
138,138,"Pat Perez",24,15,5,1,7,2011020,"ConsecutiveGIR",2011
138,138,"Scott Piercy",23,15,4,1,14,2011440,"ConsecutiveGIR",2011
138,138,"Michael Putnam",21,15,NA,3,4,2011270,"ConsecutiveGIR",2011
138,138,"Fran Quinn",10,15,NA,2,7,2011430,"ConsecutiveGIR",2011
138,138,"Alvaro Quiros",8,15,3,1,4,2011260,"ConsecutiveGIR",2011
138,138,"Vijay Singh",25,15,1,3,17,2011040,"ConsecutiveGIR",2011
138,138,"Brandt Snedeker",26,15,NA,1,17,2011270,"ConsecutiveGIR",2011
138,138,"Steve Stricker",19,15,1,1,7,2011020,"ConsecutiveGIR",2011
138,138,"Michael Thompson",25,15,1,1,18,2011300,"ConsecutiveGIR",2011
138,138,"Peter Tomasulo",12,15,1,1,14,2011030,"ConsecutiveGIR",2011
138,138,"Cameron Tringale",32,15,1,1,15,2011280,"ConsecutiveGIR",2011
138,138,"Scott Verplank",15,15,NA,2,8,2011150,"ConsecutiveGIR",2011
138,138,"Nick Watney",22,15,5,2,9,2011210,"ConsecutiveGIR",2011
138,138,"Brett Wetterich",8,15,3,3,5,2011230,"ConsecutiveGIR",2011
167,167,"Chris Baryla",20,14,NA,1,5,2011030,"ConsecutiveGIR",2011
167,167,"Angel Cabrera",17,14,4,4,12,2011430,"ConsecutiveGIR",2011
167,167,"Keith Clearwater",1,14,1,1,17,2011220,"ConsecutiveGIR",2011
167,167,"Chris Couch",21,14,2,2,3,2011140,"ConsecutiveGIR",2011
167,167,"Marco Dawson",3,14,NA,2,1,2011290,"ConsecutiveGIR",2011
167,167,"James Driscoll",24,14,3,3,5,2011340,"ConsecutiveGIR",2011
167,167,"Steve Flesch",27,14,2,1,10,2011450,"ConsecutiveGIR",2011
167,167,"Brian Gay",26,14,1,3,10,2011130,"ConsecutiveGIR",2011
167,167,"Scott Gordon",19,14,3,1,2,2011430,"ConsecutiveGIR",2011
167,167,"Anders Hansen",7,14,2,2,1,2011360,"ConsecutiveGIR",2011
167,167,"Charley Hoffman",27,14,3,2,17,2011280,"ConsecutiveGIR",2011
167,167,"Lee Janzen",19,14,NA,2,7,2011290,"ConsecutiveGIR",2011
167,167,"Zach Johnson",23,14,1,3,15,2011010,"ConsecutiveGIR",2011
167,167,"Kent Jones",25,14,10,2,7,2011150,"ConsecutiveGIR",2011
167,167,"Jeff Klauk",8,14,NA,2,7,2011020,"ConsecutiveGIR",2011
167,167,"Frank Lickliter II",12,14,3,1,5,2011370,"ConsecutiveGIR",2011
167,167,"Davis Love III",22,14,1,4,12,2011100,"ConsecutiveGIR",2011
167,167,"Troy Matteson",28,14,4,2,6,2011430,"ConsecutiveGIR",2011
167,167,"Matt McQuillan",21,14,1,3,16,2011440,"ConsecutiveGIR",2011
167,167,"Cameron Percy",12,14,4,3,1,2011290,"ConsecutiveGIR",2011
167,167,"Chris Riley",25,14,1,2,14,2011420,"ConsecutiveGIR",2011
167,167,"Charl Schwartzel",15,14,NA,1,15,2011260,"ConsecutiveGIR",2011
167,167,"Nate Smith",24,14,5,2,15,2011370,"ConsecutiveGIR",2011
167,167,"Kevin Stadler",27,14,2,1,4,2011220,"ConsecutiveGIR",2011
167,167,"Kevin Streelman",26,14,1,3,11,2011140,"ConsecutiveGIR",2011
167,167,"Marc Turnesa",20,14,1,3,7,2011450,"ConsecutiveGIR",2011
167,167,"Johnson Wagner",25,14,NA,2,8,2011330,"ConsecutiveGIR",2011
167,167,"Garrett Willis",24,14,NA,1,6,2011440,"ConsecutiveGIR",2011
195,195,"Briny Baird",19,13,NA,3,10,2011450,"ConsecutiveGIR",2011
195,195,"Stewart Cink",22,13,1,1,11,2011030,"ConsecutiveGIR",2011
195,195,"Erik Compton",6,13,1,2,11,2011330,"ConsecutiveGIR",2011
195,195,"John Daly",18,13,NA,2,16,2011040,"ConsecutiveGIR",2011
195,195,"Ross Fisher",8,13,1,3,4,2011150,"ConsecutiveGIR",2011
195,195,"Tom Gillis",19,13,NA,2,4,2011280,"ConsecutiveGIR",2011
195,195,"Nathan Green",26,13,1,4,17,2011170,"ConsecutiveGIR",2011
195,195,"Scott Gutschewski",23,13,NA,3,2,2011340,"ConsecutiveGIR",2011
195,195,"Tim Herron",28,13,4,3,8,2011420,"ConsecutiveGIR",2011
195,195,"Ryuji Imada",29,13,1,1,7,2011230,"ConsecutiveGIR",2011
195,195,"Matt Jones",25,13,NA,4,17,2011430,"ConsecutiveGIR",2011
195,195,"Robert Karlsson",18,13,4,3,5,2011260,"ConsecutiveGIR",2011
195,195,"Michael Letzig",13,13,NA,4,15,2011290,"ConsecutiveGIR",2011
195,195,"Hideki Matsuyama",2,13,1,3,1,2011160,"ConsecutiveGIR",2011
195,195,"Bryce Molder",27,13,NA,3,5,2011440,"ConsecutiveGIR",2011
195,195,"Francesco Molinari",11,13,3,1,17,2011010,"ConsecutiveGIR",2011
195,195,"Hennie Otto",1,13,NA,3,14,2011350,"ConsecutiveGIR",2011
195,195,"Rod Pampling",21,13,2,3,12,2011300,"ConsecutiveGIR",2011
195,195,"Dicky Pride",8,13,2,2,2,2011140,"ConsecutiveGIR",2011
195,195,"Chez Reavie",27,13,7,4,10,2011050,"ConsecutiveGIR",2011
195,195,"Andres Romero",22,13,NA,2,10,2011400,"ConsecutiveGIR",2011
195,195,"Tiger Woods",9,13,4,2,4,2011160,"ConsecutiveGIR",2011
195,195,"YE Yang",18,13,3,3,13,2011260,"ConsecutiveGIR",2011
218,218,"Stephen Ames",22,12,NA,4,16,2011030,"ConsecutiveGIR",2011
218,218,"Craig Bowden",4,12,NA,2,10,2011290,"ConsecutiveGIR",2011
218,218,"Alejandro Canizares",2,12,NA,2,6,2011310,"ConsecutiveGIR",2011
218,218,"Greg Chalmers",28,12,NA,1,13,2011380,"ConsecutiveGIR",2011
218,218,"Jason Day",21,12,1,3,12,2011350,"ConsecutiveGIR",2011
218,218,"David Duval",24,12,NA,2,2,2011060,"ConsecutiveGIR",2011
218,218,"Sergio Garcia",16,12,1,2,16,2011250,"ConsecutiveGIR",2011
218,218,"Jason Gore",6,12,NA,2,11,2011030,"ConsecutiveGIR",2011
218,218,"Mathias Gronberg",1,12,NA,3,4,2011340,"ConsecutiveGIR",2011
218,218,"Martin Kaymer",10,12,3,2,5,2011210,"ConsecutiveGIR",2011
218,218,"Derek Lamely",26,12,2,1,9,2011300,"ConsecutiveGIR",2011
218,218,"Jarrod Lyle",29,12,NA,2,6,2011270,"ConsecutiveGIR",2011
218,218,"John Mallinger",15,12,NA,1,2,2011370,"ConsecutiveGIR",2011
218,218,"Alexander Noren",4,12,NA,3,12,2011260,"ConsecutiveGIR",2011
218,218,"Anthony Paolucci",2,12,1,1,3,2011040,"ConsecutiveGIR",2011
218,218,"Jeff Quinney",14,12,4,2,6,2011320,"ConsecutiveGIR",2011
218,218,"Michael Sim",19,12,NA,2,4,2011450,"ConsecutiveGIR",2011
218,218,"Andre Stolz",2,12,2,3,15,2011300,"ConsecutiveGIR",2011
218,218,"Will Strickler",19,12,NA,4,4,2011340,"ConsecutiveGIR",2011
218,218,"Grant Waite",1,12,NA,2,10,2011300,"ConsecutiveGIR",2011
218,218,"Charlie Wi",25,12,NA,2,1,2011060,"ConsecutiveGIR",2011
239,239,"Thomas Aiken",4,11,NA,2,4,2011360,"ConsecutiveGIR",2011
239,239,"Craig Barlow",5,11,1,1,10,2011300,"ConsecutiveGIR",2011
239,239,"DJ Brigman",23,11,NA,2,10,2011060,"ConsecutiveGIR",2011
239,239,"Bob Burns",1,11,1,1,15,2011300,"ConsecutiveGIR",2011
239,239,"SSP Chawrasia",1,11,NA,1,11,2011120,"ConsecutiveGIR",2011
239,239,"Chad Collins",16,11,NA,5,14,2011030,"ConsecutiveGIR",2011
239,239,"Mathew Goggin",1,11,1,4,2,2011200,"ConsecutiveGIR",2011
239,239,"Gregory Havret",3,11,NA,3,18,2011260,"ConsecutiveGIR",2011
239,239,"Wes Heffernan",1,11,3,3,4,2011260,"ConsecutiveGIR",2011
239,239,"Mark Hensby",6,11,2,1,14,2011300,"ConsecutiveGIR",2011
239,239,"Richard Johnson",23,11,3,4,7,2011440,"ConsecutiveGIR",2011
239,239,"Justin Leonard",26,11,NA,2,17,2011430,"ConsecutiveGIR",2011
239,239,"Olafur Loftsson",1,11,NA,1,11,2011370,"ConsecutiveGIR",2011
239,239,"Matteo Manassero",8,11,2,2,1,2011360,"ConsecutiveGIR",2011
239,239,"Bob May",2,11,2,1,16,2011290,"ConsecutiveGIR",2011
239,239,"Scott McCarron",22,11,NA,3,1,2011030,"ConsecutiveGIR",2011
239,239,"Rocco Mediate",23,11,1,1,7,2011370,"ConsecutiveGIR",2011
239,239,"Seung Yul Noh",6,11,NA,2,10,2011120,"ConsecutiveGIR",2011
239,239,"Ted Purdy",6,11,NA,1,18,2011300,"ConsecutiveGIR",2011
239,239,"Patrick Reed",3,11,3,3,11,2011430,"ConsecutiveGIR",2011
239,239,"Sam Saunders",8,11,2,2,18,2011060,"ConsecutiveGIR",2011
260,260,"Steve Allan",1,10,2,3,12,2011330,"ConsecutiveGIR",2011
260,260,"Stuart Appleby",24,10,2,1,11,2011220,"ConsecutiveGIR",2011
260,260,"Rich Beem",21,10,NA,2,4,2011370,"ConsecutiveGIR",2011
260,260,"Patrick Cantlay",5,10,1,1,10,2011270,"ConsecutiveGIR",2011
260,260,"Christopher DeForest",2,10,5,1,1,2011260,"ConsecutiveGIR",2011
260,260,"Simon Dyson",3,10,NA,2,15,2011350,"ConsecutiveGIR",2011
260,260,"Johan Edfors",2,10,NA,2,8,2011260,"ConsecutiveGIR",2011
260,260,"Robin Freeman",1,10,NA,2,11,2011300,"ConsecutiveGIR",2011
260,260,"Todd Hamilton",11,10,NA,1,14,2011290,"ConsecutiveGIR",2011
260,260,"Ryo Ishikawa",10,10,NA,2,4,2011140,"ConsecutiveGIR",2011
260,260,"Steve Jones",1,10,NA,1,4,2011030,"ConsecutiveGIR",2011
260,260,"Bernhard Langer",1,10,NA,2,5,2011310,"ConsecutiveGIR",2011
260,260,"Jonathan Randolph",1,10,2,2,17,2011300,"ConsecutiveGIR",2011
260,260,"Richard Scott",1,10,NA,4,8,2011440,"ConsecutiveGIR",2011
260,260,"Darron Stiles",1,10,1,1,15,2011370,"ConsecutiveGIR",2011
260,260,"Martin Trainer",1,10,1,3,17,2011340,"ConsecutiveGIR",2011
260,260,"Jerod Turner",5,10,NA,1,10,2011300,"ConsecutiveGIR",2011
260,260,"Omar Uresti",5,10,3,1,14,2011300,"ConsecutiveGIR",2011
260,260,"Matt Weibring",5,10,NA,2,12,2011330,"ConsecutiveGIR",2011
260,260,"Mike Weir",15,10,NA,2,9,2011290,"ConsecutiveGIR",2011
280,280,"Joe Affrunti",6,9,NA,1,17,2011170,"ConsecutiveGIR",2011
280,280,"Alex Aragon",2,9,1,2,8,2011250,"ConsecutiveGIR",2011
280,280,"Phillip Choi",1,9,1,2,4,2011440,"ConsecutiveGIR",2011
280,280,"Michael Clark II",1,9,2,2,3,2011300,"ConsecutiveGIR",2011
280,280,"Darren Clarke",3,9,1,2,17,2011310,"ConsecutiveGIR",2011
280,280,"Do Hoon Kim",1,9,NA,4,3,2011260,"ConsecutiveGIR",2011
280,280,"Jamie Donaldson",1,9,4,1,3,2011360,"ConsecutiveGIR",2011
280,280,"John Ellis",2,9,NA,1,8,2011430,"ConsecutiveGIR",2011
280,280,"Matt Every",5,9,NA,3,5,2011060,"ConsecutiveGIR",2011
280,280,"Tony Finau",1,9,2,2,7,2011020,"ConsecutiveGIR",2011
280,280,"Jeff Freeman",1,9,1,1,15,2011130,"ConsecutiveGIR",2011
280,280,"Robert Gamez",9,9,2,1,18,2011140,"ConsecutiveGIR",2011
280,280,"Peter Hanson",12,9,NA,4,9,2011360,"ConsecutiveGIR",2011
280,280,"Matt Hill",2,9,1,2,16,2011060,"ConsecutiveGIR",2011
280,280,"Greg Huxman",1,9,NA,2,15,2011300,"ConsecutiveGIR",2011
280,280,"Yuta Ikeda",9,9,NA,2,16,2011140,"ConsecutiveGIR",2011
280,280,"Simon Khan",1,9,1,1,6,2011310,"ConsecutiveGIR",2011
280,280,"JL Lewis",1,9,6,2,8,2011300,"ConsecutiveGIR",2011
280,280,"Peter Lonard",2,9,NA,2,10,2011300,"ConsecutiveGIR",2011
280,280,"Garth Mulroy",4,9,1,1,11,2011230,"ConsecutiveGIR",2011
280,280,"John Riegger",1,9,1,1,1,2011420,"ConsecutiveGIR",2011
280,280,"Chris Smith",4,9,NA,2,10,2011300,"ConsecutiveGIR",2011
280,280,"Brian Smock",1,9,1,2,13,2011040,"ConsecutiveGIR",2011
280,280,"Chris Tidland",12,9,1,1,13,2011370,"ConsecutiveGIR",2011
280,280,"Willie Wood",2,9,3,1,9,2011300,"ConsecutiveGIR",2011
305,305,"Lonny Alexander",1,8,2,2,1,2011150,"ConsecutiveGIR",2011
305,305,"Billy Andrade",3,8,3,1,1,2011270,"ConsecutiveGIR",2011
305,305,"Eric Axley",2,8,NA,2,2,2011170,"ConsecutiveGIR",2011
305,305,"Sangmoon Bae",2,8,2,1,3,2011260,"ConsecutiveGIR",2011
305,305,"Andy Bean",1,8,8,2,11,2011140,"ConsecutiveGIR",2011
305,305,"Notah Begay III",4,8,NA,1,6,2011340,"ConsecutiveGIR",2011
305,305,"Brad Benjamin",1,8,NA,2,5,2011260,"ConsecutiveGIR",2011
305,305,"Thomas Bjorn",5,8,2,2,5,2011360,"ConsecutiveGIR",2011
305,305,"Mark Brooks",5,8,NA,2,14,2011300,"ConsecutiveGIR",2011
305,305,"Tom Byrum",1,8,1,1,5,2011300,"ConsecutiveGIR",2011
305,305,"George Coetzee",1,8,2,3,7,2011310,"ConsecutiveGIR",2011
305,305,"Lee Corfield",1,8,NA,2,4,2011310,"ConsecutiveGIR",2011
305,305,"Fred Couples",5,8,1,4,10,2011050,"ConsecutiveGIR",2011
305,305,"Robert Damron",3,8,5,1,1,2011300,"ConsecutiveGIR",2011
305,305,"Bubba Dickerson",1,8,NA,1,13,2011260,"ConsecutiveGIR",2011
