"Scrambling1020ydsRTPScore_RANKTHISWEEK_2008","Scrambling1020ydsRTPScore_RANKLASTWEEK_2008","Scrambling1020ydsRTPScore_PLAYERNAME_2008","Scrambling1020ydsRTPScore_ROUNDS_2008","Scrambling1020ydsRTPScore_AVGRTP_2008","Scrambling1020ydsRTPScore_TOTALHOLES_2008","Scrambling1020ydsRTPScore_TOTALRTP_2008","stat_name","year"
141,141,"Vijay Singh",82,0.389,144,56,"Scrambling1020ydsRTPScore",2008
143,143,"John Riegger",73,0.391,133,52,"Scrambling1020ydsRTPScore",2008
144,144,"Olin Browne",77,0.392,194,76,"Scrambling1020ydsRTPScore",2008
145,145,"Paul Goydos",78,0.393,191,75,"Scrambling1020ydsRTPScore",2008
146,146,"Charley Hoffman",94,0.395,228,90,"Scrambling1020ydsRTPScore",2008
147,147,"Shane Bertsch",96,0.397,242,96,"Scrambling1020ydsRTPScore",2008
147,147,"Tag Ridings",88,0.397,224,89,"Scrambling1020ydsRTPScore",2008
149,149,"Cody Freeman",66,0.399,143,57,"Scrambling1020ydsRTPScore",2008
149,149,"Will Ma Kenzie",62,0.399,168,67,"Scrambling1020ydsRTPScore",2008
151,151,"Steve Elkington",84,0.4,185,74,"Scrambling1020ydsRTPScore",2008
151,151,"Mark Hensby",71,0.4,160,64,"Scrambling1020ydsRTPScore",2008
151,151,"Joe Ogilvie",100,0.4,240,96,"Scrambling1020ydsRTPScore",2008
154,154,"Dustin Johnson",92,0.401,222,89,"Scrambling1020ydsRTPScore",2008
154,154,"Kevin Streelman",114,0.401,232,93,"Scrambling1020ydsRTPScore",2008
156,156,"YE Yang",89,0.402,214,86,"Scrambling1020ydsRTPScore",2008
157,157,"Tommy Armour III",77,0.403,154,62,"Scrambling1020ydsRTPScore",2008
158,158,"Jason Gore",94,0.404,230,93,"Scrambling1020ydsRTPScore",2008
159,159,"Bob Estes",90,0.405,205,83,"Scrambling1020ydsRTPScore",2008
160,160,"Robert Garrigus",90,0.406,202,82,"Scrambling1020ydsRTPScore",2008
161,161,"Billy Andrade",71,0.407,177,72,"Scrambling1020ydsRTPScore",2008
161,161,"Davis Love III",78,0.407,162,66,"Scrambling1020ydsRTPScore",2008
163,163,"Steve Allan",58,0.408,120,49,"Scrambling1020ydsRTPScore",2008
163,163,"Martin Laird",98,0.408,228,93,"Scrambling1020ydsRTPScore",2008
165,165,"Carlos Franco",73,0.409,154,63,"Scrambling1020ydsRTPScore",2008
165,165,"Stephen Leaney",53,0.409,127,52,"Scrambling1020ydsRTPScore",2008
167,167,"Angel Cabrera",55,0.41,100,41,"Scrambling1020ydsRTPScore",2008
167,167,"Joe Durant",92,0.41,178,73,"Scrambling1020ydsRTPScore",2008
167,167,"JB Holmes",86,0.41,178,73,"Scrambling1020ydsRTPScore",2008
167,167,"Kevin Stadler",90,0.41,188,77,"Scrambling1020ydsRTPScore",2008
167,167,"Jimmy Walker",73,0.41,178,73,"Scrambling1020ydsRTPScore",2008
172,172,"Brad Elder",67,0.411,129,53,"Scrambling1020ydsRTPScore",2008
172,172,"Ryan Moore",72,0.411,185,76,"Scrambling1020ydsRTPScore",2008
174,174,"Paul Casey",55,0.415,94,39,"Scrambling1020ydsRTPScore",2008
175,175,"Jim McGovern",75,0.417,151,63,"Scrambling1020ydsRTPScore",2008
176,176,"Robert Allenby",108,0.419,191,80,"Scrambling1020ydsRTPScore",2008
177,177,"Robert Gamez",79,0.421,178,75,"Scrambling1020ydsRTPScore",2008
178,178,"Troy Matteson",94,0.422,230,97,"Scrambling1020ydsRTPScore",2008
178,178,"George McNeill",97,0.422,206,87,"Scrambling1020ydsRTPScore",2008
178,178,"Kyle Thompson",70,0.422,166,70,"Scrambling1020ydsRTPScore",2008
181,181,"Camilo Villegas",79,0.423,168,71,"Scrambling1020ydsRTPScore",2008
182,182,"Chad Campbell",94,0.428,187,80,"Scrambling1020ydsRTPScore",2008
183,183,"Greg Kraft",63,0.43,149,64,"Scrambling1020ydsRTPScore",2008
183,183,"Jay Williamson",96,0.43,207,89,"Scrambling1020ydsRTPScore",2008
185,185,"Mark Calcavecchia",67,0.44,141,62,"Scrambling1020ydsRTPScore",2008
186,186,"Bill Haas",99,0.443,221,98,"Scrambling1020ydsRTPScore",2008
187,187,"Alex Cejka",75,0.448,165,74,"Scrambling1020ydsRTPScore",2008
187,187,"Brandt Jobe",52,0.448,116,52,"Scrambling1020ydsRTPScore",2008
189,189,"Tommy Gainey",60,0.453,106,48,"Scrambling1020ydsRTPScore",2008
190,190,"Ron Whittaker",54,0.465,99,46,"Scrambling1020ydsRTPScore",2008
191,191,"Nick Flanagan",89,0.468,237,111,"Scrambling1020ydsRTPScore",2008
192,192,"Chris Stroud",81,0.475,158,75,"Scrambling1020ydsRTPScore",2008
193,193,"Justin Bolli",87,0.477,176,84,"Scrambling1020ydsRTPScore",2008
194,194,"Sergio Garcia",72,0.487,150,73,"Scrambling1020ydsRTPScore",2008
195,195,"Travis Perkins",53,0.495,109,54,"Scrambling1020ydsRTPScore",2008
196,196,"Ryan Armour",87,0.514,181,93,"Scrambling1020ydsRTPScore",2008
197,197,"Charles Warren",79,0.525,198,104,"Scrambling1020ydsRTPScore",2008
