"LeftRoughProximity_RANKTHISWEEK_2010","LeftRoughProximity_RANKLASTWEEK_2010","LeftRoughProximity_PLAYERNAME_2010","LeftRoughProximity_ROUNDS_2010","LeftRoughProximity_AVG_2010","LeftRoughProximity_ATTEMPTS_2010","LeftRoughProximity_TOTALDISTANCEFEET_2010","LeftRoughProximity_RELATIVETOPAR_2010","stat_name","year"
1,1,"Greg Chalmers",93,NA,124,4316.917,-4,"LeftRoughProximity",2010
1,1,"Jeff Gove",57,NA,73,2540.917,13,"LeftRoughProximity",2010
3,3,"YE Yang",72,NA,110,3915.333,11,"LeftRoughProximity",2010
4,4,"Jay Williamson",76,NA,97,3483.5,11,"LeftRoughProximity",2010
5,5,"Ernie Els",72,NA,98,3572.25,-1,"LeftRoughProximity",2010
6,6,"Geoff Ogilvy",62,NA,90,3288.583,6,"LeftRoughProximity",2010
7,7,"Steve Wheatcroft",74,NA,101,3716.75,23,"LeftRoughProximity",2010
8,8,"Cameron Percy",73,NA,99,3674.917,-1,"LeftRoughProximity",2010
9,9,"Freddie Jacobson",83,NA,128,4804.833,12,"LeftRoughProximity",2010
10,10,"Chris Couch",66,NA,106,3996.917,4,"LeftRoughProximity",2010
10,10,"Dustin Johnson",83,NA,134,5051.75,8,"LeftRoughProximity",2010
12,12,"Daniel Chopra",74,NA,149,5626.583,17,"LeftRoughProximity",2010
12,12,"Cliff Kresge",50,NA,69,2603.5,14,"LeftRoughProximity",2010
14,14,"Vijay Singh",75,NA,93,3520.667,-2,"LeftRoughProximity",2010
15,15,"Davis Love III",79,NA,108,4130.75,4,"LeftRoughProximity",2010
15,15,"Johnson Wagner",85,NA,122,4671.5,18,"LeftRoughProximity",2010
17,17,"Robert Garrigus",71,NA,108,4138.083,10,"LeftRoughProximity",2010
17,17,"Rory McIlroy",54,NA,70,2681.667,-9,"LeftRoughProximity",2010
17,17,"Rod Pampling",77,NA,128,4911.333,14,"LeftRoughProximity",2010
17,17,"Cameron Tringale",55,NA,91,3488.833,10,"LeftRoughProximity",2010
21,21,"Nick Watney",91,NA,100,3839.417,9,"LeftRoughProximity",2010
22,22,"Phil Mickelson",76,NA,159,6121.417,12,"LeftRoughProximity",2010
23,23,"Chris DiMarco",88,NA,103,3973.083,-2,"LeftRoughProximity",2010
23,23,"Will Ma Kenzie",72,NA,114,4402.25,-2,"LeftRoughProximity",2010
25,25,"Graham DeLaet",88,NA,134,5175.75,-2,"LeftRoughProximity",2010
25,25,"Chris Wilson",65,NA,98,3786,18,"LeftRoughProximity",2010
27,27,"Charles Warren",64,NA,95,3695.417,18,"LeftRoughProximity",2010
28,28,"Henrik Bjornstad",72,NA,86,3359.417,23,"LeftRoughProximity",2010
29,29,"Craig Bowden",56,NA,66,2582.333,8,"LeftRoughProximity",2010
30,30,"Joe Durant",67,NA,61,2395.25,8,"LeftRoughProximity",2010
30,30,"Chris Riley",73,NA,79,3103.75,18,"LeftRoughProximity",2010
30,30,"Brandt Snedeker",89,NA,121,4753.25,3,"LeftRoughProximity",2010
33,33,"Jonathan Byrd",85,NA,146,5755.667,-5,"LeftRoughProximity",2010
33,33,"Bo Van Pelt",104,NA,137,5399.5,4,"LeftRoughProximity",2010
35,35,"Tim Herron",79,NA,153,6046.333,17,"LeftRoughProximity",2010
35,35,"Kenny Perry",69,NA,97,3830,16,"LeftRoughProximity",2010
35,35,"Dean Wilson",54,NA,99,3911.333,6,"LeftRoughProximity",2010
38,38,"Stuart Appleby",101,NA,197,7797.917,30,"LeftRoughProximity",2010
38,38,"Chris Stroud",90,NA,114,4515.833,7,"LeftRoughProximity",2010
38,38,"Roger Tambellini",77,NA,96,3802.25,18,"LeftRoughProximity",2010
41,41,"Ryan Palmer",84,NA,129,5115.25,10,"LeftRoughProximity",2010
42,42,"Bill Lunde",79,NA,95,3782.417,16,"LeftRoughProximity",2010
43,43,"Hunter Mahan",85,NA,101,4027.667,1,"LeftRoughProximity",2010
44,44,"Brent Delahoussaye",57,NA,63,2521.667,14,"LeftRoughProximity",2010
44,44,"Rickie Fowler",98,NA,139,5558.417,12,"LeftRoughProximity",2010
46,46,"Kris Blanks",91,NA,114,4564.833,21,"LeftRoughProximity",2010
46,46,"Tom Gillis",97,NA,131,5249.25,23,"LeftRoughProximity",2010
46,46,"Charles Howell III",103,NA,150,6006.667,-3,"LeftRoughProximity",2010
49,49,"Garth Mulroy",53,NA,75,3013.25,3,"LeftRoughProximity",2010
50,50,"Tim Clark",88,NA,89,3591.5,3,"LeftRoughProximity",2010
50,50,"Bob Estes",79,NA,112,4518.75,14,"LeftRoughProximity",2010
50,50,"Steve Flesch",78,NA,118,4761.333,25,"LeftRoughProximity",2010
50,50,"Jeev Milkha Singh",59,NA,98,3953.333,7,"LeftRoughProximity",2010
54,54,"Martin Flores",75,NA,156,6310.667,13,"LeftRoughProximity",2010
54,54,"Steve Marino",81,NA,118,4767.417,16,"LeftRoughProximity",2010
56,56,"James Driscoll",78,NA,134,5426.333,10,"LeftRoughProximity",2010
57,57,"Paul Goydos",78,NA,82,3337.833,20,"LeftRoughProximity",2010
57,57,"Carl Pettersson",99,NA,155,6307.083,12,"LeftRoughProximity",2010
59,59,"Woody Austin",93,NA,139,5665,10,"LeftRoughProximity",2010
59,59,"Luke Donald",71,NA,90,3668.667,-8,"LeftRoughProximity",2010
59,59,"Steve Elkington",74,NA,86,3505.75,9,"LeftRoughProximity",2010
62,62,"Padraig Harrington",57,NA,95,3883.083,6,"LeftRoughProximity",2010
62,62,"Steve Stricker",73,NA,96,3921,4,"LeftRoughProximity",2010
64,64,"Matt Bettencourt",91,NA,147,6012.583,32,"LeftRoughProximity",2010
64,64,"Michael Connell",89,NA,150,6141.083,15,"LeftRoughProximity",2010
64,64,"Michael Sim",64,NA,93,3807.833,9,"LeftRoughProximity",2010
64,64,"Heath Slocum",97,NA,90,3685.167,7,"LeftRoughProximity",2010
64,64,"Bubba Watson",77,NA,137,5605.667,-14,"LeftRoughProximity",2010
69,69,"Cameron Beckman",68,NA,103,4231.833,19,"LeftRoughProximity",2010
69,69,"Chad Campbell",95,NA,104,4272.833,20,"LeftRoughProximity",2010
69,69,"Ben Crane",85,NA,89,3655.917,3,"LeftRoughProximity",2010
69,69,"Spencer Levin",110,NA,179,7350.083,23,"LeftRoughProximity",2010
73,73,"Troy Matteson",84,NA,128,5265.917,9,"LeftRoughProximity",2010
74,74,"Rich Barcelo",70,NA,120,4954.667,17,"LeftRoughProximity",2010
74,74,"Paul Casey",64,NA,88,3632.333,0,"LeftRoughProximity",2010
74,74,"Sean OHair",84,NA,122,5034.667,14,"LeftRoughProximity",2010
77,77,"Jason Day",82,NA,133,5499.25,15,"LeftRoughProximity",2010
78,78,"John Daly",63,NA,103,4266.75,18,"LeftRoughProximity",2010
78,78,"Charley Hoffman",85,NA,115,4763.083,10,"LeftRoughProximity",2010
78,78,"Matt Jones",89,NA,156,6460.167,10,"LeftRoughProximity",2010
81,81,"Stewart Cink",84,NA,112,4648.333,0,"LeftRoughProximity",2010
81,81,"Kevin Stadler",86,NA,134,5561.333,31,"LeftRoughProximity",2010
83,83,"Troy Merritt",86,NA,131,5450.667,19,"LeftRoughProximity",2010
