"Front9Round1ScoringAverage_RANKTHISWEEK_2009","Front9Round1ScoringAverage_RANKLASTWEEK_2009","Front9Round1ScoringAverage_PLAYERNAME_2009","Front9Round1ScoringAverage__2009","Front9Round1ScoringAverage_AVG_2009","Front9Round1ScoringAverage_TOTALSTROKES_2009","Front9Round1ScoringAverage_TOTALROUNDS_2009","stat_name","year"
1,1,"Jason Day",NA,34,578,17,"Front9Round1ScoringAverage",2009
2,2,"Bob Estes",NA,34.17,786,23,"Front9Round1ScoringAverage",2009
3,3,"Jim Furyk",NA,34.23,753,22,"Front9Round1ScoringAverage",2009
4,4,"Scott Verplank",NA,34.25,822,24,"Front9Round1ScoringAverage",2009
5,5,"Mark Calcavecchia",NA,34.3,789,23,"Front9Round1ScoringAverage",2009
6,6,"Heath Slocum",NA,34.37,1031,30,"Front9Round1ScoringAverage",2009
7,7,"Steve Elkington",NA,34.39,791,23,"Front9Round1ScoringAverage",2009
8,8,"Sergio Garcia",NA,34.5,552,16,"Front9Round1ScoringAverage",2009
9,9,"Mike Weir",NA,34.57,795,23,"Front9Round1ScoringAverage",2009
10,10,"Sean OHair",NA,34.59,761,22,"Front9Round1ScoringAverage",2009
11,11,"Kevin Na",NA,34.62,900,26,"Front9Round1ScoringAverage",2009
12,12,"Padraig Harrington",NA,34.63,658,19,"Front9Round1ScoringAverage",2009
12,12,"Greg Owen",NA,34.63,1039,30,"Front9Round1ScoringAverage",2009
14,14,"Robert Garrigus",NA,34.64,866,25,"Front9Round1ScoringAverage",2009
15,15,"Dean Wilson",NA,34.66,1005,29,"Front9Round1ScoringAverage",2009
16,16,"David Toms",NA,34.67,936,27,"Front9Round1ScoringAverage",2009
17,17,"Jeff Klauk",NA,34.69,1006,29,"Front9Round1ScoringAverage",2009
17,17,"Kevin Sutherland",NA,34.69,902,26,"Front9Round1ScoringAverage",2009
17,17,"Tiger Woods",NA,34.69,555,16,"Front9Round1ScoringAverage",2009
20,20,"Bo Van Pelt",NA,34.73,1042,30,"Front9Round1ScoringAverage",2009
21,21,"Michael Letzig",NA,34.75,973,28,"Front9Round1ScoringAverage",2009
21,21,"Camilo Villegas",NA,34.75,695,20,"Front9Round1ScoringAverage",2009
23,23,"Paul Goydos",NA,34.76,869,25,"Front9Round1ScoringAverage",2009
24,24,"Nathan Green",NA,34.77,1043,30,"Front9Round1ScoringAverage",2009
25,25,"Woody Austin",NA,34.79,835,24,"Front9Round1ScoringAverage",2009
26,26,"Tim Clark",NA,34.81,731,21,"Front9Round1ScoringAverage",2009
