"PuttsperRoundRound4_RANKTHISWEEK_2013","PuttsperRoundRound4_RANKLASTWEEK_2013","PuttsperRoundRound4_PLAYERNAME_2013","PuttsperRoundRound4__2013","PuttsperRoundRound4_AVG_2013","PuttsperRoundRound4_TOTALPUTTS_2013","PuttsperRoundRound4_TOTALROUNDS_2013","stat_name","year"
1,1,"Justin Bolli",NA,25.75,103,4,"PuttsperRoundRound4",2013
2,2,"Mike Weir",NA,26.57,186,7,"PuttsperRoundRound4",2013
3,3,"Brian Gay",NA,26.63,426,16,"PuttsperRoundRound4",2013
4,4,"YE Yang",NA,27.33,246,9,"PuttsperRoundRound4",2013
5,5,"Jason Bohn",NA,27.42,329,12,"PuttsperRoundRound4",2013
6,6,"Bryce Molder",NA,27.53,468,17,"PuttsperRoundRound4",2013
7,7,"Jordan Spieth",NA,27.61,497,18,"PuttsperRoundRound4",2013
8,8,"Doug LaBelle II",NA,27.69,360,13,"PuttsperRoundRound4",2013
9,9,"Ian Poulter",NA,27.73,305,11,"PuttsperRoundRound4",2013
10,10,"Aaron Baddeley",NA,27.8,278,10,"PuttsperRoundRound4",2013
11,11,"Jason Day",NA,27.85,557,20,"PuttsperRoundRound4",2013
12,12,"Matt Jones",NA,27.88,474,17,"PuttsperRoundRound4",2013
13,13,"Jonas Blixt",NA,27.92,363,13,"PuttsperRoundRound4",2013
14,14,"Rickie Fowler",NA,27.93,419,15,"PuttsperRoundRound4",2013
15,15,"Cameron Tringale",NA,27.94,447,16,"PuttsperRoundRound4",2013
16,16,"Aaron Watkins",NA,28,84,3,"PuttsperRoundRound4",2013
17,17,"Steven Bowditch",NA,28.09,309,11,"PuttsperRoundRound4",2013
17,17,"Billy Horschel",NA,28.09,618,22,"PuttsperRoundRound4",2013
17,17,"Robert Streb",NA,28.09,309,11,"PuttsperRoundRound4",2013
20,20,"Keegan Bradley",NA,28.11,534,19,"PuttsperRoundRound4",2013
20,20,"Charles Howell III",NA,28.11,506,18,"PuttsperRoundRound4",2013
22,22,"Chris Stroud",NA,28.12,478,17,"PuttsperRoundRound4",2013
23,23,"Vaughn Taylor",NA,28.13,225,8,"PuttsperRoundRound4",2013
24,24,"Greg Chalmers",NA,28.15,366,13,"PuttsperRoundRound4",2013
24,24,"John Rollins",NA,28.15,366,13,"PuttsperRoundRound4",2013
26,26,"DA Points",NA,28.2,423,15,"PuttsperRoundRound4",2013
27,27,"Andres Romero",NA,28.22,254,9,"PuttsperRoundRound4",2013
28,28,"Bob Estes",NA,28.27,424,15,"PuttsperRoundRound4",2013
29,29,"Ryan Palmer",NA,28.29,481,17,"PuttsperRoundRound4",2013
30,30,"Jeff Overton",NA,28.31,453,16,"PuttsperRoundRound4",2013
31,31,"Ted Potter Jr",NA,28.33,255,9,"PuttsperRoundRound4",2013
32,32,"David Hearn",NA,28.35,482,17,"PuttsperRoundRound4",2013
33,33,"Patrick Reed",NA,28.36,397,14,"PuttsperRoundRound4",2013
33,33,"Shawn Stefani",NA,28.36,312,11,"PuttsperRoundRound4",2013
35,35,"James Driscoll",NA,28.38,369,13,"PuttsperRoundRound4",2013
35,35,"Martin Laird",NA,28.38,369,13,"PuttsperRoundRound4",2013
35,35,"William McGirt",NA,28.38,369,13,"PuttsperRoundRound4",2013
38,38,"Tommy Gainey",NA,28.42,341,12,"PuttsperRoundRound4",2013
39,39,"Matt Kuchar",NA,28.43,597,21,"PuttsperRoundRound4",2013
39,39,"DJ Trahan",NA,28.43,199,7,"PuttsperRoundRound4",2013
41,41,"Scott Brown",NA,28.45,313,11,"PuttsperRoundRound4",2013
41,41,"Morgan Hoffmann",NA,28.45,313,11,"PuttsperRoundRound4",2013
43,43,"Brian Harman",NA,28.5,399,14,"PuttsperRoundRound4",2013
43,43,"Eric Meierdierks",NA,28.5,114,4,"PuttsperRoundRound4",2013
45,45,"Camilo Villegas",NA,28.53,428,15,"PuttsperRoundRound4",2013
46,46,"David Lynn",NA,28.54,371,13,"PuttsperRoundRound4",2013
47,47,"Michael Thompson",NA,28.55,314,11,"PuttsperRoundRound4",2013
48,48,"Martin Flores",NA,28.56,457,16,"PuttsperRoundRound4",2013
49,49,"Dustin Johnson",NA,28.57,400,14,"PuttsperRoundRound4",2013
50,50,"Brian Davis",NA,28.59,486,17,"PuttsperRoundRound4",2013
51,51,"Jerry Kelly",NA,28.6,429,15,"PuttsperRoundRound4",2013
52,52,"David Toms",NA,28.63,229,8,"PuttsperRoundRound4",2013
