"Scramblingfrom1020yards_RANKTHISWEEK_2013","Scramblingfrom1020yards_RANKLASTWEEK_2013","Scramblingfrom1020yards_PLAYERNAME_2013","Scramblingfrom1020yards_ROUNDS_2013","Scramblingfrom1020yards_Pct_2013","Scramblingfrom1020yards_SUCCESSES_2013","Scramblingfrom1020yards_ATTEMPTS_2013","stat_name","year"
1,1,"Ian Poulter",59,75.21,91,121,"Scramblingfrom1020yards",2013
2,2,"Steve Stricker",51,75,57,76,"Scramblingfrom1020yards",2013
3,3,"David Lynn",70,74.83,110,147,"Scramblingfrom1020yards",2013
4,4,"Charles Howell III",87,74.59,138,185,"Scramblingfrom1020yards",2013
5,5,"Padraig Harrington",52,74.47,70,94,"Scramblingfrom1020yards",2013
6,6,"Luke Donald",60,74.38,90,121,"Scramblingfrom1020yards",2013
7,7,"Bob Estes",66,73.77,135,183,"Scramblingfrom1020yards",2013
8,8,"Stuart Appleby",88,73.66,151,205,"Scramblingfrom1020yards",2013
9,9,"Chris Kirk",89,72.86,145,199,"Scramblingfrom1020yards",2013
10,10,"Tiger Woods",61,72.82,75,103,"Scramblingfrom1020yards",2013
11,11,"Bryce Molder",82,72.68,149,205,"Scramblingfrom1020yards",2013
12,12,"Richard Lee",81,72.63,138,190,"Scramblingfrom1020yards",2013
13,13,"Jonas Blixt",76,71.78,145,202,"Scramblingfrom1020yards",2013
14,14,"Chris Stroud",88,71.37,162,227,"Scramblingfrom1020yards",2013
15,15,"Keegan Bradley",88,71.35,132,185,"Scramblingfrom1020yards",2013
16,16,"Erik Compton",74,70.99,115,162,"Scramblingfrom1020yards",2013
17,17,"Brian Gay",79,70.87,163,230,"Scramblingfrom1020yards",2013
18,18,"Martin Flores",83,70.78,155,219,"Scramblingfrom1020yards",2013
19,19,"Steven Bowditch",67,70.73,116,164,"Scramblingfrom1020yards",2013
20,20,"Bill Haas",85,70.72,128,181,"Scramblingfrom1020yards",2013
21,21,"Brandt Snedeker",79,70.67,106,150,"Scramblingfrom1020yards",2013
22,22,"Lee Williams",62,70.63,101,143,"Scramblingfrom1020yards",2013
23,23,"Freddie Jacobson",63,70.15,94,134,"Scramblingfrom1020yards",2013
23,23,"Cameron Tringale",80,70.15,141,201,"Scramblingfrom1020yards",2013
25,25,"Graeme McDowell",53,70.09,82,117,"Scramblingfrom1020yards",2013
26,26,"Matt Kuchar",93,69.95,128,183,"Scramblingfrom1020yards",2013
27,27,"Tim Clark",64,69.92,93,133,"Scramblingfrom1020yards",2013
28,28,"KJ Choi",85,69.7,115,165,"Scramblingfrom1020yards",2013
29,29,"Cameron Percy",68,69.68,108,155,"Scramblingfrom1020yards",2013
30,30,"Jason Day",86,69.59,119,171,"Scramblingfrom1020yards",2013
31,31,"Matt Jones",83,69.15,139,201,"Scramblingfrom1020yards",2013
32,32,"David Toms",49,69.14,56,81,"Scramblingfrom1020yards",2013
33,33,"Tom Gillis",69,69.1,123,178,"Scramblingfrom1020yards",2013
