"FirstTeeLatePar5ScoringAverage_RANKTHISWEEK_2008","FirstTeeLatePar5ScoringAverage_RANKLASTWEEK_2008","FirstTeeLatePar5ScoringAverage_PLAYERNAME_2008","FirstTeeLatePar5ScoringAverage_ROUNDS_2008","FirstTeeLatePar5ScoringAverage_AVG_2008","FirstTeeLatePar5ScoringAverage_TOTALSTROKES_2008","FirstTeeLatePar5ScoringAverage_TOTALHOLES_2008","stat_name","year"
1,1,"Lucas Glover",91,4.47,380,85,"FirstTeeLatePar5ScoringAverage",2008
2,2,"Vijay Singh",82,4.49,431,96,"FirstTeeLatePar5ScoringAverage",2008
3,3,"Sergio Garcia",72,4.52,438,97,"FirstTeeLatePar5ScoringAverage",2008
3,3,"Brenden Pappas",66,4.52,226,50,"FirstTeeLatePar5ScoringAverage",2008
3,3,"Tag Ridings",88,4.52,371,82,"FirstTeeLatePar5ScoringAverage",2008
3,3,"Kevin Sutherland",98,4.52,479,106,"FirstTeeLatePar5ScoringAverage",2008
7,7,"Padraig Harrington",52,4.53,267,59,"FirstTeeLatePar5ScoringAverage",2008
7,7,"Martin Laird",98,4.53,267,59,"FirstTeeLatePar5ScoringAverage",2008
7,7,"Corey Pavin",69,4.53,154,34,"FirstTeeLatePar5ScoringAverage",2008
7,7,"Pat Perez",93,4.53,489,108,"FirstTeeLatePar5ScoringAverage",2008
11,11,"Phil Mickelson",80,4.54,595,131,"FirstTeeLatePar5ScoringAverage",2008
12,12,"Charles Howell III",101,4.55,478,105,"FirstTeeLatePar5ScoringAverage",2008
12,12,"Anthony Kim",81,4.55,419,92,"FirstTeeLatePar5ScoringAverage",2008
12,12,"George McNeill",97,4.55,396,87,"FirstTeeLatePar5ScoringAverage",2008
15,15,"Stephen Ames",83,4.57,475,104,"FirstTeeLatePar5ScoringAverage",2008
15,15,"Paul Casey",55,4.57,242,53,"FirstTeeLatePar5ScoringAverage",2008
15,15,"Ryan Palmer",69,4.57,393,86,"FirstTeeLatePar5ScoringAverage",2008
18,18,"Brian Gay",102,4.58,541,118,"FirstTeeLatePar5ScoringAverage",2008
18,18,"Rod Pampling",83,4.58,426,93,"FirstTeeLatePar5ScoringAverage",2008
18,18,"Camilo Villegas",79,4.58,449,98,"FirstTeeLatePar5ScoringAverage",2008
21,21,"Ernie Els",51,4.59,294,64,"FirstTeeLatePar5ScoringAverage",2008
21,21,"Robert Garrigus",90,4.59,459,100,"FirstTeeLatePar5ScoringAverage",2008
21,21,"Joe Ogilvie",100,4.59,372,81,"FirstTeeLatePar5ScoringAverage",2008
21,21,"Bubba Watson",97,4.59,528,115,"FirstTeeLatePar5ScoringAverage",2008
25,25,"Tommy Armour III",77,4.6,396,86,"FirstTeeLatePar5ScoringAverage",2008
25,25,"Chris DiMarco",87,4.6,244,53,"FirstTeeLatePar5ScoringAverage",2008
25,25,"John Riegger",73,4.6,198,43,"FirstTeeLatePar5ScoringAverage",2008
25,25,"Adam Scott",51,4.6,299,65,"FirstTeeLatePar5ScoringAverage",2008
25,25,"Chris Stroud",81,4.6,262,57,"FirstTeeLatePar5ScoringAverage",2008
25,25,"Nick Watney",96,4.6,391,85,"FirstTeeLatePar5ScoringAverage",2008
25,25,"Mike Weir",88,4.6,571,124,"FirstTeeLatePar5ScoringAverage",2008
32,32,"Chad Campbell",94,4.61,433,94,"FirstTeeLatePar5ScoringAverage",2008
32,32,"Kevin Stadler",90,4.61,429,93,"FirstTeeLatePar5ScoringAverage",2008
32,32,"Bo Van Pelt",101,4.61,429,93,"FirstTeeLatePar5ScoringAverage",2008
35,35,"Brian Davis",108,4.62,587,127,"FirstTeeLatePar5ScoringAverage",2008
35,35,"Robert Gamez",79,4.62,268,58,"FirstTeeLatePar5ScoringAverage",2008
35,35,"Sean OHair",81,4.62,360,78,"FirstTeeLatePar5ScoringAverage",2008
38,38,"Stuart Appleby",87,4.63,542,117,"FirstTeeLatePar5ScoringAverage",2008
38,38,"KJ Choi",74,4.63,440,95,"FirstTeeLatePar5ScoringAverage",2008
38,38,"Jason Day",81,4.63,366,79,"FirstTeeLatePar5ScoringAverage",2008
38,38,"Mark Hensby",71,4.63,361,78,"FirstTeeLatePar5ScoringAverage",2008
38,38,"Matt Kuchar",88,4.63,421,91,"FirstTeeLatePar5ScoringAverage",2008
38,38,"Frank Lickliter II",107,4.63,333,72,"FirstTeeLatePar5ScoringAverage",2008
38,38,"Troy Matteson",94,4.63,546,118,"FirstTeeLatePar5ScoringAverage",2008
38,38,"Omar Uresti",74,4.63,264,57,"FirstTeeLatePar5ScoringAverage",2008
38,38,"Johnson Wagner",83,4.63,292,63,"FirstTeeLatePar5ScoringAverage",2008
38,38,"Tim Wilkinson",95,4.63,431,93,"FirstTeeLatePar5ScoringAverage",2008
48,48,"Steve Allan",58,4.64,260,56,"FirstTeeLatePar5ScoringAverage",2008
48,48,"Woody Austin",109,4.64,501,108,"FirstTeeLatePar5ScoringAverage",2008
48,48,"Jonathan Byrd",88,4.64,343,74,"FirstTeeLatePar5ScoringAverage",2008
48,48,"Stewart Cink",87,4.64,557,120,"FirstTeeLatePar5ScoringAverage",2008
48,48,"Ben Crane",86,4.64,362,78,"FirstTeeLatePar5ScoringAverage",2008
48,48,"Tim Herron",97,4.64,362,78,"FirstTeeLatePar5ScoringAverage",2008
48,48,"Brandt Jobe",52,4.64,195,42,"FirstTeeLatePar5ScoringAverage",2008
48,48,"Jerry Kelly",89,4.64,390,84,"FirstTeeLatePar5ScoringAverage",2008
48,48,"Steve Marino",119,4.64,469,101,"FirstTeeLatePar5ScoringAverage",2008
48,48,"Tom Pernice Jr",104,4.64,422,91,"FirstTeeLatePar5ScoringAverage",2008
48,48,"Andres Romero",69,4.64,260,56,"FirstTeeLatePar5ScoringAverage",2008
48,48,"Charles Warren",79,4.64,394,85,"FirstTeeLatePar5ScoringAverage",2008
60,60,"Angel Cabrera",55,4.65,214,46,"FirstTeeLatePar5ScoringAverage",2008
60,60,"Daniel Chopra",84,4.65,460,99,"FirstTeeLatePar5ScoringAverage",2008
60,60,"Todd Demsey",80,4.65,307,66,"FirstTeeLatePar5ScoringAverage",2008
60,60,"Steve Elkington",84,4.65,442,95,"FirstTeeLatePar5ScoringAverage",2008
60,60,"Jim Furyk",95,4.65,707,152,"FirstTeeLatePar5ScoringAverage",2008
60,60,"Charley Hoffman",94,4.65,358,77,"FirstTeeLatePar5ScoringAverage",2008
66,66,"Aaron Baddeley",76,4.67,392,84,"FirstTeeLatePar5ScoringAverage",2008
66,66,"Carlos Franco",73,4.67,257,55,"FirstTeeLatePar5ScoringAverage",2008
66,66,"Michael Letzig",88,4.67,406,87,"FirstTeeLatePar5ScoringAverage",2008
66,66,"Travis Perkins",53,4.67,140,30,"FirstTeeLatePar5ScoringAverage",2008
66,66,"Scott Sterling",89,4.67,378,81,"FirstTeeLatePar5ScoringAverage",2008
66,66,"David Toms",70,4.67,336,72,"FirstTeeLatePar5ScoringAverage",2008
72,72,"Michael Allen",91,4.68,440,94,"FirstTeeLatePar5ScoringAverage",2008
72,72,"Joe Durant",92,4.68,337,72,"FirstTeeLatePar5ScoringAverage",2008
72,72,"Kenneth Ferrie",72,4.68,281,60,"FirstTeeLatePar5ScoringAverage",2008
72,72,"Nathan Green",95,4.68,360,77,"FirstTeeLatePar5ScoringAverage",2008
72,72,"John Huston",56,4.68,337,72,"FirstTeeLatePar5ScoringAverage",2008
72,72,"Greg Kraft",63,4.68,281,60,"FirstTeeLatePar5ScoringAverage",2008
72,72,"Jim McGovern",75,4.68,206,44,"FirstTeeLatePar5ScoringAverage",2008
72,72,"Heath Slocum",104,4.68,529,113,"FirstTeeLatePar5ScoringAverage",2008
72,72,"Nicholas Thompson",113,4.68,524,112,"FirstTeeLatePar5ScoringAverage",2008
72,72,"Marc Turnesa",87,4.68,295,63,"FirstTeeLatePar5ScoringAverage",2008
72,72,"Mark Wilson",107,4.68,431,92,"FirstTeeLatePar5ScoringAverage",2008
83,83,"Justin Bolli",87,4.69,314,67,"FirstTeeLatePar5ScoringAverage",2008
83,83,"Gavin Coles",54,4.69,230,49,"FirstTeeLatePar5ScoringAverage",2008
83,83,"Ken Duke",116,4.69,558,119,"FirstTeeLatePar5ScoringAverage",2008
83,83,"Tommy Gainey",60,4.69,300,64,"FirstTeeLatePar5ScoringAverage",2008
83,83,"Mathew Goggin",91,4.69,427,91,"FirstTeeLatePar5ScoringAverage",2008
83,83,"Bill Haas",99,4.69,544,116,"FirstTeeLatePar5ScoringAverage",2008
83,83,"Todd Hamilton",92,4.69,389,83,"FirstTeeLatePar5ScoringAverage",2008
83,83,"Ryuji Imada",80,4.69,464,99,"FirstTeeLatePar5ScoringAverage",2008
83,83,"Will Ma Kenzie",62,4.69,272,58,"FirstTeeLatePar5ScoringAverage",2008
83,83,"Billy Mayfair",103,4.69,483,103,"FirstTeeLatePar5ScoringAverage",2008
83,83,"Parker McLachlin",88,4.69,474,101,"FirstTeeLatePar5ScoringAverage",2008
83,83,"John Merrick",98,4.69,539,115,"FirstTeeLatePar5ScoringAverage",2008
83,83,"Jesper Parnevik",88,4.69,366,78,"FirstTeeLatePar5ScoringAverage",2008
96,96,"Fred Couples",60,4.7,268,57,"FirstTeeLatePar5ScoringAverage",2008
96,96,"JP Hayes",67,4.7,216,46,"FirstTeeLatePar5ScoringAverage",2008
96,96,"Freddie Jacobson",78,4.7,348,74,"FirstTeeLatePar5ScoringAverage",2008
96,96,"Matt Jones",95,4.7,437,93,"FirstTeeLatePar5ScoringAverage",2008
96,96,"Craig Kanada",65,4.7,268,57,"FirstTeeLatePar5ScoringAverage",2008
96,96,"Peter Lonard",92,4.7,385,82,"FirstTeeLatePar5ScoringAverage",2008
96,96,"Rocco Mediate",87,4.7,381,81,"FirstTeeLatePar5ScoringAverage",2008
96,96,"Brandt Snedeker",85,4.7,442,94,"FirstTeeLatePar5ScoringAverage",2008
96,96,"Kevin Streelman",114,4.7,470,100,"FirstTeeLatePar5ScoringAverage",2008
96,96,"Steve Stricker",75,4.7,432,92,"FirstTeeLatePar5ScoringAverage",2008
96,96,"DJ Trahan",94,4.7,385,82,"FirstTeeLatePar5ScoringAverage",2008
96,96,"Bob Tway",70,4.7,301,64,"FirstTeeLatePar5ScoringAverage",2008
96,96,"Charlie Wi",97,4.7,376,80,"FirstTeeLatePar5ScoringAverage",2008
109,109,"Jason Allred",63,4.71,212,45,"FirstTeeLatePar5ScoringAverage",2008
109,109,"Rich Beem",90,4.71,306,65,"FirstTeeLatePar5ScoringAverage",2008
109,109,"Shane Bertsch",96,4.71,358,76,"FirstTeeLatePar5ScoringAverage",2008
109,109,"Brad Elder",67,4.71,311,66,"FirstTeeLatePar5ScoringAverage",2008
109,109,"Jason Gore",94,4.71,513,109,"FirstTeeLatePar5ScoringAverage",2008
109,109,"Justin Leonard",101,4.71,532,113,"FirstTeeLatePar5ScoringAverage",2008
109,109,"Shigeki Maruyama",50,4.71,240,51,"FirstTeeLatePar5ScoringAverage",2008
109,109,"Tim Petrovic",97,4.71,471,100,"FirstTeeLatePar5ScoringAverage",2008
109,109,"John Rollins",94,4.71,433,92,"FirstTeeLatePar5ScoringAverage",2008
118,118,"Cameron Beckman",87,4.72,307,65,"FirstTeeLatePar5ScoringAverage",2008
118,118,"Tim Clark",90,4.72,515,109,"FirstTeeLatePar5ScoringAverage",2008
118,118,"Kent Jones",68,4.72,302,64,"FirstTeeLatePar5ScoringAverage",2008
118,118,"Davis Love III",78,4.72,321,68,"FirstTeeLatePar5ScoringAverage",2008
118,118,"Kenny Perry",97,4.72,590,125,"FirstTeeLatePar5ScoringAverage",2008
118,118,"Brett Rumford",72,4.72,236,50,"FirstTeeLatePar5ScoringAverage",2008
118,118,"John Senden",93,4.72,269,57,"FirstTeeLatePar5ScoringAverage",2008
118,118,"Scott Verplank",82,4.72,500,106,"FirstTeeLatePar5ScoringAverage",2008
126,126,"Dudley Hart",74,4.73,440,93,"FirstTeeLatePar5ScoringAverage",2008
126,126,"Richard Johnson",60,4.73,189,40,"FirstTeeLatePar5ScoringAverage",2008
126,126,"Ryan Moore",72,4.73,388,82,"FirstTeeLatePar5ScoringAverage",2008
126,126,"Kevin Na",97,4.73,397,84,"FirstTeeLatePar5ScoringAverage",2008
126,126,"Brett Quigley",80,4.73,369,78,"FirstTeeLatePar5ScoringAverage",2008
126,126,"Rory Sabbatini",77,4.73,402,85,"FirstTeeLatePar5ScoringAverage",2008
126,126,"Tom Scherrer",56,4.73,260,55,"FirstTeeLatePar5ScoringAverage",2008
126,126,"Jay Williamson",96,4.73,445,94,"FirstTeeLatePar5ScoringAverage",2008
134,134,"Eric Axley",113,4.74,474,100,"FirstTeeLatePar5ScoringAverage",2008
134,134,"Bart Bryant",81,4.74,332,70,"FirstTeeLatePar5ScoringAverage",2008
134,134,"Retief Goosen",59,4.74,289,61,"FirstTeeLatePar5ScoringAverage",2008
134,134,"Kyle Thompson",70,4.74,341,72,"FirstTeeLatePar5ScoringAverage",2008
138,138,"Robert Allenby",108,4.75,632,133,"FirstTeeLatePar5ScoringAverage",2008
138,138,"Billy Andrade",71,4.75,299,63,"FirstTeeLatePar5ScoringAverage",2008
138,138,"Briny Baird",113,4.75,598,126,"FirstTeeLatePar5ScoringAverage",2008
138,138,"Ben Curtis",80,4.75,461,97,"FirstTeeLatePar5ScoringAverage",2008
138,138,"Steve Flesch",95,4.75,484,102,"FirstTeeLatePar5ScoringAverage",2008
138,138,"Harrison Frazar",73,4.75,290,61,"FirstTeeLatePar5ScoringAverage",2008
138,138,"Hunter Mahan",87,4.75,385,81,"FirstTeeLatePar5ScoringAverage",2008
138,138,"Jon Mills",95,4.75,285,60,"FirstTeeLatePar5ScoringAverage",2008
138,138,"Chez Reavie",102,4.75,423,89,"FirstTeeLatePar5ScoringAverage",2008
147,147,"Brad Adamonis",87,4.76,443,93,"FirstTeeLatePar5ScoringAverage",2008
147,147,"Alex Cejka",75,4.76,433,91,"FirstTeeLatePar5ScoringAverage",2008
147,147,"Marco Dawson",64,4.76,295,62,"FirstTeeLatePar5ScoringAverage",2008
147,147,"JB Holmes",86,4.76,495,104,"FirstTeeLatePar5ScoringAverage",2008
147,147,"Lee Janzen",89,4.76,424,89,"FirstTeeLatePar5ScoringAverage",2008
147,147,"Carl Pettersson",110,4.76,528,111,"FirstTeeLatePar5ScoringAverage",2008
147,147,"Jimmy Walker",73,4.76,195,41,"FirstTeeLatePar5ScoringAverage",2008
154,154,"Glen Day",64,4.77,253,53,"FirstTeeLatePar5ScoringAverage",2008
154,154,"James Driscoll",85,4.77,348,73,"FirstTeeLatePar5ScoringAverage",2008
154,154,"Doug LaBelle II",65,4.77,296,62,"FirstTeeLatePar5ScoringAverage",2008
154,154,"Nick OHern",82,4.77,434,91,"FirstTeeLatePar5ScoringAverage",2008
154,154,"Chris Riley",51,4.77,205,43,"FirstTeeLatePar5ScoringAverage",2008
159,159,"Mathias Gronberg",87,4.78,258,54,"FirstTeeLatePar5ScoringAverage",2008
159,159,"Zach Johnson",85,4.78,454,95,"FirstTeeLatePar5ScoringAverage",2008
159,159,"Geoff Ogilvy",65,4.78,416,87,"FirstTeeLatePar5ScoringAverage",2008
162,162,"Nick Flanagan",89,4.79,402,84,"FirstTeeLatePar5ScoringAverage",2008
162,162,"Paul Goydos",78,4.79,364,76,"FirstTeeLatePar5ScoringAverage",2008
162,162,"John Mallinger",95,4.79,364,76,"FirstTeeLatePar5ScoringAverage",2008
162,162,"Boo Weekley",86,4.79,359,75,"FirstTeeLatePar5ScoringAverage",2008
166,166,"Jeff Gove",50,4.8,192,40,"FirstTeeLatePar5ScoringAverage",2008
166,166,"Dustin Johnson",92,4.8,317,66,"FirstTeeLatePar5ScoringAverage",2008
166,166,"Cliff Kresge",84,4.8,283,59,"FirstTeeLatePar5ScoringAverage",2008
166,166,"Dean Wilson",109,4.8,485,101,"FirstTeeLatePar5ScoringAverage",2008
170,170,"Stephen Leaney",53,4.81,207,43,"FirstTeeLatePar5ScoringAverage",2008
170,170,"Scott McCarron",63,4.81,361,75,"FirstTeeLatePar5ScoringAverage",2008
170,170,"Bob Sowards",61,4.81,207,43,"FirstTeeLatePar5ScoringAverage",2008
173,173,"Trevor Immelman",70,4.82,289,60,"FirstTeeLatePar5ScoringAverage",2008
173,173,"Patrick Sheehan",124,4.82,501,104,"FirstTeeLatePar5ScoringAverage",2008
175,175,"Mark Calcavecchia",67,4.83,319,66,"FirstTeeLatePar5ScoringAverage",2008
175,175,"Bob Estes",90,4.83,377,78,"FirstTeeLatePar5ScoringAverage",2008
175,175,"Cody Freeman",66,4.83,232,48,"FirstTeeLatePar5ScoringAverage",2008
175,175,"Jeff Overton",103,4.83,464,96,"FirstTeeLatePar5ScoringAverage",2008
175,175,"YE Yang",89,4.83,377,78,"FirstTeeLatePar5ScoringAverage",2008
180,180,"Tom Lehman",51,4.84,266,55,"FirstTeeLatePar5ScoringAverage",2008
181,181,"JJ Henry",108,4.85,398,82,"FirstTeeLatePar5ScoringAverage",2008
182,182,"Chad Collins",72,4.87,185,38,"FirstTeeLatePar5ScoringAverage",2008
183,183,"Ryan Armour",87,4.88,356,73,"FirstTeeLatePar5ScoringAverage",2008
183,183,"Paul Claxton",63,4.88,244,50,"FirstTeeLatePar5ScoringAverage",2008
183,183,"Jin Park",85,4.88,317,65,"FirstTeeLatePar5ScoringAverage",2008
183,183,"Jeff Quinney",87,4.88,356,73,"FirstTeeLatePar5ScoringAverage",2008
183,183,"Vaughn Taylor",103,4.88,527,108,"FirstTeeLatePar5ScoringAverage",2008
188,188,"Jeff Maggert",86,4.89,318,65,"FirstTeeLatePar5ScoringAverage",2008
188,188,"Ted Purdy",68,4.89,274,56,"FirstTeeLatePar5ScoringAverage",2008
190,190,"Ian Poulter",51,4.91,275,56,"FirstTeeLatePar5ScoringAverage",2008
192,192,"Olin Browne",77,4.93,202,41,"FirstTeeLatePar5ScoringAverage",2008
193,193,"David Duval",51,4.94,321,65,"FirstTeeLatePar5ScoringAverage",2008
193,193,"Steve Lowery",74,4.94,247,50,"FirstTeeLatePar5ScoringAverage",2008
195,195,"Alejandro Canizares",52,4.97,194,39,"FirstTeeLatePar5ScoringAverage",2008
195,195,"Ron Whittaker",54,4.97,149,30,"FirstTeeLatePar5ScoringAverage",2008
197,197,"David Lutterus",59,5.03,196,39,"FirstTeeLatePar5ScoringAverage",2008
