"Par4BirdieorBetterLeaders_RANKTHISWEEK_2006","Par4BirdieorBetterLeaders_RANKLASTWEEK_2006","Par4BirdieorBetterLeaders_PLAYERNAME_2006","Par4BirdieorBetterLeaders_ROUNDS_2006","Par4BirdieorBetterLeaders_Pct_2006","Par4BirdieorBetterLeaders_PAR4BIRDIESORBETTER_2006","Par4BirdieorBetterLeaders_PAR4HOLES_2006","stat_name","year"
1,1,"Tiger Woods",55,21.79,119,546,"Par4BirdieorBetterLeaders",2006
2,2,"Daniel Chopra",110,19.98,222,1111,"Par4BirdieorBetterLeaders",2006
3,3,"Jonathan Byrd",66,19.53,132,676,"Par4BirdieorBetterLeaders",2006
4,4,"Justin Rose",98,19.41,196,1010,"Par4BirdieorBetterLeaders",2006
5,5,"Steve Stricker",64,19,125,658,"Par4BirdieorBetterLeaders",2006
6,6,"Brett Wetterich",82,18.95,163,860,"Par4BirdieorBetterLeaders",2006
7,7,"David Toms",76,18.85,141,748,"Par4BirdieorBetterLeaders",2006
8,8,"Vaughn Taylor",88,18.83,177,940,"Par4BirdieorBetterLeaders",2006
9,9,"Harrison Frazar",95,18.81,180,957,"Par4BirdieorBetterLeaders",2006
10,10,"Phil Mickelson",74,18.63,133,714,"Par4BirdieorBetterLeaders",2006
11,11,"Lucas Glover",105,18.42,196,1064,"Par4BirdieorBetterLeaders",2006
12,12,"Briny Baird",81,18.27,148,810,"Par4BirdieorBetterLeaders",2006
13,13,"Camilo Villegas",95,18.15,180,992,"Par4BirdieorBetterLeaders",2006
14,14,"JP Hayes",55,18.13,105,579,"Par4BirdieorBetterLeaders",2006
15,15,"David McKenzie",82,18.11,153,845,"Par4BirdieorBetterLeaders",2006
16,16,"Adam Scott",70,18.02,133,738,"Par4BirdieorBetterLeaders",2006
17,17,"Robert Allenby",79,17.99,147,817,"Par4BirdieorBetterLeaders",2006
17,17,"Joe Ogilvie",95,17.99,174,967,"Par4BirdieorBetterLeaders",2006
19,19,"Jim Furyk",89,17.98,171,951,"Par4BirdieorBetterLeaders",2006
20,20,"Alex Cejka",93,17.93,173,965,"Par4BirdieorBetterLeaders",2006
20,20,"JB Holmes",81,17.93,147,820,"Par4BirdieorBetterLeaders",2006
22,22,"Mark Wilson",79,17.91,142,793,"Par4BirdieorBetterLeaders",2006
