"EarlyPar3ScoringAverage_RANKTHISWEEK_2016","EarlyPar3ScoringAverage_RANKLASTWEEK_2016","EarlyPar3ScoringAverage_PLAYERNAME_2016","EarlyPar3ScoringAverage_ROUNDS_2016","EarlyPar3ScoringAverage_AVG_2016","EarlyPar3ScoringAverage_TOTALSTROKES_2016","EarlyPar3ScoringAverage_TOTALHOLES_2016","stat_name","year"
1,1,"Dustin Johnson",37,2.86,103,36,"EarlyPar3ScoringAverage",2016
2,3,"KJ Choi",47,2.88,225,78,"EarlyPar3ScoringAverage",2016
2,2,"Phil Mickelson",37,2.88,187,65,"EarlyPar3ScoringAverage",2016
4,5,"Alex Cejka",47,2.9,278,96,"EarlyPar3ScoringAverage",2016
5,3,"Jamie Donaldson",28,2.91,128,44,"EarlyPar3ScoringAverage",2016
6,7,"Freddie Jacobson",54,2.92,295,101,"EarlyPar3ScoringAverage",2016
6,7,"Kevin Na",52,2.92,286,98,"EarlyPar3ScoringAverage",2016
8,10,"Marc Leishman",41,2.93,246,84,"EarlyPar3ScoringAverage",2016
9,17,"Patton Kizzire",57,2.94,288,98,"EarlyPar3ScoringAverage",2016
9,12,"Lucas Lee",22,2.94,100,34,"EarlyPar3ScoringAverage",2016
9,7,"Ryan Moore",40,2.94,206,70,"EarlyPar3ScoringAverage",2016
12,16,"Abraham Ancer",26,2.95,168,57,"EarlyPar3ScoringAverage",2016
12,6,"Paul Casey",39,2.95,177,60,"EarlyPar3ScoringAverage",2016
14,12,"Spencer Levin",62,2.96,385,130,"EarlyPar3ScoringAverage",2016
15,20,"Tyler Aldridge",53,2.97,339,114,"EarlyPar3ScoringAverage",2016
15,12,"Matt Jones",45,2.97,264,89,"EarlyPar3ScoringAverage",2016
15,17,"Sam Saunders",40,2.97,232,78,"EarlyPar3ScoringAverage",2016
15,20,"Steve Stricker",25,2.97,172,58,"EarlyPar3ScoringAverage",2016
15,12,"David Toms",38,2.97,229,77,"EarlyPar3ScoringAverage",2016
20,20,"Ricky Barnes",57,2.98,399,134,"EarlyPar3ScoringAverage",2016
20,26,"Keegan Bradley",40,2.98,265,89,"EarlyPar3ScoringAverage",2016
20,20,"Ben Crane",48,2.98,289,97,"EarlyPar3ScoringAverage",2016
20,20,"Charles Howell III",63,2.98,372,125,"EarlyPar3ScoringAverage",2016
20,26,"John Huh",51,2.98,289,97,"EarlyPar3ScoringAverage",2016
20,26,"Jerry Kelly",44,2.98,289,97,"EarlyPar3ScoringAverage",2016
20,40,"Scott Langley",41,2.98,262,88,"EarlyPar3ScoringAverage",2016
20,26,"Hideki Matsuyama",40,2.98,179,60,"EarlyPar3ScoringAverage",2016
20,17,"Rob Oppenheim",37,2.98,238,80,"EarlyPar3ScoringAverage",2016
20,20,"Tim Wilkinson",40,2.98,277,93,"EarlyPar3ScoringAverage",2016
30,33,"Aaron Baddeley",51,2.99,338,113,"EarlyPar3ScoringAverage",2016
30,26,"Bronson Burgoon",53,2.99,281,94,"EarlyPar3ScoringAverage",2016
30,33,"Stewart Cink",45,2.99,317,106,"EarlyPar3ScoringAverage",2016
30,33,"Jon Curran",55,2.99,386,129,"EarlyPar3ScoringAverage",2016
30,33,"David Lingmerth",54,2.99,341,114,"EarlyPar3ScoringAverage",2016
30,33,"Brandt Snedeker",47,2.99,242,81,"EarlyPar3ScoringAverage",2016
30,40,"Cameron Tringale",47,2.99,278,93,"EarlyPar3ScoringAverage",2016
30,40,"Camilo Villegas",50,2.99,308,103,"EarlyPar3ScoringAverage",2016
38,53,"Scott Brown",59,3,318,106,"EarlyPar3ScoringAverage",2016
38,40,"David Hearn",55,3,330,110,"EarlyPar3ScoringAverage",2016
38,40,"Charley Hoffman",49,3,207,69,"EarlyPar3ScoringAverage",2016
38,40,"Peter Malnati",53,3,312,104,"EarlyPar3ScoringAverage",2016
