"TotalEagles_RANKTHISWEEK_2008","TotalEagles_RANKLASTWEEK_2008","TotalEagles_PLAYERNAME_2008","TotalEagles_ROUNDS_2008","TotalEagles_TOTAL_2008","stat_name","year"
29,29,"John Riegger",73,9,"TotalEagles",2008
29,29,"Bob Sowards",61,9,"TotalEagles",2008
29,29,"YE Yang",89,9,"TotalEagles",2008
37,37,"Robert Allenby",108,8,"TotalEagles",2008
37,37,"Briny Baird",113,8,"TotalEagles",2008
37,37,"Rich Beem",90,8,"TotalEagles",2008
37,37,"Mark Calcavecchia",67,8,"TotalEagles",2008
37,37,"Joe Durant",92,8,"TotalEagles",2008
37,37,"Nick Flanagan",89,8,"TotalEagles",2008
37,37,"Bill Haas",99,8,"TotalEagles",2008
37,37,"Charles Howell III",101,8,"TotalEagles",2008
37,37,"Richard Johnson",77,8,"TotalEagles",2008
37,37,"Matt Kuchar",88,8,"TotalEagles",2008
37,37,"Davis Love III",78,8,"TotalEagles",2008
37,37,"Steve Marino",119,8,"TotalEagles",2008
37,37,"Brett Quigley",80,8,"TotalEagles",2008
37,37,"Tag Ridings",88,8,"TotalEagles",2008
37,37,"Brandt Snedeker",85,8,"TotalEagles",2008
37,37,"DJ Trahan",94,8,"TotalEagles",2008
37,37,"Bo Van Pelt",101,8,"TotalEagles",2008
37,37,"Bubba Watson",97,8,"TotalEagles",2008
55,55,"Brad Adamonis",87,7,"TotalEagles",2008
55,55,"Aaron Baddeley",76,7,"TotalEagles",2008
55,55,"Justin Bolli",87,7,"TotalEagles",2008
55,55,"Jonathan Byrd",88,7,"TotalEagles",2008
55,55,"Fred Couples",60,7,"TotalEagles",2008
55,55,"Todd Demsey",80,7,"TotalEagles",2008
55,55,"Jim Furyk",95,7,"TotalEagles",2008
55,55,"Robert Garrigus",90,7,"TotalEagles",2008
55,55,"Mark Hensby",71,7,"TotalEagles",2008
55,55,"Charley Hoffman",94,7,"TotalEagles",2008
55,55,"JB Holmes",86,7,"TotalEagles",2008
55,55,"Michael Letzig",88,7,"TotalEagles",2008
55,55,"Steve Lowery",74,7,"TotalEagles",2008
55,55,"Hunter Mahan",87,7,"TotalEagles",2008
55,55,"Billy Mayfair",103,7,"TotalEagles",2008
55,55,"Jon Mills",95,7,"TotalEagles",2008
55,55,"Rod Pampling",83,7,"TotalEagles",2008
55,55,"Chez Reavie",102,7,"TotalEagles",2008
55,55,"John Senden",93,7,"TotalEagles",2008
55,55,"Camilo Villegas",79,7,"TotalEagles",2008
55,55,"Jimmy Walker",73,7,"TotalEagles",2008
55,55,"Mike Weir",88,7,"TotalEagles",2008
55,55,"Jay Williamson",96,7,"TotalEagles",2008
78,78,"Steve Allan",58,6,"TotalEagles",2008
78,78,"Ryan Armour",87,6,"TotalEagles",2008
78,78,"Woody Austin",109,6,"TotalEagles",2008
78,78,"Bart Bryant",81,6,"TotalEagles",2008
78,78,"Alejandro Canizares",52,6,"TotalEagles",2008
78,78,"Ben Curtis",80,6,"TotalEagles",2008
78,78,"Brian Davis",108,6,"TotalEagles",2008
78,78,"James Driscoll",85,6,"TotalEagles",2008
78,78,"Carlos Franco",73,6,"TotalEagles",2008
78,78,"Tommy Gainey",60,6,"TotalEagles",2008
78,78,"Lucas Glover",91,6,"TotalEagles",2008
78,78,"Kent Jones",68,6,"TotalEagles",2008
78,78,"Peter Lonard",92,6,"TotalEagles",2008
78,78,"Troy Matteson",94,6,"TotalEagles",2008
78,78,"Phil Mickelson",80,6,"TotalEagles",2008
78,78,"Jeff Overton",103,6,"TotalEagles",2008
78,78,"Jeff Quinney",87,6,"TotalEagles",2008
78,78,"Rory Sabbatini",77,6,"TotalEagles",2008
78,78,"Patrick Sheehan",124,6,"TotalEagles",2008
78,78,"Vijay Singh",82,6,"TotalEagles",2008
78,78,"Scott Sterling",89,6,"TotalEagles",2008
78,78,"Steve Stricker",75,6,"TotalEagles",2008
78,78,"Kevin Sutherland",98,6,"TotalEagles",2008
101,101,"Cameron Beckman",87,5,"TotalEagles",2008
101,101,"Tim Clark",90,5,"TotalEagles",2008
101,101,"Chris DiMarco",87,5,"TotalEagles",2008
101,101,"Ken Duke",116,5,"TotalEagles",2008
101,101,"Bob Estes",90,5,"TotalEagles",2008
101,101,"Retief Goosen",59,5,"TotalEagles",2008
101,101,"Nathan Green",95,5,"TotalEagles",2008
101,101,"Tim Herron",97,5,"TotalEagles",2008
101,101,"Jim McGovern",75,5,"TotalEagles",2008
101,101,"Rocco Mediate",87,5,"TotalEagles",2008
101,101,"Jin Park",85,5,"TotalEagles",2008
101,101,"Kenny Perry",97,5,"TotalEagles",2008
101,101,"Andres Romero",69,5,"TotalEagles",2008
101,101,"Adam Scott",51,5,"TotalEagles",2008
101,101,"Heath Slocum",104,5,"TotalEagles",2008
101,101,"David Toms",70,5,"TotalEagles",2008
101,101,"Bob Tway",70,5,"TotalEagles",2008
101,101,"Omar Uresti",74,5,"TotalEagles",2008
101,101,"Ron Whittaker",54,5,"TotalEagles",2008
101,101,"Tim Wilkinson",95,5,"TotalEagles",2008
101,101,"Dean Wilson",109,5,"TotalEagles",2008
122,122,"Stephen Ames",83,4,"TotalEagles",2008
122,122,"Chad Collins",72,4,"TotalEagles",2008
122,122,"David Duval",51,4,"TotalEagles",2008
122,122,"Sergio Garcia",72,4,"TotalEagles",2008
122,122,"JJ Henry",108,4,"TotalEagles",2008
122,122,"Freddie Jacobson",78,4,"TotalEagles",2008
122,122,"Zach Johnson",85,4,"TotalEagles",2008
122,122,"Cliff Kresge",84,4,"TotalEagles",2008
122,122,"Justin Leonard",101,4,"TotalEagles",2008
122,122,"Jeff Maggert",86,4,"TotalEagles",2008
122,122,"Joe Ogilvie",100,4,"TotalEagles",2008
122,122,"Marc Turnesa",87,4,"TotalEagles",2008
122,122,"Boo Weekley",86,4,"TotalEagles",2008
122,122,"Mark Wilson",107,4,"TotalEagles",2008
137,137,"Billy Andrade",71,3,"TotalEagles",2008
137,137,"Stuart Appleby",87,3,"TotalEagles",2008
137,137,"Angel Cabrera",55,3,"TotalEagles",2008
137,137,"Ben Crane",86,3,"TotalEagles",2008
137,137,"Marco Dawson",64,3,"TotalEagles",2008
137,137,"Kenneth Ferrie",72,3,"TotalEagles",2008
137,137,"Robert Gamez",79,3,"TotalEagles",2008
137,137,"Todd Hamilton",92,3,"TotalEagles",2008
137,137,"Padraig Harrington",52,3,"TotalEagles",2008
137,137,"John Huston",56,3,"TotalEagles",2008
137,137,"Brandt Jobe",52,3,"TotalEagles",2008
137,137,"Tom Lehman",51,3,"TotalEagles",2008
137,137,"Ryan Moore",72,3,"TotalEagles",2008
137,137,"Geoff Ogilvy",65,3,"TotalEagles",2008
137,137,"Ryan Palmer",69,3,"TotalEagles",2008
137,137,"Jesper Parnevik",88,3,"TotalEagles",2008
137,137,"Ian Poulter",51,3,"TotalEagles",2008
137,137,"Ted Purdy",68,3,"TotalEagles",2008
137,137,"Chris Riley",51,3,"TotalEagles",2008
137,137,"Brett Rumford",72,3,"TotalEagles",2008
137,137,"Tom Scherrer",56,3,"TotalEagles",2008
137,137,"Kyle Thompson",70,3,"TotalEagles",2008
137,137,"Johnson Wagner",83,3,"TotalEagles",2008
160,160,"Jason Allred",63,2,"TotalEagles",2008
160,160,"Tommy Armour III",77,2,"TotalEagles",2008
160,160,"Shane Bertsch",96,2,"TotalEagles",2008
160,160,"Paul Casey",55,2,"TotalEagles",2008
160,160,"Paul Claxton",63,2,"TotalEagles",2008
160,160,"Gavin Coles",54,2,"TotalEagles",2008
160,160,"Steve Elkington",84,2,"TotalEagles",2008
160,160,"Ernie Els",51,2,"TotalEagles",2008
160,160,"Harrison Frazar",73,2,"TotalEagles",2008
160,160,"Cody Freeman",66,2,"TotalEagles",2008
160,160,"Brian Gay",102,2,"TotalEagles",2008
160,160,"Jeff Gove",50,2,"TotalEagles",2008
160,160,"Paul Goydos",78,2,"TotalEagles",2008
160,160,"Dudley Hart",74,2,"TotalEagles",2008
160,160,"Ryuji Imada",80,2,"TotalEagles",2008
160,160,"Trevor Immelman",70,2,"TotalEagles",2008
160,160,"Lee Janzen",89,2,"TotalEagles",2008
160,160,"Craig Kanada",65,2,"TotalEagles",2008
160,160,"Jerry Kelly",89,2,"TotalEagles",2008
160,160,"Greg Kraft",63,2,"TotalEagles",2008
160,160,"David Lutterus",59,2,"TotalEagles",2008
160,160,"John Mallinger",95,2,"TotalEagles",2008
160,160,"Shigeki Maruyama",50,2,"TotalEagles",2008
160,160,"Corey Pavin",69,2,"TotalEagles",2008
160,160,"Tim Petrovic",97,2,"TotalEagles",2008
160,160,"Vaughn Taylor",103,2,"TotalEagles",2008
160,160,"Scott Verplank",82,2,"TotalEagles",2008
187,187,"Olin Browne",77,1,"TotalEagles",2008
187,187,"Alex Cejka",75,1,"TotalEagles",2008
187,187,"Glen Day",64,1,"TotalEagles",2008
187,187,"JP Hayes",67,1,"TotalEagles",2008
187,187,"Doug LaBelle II",65,1,"TotalEagles",2008
187,187,"Stephen Leaney",53,1,"TotalEagles",2008
187,187,"Scott McCarron",63,1,"TotalEagles",2008
187,187,"Travis Perkins",53,1,"TotalEagles",2008
195,195,"KJ Choi",74,NA,"TotalEagles",2008
195,195,"Brad Elder",67,NA,"TotalEagles",2008
195,195,"Nick OHern",82,NA,"TotalEagles",2008
