"LateRound3ScoringAverage_RANKTHISWEEK_2010","LateRound3ScoringAverage_RANKLASTWEEK_2010","LateRound3ScoringAverage_PLAYERNAME_2010","LateRound3ScoringAverage__2010","LateRound3ScoringAverage_AVG_2010","LateRound3ScoringAverage_TOTALSTROKES_2010","LateRound3ScoringAverage_TOTALROUNDS_2010","stat_name","year"
1,1,"Chad Collins",NA,68,476,7,"LateRound3ScoringAverage",2010
1,1,"Lee Janzen",NA,68,272,4,"LateRound3ScoringAverage",2010
1,1,"Paul Stankowski",NA,68,340,5,"LateRound3ScoringAverage",2010
4,4,"Ryan Palmer",NA,68.44,616,9,"LateRound3ScoringAverage",2010
5,5,"Bill Haas",NA,68.5,822,12,"LateRound3ScoringAverage",2010
6,6,"Scott McCarron",NA,68.56,617,9,"LateRound3ScoringAverage",2010
7,7,"Brandt Snedeker",NA,68.63,549,8,"LateRound3ScoringAverage",2010
8,8,"Matt Jones",NA,68.67,618,9,"LateRound3ScoringAverage",2010
8,8,"Skip Kendall",NA,68.67,206,3,"LateRound3ScoringAverage",2010
8,8,"Andrew McLardy",NA,68.67,206,3,"LateRound3ScoringAverage",2010
11,11,"Chris Couch",NA,68.71,481,7,"LateRound3ScoringAverage",2010
12,12,"Dean Wilson",NA,68.8,344,5,"LateRound3ScoringAverage",2010
13,13,"Brendon de Jonge",NA,68.82,757,11,"LateRound3ScoringAverage",2010
14,14,"Blake Adams",NA,69,483,7,"LateRound3ScoringAverage",2010
14,14,"Justin Bolli",NA,69,345,5,"LateRound3ScoringAverage",2010
14,14,"Jeff Maggert",NA,69,414,6,"LateRound3ScoringAverage",2010
17,17,"Jeff Overton",NA,69.08,829,12,"LateRound3ScoringAverage",2010
18,18,"Steve Stricker",NA,69.09,760,11,"LateRound3ScoringAverage",2010
19,19,"Jim Furyk",NA,69.1,691,10,"LateRound3ScoringAverage",2010
20,20,"Boo Weekley",NA,69.13,553,8,"LateRound3ScoringAverage",2010
21,21,"Ernie Els",NA,69.14,484,7,"LateRound3ScoringAverage",2010
21,21,"Roger Tambellini",NA,69.14,484,7,"LateRound3ScoringAverage",2010
23,23,"Ben Curtis",NA,69.17,415,6,"LateRound3ScoringAverage",2010
23,23,"DA Points",NA,69.17,415,6,"LateRound3ScoringAverage",2010
25,25,"Nick Watney",NA,69.22,623,9,"LateRound3ScoringAverage",2010
26,26,"Joe Durant",NA,69.25,554,8,"LateRound3ScoringAverage",2010
