"Scramblingfrom_RANKTHISWEEK_2016","Scramblingfrom_RANKLASTWEEK_2016","Scramblingfrom_PLAYERNAME_2016","Scramblingfrom_ROUNDS_2016","Scramblingfrom_Pct_2016","Scramblingfrom_SUCCESSES_2016","Scramblingfrom_ATTEMPTS_2016","stat_name","year"
99,79,"William McGirt",54,87.93,51,58,"Scramblingfrom",2016
100,117,"Sam Saunders",40,87.88,29,33,"Scramblingfrom",2016
101,94,"Bryce Molder",50,87.76,43,49,"Scramblingfrom",2016
102,52,"Kyle Reifers",63,87.69,57,65,"Scramblingfrom",2016
103,108,"Scott Brown",59,87.5,35,40,"Scramblingfrom",2016
103,111,"Chad Campbell",54,87.5,35,40,"Scramblingfrom",2016
103,97,"Jamie Donaldson",28,87.5,21,24,"Scramblingfrom",2016
103,109,"Matt Every",34,87.5,28,32,"Scramblingfrom",2016
103,97,"John Huh",51,87.5,63,72,"Scramblingfrom",2016
103,97,"Billy Hurley III",22,87.5,28,32,"Scramblingfrom",2016
103,97,"Andrew Landry",24,87.5,14,16,"Scramblingfrom",2016
110,122,"JB Holmes",39,87.1,27,31,"Scramblingfrom",2016
110,112,"Charles Howell III",63,87.1,54,62,"Scramblingfrom",2016
110,112,"Will Wilcox",47,87.1,54,62,"Scramblingfrom",2016
113,133,"Erik Compton",45,86.84,33,38,"Scramblingfrom",2016
114,97,"Justin Thomas",53,86.79,46,53,"Scramblingfrom",2016
115,135,"Jason Bohn",37,86.67,26,30,"Scramblingfrom",2016
115,72,"Jason Kokrak",52,86.67,52,60,"Scramblingfrom",2016
115,138,"Brendon Todd",43,86.67,39,45,"Scramblingfrom",2016
115,110,"Steve Wheatcroft",53,86.67,52,60,"Scramblingfrom",2016
119,116,"Charley Hoffman",49,86.54,45,52,"Scramblingfrom",2016
120,132,"Chad Collins",45,86.36,38,44,"Scramblingfrom",2016
121,117,"Shane Bertsch",30,86.21,25,29,"Scramblingfrom",2016
122,122,"JJ Henry",44,86.05,37,43,"Scramblingfrom",2016
122,120,"Kevin Na",52,86.05,37,43,"Scramblingfrom",2016
122,120,"Carl Pettersson",31,86.05,37,43,"Scramblingfrom",2016
125,135,"Robert Allenby",35,85.71,24,28,"Scramblingfrom",2016
125,34,"Byeong Hun An",23,85.71,12,14,"Scramblingfrom",2016
125,122,"Brooks Koepka",39,85.71,36,42,"Scramblingfrom",2016
125,122,"Graeme McDowell",33,85.71,18,21,"Scramblingfrom",2016
125,143,"Harold Varner III",58,85.71,48,56,"Scramblingfrom",2016
125,122,"Jimmy Walker",43,85.71,36,42,"Scramblingfrom",2016
131,92,"Spencer Levin",62,85.48,53,62,"Scramblingfrom",2016
132,112,"Padraig Harrington",38,85.42,41,48,"Scramblingfrom",2016
132,131,"Greg Owen",56,85.42,41,48,"Scramblingfrom",2016
134,154,"Graham DeLaet",50,85.37,35,41,"Scramblingfrom",2016
135,133,"Luke Guthrie",31,85.29,29,34,"Scramblingfrom",2016
136,143,"Luke List",51,85.19,46,54,"Scramblingfrom",2016
137,138,"Keegan Bradley",40,85,17,20,"Scramblingfrom",2016
137,135,"Brett Stegmaier",57,85,51,60,"Scramblingfrom",2016
139,141,"Si Woo Kim",63,84.93,62,73,"Scramblingfrom",2016
140,146,"Tony Finau",49,84.91,45,53,"Scramblingfrom",2016
141,142,"Jordan Spieth",34,84.85,28,33,"Scramblingfrom",2016
142,145,"Smylie Kaufman",57,84.48,49,58,"Scramblingfrom",2016
143,151,"Zac Blair",56,84.21,48,57,"Scramblingfrom",2016
143,122,"Webb Simpson",34,84.21,32,38,"Scramblingfrom",2016
145,130,"Derek Fathauer",58,84.13,53,63,"Scramblingfrom",2016
146,157,"Jhonattan Vegas",49,83.78,31,37,"Scramblingfrom",2016
147,153,"Sung Kang",51,83.67,41,49,"Scramblingfrom",2016
148,94,"Tom Hoge",47,83.64,46,55,"Scramblingfrom",2016
149,166,"Henrik Norlander",41,83.33,30,36,"Scramblingfrom",2016
149,152,"Louis Oosthuizen",25,83.33,10,12,"Scramblingfrom",2016
149,150,"Daniel Summerhays",55,83.33,40,48,"Scramblingfrom",2016
149,155,"Nick Taylor",57,83.33,50,60,"Scramblingfrom",2016
153,148,"Kyle Stanley",57,83.05,49,59,"Scramblingfrom",2016
154,169,"James Hahn",45,82.98,39,47,"Scramblingfrom",2016
155,155,"Ken Duke",26,82.76,24,29,"Scramblingfrom",2016
156,177,"Martin Laird",46,82.5,33,40,"Scramblingfrom",2016
157,157,"Jason Dufner",53,82.35,28,34,"Scramblingfrom",2016
158,149,"Will Ma Kenzie",54,82.05,32,39,"Scramblingfrom",2016
159,160,"Steven Bowditch",40,81.82,27,33,"Scramblingfrom",2016
159,160,"Lucas Lee",22,81.82,18,22,"Scramblingfrom",2016
161,165,"Matt Kuchar",46,81.58,31,38,"Scramblingfrom",2016
162,169,"Jonas Blixt",46,81.4,35,43,"Scramblingfrom",2016
163,167,"Ryan Palmer",46,81.25,52,64,"Scramblingfrom",2016
163,186,"Cameron Tringale",47,81.25,39,48,"Scramblingfrom",2016
165,163,"Andrew Loupe",50,81.13,43,53,"Scramblingfrom",2016
166,147,"Carlos Ortiz",47,81.08,30,37,"Scramblingfrom",2016
166,183,"Robert Streb",51,81.08,30,37,"Scramblingfrom",2016
168,163,"Vijay Singh",42,81.03,47,58,"Scramblingfrom",2016
169,169,"Abraham Ancer",26,80.95,17,21,"Scramblingfrom",2016
169,169,"Miguel Angel Carballo",24,80.95,17,21,"Scramblingfrom",2016
169,97,"Justin Hicks",26,80.95,17,21,"Scramblingfrom",2016
169,169,"Pat Perez",28,80.95,17,21,"Scramblingfrom",2016
173,174,"Dustin Johnson",37,80.65,25,31,"Scramblingfrom",2016
173,174,"Steve Stricker",25,80.65,25,31,"Scramblingfrom",2016
175,192,"Justin Rose",35,80.56,29,36,"Scramblingfrom",2016
176,187,"Brendan Steele",48,80.43,37,46,"Scramblingfrom",2016
177,167,"Chris Stroud",52,80.39,41,51,"Scramblingfrom",2016
178,159,"Brian Harman",60,80,44,55,"Scramblingfrom",2016
178,160,"George McNeill",33,80,20,25,"Scramblingfrom",2016
178,177,"Shawn Stefani",45,80,48,60,"Scramblingfrom",2016
181,177,"Scott Pinckney",53,79.49,31,39,"Scramblingfrom",2016
182,174,"Shane Lowry",35,79.41,27,34,"Scramblingfrom",2016
183,184,"Jason Day",36,79.31,23,29,"Scramblingfrom",2016
183,184,"Marc Leishman",41,79.31,23,29,"Scramblingfrom",2016
185,196,"Davis Love III",40,78.79,26,33,"Scramblingfrom",2016
186,177,"Chesson Hadley",51,78.72,37,47,"Scramblingfrom",2016
187,188,"Brice Garnett",29,78.57,11,14,"Scramblingfrom",2016
188,189,"Scott Piercy",45,78.38,29,37,"Scramblingfrom",2016
189,190,"Stewart Cink",45,78.26,18,23,"Scramblingfrom",2016
189,138,"DA Points",32,78.26,18,23,"Scramblingfrom",2016
191,182,"Brendon de Jonge",55,78.05,32,41,"Scramblingfrom",2016
192,190,"Hiroshi Iwata",51,78,39,50,"Scramblingfrom",2016
193,193,"Danny Lee",53,77.5,31,40,"Scramblingfrom",2016
194,197,"Rory McIlroy",37,76.92,30,39,"Scramblingfrom",2016
195,195,"Bronson Burgoon",53,76.79,43,56,"Scramblingfrom",2016
195,199,"Boo Weekley",53,76.79,43,56,"Scramblingfrom",2016
197,197,"Sergio Garcia",28,76.47,13,17,"Scramblingfrom",2016
198,177,"Adam Hadwin",53,75.56,34,45,"Scramblingfrom",2016
199,204,"Steve Marino",40,75,21,28,"Scramblingfrom",2016
199,203,"Geoff Ogilvy",37,75,24,32,"Scramblingfrom",2016
199,199,"Darron Stiles",28,75,15,20,"Scramblingfrom",2016
202,202,"Scott Langley",41,74.36,29,39,"Scramblingfrom",2016
203,201,"Anirban Lahiri",44,73.53,25,34,"Scramblingfrom",2016
204,204,"Andy Sullivan",25,73.08,19,26,"Scramblingfrom",2016
205,206,"Branden Grace",31,72.73,16,22,"Scramblingfrom",2016
206,207,"Bubba Watson",30,69.23,9,13,"Scramblingfrom",2016
207,208,"Matt Jones",45,67.57,25,37,"Scramblingfrom",2016
