"ProximitytoHolefromRough_RANKTHISWEEK_2007","ProximitytoHolefromRough_RANKLASTWEEK_2007","ProximitytoHolefromRough_PLAYERNAME_2007","ProximitytoHolefromRough_ROUNDS_2007","ProximitytoHolefromRough_AVGDTP_2007","ProximitytoHolefromRough_TOTALDISTANCEFEET_2007","ProximitytoHolefromRough_OFSHOTS_2007","ProximitytoHolefromRough_SCRAMBLINGRANK_2007","stat_name","year"
65,65,"Adam Scott",69,NA,1166.583,146,179,"ProximitytoHolefromRough",2007
65,65,"Kevin Sutherland",85,NA,1427.5,179,101,"ProximitytoHolefromRough",2007
72,72,"Robert Allenby",90,NA,1675.917,208,163,"ProximitytoHolefromRough",2007
72,72,"Cameron Beckman",96,NA,1825.5,225,132,"ProximitytoHolefromRough",2007
72,72,"Andrew Buckle",77,NA,1536.833,191,91,"ProximitytoHolefromRough",2007
72,72,"Nathan Green",103,NA,2081.25,257,22,"ProximitytoHolefromRough",2007
72,72,"Kent Jones",97,NA,1678.5,208,129,"ProximitytoHolefromRough",2007
72,72,"Troy Matteson",87,NA,2059.917,256,121,"ProximitytoHolefromRough",2007
72,72,"Darron Stiles",65,NA,962.5,119,180,"ProximitytoHolefromRough",2007
72,72,"Boo Weekley",101,NA,1742.75,215,108,"ProximitytoHolefromRough",2007
80,80,"Jason Bohn",57,NA,1063.75,130,143,"ProximitytoHolefromRough",2007
80,80,"Jeff Gove",103,NA,1823.5,224,151,"ProximitytoHolefromRough",2007
80,80,"Rory Sabbatini",81,NA,1695.167,207,2,"ProximitytoHolefromRough",2007
80,80,"Duffy Waldorf",69,NA,1336.333,163,159,"ProximitytoHolefromRough",2007
84,84,"Woody Austin",95,NA,1720.833,209,24,"ProximitytoHolefromRough",2007
84,84,"Mark Brooks",53,NA,776.583,94,33,"ProximitytoHolefromRough",2007
84,84,"Brian Davis",101,NA,1651.667,201,47,"ProximitytoHolefromRough",2007
84,84,"Freddie Jacobson",70,NA,1466,177,96,"ProximitytoHolefromRough",2007
84,84,"Zach Johnson",76,NA,1292.833,157,30,"ProximitytoHolefromRough",2007
84,84,"Shigeki Maruyama",84,NA,1911.583,232,64,"ProximitytoHolefromRough",2007
84,84,"Jose Maria Olazabal",52,NA,1028.333,125,140,"ProximitytoHolefromRough",2007
84,84,"Justin Rose",63,NA,868.417,105,41,"ProximitytoHolefromRough",2007
84,84,"Camilo Villegas",82,NA,1697.333,206,98,"ProximitytoHolefromRough",2007
84,84,"Dean Wilson",92,NA,1858.917,225,52,"ProximitytoHolefromRough",2007
94,94,"Ben Curtis",80,NA,1617.75,194,176,"ProximitytoHolefromRough",2007
94,94,"Lucas Glover",98,NA,1783.75,214,66,"ProximitytoHolefromRough",2007
94,94,"Ryuji Imada",104,NA,2092.417,251,48,"ProximitytoHolefromRough",2007
94,94,"Steve Marino",106,NA,2126.25,256,55,"ProximitytoHolefromRough",2007
94,94,"Billy Mayfair",98,NA,1572.75,188,74,"ProximitytoHolefromRough",2007
94,94,"Ryan Moore",92,NA,1688.833,202,87,"ProximitytoHolefromRough",2007
94,94,"Joe Ogilvie",102,NA,2302.167,275,104,"ProximitytoHolefromRough",2007
94,94,"Pat Perez",84,NA,1623.75,195,168,"ProximitytoHolefromRough",2007
94,94,"Brandt Snedeker",105,NA,1848.75,221,17,"ProximitytoHolefromRough",2007
103,103,"Michael Allen",74,NA,1349.75,160,153,"ProximitytoHolefromRough",2007
103,103,"Eric Axley",107,NA,2219.417,265,139,"ProximitytoHolefromRough",2007
103,103,"Jason Gore",86,NA,1677.833,200,72,"ProximitytoHolefromRough",2007
103,103,"JP Hayes",89,NA,1753.25,208,60,"ProximitytoHolefromRough",2007
103,103,"Arron Oberholser",69,NA,1460.417,173,46,"ProximitytoHolefromRough",2007
103,103,"Jeff Quinney",95,NA,1788.833,213,146,"ProximitytoHolefromRough",2007
103,103,"John Senden",97,NA,1800.417,213,112,"ProximitytoHolefromRough",2007
110,110,"Brian Bateman",55,NA,934.5,110,83,"ProximitytoHolefromRough",2007
110,110,"Tim Clark",66,NA,1139.833,134,4,"ProximitytoHolefromRough",2007
110,110,"Craig Lile",77,NA,1692.667,200,38,"ProximitytoHolefromRough",2007
110,110,"Daisuke Maruyama",86,NA,1698.667,199,149,"ProximitytoHolefromRough",2007
110,110,"Rocco Mediate",72,NA,1463.5,173,142,"ProximitytoHolefromRough",2007
110,110,"Jim Rutledge",59,NA,1116.917,131,114,"ProximitytoHolefromRough",2007
110,110,"DJ Trahan",99,NA,2171.583,256,63,"ProximitytoHolefromRough",2007
110,110,"Mark Wilson",87,NA,1671.25,196,28,"ProximitytoHolefromRough",2007
118,118,"David Branshaw",83,NA,1807.667,210,173,"ProximitytoHolefromRough",2007
118,118,"Davis Love III",66,NA,1284.667,149,174,"ProximitytoHolefromRough",2007
118,118,"Steve Lowery",74,NA,1623.417,189,125,"ProximitytoHolefromRough",2007
118,118,"Parker McLachlin",83,NA,1941.833,227,56,"ProximitytoHolefromRough",2007
118,118,"Sean OHair",98,NA,1981.917,231,36,"ProximitytoHolefromRough",2007
118,118,"Brett Quigley",79,NA,1523.917,178,190,"ProximitytoHolefromRough",2007
118,118,"Jason Schultz",63,NA,1407.583,164,43,"ProximitytoHolefromRough",2007
118,118,"Charles Warren",101,NA,1907.5,222,157,"ProximitytoHolefromRough",2007
118,118,"Steve Wheatcroft",73,NA,1410.333,165,148,"ProximitytoHolefromRough",2007
118,118,"Jay Williamson",50,NA,1192.417,139,89,"ProximitytoHolefromRough",2007
128,128,"Joe Durant",88,NA,1439.167,166,172,"ProximitytoHolefromRough",2007
128,128,"Tripp Isenhour",86,NA,1898.5,220,109,"ProximitytoHolefromRough",2007
128,128,"Craig Kanada",109,NA,2007.5,231,48,"ProximitytoHolefromRough",2007
128,128,"Doug LaBelle II",104,NA,1835,211,34,"ProximitytoHolefromRough",2007
128,128,"Will Ma Kenzie",100,NA,2094.083,241,128,"ProximitytoHolefromRough",2007
128,128,"Ted Purdy",102,NA,2029.5,235,136,"ProximitytoHolefromRough",2007
128,128,"Joey Sindelar",75,NA,1335.5,154,164,"ProximitytoHolefromRough",2007
128,128,"Paul Stankowski",52,NA,876.667,101,161,"ProximitytoHolefromRough",2007
128,128,"Bob Tway",103,NA,2203.75,255,106,"ProximitytoHolefromRough",2007
128,128,"Johnson Wagner",97,NA,1830.5,212,169,"ProximitytoHolefromRough",2007
138,138,"Jonathan Byrd",73,NA,1449.833,166,69,"ProximitytoHolefromRough",2007
138,138,"Stewart Cink",91,NA,1567.917,179,107,"ProximitytoHolefromRough",2007
138,138,"Gavin Coles",87,NA,1926.583,220,10,"ProximitytoHolefromRough",2007
138,138,"Jason Dufner",100,NA,2007.75,230,127,"ProximitytoHolefromRough",2007
138,138,"Ryan Palmer",91,NA,2091.417,240,135,"ProximitytoHolefromRough",2007
143,143,"Ryan Armour",107,NA,2241,253,152,"ProximitytoHolefromRough",2007
143,143,"Fred Funk",65,NA,1033.75,117,115,"ProximitytoHolefromRough",2007
143,143,"Charles Howell III",89,NA,1683.417,190,133,"ProximitytoHolefromRough",2007
143,143,"Richard Johnson",93,NA,1872.917,213,118,"ProximitytoHolefromRough",2007
143,143,"Chris Stroud",66,NA,1432,162,124,"ProximitytoHolefromRough",2007
143,143,"Vaughn Taylor",91,NA,1642.917,186,154,"ProximitytoHolefromRough",2007
149,149,"Steve Allan",63,NA,1343.583,150,138,"ProximitytoHolefromRough",2007
149,149,"Jeff Brehaut",59,NA,1063.083,119,95,"ProximitytoHolefromRough",2007
149,149,"Bart Bryant",87,NA,1597.5,180,59,"ProximitytoHolefromRough",2007
149,149,"George McNeill",95,NA,1941.083,217,74,"ProximitytoHolefromRough",2007
149,149,"Greg Owen",81,NA,1543.083,173,181,"ProximitytoHolefromRough",2007
154,154,"Tommy Armour III",81,NA,1252.25,139,131,"ProximitytoHolefromRough",2007
154,154,"Rich Beem",89,NA,1864.083,207,170,"ProximitytoHolefromRough",2007
154,154,"Harrison Frazar",88,NA,1766.917,197,165,"ProximitytoHolefromRough",2007
154,154,"Cliff Kresge",107,NA,2188.5,243,65,"ProximitytoHolefromRough",2007
154,154,"Michael Sim",52,NA,1309.917,145,8,"ProximitytoHolefromRough",2007
154,154,"Bubba Watson",80,NA,1526.667,170,113,"ProximitytoHolefromRough",2007
160,160,"Stephen Ames",81,NA,1577.917,173,68,"ProximitytoHolefromRough",2007
160,160,"Billy Andrade",88,NA,1891,209,177,"ProximitytoHolefromRough",2007
160,160,"JB Holmes",71,NA,2000.583,220,182,"ProximitytoHolefromRough",2007
160,160,"Chris Tidland",59,NA,1303.917,143,126,"ProximitytoHolefromRough",2007
164,164,"Chris Couch",76,NA,1973.417,216,162,"ProximitytoHolefromRough",2007
164,164,"Bubba Dickerson",51,NA,1380.417,150,178,"ProximitytoHolefromRough",2007
164,164,"Stephen Leaney",82,NA,1608.417,175,50,"ProximitytoHolefromRough",2007
164,164,"Jeff Maggert",79,NA,1930.333,211,118,"ProximitytoHolefromRough",2007
164,164,"Kyle Reifers",71,NA,1622.583,177,165,"ProximitytoHolefromRough",2007
164,164,"Tag Ridings",52,NA,1161.583,127,94,"ProximitytoHolefromRough",2007
170,170,"Brendon de Jonge",76,NA,1663.5,180,192,"ProximitytoHolefromRough",2007
170,170,"Frank Lickliter II",95,NA,2349.917,253,143,"ProximitytoHolefromRough",2007
170,170,"John Merrick",92,NA,1892.333,204,150,"ProximitytoHolefromRough",2007
170,170,"Dicky Pride",71,NA,1517.667,164,26,"ProximitytoHolefromRough",2007
170,170,"Charlie Wi",90,NA,2081.583,226,54,"ProximitytoHolefromRough",2007
175,175,"Anders Hansen",55,NA,849.25,91,137,"ProximitytoHolefromRough",2007
176,176,"Briny Baird",115,NA,2282.25,243,45,"ProximitytoHolefromRough",2007
176,176,"Kevin Stadler",95,NA,1855.667,197,186,"ProximitytoHolefromRough",2007
176,176,"Jaco Van Zyl",51,NA,1062.583,113,77,"ProximitytoHolefromRough",2007
179,179,"Bill Haas",93,NA,2043.75,216,88,"ProximitytoHolefromRough",2007
179,179,"Jeff Overton",60,NA,1373.5,145,7,"ProximitytoHolefromRough",2007
181,181,"Tom Byrum",50,NA,1076.75,112,102,"ProximitytoHolefromRough",2007
181,181,"Chad Campbell",96,NA,1835.25,191,188,"ProximitytoHolefromRough",2007
181,181,"Scott Gutschewski",67,NA,1717.5,179,171,"ProximitytoHolefromRough",2007
181,181,"JJ Henry",86,NA,1581.167,165,184,"ProximitytoHolefromRough",2007
181,181,"Hunter Mahan",91,NA,1461,153,145,"ProximitytoHolefromRough",2007
186,186,"Brett Wetterich",88,NA,2300.833,235,196,"ProximitytoHolefromRough",2007
187,187,"Robert Gamez",88,NA,1856.75,187,191,"ProximitytoHolefromRough",2007
187,187,"Mathew Goggin",97,NA,2291.75,232,90,"ProximitytoHolefromRough",2007
189,189,"DJ Brigman",67,NA,1376.667,138,185,"ProximitytoHolefromRough",2007
190,190,"Matt Hendrix",63,NA,1588.25,158,193,"ProximitytoHolefromRough",2007
191,191,"Robert Garrigus",95,NA,2483.833,244,183,"ProximitytoHolefromRough",2007
191,191,"Peter Lonard",85,NA,1776.667,175,42,"ProximitytoHolefromRough",2007
193,193,"Mathias Gronberg",95,NA,2677.5,258,122,"ProximitytoHolefromRough",2007
194,194,"John Daly",59,NA,1801.167,172,195,"ProximitytoHolefromRough",2007
194,194,"Bryce Molder",56,NA,1543.583,147,134,"ProximitytoHolefromRough",2007
196,196,"Michael Putnam",96,NA,2407.25,225,194,"ProximitytoHolefromRough",2007
