"RightRoughTendencyRTPScore_RANKTHISWEEK_2007","RightRoughTendencyRTPScore_RANKLASTWEEK_2007","RightRoughTendencyRTPScore_PLAYERNAME_2007","RightRoughTendencyRTPScore_ROUNDS_2007","RightRoughTendencyRTPScore_RTPSCORE_2007","stat_name","year"
66,66,"Nick OHern",72,0.095,"RightRoughTendencyRTPScore",2007
67,67,"Freddie Jacobson",70,0.096,"RightRoughTendencyRTPScore",2007
68,68,"Bob Heintz",85,0.097,"RightRoughTendencyRTPScore",2007
68,68,"Scott Verplank",82,0.097,"RightRoughTendencyRTPScore",2007
70,70,"Charles Howell III",89,0.098,"RightRoughTendencyRTPScore",2007
70,70,"David Toms",80,0.098,"RightRoughTendencyRTPScore",2007
72,72,"Chris Couch",76,0.099,"RightRoughTendencyRTPScore",2007
72,72,"Ryuji Imada",104,0.099,"RightRoughTendencyRTPScore",2007
74,74,"Woody Austin",95,0.1,"RightRoughTendencyRTPScore",2007
75,75,"Craig Kanada",109,0.101,"RightRoughTendencyRTPScore",2007
75,75,"Peter Lonard",85,0.101,"RightRoughTendencyRTPScore",2007
75,75,"Chris Tidland",59,0.101,"RightRoughTendencyRTPScore",2007
78,78,"Tom Johnson",74,0.102,"RightRoughTendencyRTPScore",2007
79,79,"Aaron Baddeley",83,0.104,"RightRoughTendencyRTPScore",2007
79,79,"Cameron Beckman",96,0.104,"RightRoughTendencyRTPScore",2007
81,81,"DJ Brigman",67,0.105,"RightRoughTendencyRTPScore",2007
81,81,"Gavin Coles",87,0.105,"RightRoughTendencyRTPScore",2007
81,81,"Tim Petrovic",106,0.105,"RightRoughTendencyRTPScore",2007
84,84,"Duffy Waldorf",69,0.106,"RightRoughTendencyRTPScore",2007
85,85,"Marco Dawson",73,0.107,"RightRoughTendencyRTPScore",2007
85,85,"Adam Scott",69,0.107,"RightRoughTendencyRTPScore",2007
87,87,"Tommy Armour III",81,0.108,"RightRoughTendencyRTPScore",2007
87,87,"Jarrod Lyle",77,0.108,"RightRoughTendencyRTPScore",2007
89,89,"Ryan Palmer",91,0.109,"RightRoughTendencyRTPScore",2007
89,89,"Nick Watney",87,0.109,"RightRoughTendencyRTPScore",2007
91,91,"Brian Bateman",55,0.11,"RightRoughTendencyRTPScore",2007
91,91,"Steve Elkington",87,0.11,"RightRoughTendencyRTPScore",2007
91,91,"Steve Flesch",100,0.11,"RightRoughTendencyRTPScore",2007
91,91,"Mathew Goggin",97,0.11,"RightRoughTendencyRTPScore",2007
91,91,"Charley Hoffman",97,0.11,"RightRoughTendencyRTPScore",2007
91,91,"Kevin Na",84,0.11,"RightRoughTendencyRTPScore",2007
97,97,"Shaun Micheel",91,0.111,"RightRoughTendencyRTPScore",2007
98,98,"Tim Herron",98,0.112,"RightRoughTendencyRTPScore",2007
99,99,"Rich Beem",89,0.113,"RightRoughTendencyRTPScore",2007
99,99,"Joe Durant",88,0.113,"RightRoughTendencyRTPScore",2007
99,99,"Justin Leonard",95,0.113,"RightRoughTendencyRTPScore",2007
99,99,"Ted Purdy",102,0.113,"RightRoughTendencyRTPScore",2007
103,103,"Rocco Mediate",72,0.114,"RightRoughTendencyRTPScore",2007
104,104,"Kevin Sutherland",85,0.115,"RightRoughTendencyRTPScore",2007
105,105,"Anders Hansen",55,0.117,"RightRoughTendencyRTPScore",2007
106,106,"Steve Lowery",74,0.119,"RightRoughTendencyRTPScore",2007
107,107,"Andrew Buckle",77,0.121,"RightRoughTendencyRTPScore",2007
108,108,"Nathan Green",103,0.122,"RightRoughTendencyRTPScore",2007
109,109,"Frank Lickliter II",95,0.125,"RightRoughTendencyRTPScore",2007
110,110,"Chris Riley",59,0.126,"RightRoughTendencyRTPScore",2007
111,111,"Paul Gow",70,0.127,"RightRoughTendencyRTPScore",2007
112,112,"Lucas Glover",98,0.128,"RightRoughTendencyRTPScore",2007
112,112,"Kevin Stadler",95,0.128,"RightRoughTendencyRTPScore",2007
114,114,"Jeff Sluman",60,0.131,"RightRoughTendencyRTPScore",2007
115,115,"JB Holmes",71,0.134,"RightRoughTendencyRTPScore",2007
116,116,"Pat Perez",84,0.135,"RightRoughTendencyRTPScore",2007
117,117,"Brian Gay",107,0.136,"RightRoughTendencyRTPScore",2007
118,118,"Rich Barcelo",80,0.139,"RightRoughTendencyRTPScore",2007
119,119,"Bob Estes",88,0.143,"RightRoughTendencyRTPScore",2007
119,119,"Ryan Moore",92,0.143,"RightRoughTendencyRTPScore",2007
121,121,"Glen Day",85,0.144,"RightRoughTendencyRTPScore",2007
121,121,"John Rollins",102,0.144,"RightRoughTendencyRTPScore",2007
123,123,"Michael Allen",74,0.145,"RightRoughTendencyRTPScore",2007
124,124,"Craig Lile",77,0.146,"RightRoughTendencyRTPScore",2007
125,125,"Tom Byrum",50,0.147,"RightRoughTendencyRTPScore",2007
125,125,"Jason Gore",86,0.147,"RightRoughTendencyRTPScore",2007
125,125,"Jeff Gove",103,0.147,"RightRoughTendencyRTPScore",2007
125,125,"Kent Jones",97,0.147,"RightRoughTendencyRTPScore",2007
125,125,"Troy Matteson",87,0.147,"RightRoughTendencyRTPScore",2007
125,125,"Corey Pavin",81,0.147,"RightRoughTendencyRTPScore",2007
131,131,"Bubba Dickerson",51,0.148,"RightRoughTendencyRTPScore",2007
132,132,"Briny Baird",115,0.149,"RightRoughTendencyRTPScore",2007
132,132,"Retief Goosen",50,0.149,"RightRoughTendencyRTPScore",2007
132,132,"Will Ma Kenzie",100,0.149,"RightRoughTendencyRTPScore",2007
132,132,"Jaco Van Zyl",51,0.149,"RightRoughTendencyRTPScore",2007
136,136,"Robert Gamez",88,0.15,"RightRoughTendencyRTPScore",2007
136,136,"JP Hayes",89,0.15,"RightRoughTendencyRTPScore",2007
138,138,"John Mallinger",96,0.152,"RightRoughTendencyRTPScore",2007
138,138,"Brett Quigley",79,0.152,"RightRoughTendencyRTPScore",2007
138,138,"Johnson Wagner",97,0.152,"RightRoughTendencyRTPScore",2007
141,141,"Parker McLachlin",83,0.153,"RightRoughTendencyRTPScore",2007
141,141,"Darron Stiles",65,0.153,"RightRoughTendencyRTPScore",2007
143,143,"Mark Hensby",81,0.155,"RightRoughTendencyRTPScore",2007
144,144,"Vaughn Taylor",91,0.156,"RightRoughTendencyRTPScore",2007
145,145,"Greg Owen",81,0.157,"RightRoughTendencyRTPScore",2007
146,146,"Rod Pampling",92,0.158,"RightRoughTendencyRTPScore",2007
147,147,"Bryce Molder",56,0.159,"RightRoughTendencyRTPScore",2007
148,148,"Boo Weekley",101,0.167,"RightRoughTendencyRTPScore",2007
148,148,"Steve Wheatcroft",73,0.167,"RightRoughTendencyRTPScore",2007
150,150,"Billy Andrade",88,0.168,"RightRoughTendencyRTPScore",2007
150,150,"Stuart Appleby",74,0.168,"RightRoughTendencyRTPScore",2007
152,152,"Jason Dufner",100,0.169,"RightRoughTendencyRTPScore",2007
152,152,"Jay Williamson",50,0.169,"RightRoughTendencyRTPScore",2007
154,154,"Todd Hamilton",76,0.17,"RightRoughTendencyRTPScore",2007
155,155,"Justin Rose",63,0.172,"RightRoughTendencyRTPScore",2007
156,156,"Kyle Reifers",71,0.174,"RightRoughTendencyRTPScore",2007
157,157,"David Branshaw",83,0.175,"RightRoughTendencyRTPScore",2007
158,158,"Tom Lehman",62,0.179,"RightRoughTendencyRTPScore",2007
158,158,"Mark Wilson",87,0.179,"RightRoughTendencyRTPScore",2007
160,160,"Jason Schultz",63,0.182,"RightRoughTendencyRTPScore",2007
161,161,"Trevor Immelman",74,0.186,"RightRoughTendencyRTPScore",2007
161,161,"Michael Sim",52,0.186,"RightRoughTendencyRTPScore",2007
163,163,"Robert Allenby",90,0.187,"RightRoughTendencyRTPScore",2007
164,164,"Ryan Armour",107,0.192,"RightRoughTendencyRTPScore",2007
164,164,"Shigeki Maruyama",84,0.192,"RightRoughTendencyRTPScore",2007
166,166,"Bart Bryant",87,0.197,"RightRoughTendencyRTPScore",2007
166,166,"Dicky Pride",71,0.197,"RightRoughTendencyRTPScore",2007
168,168,"Mathias Gronberg",95,0.2,"RightRoughTendencyRTPScore",2007
168,168,"Hunter Mahan",91,0.2,"RightRoughTendencyRTPScore",2007
170,170,"Tom Pernice Jr",104,0.201,"RightRoughTendencyRTPScore",2007
171,171,"Richard Johnson",93,0.204,"RightRoughTendencyRTPScore",2007
172,172,"Michael Boyd",61,0.206,"RightRoughTendencyRTPScore",2007
173,173,"Jim Rutledge",59,0.21,"RightRoughTendencyRTPScore",2007
174,174,"Henrik Stenson",52,0.212,"RightRoughTendencyRTPScore",2007
175,175,"Chris Stroud",66,0.213,"RightRoughTendencyRTPScore",2007
176,176,"Brendon de Jonge",76,0.219,"RightRoughTendencyRTPScore",2007
177,177,"Mike Weir",82,0.223,"RightRoughTendencyRTPScore",2007
178,178,"Ben Curtis",80,0.224,"RightRoughTendencyRTPScore",2007
179,179,"Doug LaBelle II",104,0.225,"RightRoughTendencyRTPScore",2007
180,180,"Chris DiMarco",79,0.229,"RightRoughTendencyRTPScore",2007
180,180,"Luke Donald",69,0.229,"RightRoughTendencyRTPScore",2007
182,182,"Tripp Isenhour",86,0.23,"RightRoughTendencyRTPScore",2007
182,182,"Kirk Triplett",77,0.23,"RightRoughTendencyRTPScore",2007
184,184,"Daisuke Maruyama",86,0.236,"RightRoughTendencyRTPScore",2007
185,185,"Zach Johnson",76,0.243,"RightRoughTendencyRTPScore",2007
186,186,"Jeff Quinney",95,0.251,"RightRoughTendencyRTPScore",2007
187,187,"Chad Campbell",96,0.252,"RightRoughTendencyRTPScore",2007
188,188,"Charles Warren",101,0.254,"RightRoughTendencyRTPScore",2007
189,189,"Lee Janzen",66,0.258,"RightRoughTendencyRTPScore",2007
190,190,"Jonathan Byrd",73,0.266,"RightRoughTendencyRTPScore",2007
191,191,"Jason Bohn",57,0.271,"RightRoughTendencyRTPScore",2007
191,191,"Paul Goydos",60,0.271,"RightRoughTendencyRTPScore",2007
193,193,"Jose Coceres",50,0.281,"RightRoughTendencyRTPScore",2007
194,194,"Matt Hendrix",63,0.302,"RightRoughTendencyRTPScore",2007
195,195,"Fred Funk",65,0.304,"RightRoughTendencyRTPScore",2007
196,196,"Mark Brooks",53,0.34,"RightRoughTendencyRTPScore",2007
