"ofPotentialPtswonFedExCupRegularSeason_RANKTHISWEEK_2008","ofPotentialPtswonFedExCupRegularSeason_RANKLASTWEEK_2008","ofPotentialPtswonFedExCupRegularSeason_PLAYERNAME_2008","ofPotentialPtswonFedExCupRegularSeason_EVENTS_2008","ofPotentialPtswonFedExCupRegularSeason_Pct_2008","ofPotentialPtswonFedExCupRegularSeason_POINTSWON_2008","ofPotentialPtswonFedExCupRegularSeason_POTENTIALPTS_2008","ofPotentialPtswonFedExCupRegularSeason_OFWINS_2008","ofPotentialPtswonFedExCupRegularSeason_OFTOP10S_2008","stat_name","year"
21,21,"Carl Pettersson",29,9.79,9821,100350,1,5,"ofPotentialPtswonFedExCupRegularSeason",2008
23,23,"Steve Stricker",22,9.63,8082,83925,NA,5,"ofPotentialPtswonFedExCupRegularSeason",2008
24,24,"Andres Romero",20,9.55,7156,74925,1,3,"ofPotentialPtswonFedExCupRegularSeason",2008
25,25,"Stuart Appleby",23,9.5,8403,88425,NA,6,"ofPotentialPtswonFedExCupRegularSeason",2008
26,26,"Jim Furyk",26,9.26,9438,101925,NA,6,"ofPotentialPtswonFedExCupRegularSeason",2008
27,27,"Ben Curtis",22,8.77,7105,81000,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2008
28,28,"Ian Poulter",15,8.26,5073,61425,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
29,29,"Stephen Ames",24,8.24,6913,83925,NA,5,"ofPotentialPtswonFedExCupRegularSeason",2008
30,30,"DJ Trahan",27,8.21,8497,103500,1,3,"ofPotentialPtswonFedExCupRegularSeason",2008
31,31,"JB Holmes",26,8.04,7834,97425,1,3,"ofPotentialPtswonFedExCupRegularSeason",2008
32,32,"Bart Bryant",23,7.9,6901,87300,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
33,33,"Steve Lowery",25,7.89,6164,78075,1,2,"ofPotentialPtswonFedExCupRegularSeason",2008
34,34,"Chad Campbell",28,7.7,7574,98325,NA,5,"ofPotentialPtswonFedExCupRegularSeason",2008
35,35,"Camilo Villegas",22,7.34,6141,83700,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2008
36,36,"Tommy Armour III",25,7.33,5671,77400,NA,5,"ofPotentialPtswonFedExCupRegularSeason",2008
37,37,"Rory Sabbatini",23,7.32,5488,74925,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
38,38,"Retief Goosen",18,7.17,5372,74925,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
39,39,"Briny Baird",30,7.12,6956,97650,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2008
40,40,"Aaron Baddeley",22,7.04,5905,83925,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
41,41,"Jeff Quinney",28,6.96,7329,105300,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2008
42,42,"Hunter Mahan",27,6.77,6903,101925,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2008
42,42,"Rod Pampling",28,6.77,6856,101250,NA,5,"ofPotentialPtswonFedExCupRegularSeason",2008
44,44,"Brian Gay",31,6.72,6413,95400,1,4,"ofPotentialPtswonFedExCupRegularSeason",2008
45,45,"Woody Austin",30,6.63,6762,101925,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2008
46,46,"Daniel Chopra",27,6.57,6375,96975,1,1,"ofPotentialPtswonFedExCupRegularSeason",2008
47,47,"Mike Weir",26,6.5,6026,92700,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2008
48,48,"Dudley Hart",22,6.42,4798,74700,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2008
49,49,"Freddie Jacobson",24,6.32,5814,92025,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
50,50,"Jerry Kelly",31,6.24,6471,103725,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2008
50,50,"Parker McLachlin",27,6.24,5502,88200,1,3,"ofPotentialPtswonFedExCupRegularSeason",2008
52,52,"Chez Reavie",30,6.23,6494,104175,1,2,"ofPotentialPtswonFedExCupRegularSeason",2008
53,53,"Billy Mayfair",29,6.19,6465,104400,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2008
54,54,"Steve Marino",32,6.15,6446,104850,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2008
55,55,"Justin Rose",15,6.07,4278,70425,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
56,56,"Greg Kraft",21,6.05,3319,54900,1,2,"ofPotentialPtswonFedExCupRegularSeason",2008
57,57,"Jason Bohn",15,6.03,3582,59400,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
58,58,"Ben Crane",25,5.98,5058,84600,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2008
59,59,"Fred Couples",18,5.96,3837,64350,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2008
59,59,"Kevin Sutherland",26,5.96,5414,90900,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2008
61,61,"Scott McCarron",22,5.87,4387,74700,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
62,62,"Steve Elkington",25,5.82,4632,79650,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2008
63,63,"Paul Casey",16,5.77,3804,65925,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2008
64,64,"Ryan Moore",24,5.72,4560,79650,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2008
65,65,"Heath Slocum",29,5.67,5503,96975,NA,5,"ofPotentialPtswonFedExCupRegularSeason",2008
66,66,"Johnson Wagner",26,5.65,5553,98325,1,1,"ofPotentialPtswonFedExCupRegularSeason",2008
67,67,"Tim Clark",27,5.55,5159,92925,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
68,68,"John Merrick",28,5.51,4787,86850,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2008
69,69,"Peter Lonard",30,5.46,5248,96075,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2008
70,70,"Charlie Wi",27,5.35,4985,93150,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2008
71,71,"Brandt Snedeker",26,5.31,5649,106425,NA,5,"ofPotentialPtswonFedExCupRegularSeason",2008
72,72,"Pat Perez",27,5.3,5111,96525,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2008
73,73,"Bubba Watson",29,5.28,5437,103050,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2008
74,74,"Corey Pavin",20,5.07,3903,76950,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
75,75,"John Senden",28,5.04,5064,100575,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2008
76,76,"Ken Duke",33,5.03,5594,111150,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2008
77,77,"Nicholas Thompson",36,5.02,5695,113400,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2008
78,78,"Paul Goydos",25,5,4567,91350,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
79,79,"Nick OHern",26,4.89,4520,92475,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2008
80,80,"Mathew Goggin",27,4.88,4457,91350,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
80,80,"Rocco Mediate",27,4.88,5151,105525,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
82,82,"Tom Pernice Jr",30,4.85,4954,102150,NA,5,"ofPotentialPtswonFedExCupRegularSeason",2008
83,83,"Cliff Kresge",28,4.7,4487,95400,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2008
84,84,"Mark Wilson",29,4.44,4212,94950,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2008
85,85,"Bernhard Langer",2,4.31,426,9900,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
86,86,"Bob Tway",20,4.27,2615,61200,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
87,87,"Matt Kuchar",27,4.26,4084,95850,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2008
88,88,"Jonathan Byrd",27,4.15,4011,96750,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
89,89,"Brad Adamonis",29,4.12,3707,90000,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
89,89,"John Rollins",28,4.12,4074,98775,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
89,89,"Dean Wilson",32,4.12,4688,113850,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2008
92,92,"Richard Johnson",21,4.1,2510,61200,1,1,"ofPotentialPtswonFedExCupRegularSeason",2008
93,93,"Kevin Na",29,4.07,4052,99450,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2008
93,93,"Scott Verplank",24,4.07,3412,83925,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
95,95,"Charles Howell III",31,3.98,4237,106425,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
96,96,"Michael Letzig",29,3.97,3879,97650,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2008
97,97,"Steve Flesch",29,3.92,4046,103275,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
98,98,"Alex Cejka",25,3.89,3802,97650,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2008
99,99,"John Mallinger",29,3.87,3793,98100,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2008
100,100,"Brian Davis",34,3.77,3916,103950,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
101,101,"Nathan Green",30,3.72,3698,99450,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
102,102,"Ryan Palmer",22,3.69,2158,58500,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
103,103,"Brett Quigley",25,3.65,2663,72900,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
104,104,"Jay Williamson",33,3.58,3483,97200,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
105,105,"George McNeill",29,3.49,3409,97650,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
106,106,"Lucas Glover",26,3.46,3617,104625,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
106,106,"Troy Matteson",30,3.46,3524,101700,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2008
108,108,"Gavin Coles",16,3.43,1699,49500,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
109,109,"Kevin Streelman",32,3.42,3402,99450,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
110,110,"Nick Watney",27,3.41,3036,89100,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
110,110,"Tim Wilkinson",29,3.41,3086,90450,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
112,112,"Angel Cabrera",17,3.4,2243,65925,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
112,112,"Tom Lehman",17,3.4,2420,71100,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
114,114,"Charley Hoffman",29,3.29,3276,99450,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2008
114,114,"Matt Jones",31,3.29,3273,99450,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
116,116,"Eric Axley",35,3.28,3478,106200,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2008
117,117,"Shane Bertsch",29,3.26,3153,96750,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
118,118,"Mark Calcavecchia",25,3.25,3304,101700,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
119,119,"Glen Day",19,3.2,1727,54000,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
119,119,"David Toms",20,3.2,2520,78750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
121,121,"Zach Johnson",25,3.19,2968,92925,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
122,122,"Joe Ogilvie",29,3.17,3094,97650,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2008
123,123,"Rich Beem",29,3.09,2833,91800,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
123,123,"Daisuke Maruyama",4,3.09,417,13500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
125,125,"Bill Haas",31,3.05,3172,103950,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
126,126,"Martin Laird",29,3.01,2303,76500,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
127,127,"James Driscoll",28,2.87,2457,85500,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
128,128,"Bob May",4,2.86,450,15750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
129,129,"Charles Warren",29,2.85,2769,97200,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
130,130,"Roland Thatcher",15,2.82,1777,63000,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
131,131,"Bo Van Pelt",32,2.77,2756,99450,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
132,132,"John Huston",18,2.76,1488,54000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
133,133,"Bob Estes",28,2.75,2423,88200,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
134,134,"Jason Day",28,2.72,2327,85500,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
135,135,"Vaughn Taylor",32,2.65,2901,109575,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
136,136,"Bob Heintz",17,2.59,1164,45000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
137,137,"Joe Durant",28,2.58,2264,87750,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
137,137,"Chris Riley",17,2.58,1277,49500,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
139,139,"Dustin Johnson",30,2.51,2679,106650,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
140,140,"Tim Herron",28,2.45,2158,88200,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
141,141,"Jeff Gove",18,2.42,1308,54000,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
142,142,"Marco Dawson",21,2.4,1622,67500,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
142,142,"Jason Dufner",16,2.4,1082,45000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
142,142,"Tim Petrovic",32,2.4,2400,99900,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
145,145,"Michael Allen",28,2.39,2132,89100,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
146,146,"Craig Kanada",23,2.38,1604,67500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
147,147,"Patrick Sheehan",35,2.34,2540,108450,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
148,148,"Lee Janzen",28,2.11,1721,81450,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
149,149,"Arron Oberholser",10,2.1,775,36900,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
149,149,"Jesper Parnevik",29,2.1,1818,86400,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
151,151,"Justin Bolli",28,2.07,1769,85500,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
151,151,"Jason Gore",33,2.07,2258,108900,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2008
153,153,"Brett Rumford",26,2,1624,81225,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
153,153,"Garrett Willis",11,2,766,38250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
155,155,"Jon Mills",32,1.97,1964,99450,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
156,156,"Frank Lickliter II",32,1.96,1986,101250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
157,157,"Davis Love III",23,1.93,1512,78300,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
158,158,"Chris DiMarco",29,1.91,1871,97875,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
158,158,"Fred Funk",14,1.91,1038,54450,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
160,160,"Nick Price",1,1.89,43,2250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
161,161,"Will Ma Kenzie",21,1.85,1289,69750,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
162,162,"YE Yang",29,1.84,1701,92250,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
163,163,"JJ Henry",34,1.82,2026,111375,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
164,164,"Carlos Franco",25,1.79,1372,76500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
165,165,"Jose Coceres",13,1.78,1008,56700,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
166,166,"Tag Ridings",29,1.73,1679,96750,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
167,167,"Brent Geiberger",12,1.71,694,40500,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
167,167,"Scott Sterling",28,1.71,1467,85950,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
167,167,"Omar Uresti",24,1.71,1154,67500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
170,170,"Jeff Overton",32,1.68,1754,104400,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
171,171,"Kevin Stadler",30,1.66,1622,97650,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
172,172,"Dan Forsman",11,1.63,623,38250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
173,173,"Doug LaBelle II",22,1.57,1102,70200,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
173,173,"Bob Sowards",22,1.57,920,58500,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
175,175,"Todd Hamilton",28,1.56,1648,105750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
176,176,"Harrison Frazar",23,1.55,1043,67500,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
177,177,"Andrew Buckle",15,1.54,693,45000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
177,177,"Robert Garrigus",29,1.54,1468,95400,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
179,179,"Kent Jones",23,1.52,957,63000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
180,180,"Mark Hensby",26,1.51,1261,83700,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
181,181,"John Riegger",24,1.47,993,67500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
182,182,"JP Hayes",26,1.45,1275,88200,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
183,183,"Nick Flanagan",29,1.43,1316,92250,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
183,183,"Brenden Pappas",24,1.43,962,67500,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
185,185,"Jeff Maggert",28,1.42,1287,90450,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
185,185,"Michael Sim",7,1.42,256,18000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
187,187,"Cameron Beckman",29,1.4,1262,90450,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
188,188,"Ryan Armour",32,1.34,1427,106200,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
189,189,"Kenneth Ferrie",25,1.31,1000,76500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
190,190,"Ian Leggatt",5,1.3,269,20700,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
191,191,"Brandt Jobe",19,1.26,940,74700,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
191,191,"Ted Purdy",25,1.26,962,76500,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
193,193,"Robert Damron",8,1.25,365,29250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
193,193,"Jose Maria Olazabal",4,1.25,235,18900,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
195,195,"Alejandro Canizares",16,1.23,497,40500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
196,196,"Marc Turnesa",29,1.21,1174,96750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
197,197,"Larry Mize",16,1.19,704,58950,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
197,197,"Dennis Paulson",1,1.19,27,2250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
197,197,"Ted Schulz",1,1.19,27,2250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
200,200,"Scott Hoch",1,1.15,52,4500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
201,201,"Billy Andrade",24,1.11,949,85500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
201,201,"Jin Park",30,1.11,1047,94500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
203,203,"Rick Fehr",1,1.1,25,2250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
204,204,"Paul Stankowski",13,1.08,488,45000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
205,205,"Brian Bateman",18,1.07,832,77400,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
206,206,"Fulton Allem",1,1.04,47,4500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
206,206,"Jimmy Walker",24,1.04,703,67500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
208,208,"Shigeki Maruyama",18,0.96,721,74700,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
209,209,"Steve Allan",21,0.94,595,63000,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2008
209,209,"Chad Collins",24,0.94,632,67500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
209,209,"Shaun Micheel",16,0.94,641,68400,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
212,212,"Sandy Lyle",2,0.92,91,9900,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
213,213,"Stephen Leaney",17,0.91,678,74700,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
214,214,"Robert Gamez",26,0.9,749,83250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
214,214,"David Lutterus",23,0.9,566,63000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
216,216,"Tom Byrum",12,0.85,343,40500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
217,217,"Michael Bradley",14,0.84,321,38250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
217,217,"Neal Lancaster",9,0.84,227,27000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
219,219,"Craig Barlow",15,0.83,567,68400,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
220,220,"Brett Wetterich",11,0.82,417,50625,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
221,221,"Jay Delsing",8,0.81,200,24750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
222,222,"Dicky Pride",14,0.8,322,40500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
223,223,"Craig Parry",4,0.78,152,19350,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
224,224,"Todd Demsey",25,0.74,551,74250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
224,224,"Mathias Gronberg",30,0.74,715,97200,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
226,226,"Paul Claxton",23,0.67,420,63000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
227,227,"Ronnie Black",2,0.65,44,6750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
227,227,"Mark Brooks",17,0.65,410,63450,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
229,229,"Jim McGovern",26,0.64,488,76500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
229,229,"Kirk Triplett",9,0.64,87,13500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
231,231,"Joey Sindelar",5,0.59,80,13500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
231,231,"Kyle Thompson",26,0.59,461,78750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
234,234,"Gabriel Hjertstedt",4,0.58,52,9000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
235,235,"Chris Stroud",29,0.54,499,92700,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
236,236,"Olin Browne",27,0.53,515,96750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
237,237,"Paul Azinger",9,0.52,190,36450,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
237,237,"Jonathan Kaye",8,0.52,177,33750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
237,237,"Chris Smith",5,0.52,81,15750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
