"Front9Par5ScoringAverage_RANKTHISWEEK_2006","Front9Par5ScoringAverage_RANKLASTWEEK_2006","Front9Par5ScoringAverage_PLAYERNAME_2006","Front9Par5ScoringAverage_ROUNDS_2006","Front9Par5ScoringAverage_AVG_2006","Front9Par5ScoringAverage_TOTALSTROKES_2006","Front9Par5ScoringAverage_TOTALHOLES_2006","stat_name","year"
1,1,"Tiger Woods",55,4.38,368,84,"Front9Par5ScoringAverage",2006
2,2,"Stuart Appleby",83,4.47,572,128,"Front9Par5ScoringAverage",2006
2,2,"Phil Mickelson",74,4.47,527,118,"Front9Par5ScoringAverage",2006
4,4,"Trevor Immelman",86,4.48,587,131,"Front9Par5ScoringAverage",2006
5,5,"Aaron Baddeley",78,4.5,558,124,"Front9Par5ScoringAverage",2006
5,5,"Rich Beem",85,4.5,626,139,"Front9Par5ScoringAverage",2006
7,7,"JB Holmes",81,4.52,565,125,"Front9Par5ScoringAverage",2006
8,8,"Charley Hoffman",100,4.53,756,167,"Front9Par5ScoringAverage",2006
9,9,"Vaughn Taylor",88,4.54,631,139,"Front9Par5ScoringAverage",2006
10,10,"Ben Crane",85,4.55,624,137,"Front9Par5ScoringAverage",2006
10,10,"Ernie Els",69,4.55,450,99,"Front9Par5ScoringAverage",2006
10,10,"Lucas Glover",105,4.55,783,172,"Front9Par5ScoringAverage",2006
13,13,"Bob Estes",85,4.56,615,135,"Front9Par5ScoringAverage",2006
13,13,"Charles Howell III",96,4.56,712,156,"Front9Par5ScoringAverage",2006
13,13,"Geoff Ogilvy",76,4.56,515,113,"Front9Par5ScoringAverage",2006
13,13,"Steve Stricker",64,4.56,456,100,"Front9Par5ScoringAverage",2006
13,13,"Bo Van Pelt",102,4.56,779,171,"Front9Par5ScoringAverage",2006
13,13,"Charles Warren",93,4.56,670,147,"Front9Par5ScoringAverage",2006
19,19,"Eric Axley",91,4.57,672,147,"Front9Par5ScoringAverage",2006
19,19,"Tim Clark",80,4.57,608,133,"Front9Par5ScoringAverage",2006
19,19,"John Daly",51,4.57,402,88,"Front9Par5ScoringAverage",2006
19,19,"Jim Furyk",89,4.57,608,133,"Front9Par5ScoringAverage",2006
19,19,"Sergio Garcia",59,4.57,416,91,"Front9Par5ScoringAverage",2006
19,19,"Bill Haas",99,4.57,740,162,"Front9Par5ScoringAverage",2006
19,19,"Thomas Levet",53,4.57,384,84,"Front9Par5ScoringAverage",2006
19,19,"Frank Lickliter II",99,4.57,768,168,"Front9Par5ScoringAverage",2006
19,19,"Brett Quigley",109,4.57,764,167,"Front9Par5ScoringAverage",2006
19,19,"Vijay Singh",103,4.57,736,161,"Front9Par5ScoringAverage",2006
29,29,"Craig Barlow",77,4.58,582,127,"Front9Par5ScoringAverage",2006
29,29,"Harrison Frazar",95,4.58,696,152,"Front9Par5ScoringAverage",2006
29,29,"Steve Lowery",99,4.58,755,165,"Front9Par5ScoringAverage",2006
29,29,"Will Ma Kenzie",91,4.58,691,151,"Front9Par5ScoringAverage",2006
29,29,"John Rollins",93,4.58,719,157,"Front9Par5ScoringAverage",2006
29,29,"Camilo Villegas",95,4.58,682,149,"Front9Par5ScoringAverage",2006
29,29,"Bubba Watson",83,4.58,623,136,"Front9Par5ScoringAverage",2006
36,36,"Jesper Parnevik",84,4.59,666,145,"Front9Par5ScoringAverage",2006
37,37,"Jeff Brehaut",100,4.6,764,166,"Front9Par5ScoringAverage",2006
37,37,"Jonathan Byrd",66,4.6,547,119,"Front9Par5ScoringAverage",2006
37,37,"Scott Gutschewski",53,4.6,405,88,"Front9Par5ScoringAverage",2006
37,37,"JP Hayes",55,4.6,442,96,"Front9Par5ScoringAverage",2006
37,37,"Tim Herron",82,4.6,557,121,"Front9Par5ScoringAverage",2006
37,37,"Bernhard Langer",77,4.6,584,127,"Front9Par5ScoringAverage",2006
37,37,"Davis Love III",85,4.6,598,130,"Front9Par5ScoringAverage",2006
37,37,"Troy Matteson",101,4.6,795,173,"Front9Par5ScoringAverage",2006
37,37,"Arron Oberholser",82,4.6,534,116,"Front9Par5ScoringAverage",2006
37,37,"Greg Owen",79,4.6,635,138,"Front9Par5ScoringAverage",2006
37,37,"Kevin Sutherland",100,4.6,741,161,"Front9Par5ScoringAverage",2006
37,37,"Duffy Waldorf",96,4.6,732,159,"Front9Par5ScoringAverage",2006
49,49,"Robert Allenby",79,4.61,572,124,"Front9Par5ScoringAverage",2006
49,49,"Briny Baird",81,4.61,609,132,"Front9Par5ScoringAverage",2006
49,49,"Chad Campbell",91,4.61,613,133,"Front9Par5ScoringAverage",2006
49,49,"Mathias Gronberg",92,4.61,715,155,"Front9Par5ScoringAverage",2006
49,49,"Richard Johnson",94,4.61,705,153,"Front9Par5ScoringAverage",2006
49,49,"Hunter Mahan",98,4.61,723,157,"Front9Par5ScoringAverage",2006
49,49,"Ryan Moore",68,4.61,475,103,"Front9Par5ScoringAverage",2006
49,49,"Ian Poulter",53,4.61,415,90,"Front9Par5ScoringAverage",2006
49,49,"Chris Riley",86,4.61,627,136,"Front9Par5ScoringAverage",2006
49,49,"Rory Sabbatini",84,4.61,567,123,"Front9Par5ScoringAverage",2006
49,49,"Adam Scott",70,4.61,456,99,"Front9Par5ScoringAverage",2006
