"StrokeDifferentialFieldAverage_RANKTHISWEEK_2005","StrokeDifferentialFieldAverage_RANKLASTWEEK_2005","StrokeDifferentialFieldAverage_PLAYERNAME_2005","StrokeDifferentialFieldAverage_ROUNDS_2005","StrokeDifferentialFieldAverage_STROKEDIFFERENTIAL_2005","StrokeDifferentialFieldAverage_PLAYERSSCORE_2005","StrokeDifferentialFieldAverage_FIELDAVERAGESCORE_2005","stat_name","year"
109,109,"Charles Warren",89,0.12,71.28,71.4,"StrokeDifferentialFieldAverage",2005
112,112,"Tim Petrovic",97,0.11,71.25,71.36,"StrokeDifferentialFieldAverage",2005
112,112,"Mike Weir",71,0.11,71.8,71.91,"StrokeDifferentialFieldAverage",2005
114,114,"Duffy Waldorf",86,0.1,71.23,71.33,"StrokeDifferentialFieldAverage",2005
115,115,"Aaron Baddeley",84,0.09,71.15,71.24,"StrokeDifferentialFieldAverage",2005
115,115,"Hidemichi Tanaka",106,0.09,70.89,70.98,"StrokeDifferentialFieldAverage",2005
117,117,"Mark Hensby",70,0.08,71.79,71.87,"StrokeDifferentialFieldAverage",2005
117,117,"Ryan Palmer",101,0.08,71.02,71.1,"StrokeDifferentialFieldAverage",2005
119,119,"Neal Lancaster",95,0.06,71.06,71.12,"StrokeDifferentialFieldAverage",2005
119,119,"Kevin Na",88,0.06,71.4,71.46,"StrokeDifferentialFieldAverage",2005
121,121,"Alex Cejka",84,0.03,71.59,71.62,"StrokeDifferentialFieldAverage",2005
122,122,"Doug Barron",70,0.02,71,71.02,"StrokeDifferentialFieldAverage",2005
122,122,"Brian Gay",101,0.02,71.21,71.23,"StrokeDifferentialFieldAverage",2005
124,124,"Michael Allen",90,0.01,71.47,71.48,"StrokeDifferentialFieldAverage",2005
124,124,"Todd Fischer",99,0.01,71.25,71.26,"StrokeDifferentialFieldAverage",2005
126,126,"Brian Bateman",98,0,71.31,71.31,"StrokeDifferentialFieldAverage",2005
126,126,"Brett Wetterich",76,0,71.01,71.01,"StrokeDifferentialFieldAverage",2005
128,128,"Hunter Mahan",103,-0.01,71.21,71.2,"StrokeDifferentialFieldAverage",2005
128,128,"Brenden Pappas",51,-0.01,71,70.99,"StrokeDifferentialFieldAverage",2005
130,130,"Todd Hamilton",94,-0.02,71.79,71.77,"StrokeDifferentialFieldAverage",2005
130,130,"Steve Lowery",100,-0.02,71.17,71.15,"StrokeDifferentialFieldAverage",2005
130,130,"Mark Wilson",74,-0.02,70.99,70.97,"StrokeDifferentialFieldAverage",2005
133,133,"Nick Watney",91,-0.05,71.08,71.03,"StrokeDifferentialFieldAverage",2005
134,134,"JP Hayes",63,-0.07,71.13,71.06,"StrokeDifferentialFieldAverage",2005
134,134,"Ian Poulter",62,-0.07,72.09,72.02,"StrokeDifferentialFieldAverage",2005
136,136,"Matt Kuchar",60,-0.08,71.38,71.3,"StrokeDifferentialFieldAverage",2005
137,137,"Scott McCarron",78,-0.09,71.54,71.45,"StrokeDifferentialFieldAverage",2005
137,137,"Mario Tiziani",67,-0.09,71.12,71.03,"StrokeDifferentialFieldAverage",2005
139,139,"Lee Janzen",75,-0.1,71.56,71.46,"StrokeDifferentialFieldAverage",2005
140,140,"Cameron Beckman",96,-0.12,71.26,71.14,"StrokeDifferentialFieldAverage",2005
140,140,"Tom Byrum",83,-0.12,71.37,71.25,"StrokeDifferentialFieldAverage",2005
140,140,"Hunter Haas",83,-0.12,71.16,71.04,"StrokeDifferentialFieldAverage",2005
143,143,"Robert Damron",89,-0.14,71.56,71.42,"StrokeDifferentialFieldAverage",2005
143,143,"Shaun Micheel",81,-0.14,71.72,71.58,"StrokeDifferentialFieldAverage",2005
143,143,"Patrick Sheehan",114,-0.14,71.45,71.31,"StrokeDifferentialFieldAverage",2005
146,146,"Charlie Wi",67,-0.16,71.63,71.47,"StrokeDifferentialFieldAverage",2005
147,147,"James Driscoll",73,-0.18,71.51,71.33,"StrokeDifferentialFieldAverage",2005
147,147,"John Huston",90,-0.18,71.13,70.95,"StrokeDifferentialFieldAverage",2005
149,149,"John Daly",78,-0.2,71.83,71.63,"StrokeDifferentialFieldAverage",2005
150,150,"John Cook",72,-0.22,71.39,71.17,"StrokeDifferentialFieldAverage",2005
150,150,"Glen Day",80,-0.22,71.21,70.99,"StrokeDifferentialFieldAverage",2005
152,152,"Matt Gogel",78,-0.28,71.59,71.31,"StrokeDifferentialFieldAverage",2005
152,152,"Frank Lickliter II",100,-0.28,71.52,71.24,"StrokeDifferentialFieldAverage",2005
154,154,"Chris Smith",93,-0.29,71.33,71.04,"StrokeDifferentialFieldAverage",2005
155,155,"Glen Hnatiuk",59,-0.32,71.53,71.21,"StrokeDifferentialFieldAverage",2005
156,156,"David Hearn",68,-0.33,71.4,71.07,"StrokeDifferentialFieldAverage",2005
157,157,"Steve Flesch",90,-0.37,72,71.63,"StrokeDifferentialFieldAverage",2005
157,157,"Larry Mize",54,-0.37,71.6,71.23,"StrokeDifferentialFieldAverage",2005
159,159,"DA Points",94,-0.38,71.37,70.99,"StrokeDifferentialFieldAverage",2005
160,160,"Paul Azinger",66,-0.39,71.86,71.47,"StrokeDifferentialFieldAverage",2005
160,160,"Brendan Jones",81,-0.39,71.34,70.95,"StrokeDifferentialFieldAverage",2005
162,162,"Mark OMeara",66,-0.44,72.17,71.73,"StrokeDifferentialFieldAverage",2005
163,163,"Andrew Magee",82,-0.45,71.88,71.43,"StrokeDifferentialFieldAverage",2005
163,163,"Kevin Stadler",96,-0.45,71.46,71.01,"StrokeDifferentialFieldAverage",2005
163,163,"Roland Thatcher",75,-0.45,71.44,70.99,"StrokeDifferentialFieldAverage",2005
166,166,"Steve Allan",102,-0.47,71.72,71.25,"StrokeDifferentialFieldAverage",2005
167,167,"Franklin Langham",91,-0.48,71.83,71.35,"StrokeDifferentialFieldAverage",2005
168,168,"Bob Heintz",67,-0.51,71.45,70.94,"StrokeDifferentialFieldAverage",2005
169,169,"Tom Gillis",77,-0.52,71.71,71.19,"StrokeDifferentialFieldAverage",2005
170,170,"Gavin Coles",70,-0.53,71.5,70.97,"StrokeDifferentialFieldAverage",2005
171,171,"Tjaart van der Walt",56,-0.54,71.46,70.92,"StrokeDifferentialFieldAverage",2005
172,172,"Justin Bolli",65,-0.6,71.7,71.1,"StrokeDifferentialFieldAverage",2005
173,173,"Will Ma Kenzie",75,-0.61,71.62,71.01,"StrokeDifferentialFieldAverage",2005
174,174,"Bill Glasson",54,-0.62,71.9,71.28,"StrokeDifferentialFieldAverage",2005
174,174,"Paul Gow",78,-0.62,71.65,71.03,"StrokeDifferentialFieldAverage",2005
176,176,"Michael Long",72,-0.64,71.71,71.07,"StrokeDifferentialFieldAverage",2005
177,177,"Paul Claxton",79,-0.65,71.66,71.01,"StrokeDifferentialFieldAverage",2005
177,177,"Skip Kendall",80,-0.65,71.96,71.31,"StrokeDifferentialFieldAverage",2005
179,179,"Brent Geiberger",61,-0.72,71.58,70.86,"StrokeDifferentialFieldAverage",2005
179,179,"Steve Jones",56,-0.72,72.37,71.65,"StrokeDifferentialFieldAverage",2005
181,181,"Thomas Levet",54,-0.74,72.89,72.15,"StrokeDifferentialFieldAverage",2005
182,182,"Chris Anderson",66,-0.76,71.87,71.11,"StrokeDifferentialFieldAverage",2005
183,183,"Danny Briggs",70,-0.83,72.13,71.3,"StrokeDifferentialFieldAverage",2005
183,183,"Jose Coceres",56,-0.83,72,71.17,"StrokeDifferentialFieldAverage",2005
185,185,"DJ Brigman",76,-0.84,72.14,71.3,"StrokeDifferentialFieldAverage",2005
185,185,"Jeff Hart",63,-0.84,71.92,71.08,"StrokeDifferentialFieldAverage",2005
187,187,"Ben Curtis",65,-0.92,72.63,71.71,"StrokeDifferentialFieldAverage",2005
187,187,"Chris Riley",67,-0.92,72.45,71.53,"StrokeDifferentialFieldAverage",2005
189,189,"Bradley Hughes",52,-0.95,72.04,71.09,"StrokeDifferentialFieldAverage",2005
190,190,"Hank Kuehne",84,-1.03,72.08,71.05,"StrokeDifferentialFieldAverage",2005
191,191,"Scott Hend",75,-1.04,72.45,71.41,"StrokeDifferentialFieldAverage",2005
192,192,"Rob Rashell",65,-1.06,72.37,71.31,"StrokeDifferentialFieldAverage",2005
193,193,"Rich Beem",66,-1.07,72.32,71.25,"StrokeDifferentialFieldAverage",2005
194,194,"Dennis Paulson",63,-1.12,72.41,71.29,"StrokeDifferentialFieldAverage",2005
195,195,"Jim Carter",62,-1.18,72.38,71.2,"StrokeDifferentialFieldAverage",2005
195,195,"Len Mattiace",86,-1.18,72.79,71.61,"StrokeDifferentialFieldAverage",2005
197,197,"Mark Brooks",72,-1.19,72.17,70.98,"StrokeDifferentialFieldAverage",2005
198,198,"Jason Allred",75,-1.23,72.53,71.3,"StrokeDifferentialFieldAverage",2005
199,199,"Hideto Tanihara",50,-1.39,72.5,71.11,"StrokeDifferentialFieldAverage",2005
200,200,"Matt Davidson",53,-1.42,72.38,70.96,"StrokeDifferentialFieldAverage",2005
201,201,"John Elliott",58,-1.49,72.59,71.1,"StrokeDifferentialFieldAverage",2005
202,202,"Craig Perks",67,-1.5,72.89,71.39,"StrokeDifferentialFieldAverage",2005
