"LatePar5ScoringAverage_RANKTHISWEEK_2011","LatePar5ScoringAverage_RANKLASTWEEK_2011","LatePar5ScoringAverage_PLAYERNAME_2011","LatePar5ScoringAverage_ROUNDS_2011","LatePar5ScoringAverage_AVG_2011","LatePar5ScoringAverage_TOTALSTROKES_2011","LatePar5ScoringAverage_TOTALHOLES_2011","stat_name","year"
1,1,"Bubba Watson",85,4.46,548,123,"LatePar5ScoringAverage",2011
2,2,"Luke Donald",73,4.5,590,131,"LatePar5ScoringAverage",2011
3,3,"JB Holmes",57,4.51,410,91,"LatePar5ScoringAverage",2011
3,3,"Andres Romero",77,4.51,505,112,"LatePar5ScoringAverage",2011
3,3,"Steve Stricker",70,4.51,676,150,"LatePar5ScoringAverage",2011
3,3,"Bo Van Pelt",92,4.51,631,140,"LatePar5ScoringAverage",2011
7,7,"Phil Mickelson",79,4.52,565,125,"LatePar5ScoringAverage",2011
7,7,"Webb Simpson",98,4.52,836,185,"LatePar5ScoringAverage",2011
7,7,"Kyle Stanley",98,4.52,638,141,"LatePar5ScoringAverage",2011
7,7,"YE Yang",63,4.52,384,85,"LatePar5ScoringAverage",2011
11,11,"Jonathan Byrd",83,4.53,539,119,"LatePar5ScoringAverage",2011
11,11,"Robert Garrigus",83,4.53,575,127,"LatePar5ScoringAverage",2011
13,13,"Chris Couch",73,4.54,513,113,"LatePar5ScoringAverage",2011
13,13,"Jason Day",76,4.54,513,113,"LatePar5ScoringAverage",2011
15,15,"Fabian Gomez",84,4.55,642,141,"LatePar5ScoringAverage",2011
15,15,"Dustin Johnson",72,4.55,582,128,"LatePar5ScoringAverage",2011
17,17,"Bobby Gates",82,4.56,588,129,"LatePar5ScoringAverage",2011
17,17,"Lucas Glover",74,4.56,520,114,"LatePar5ScoringAverage",2011
17,17,"Charles Howell III",108,4.56,867,190,"LatePar5ScoringAverage",2011
17,17,"Hunter Mahan",92,4.56,684,150,"LatePar5ScoringAverage",2011
17,17,"Adam Scott",60,4.56,488,107,"LatePar5ScoringAverage",2011
22,22,"Robert Karlsson",61,4.57,379,83,"LatePar5ScoringAverage",2011
22,22,"Jhonattan Vegas",84,4.57,599,131,"LatePar5ScoringAverage",2011
22,22,"Nick Watney",80,4.57,663,145,"LatePar5ScoringAverage",2011
25,25,"Angel Cabrera",50,4.58,385,84,"LatePar5ScoringAverage",2011
25,25,"Jim Furyk",87,4.58,683,149,"LatePar5ScoringAverage",2011
25,25,"Bill Haas",93,4.58,715,156,"LatePar5ScoringAverage",2011
25,25,"Matt Kuchar",94,4.58,732,160,"LatePar5ScoringAverage",2011
