"GIRPutting25_RANKTHISWEEK_2012","GIRPutting25_RANKLASTWEEK_2012","GIRPutting25_PLAYERNAME_2012","GIRPutting25_ROUNDS_2012","GIRPutting25_Pct_2012","GIRPutting25_ATTEMPTS_2012","GIRPutting25_PUTTSMADE_2012","stat_name","year"
1,1,"Ben Crane",73,9.84,254,25,"GIRPutting25",2012
2,2,"Adam Scott",59,9.2,174,16,"GIRPutting25",2012
3,3,"Jason Dufner",83,9.09,253,23,"GIRPutting25",2012
4,4,"Webb Simpson",77,8.79,239,21,"GIRPutting25",2012
5,5,"Danny Lee",74,8.77,228,20,"GIRPutting25",2012
6,6,"Henrik Stenson",51,8.67,196,17,"GIRPutting25",2012
7,7,"Graeme McDowell",55,8.61,151,13,"GIRPutting25",2012
8,8,"Tim Clark",60,8.57,175,15,"GIRPutting25",2012
9,9,"Michael Bradley",63,8.47,248,21,"GIRPutting25",2012
10,10,"Jonas Blixt",72,8.33,264,22,"GIRPutting25",2012
10,10,"Sergio Garcia",57,8.33,180,15,"GIRPutting25",2012
12,12,"Derek Lamely",64,8.26,242,20,"GIRPutting25",2012
13,13,"Brandt Snedeker",81,8.21,268,22,"GIRPutting25",2012
14,14,"Jonathan Byrd",69,7.96,226,18,"GIRPutting25",2012
15,15,"Nick Watney",97,7.92,303,24,"GIRPutting25",2012
16,16,"Jason Day",57,7.85,191,15,"GIRPutting25",2012
17,17,"Kevin Kisner",69,7.84,204,16,"GIRPutting25",2012
18,18,"Louis Oosthuizen",65,7.73,207,16,"GIRPutting25",2012
19,19,"Rickie Fowler",84,7.72,246,19,"GIRPutting25",2012
20,20,"Troy Kelly",68,7.62,210,16,"GIRPutting25",2012
21,21,"Brian Harman",101,7.51,333,25,"GIRPutting25",2012
22,22,"Camilo Villegas",79,7.48,321,24,"GIRPutting25",2012
23,23,"Charlie Wi",86,7.46,268,20,"GIRPutting25",2012
24,24,"Ian Poulter",57,7.41,135,10,"GIRPutting25",2012
25,25,"Michael Thompson",80,7.37,285,21,"GIRPutting25",2012
26,26,"John Huh",99,7.34,354,26,"GIRPutting25",2012
27,27,"Lee Westwood",60,7.33,150,11,"GIRPutting25",2012
28,28,"Phil Mickelson",79,7.23,235,17,"GIRPutting25",2012
29,29,"Jhonattan Vegas",77,7.21,319,23,"GIRPutting25",2012
30,30,"Brendon de Jonge",115,7.08,438,31,"GIRPutting25",2012
31,31,"Garth Mulroy",59,7.07,184,13,"GIRPutting25",2012
32,32,"Robert Garrigus",89,7.04,284,20,"GIRPutting25",2012
32,32,"Billy Horschel",63,7.04,213,15,"GIRPutting25",2012
34,34,"Gavin Coles",72,7.03,256,18,"GIRPutting25",2012
35,35,"Erik Compton",81,7.02,242,17,"GIRPutting25",2012
36,36,"Tiger Woods",69,6.93,202,14,"GIRPutting25",2012
37,37,"DA Points",88,6.91,333,23,"GIRPutting25",2012
38,38,"Greg Chalmers",88,6.88,276,19,"GIRPutting25",2012
39,39,"Bubba Watson",68,6.85,219,15,"GIRPutting25",2012
40,40,"James Driscoll",83,6.75,311,21,"GIRPutting25",2012
40,40,"Greg Owen",90,6.75,326,22,"GIRPutting25",2012
42,42,"Keegan Bradley",90,6.67,300,20,"GIRPutting25",2012
43,43,"Ken Duke",104,6.63,347,23,"GIRPutting25",2012
44,44,"Kevin Chappell",91,6.6,303,20,"GIRPutting25",2012
45,45,"JB Holmes",90,6.56,320,21,"GIRPutting25",2012
46,46,"Brian Davis",91,6.55,290,19,"GIRPutting25",2012
47,47,"Jerry Kelly",84,6.54,306,20,"GIRPutting25",2012
48,48,"Ben Curtis",62,6.51,215,14,"GIRPutting25",2012
48,48,"Rocco Mediate",70,6.51,215,14,"GIRPutting25",2012
50,50,"Robert Karlsson",54,6.47,139,9,"GIRPutting25",2012
50,50,"George McNeill",85,6.47,278,18,"GIRPutting25",2012
52,52,"Padraig Harrington",67,6.45,155,10,"GIRPutting25",2012
53,53,"Brendon Todd",78,6.43,249,16,"GIRPutting25",2012
54,54,"Mark Anderson",75,6.39,266,17,"GIRPutting25",2012
55,55,"Justin Rose",69,6.38,235,15,"GIRPutting25",2012
56,56,"Zach Johnson",95,6.34,284,18,"GIRPutting25",2012
57,57,"Jeff Maggert",83,6.29,302,19,"GIRPutting25",2012
58,58,"Gary Christian",91,6.27,319,20,"GIRPutting25",2012
58,58,"Will Claxton",99,6.27,383,24,"GIRPutting25",2012
60,60,"Rory Sabbatini",84,6.25,224,14,"GIRPutting25",2012
60,60,"Johnson Wagner",88,6.25,336,21,"GIRPutting25",2012
62,62,"Josh Teater",97,6.19,339,21,"GIRPutting25",2012
63,63,"Charlie Beljan",61,6.06,198,12,"GIRPutting25",2012
63,63,"Bud Cauley",99,6.06,363,22,"GIRPutting25",2012
65,65,"Jeff Overton",101,6.04,381,23,"GIRPutting25",2012
65,65,"Patrick Sheehan",58,6.04,149,9,"GIRPutting25",2012
67,67,"Brandt Jobe",57,6.02,216,13,"GIRPutting25",2012
67,67,"Chris Kirk",93,6.02,332,20,"GIRPutting25",2012
67,67,"Seung Yul Noh",105,6.02,399,24,"GIRPutting25",2012
70,70,"John Merrick",83,6.01,316,19,"GIRPutting25",2012
71,71,"Tommy Gainey",98,5.97,352,21,"GIRPutting25",2012
71,71,"Dustin Johnson",70,5.97,201,12,"GIRPutting25",2012
73,73,"Andres Romero",68,5.94,202,12,"GIRPutting25",2012
74,74,"Nathan Green",73,5.91,254,15,"GIRPutting25",2012
75,75,"Mark Wilson",84,5.9,288,17,"GIRPutting25",2012
76,76,"Martin Flores",95,5.87,358,21,"GIRPutting25",2012
76,76,"Tim Herron",88,5.87,358,21,"GIRPutting25",2012
78,78,"Pat Perez",81,5.86,290,17,"GIRPutting25",2012
79,79,"JJ Killeen",101,5.84,308,18,"GIRPutting25",2012
79,79,"Ted Potter Jr",77,5.84,257,15,"GIRPutting25",2012
81,81,"Matt Kuchar",86,5.83,240,14,"GIRPutting25",2012
82,82,"Matt Every",80,5.81,258,15,"GIRPutting25",2012
83,83,"Bobby Gates",87,5.76,330,19,"GIRPutting25",2012
83,83,"Steve Wheatcroft",56,5.76,191,11,"GIRPutting25",2012
85,85,"Miguel Angel Carballo",73,5.74,244,14,"GIRPutting25",2012
86,86,"Trevor Immelman",76,5.69,246,14,"GIRPutting25",2012
87,87,"Edward Loar",59,5.68,176,10,"GIRPutting25",2012
88,88,"Dicky Pride",62,5.67,194,11,"GIRPutting25",2012
89,89,"Chris DiMarco",83,5.66,265,15,"GIRPutting25",2012
90,90,"Sean OHair",84,5.64,337,19,"GIRPutting25",2012
91,91,"Brian Gay",91,5.63,302,17,"GIRPutting25",2012
92,92,"Roberto Castro",92,5.62,338,19,"GIRPutting25",2012
93,93,"Rod Pampling",88,5.59,304,17,"GIRPutting25",2012
94,94,"Spencer Levin",81,5.51,254,14,"GIRPutting25",2012
95,95,"Jason Bohn",81,5.49,255,14,"GIRPutting25",2012
96,96,"Charles Howell III",98,5.46,366,20,"GIRPutting25",2012
97,97,"Martin Laird",77,5.45,220,12,"GIRPutting25",2012
97,97,"Ryan Palmer",81,5.45,275,15,"GIRPutting25",2012
99,99,"Harrison Frazar",56,5.43,184,10,"GIRPutting25",2012
99,99,"John Mallinger",74,5.43,258,14,"GIRPutting25",2012
101,101,"Scott Brown",65,5.42,203,11,"GIRPutting25",2012
102,102,"Matt Bettencourt",80,5.35,187,10,"GIRPutting25",2012
103,103,"David Hearn",95,5.32,395,21,"GIRPutting25",2012
104,104,"Sangmoon Bae",81,5.29,208,11,"GIRPutting25",2012
105,105,"John Rollins",81,5.25,305,16,"GIRPutting25",2012
106,106,"Stephen Ames",54,5.23,153,8,"GIRPutting25",2012
107,107,"Russell Knox",72,5.22,249,13,"GIRPutting25",2012
108,108,"Scott Piercy",95,5.2,327,17,"GIRPutting25",2012
109,109,"Marco Dawson",60,5.19,154,8,"GIRPutting25",2012
110,110,"Bill Lunde",83,5.17,271,14,"GIRPutting25",2012
111,111,"Freddie Jacobson",61,5.16,155,8,"GIRPutting25",2012
112,112,"Robert Allenby",76,5.15,272,14,"GIRPutting25",2012
112,112,"Steve Stricker",73,5.15,233,12,"GIRPutting25",2012
114,114,"Daniel Summerhays",81,5.08,295,15,"GIRPutting25",2012
115,115,"Bill Haas",79,5.04,278,14,"GIRPutting25",2012
116,116,"Chris Stroud",86,5.03,318,16,"GIRPutting25",2012
117,117,"Boo Weekley",74,5.02,239,12,"GIRPutting25",2012
118,118,"Ricky Barnes",92,4.97,342,17,"GIRPutting25",2012
119,119,"Ryo Ishikawa",54,4.93,142,7,"GIRPutting25",2012
120,120,"Carl Pettersson",92,4.9,306,15,"GIRPutting25",2012
121,121,"Billy Hurley III",70,4.87,226,11,"GIRPutting25",2012
122,122,"David Toms",60,4.84,186,9,"GIRPutting25",2012
123,123,"Billy Mayfair",90,4.79,334,16,"GIRPutting25",2012
124,124,"Chris Couch",61,4.78,209,10,"GIRPutting25",2012
124,124,"JJ Henry",93,4.78,335,16,"GIRPutting25",2012
126,126,"Troy Matteson",100,4.76,357,17,"GIRPutting25",2012
127,127,"Jason Kokrak",79,4.74,274,13,"GIRPutting25",2012
128,128,"Scott Dunlap",57,4.71,191,9,"GIRPutting25",2012
129,129,"Hunter Mahan",88,4.7,298,14,"GIRPutting25",2012
130,130,"John Senden",81,4.67,257,12,"GIRPutting25",2012
131,131,"Matt Jones",53,4.66,193,9,"GIRPutting25",2012
132,132,"Tom Gillis",75,4.63,281,13,"GIRPutting25",2012
133,133,"Kyle Reifers",86,4.59,327,15,"GIRPutting25",2012
134,134,"Tom Pernice Jr",62,4.55,198,9,"GIRPutting25",2012
135,135,"Harris English",98,4.53,419,19,"GIRPutting25",2012
135,135,"William McGirt",96,4.53,353,16,"GIRPutting25",2012
137,137,"Chad Campbell",84,4.5,311,14,"GIRPutting25",2012
138,138,"Sung Kang",75,4.46,224,10,"GIRPutting25",2012
138,138,"Charl Schwartzel",56,4.46,157,7,"GIRPutting25",2012
140,140,"Bob Estes",78,4.44,225,10,"GIRPutting25",2012
141,141,"Aaron Baddeley",73,4.43,203,9,"GIRPutting25",2012
142,142,"Gary Woodland",70,4.37,229,10,"GIRPutting25",2012
143,143,"Luke Donald",63,4.33,208,9,"GIRPutting25",2012
144,144,"YE Yang",64,4.32,162,7,"GIRPutting25",2012
145,145,"Cameron Beckman",81,4.3,279,12,"GIRPutting25",2012
146,146,"John Daly",50,4.29,140,6,"GIRPutting25",2012
147,147,"Colt Knost",79,4.28,257,11,"GIRPutting25",2012
147,147,"DJ Trahan",73,4.28,257,11,"GIRPutting25",2012
149,149,"Blake Adams",107,4.27,398,17,"GIRPutting25",2012
149,149,"Kevin Na",80,4.27,211,9,"GIRPutting25",2012
