"LeftRoughTendencyRTPScore_RANKTHISWEEK_2005","LeftRoughTendencyRTPScore_RANKLASTWEEK_2005","LeftRoughTendencyRTPScore_PLAYERNAME_2005","LeftRoughTendencyRTPScore_ROUNDS_2005","LeftRoughTendencyRTPScore_RTPSCORE_2005","stat_name","year"
86,86,"DJ Brigman",76,0.105,"LeftRoughTendencyRTPScore",2005
87,87,"Mark Calcavecchia",92,0.106,"LeftRoughTendencyRTPScore",2005
88,88,"Woody Austin",100,0.107,"LeftRoughTendencyRTPScore",2005
89,89,"John Huston",90,0.108,"LeftRoughTendencyRTPScore",2005
89,89,"Ryuji Imada",78,0.108,"LeftRoughTendencyRTPScore",2005
91,91,"Mario Tiziani",67,0.109,"LeftRoughTendencyRTPScore",2005
92,92,"Rich Beem",66,0.111,"LeftRoughTendencyRTPScore",2005
92,92,"Matt Kuchar",60,0.111,"LeftRoughTendencyRTPScore",2005
92,92,"Jay Williamson",53,0.111,"LeftRoughTendencyRTPScore",2005
95,95,"Ryan Palmer",101,0.112,"LeftRoughTendencyRTPScore",2005
96,96,"David Hearn",68,0.113,"LeftRoughTendencyRTPScore",2005
96,96,"Pat Perez",89,0.113,"LeftRoughTendencyRTPScore",2005
98,98,"Chris DiMarco",83,0.114,"LeftRoughTendencyRTPScore",2005
98,98,"Joe Ogilvie",103,0.114,"LeftRoughTendencyRTPScore",2005
100,100,"Richard Johnson",50,0.118,"LeftRoughTendencyRTPScore",2005
101,101,"Stephen Ames",82,0.119,"LeftRoughTendencyRTPScore",2005
101,101,"Tjaart van der Walt",56,0.119,"LeftRoughTendencyRTPScore",2005
103,103,"Neal Lancaster",95,0.12,"LeftRoughTendencyRTPScore",2005
104,104,"Jeff Brehaut",71,0.122,"LeftRoughTendencyRTPScore",2005
105,105,"Glen Day",80,0.126,"LeftRoughTendencyRTPScore",2005
105,105,"Dennis Paulson",63,0.126,"LeftRoughTendencyRTPScore",2005
105,105,"Kevin Sutherland",89,0.126,"LeftRoughTendencyRTPScore",2005
108,108,"Rod Pampling",89,0.128,"LeftRoughTendencyRTPScore",2005
108,108,"Vaughn Taylor",99,0.128,"LeftRoughTendencyRTPScore",2005
110,110,"Shigeki Maruyama",99,0.132,"LeftRoughTendencyRTPScore",2005
110,110,"Billy Mayfair",114,0.132,"LeftRoughTendencyRTPScore",2005
110,110,"Ted Purdy",122,0.132,"LeftRoughTendencyRTPScore",2005
113,113,"John Cook",72,0.133,"LeftRoughTendencyRTPScore",2005
113,113,"John Daly",78,0.133,"LeftRoughTendencyRTPScore",2005
113,113,"Skip Kendall",80,0.133,"LeftRoughTendencyRTPScore",2005
113,113,"Mark OMeara",66,0.133,"LeftRoughTendencyRTPScore",2005
117,117,"Mathias Gronberg",60,0.135,"LeftRoughTendencyRTPScore",2005
117,117,"Davis Love III",80,0.135,"LeftRoughTendencyRTPScore",2005
117,117,"John Rollins",97,0.135,"LeftRoughTendencyRTPScore",2005
120,120,"Ian Poulter",62,0.136,"LeftRoughTendencyRTPScore",2005
121,121,"Sean OHair",103,0.137,"LeftRoughTendencyRTPScore",2005
121,121,"Patrick Sheehan",114,0.137,"LeftRoughTendencyRTPScore",2005
123,123,"Kent Jones",99,0.138,"LeftRoughTendencyRTPScore",2005
124,124,"Mike Weir",71,0.139,"LeftRoughTendencyRTPScore",2005
125,125,"Bob Heintz",67,0.14,"LeftRoughTendencyRTPScore",2005
125,125,"Hidemichi Tanaka",106,0.14,"LeftRoughTendencyRTPScore",2005
127,127,"Michael Allen",90,0.143,"LeftRoughTendencyRTPScore",2005
128,128,"Todd Hamilton",94,0.148,"LeftRoughTendencyRTPScore",2005
129,129,"Joey Snyder III",102,0.149,"LeftRoughTendencyRTPScore",2005
129,129,"DJ Trahan",81,0.149,"LeftRoughTendencyRTPScore",2005
131,131,"Scott Hend",75,0.15,"LeftRoughTendencyRTPScore",2005
131,131,"Jeff Maggert",79,0.15,"LeftRoughTendencyRTPScore",2005
131,131,"Corey Pavin",77,0.15,"LeftRoughTendencyRTPScore",2005
134,134,"Fred Couples",72,0.152,"LeftRoughTendencyRTPScore",2005
134,134,"Frank Lickliter II",100,0.152,"LeftRoughTendencyRTPScore",2005
136,136,"Stephen Leaney",89,0.153,"LeftRoughTendencyRTPScore",2005
137,137,"Brian Bateman",98,0.154,"LeftRoughTendencyRTPScore",2005
138,138,"Steve Flesch",90,0.156,"LeftRoughTendencyRTPScore",2005
139,139,"Tag Ridings",93,0.158,"LeftRoughTendencyRTPScore",2005
139,139,"Darron Stiles",78,0.158,"LeftRoughTendencyRTPScore",2005
141,141,"Padraig Harrington",50,0.16,"LeftRoughTendencyRTPScore",2005
141,141,"Jose Maria Olazabal",55,0.16,"LeftRoughTendencyRTPScore",2005
143,143,"Tommy Armour III",103,0.161,"LeftRoughTendencyRTPScore",2005
144,144,"DA Points",94,0.163,"LeftRoughTendencyRTPScore",2005
145,145,"Billy Andrade",83,0.164,"LeftRoughTendencyRTPScore",2005
145,145,"Roland Thatcher",75,0.164,"LeftRoughTendencyRTPScore",2005
147,147,"Zach Johnson",96,0.165,"LeftRoughTendencyRTPScore",2005
148,148,"Bradley Hughes",52,0.167,"LeftRoughTendencyRTPScore",2005
149,149,"JL Lewis",98,0.168,"LeftRoughTendencyRTPScore",2005
150,150,"Joey Sindelar",104,0.169,"LeftRoughTendencyRTPScore",2005
151,151,"Cameron Beckman",96,0.17,"LeftRoughTendencyRTPScore",2005
151,151,"Peter Lonard",85,0.17,"LeftRoughTendencyRTPScore",2005
153,153,"Jerry Kelly",101,0.171,"LeftRoughTendencyRTPScore",2005
154,154,"Steve Allan",102,0.172,"LeftRoughTendencyRTPScore",2005
154,154,"Alex Cejka",84,0.172,"LeftRoughTendencyRTPScore",2005
154,154,"Loren Roberts",54,0.172,"LeftRoughTendencyRTPScore",2005
157,157,"Jim Carter",62,0.174,"LeftRoughTendencyRTPScore",2005
158,158,"Andrew Magee",82,0.175,"LeftRoughTendencyRTPScore",2005
159,159,"Brian Davis",75,0.177,"LeftRoughTendencyRTPScore",2005
160,160,"Mark Brooks",72,0.181,"LeftRoughTendencyRTPScore",2005
161,161,"Chris Smith",93,0.187,"LeftRoughTendencyRTPScore",2005
162,162,"Steve Lowery",100,0.188,"LeftRoughTendencyRTPScore",2005
163,163,"Jeff Hart",63,0.19,"LeftRoughTendencyRTPScore",2005
164,164,"Craig Perks",67,0.191,"LeftRoughTendencyRTPScore",2005
165,165,"Franklin Langham",91,0.192,"LeftRoughTendencyRTPScore",2005
165,165,"Shaun Micheel",81,0.192,"LeftRoughTendencyRTPScore",2005
167,167,"Dudley Hart",84,0.194,"LeftRoughTendencyRTPScore",2005
168,168,"Ben Crane",78,0.196,"LeftRoughTendencyRTPScore",2005
169,169,"Ben Curtis",65,0.198,"LeftRoughTendencyRTPScore",2005
169,169,"Thomas Levet",54,0.198,"LeftRoughTendencyRTPScore",2005
171,171,"Bart Bryant",91,0.202,"LeftRoughTendencyRTPScore",2005
171,171,"Tom Gillis",77,0.202,"LeftRoughTendencyRTPScore",2005
173,173,"Steve Jones",56,0.203,"LeftRoughTendencyRTPScore",2005
174,174,"KJ Choi",78,0.204,"LeftRoughTendencyRTPScore",2005
174,174,"John Elliott",58,0.204,"LeftRoughTendencyRTPScore",2005
176,176,"Robert Damron",89,0.206,"LeftRoughTendencyRTPScore",2005
177,177,"Jose Coceres",56,0.207,"LeftRoughTendencyRTPScore",2005
178,178,"Mark Wilson",74,0.212,"LeftRoughTendencyRTPScore",2005
179,179,"Danny Briggs",70,0.214,"LeftRoughTendencyRTPScore",2005
180,180,"Paul Claxton",79,0.216,"LeftRoughTendencyRTPScore",2005
181,181,"Larry Mize",54,0.222,"LeftRoughTendencyRTPScore",2005
182,182,"Tom Lehman",69,0.225,"LeftRoughTendencyRTPScore",2005
183,183,"Chris Anderson",66,0.227,"LeftRoughTendencyRTPScore",2005
184,184,"Brian Gay",101,0.23,"LeftRoughTendencyRTPScore",2005
185,185,"Chad Campbell",95,0.231,"LeftRoughTendencyRTPScore",2005
186,186,"Robert Gamez",91,0.238,"LeftRoughTendencyRTPScore",2005
187,187,"Fred Funk",102,0.245,"LeftRoughTendencyRTPScore",2005
188,188,"Lee Westwood",50,0.246,"LeftRoughTendencyRTPScore",2005
189,189,"Tom Byrum",83,0.25,"LeftRoughTendencyRTPScore",2005
190,190,"Paul Azinger",66,0.252,"LeftRoughTendencyRTPScore",2005
191,191,"Rob Rashell",65,0.256,"LeftRoughTendencyRTPScore",2005
192,192,"Bill Glasson",54,0.259,"LeftRoughTendencyRTPScore",2005
193,193,"Paul Gow",78,0.264,"LeftRoughTendencyRTPScore",2005
194,194,"Scott Verplank",87,0.278,"LeftRoughTendencyRTPScore",2005
195,195,"Todd Fischer",99,0.282,"LeftRoughTendencyRTPScore",2005
196,196,"Will Ma Kenzie",75,0.284,"LeftRoughTendencyRTPScore",2005
197,197,"Tim Petrovic",97,0.308,"LeftRoughTendencyRTPScore",2005
198,198,"Michael Long",72,0.313,"LeftRoughTendencyRTPScore",2005
199,199,"Kirk Triplett",55,0.316,"LeftRoughTendencyRTPScore",2005
200,200,"Chris Riley",67,0.328,"LeftRoughTendencyRTPScore",2005
201,201,"Hideto Tanihara",50,0.329,"LeftRoughTendencyRTPScore",2005
202,202,"Mark Hensby",70,0.33,"LeftRoughTendencyRTPScore",2005
