"Total3Putts1520_RANKTHISWEEK_2008","Total3Putts1520_RANKLASTWEEK_2008","Total3Putts1520_PLAYERNAME_2008","Total3Putts1520_ROUNDS_2008","Total3Putts1520_TOTAL3PUTTS1520_2008","Total3Putts1520_TOTAL3PUTTS_2008","stat_name","year"
1,1,"Robert Allenby",108,9,52,"Total3Putts1520",2008
2,2,"Charles Warren",79,8,60,"Total3Putts1520",2008
3,3,"Mark Hensby",71,7,42,"Total3Putts1520",2008
3,3,"YE Yang",89,7,48,"Total3Putts1520",2008
5,5,"Brian Davis",108,6,67,"Total3Putts1520",2008
5,5,"Robert Gamez",79,6,66,"Total3Putts1520",2008
5,5,"Jason Gore",94,6,54,"Total3Putts1520",2008
5,5,"Jon Mills",95,6,54,"Total3Putts1520",2008
5,5,"Andres Romero",69,6,29,"Total3Putts1520",2008
5,5,"Nicholas Thompson",113,6,87,"Total3Putts1520",2008
5,5,"Bo Van Pelt",101,6,61,"Total3Putts1520",2008
12,12,"Jason Allred",63,5,45,"Total3Putts1520",2008
12,12,"Billy Andrade",71,5,42,"Total3Putts1520",2008
12,12,"Rich Beem",90,5,42,"Total3Putts1520",2008
12,12,"Olin Browne",77,5,44,"Total3Putts1520",2008
12,12,"Ben Crane",86,5,34,"Total3Putts1520",2008
12,12,"Joe Durant",92,5,78,"Total3Putts1520",2008
12,12,"Bob Estes",90,5,44,"Total3Putts1520",2008
12,12,"Nick Flanagan",89,5,62,"Total3Putts1520",2008
12,12,"Steve Flesch",95,5,50,"Total3Putts1520",2008
12,12,"Harrison Frazar",73,5,58,"Total3Putts1520",2008
12,12,"Robert Garrigus",90,5,63,"Total3Putts1520",2008
12,12,"Paul Goydos",78,5,37,"Total3Putts1520",2008
12,12,"Lee Janzen",89,5,45,"Total3Putts1520",2008
12,12,"Anthony Kim",81,5,33,"Total3Putts1520",2008
12,12,"David Lutterus",59,5,48,"Total3Putts1520",2008
12,12,"George McNeill",97,5,60,"Total3Putts1520",2008
12,12,"Brenden Pappas",66,5,32,"Total3Putts1520",2008
12,12,"Rory Sabbatini",77,5,46,"Total3Putts1520",2008
12,12,"Brandt Snedeker",85,5,41,"Total3Putts1520",2008
12,12,"Kyle Thompson",70,5,33,"Total3Putts1520",2008
12,12,"Dean Wilson",109,5,45,"Total3Putts1520",2008
33,33,"Jonathan Byrd",88,4,44,"Total3Putts1520",2008
33,33,"Mark Calcavecchia",67,4,42,"Total3Putts1520",2008
33,33,"Alex Cejka",75,4,36,"Total3Putts1520",2008
33,33,"Stewart Cink",87,4,31,"Total3Putts1520",2008
33,33,"Todd Demsey",80,4,47,"Total3Putts1520",2008
33,33,"Jim Furyk",95,4,27,"Total3Putts1520",2008
33,33,"Lucas Glover",91,4,43,"Total3Putts1520",2008
33,33,"Charles Howell III",101,4,42,"Total3Putts1520",2008
33,33,"Trevor Immelman",70,4,31,"Total3Putts1520",2008
33,33,"Jerry Kelly",89,4,30,"Total3Putts1520",2008
33,33,"Frank Lickliter II",107,4,61,"Total3Putts1520",2008
33,33,"Troy Matteson",94,4,66,"Total3Putts1520",2008
33,33,"Ryan Moore",72,4,39,"Total3Putts1520",2008
33,33,"Sean OHair",81,4,37,"Total3Putts1520",2008
33,33,"Nick OHern",82,4,31,"Total3Putts1520",2008
33,33,"Jesper Parnevik",88,4,49,"Total3Putts1520",2008
33,33,"Pat Perez",93,4,48,"Total3Putts1520",2008
33,33,"Kenny Perry",97,4,55,"Total3Putts1520",2008
33,33,"Adam Scott",51,4,25,"Total3Putts1520",2008
33,33,"Patrick Sheehan",124,4,42,"Total3Putts1520",2008
33,33,"Heath Slocum",104,4,45,"Total3Putts1520",2008
33,33,"Kevin Stadler",90,4,47,"Total3Putts1520",2008
33,33,"Kevin Streelman",114,4,61,"Total3Putts1520",2008
33,33,"Nick Watney",96,4,52,"Total3Putts1520",2008
57,57,"Steve Allan",58,3,37,"Total3Putts1520",2008
57,57,"Stephen Ames",83,3,27,"Total3Putts1520",2008
57,57,"Ryan Armour",87,3,46,"Total3Putts1520",2008
57,57,"Cameron Beckman",87,3,51,"Total3Putts1520",2008
57,57,"Chad Campbell",94,3,50,"Total3Putts1520",2008
57,57,"Daniel Chopra",84,3,19,"Total3Putts1520",2008
57,57,"Glen Day",64,3,20,"Total3Putts1520",2008
57,57,"Jason Day",81,3,38,"Total3Putts1520",2008
57,57,"Chris DiMarco",87,3,42,"Total3Putts1520",2008
57,57,"Steve Elkington",84,3,33,"Total3Putts1520",2008
