"Total3Putts1520_RANKTHISWEEK_2009","Total3Putts1520_RANKLASTWEEK_2009","Total3Putts1520_PLAYERNAME_2009","Total3Putts1520_ROUNDS_2009","Total3Putts1520_TOTAL3PUTTS1520_2009","Total3Putts1520_TOTAL3PUTTS_2009","stat_name","year"
1,1,"Kirk Triplett",60,8,58,"Total3Putts1520",2009
2,2,"Steve Marino",98,7,40,"Total3Putts1520",2009
3,3,"Woody Austin",84,6,45,"Total3Putts1520",2009
3,3,"Cameron Beckman",87,6,44,"Total3Putts1520",2009
3,3,"Greg Kraft",51,6,31,"Total3Putts1520",2009
3,3,"Jeff Maggert",79,6,56,"Total3Putts1520",2009
3,3,"Joe Ogilvie",85,6,40,"Total3Putts1520",2009
3,3,"Aron Price",89,6,50,"Total3Putts1520",2009
3,3,"Nicholas Thompson",96,6,77,"Total3Putts1520",2009
10,10,"Daniel Chopra",89,5,42,"Total3Putts1520",2009
10,10,"Jason Dufner",90,5,44,"Total3Putts1520",2009
10,10,"Robert Garrigus",83,5,52,"Total3Putts1520",2009
10,10,"Steve Lowery",83,5,54,"Total3Putts1520",2009
10,10,"Billy Mayfair",83,5,53,"Total3Putts1520",2009
10,10,"Nick OHern",90,5,38,"Total3Putts1520",2009
10,10,"Darron Stiles",52,5,34,"Total3Putts1520",2009
10,10,"Kevin Sutherland",96,5,38,"Total3Putts1520",2009
18,18,"Eric Axley",71,4,23,"Total3Putts1520",2009
18,18,"Jonathan Byrd",89,4,54,"Total3Putts1520",2009
18,18,"Mark Calcavecchia",72,4,52,"Total3Putts1520",2009
18,18,"Ken Duke",87,4,43,"Total3Putts1520",2009
18,18,"Joe Durant",62,4,42,"Total3Putts1520",2009
18,18,"Jerry Kelly",90,4,37,"Total3Putts1520",2009
18,18,"Jeff Klauk",97,4,37,"Total3Putts1520",2009
18,18,"Davis Love III",89,4,42,"Total3Putts1520",2009
18,18,"Will Ma Kenzie",69,4,51,"Total3Putts1520",2009
