"Approachesfrom275yardsRgh_RANKTHISWEEK_2014","Approachesfrom275yardsRgh_RANKLASTWEEK_2014","Approachesfrom275yardsRgh_PLAYERNAME_2014","Approachesfrom275yardsRgh_ROUNDS_2014","Approachesfrom275yardsRgh_AVG_2014","Approachesfrom275yardsRgh_TOTALDISTANCEFEET_2014","Approachesfrom275yardsRgh_OFATTEMPTS_2014","Approachesfrom275yardsRgh_RELATIVETOPAR_2014","stat_name","year"
1,1,"David Hearn",97,NA,21.667,1,0,"Approachesfrom275yardsRgh",2014
2,2,"Robert Streb",75,NA,28.667,1,-1,"Approachesfrom275yardsRgh",2014
3,3,"Luke Donald",57,NA,37.5,1,0,"Approachesfrom275yardsRgh",2014
4,4,"Justin Hicks",103,NA,41.667,1,0,"Approachesfrom275yardsRgh",2014
5,5,"Stewart Cink",91,NA,136.583,3,-2,"Approachesfrom275yardsRgh",2014
6,6,"Ryan Palmer",85,NA,147.75,3,-3,"Approachesfrom275yardsRgh",2014
7,7,"Paul Casey",56,NA,49.583,1,0,"Approachesfrom275yardsRgh",2014
8,8,"Jim Renner",61,NA,99.5,2,0,"Approachesfrom275yardsRgh",2014
9,9,"Ted Potter Jr",68,NA,50.75,1,0,"Approachesfrom275yardsRgh",2014
10,10,"Nicholas Thompson",85,NA,50.833,1,-1,"Approachesfrom275yardsRgh",2014
11,11,"Henrik Stenson",56,NA,103.75,2,-1,"Approachesfrom275yardsRgh",2014
12,12,"Dustin Johnson",58,NA,58,1,0,"Approachesfrom275yardsRgh",2014
13,13,"Bo Van Pelt",83,NA,179.667,3,-3,"Approachesfrom275yardsRgh",2014
14,14,"Brendan Steele",89,NA,180.167,3,-1,"Approachesfrom275yardsRgh",2014
15,15,"Bill Haas",107,NA,180.75,3,-1,"Approachesfrom275yardsRgh",2014
16,16,"Brooks Koepka",56,NA,186.333,3,-2,"Approachesfrom275yardsRgh",2014
17,17,"Kevin Na",94,NA,374,6,-7,"Approachesfrom275yardsRgh",2014
18,18,"Russell Knox",92,NA,188.417,3,0,"Approachesfrom275yardsRgh",2014
19,19,"Brian Stuard",91,NA,126.833,2,0,"Approachesfrom275yardsRgh",2014
20,20,"Davis Love III",74,NA,193.5,3,-2,"Approachesfrom275yardsRgh",2014
21,21,"Justin Rose",70,NA,66.583,1,-1,"Approachesfrom275yardsRgh",2014
22,22,"Scott Stallings",77,NA,67.25,1,1,"Approachesfrom275yardsRgh",2014
23,23,"Richard Lee",80,NA,68.5,1,0,"Approachesfrom275yardsRgh",2014
24,24,"Hudson Swafford",75,NA,138.583,2,-1,"Approachesfrom275yardsRgh",2014
25,25,"Matt Jones",83,NA,139.417,2,-1,"Approachesfrom275yardsRgh",2014
26,26,"Shawn Stefani",60,NA,282.5,4,-4,"Approachesfrom275yardsRgh",2014
27,27,"Graham DeLaet",80,NA,448.917,6,0,"Approachesfrom275yardsRgh",2014
28,28,"Chesson Hadley",84,NA,376.75,5,-3,"Approachesfrom275yardsRgh",2014
29,29,"Kevin Stadler",90,NA,231.333,3,-1,"Approachesfrom275yardsRgh",2014
30,30,"Sean OHair",77,NA,317.833,4,-1,"Approachesfrom275yardsRgh",2014
31,31,"Martin Laird",66,NA,159.75,2,-2,"Approachesfrom275yardsRgh",2014
32,32,"Danny Lee",84,NA,321.083,4,-2,"Approachesfrom275yardsRgh",2014
33,33,"Gary Woodland",93,NA,568.25,7,-5,"Approachesfrom275yardsRgh",2014
34,34,"Scott Brown",100,NA,244.167,3,-2,"Approachesfrom275yardsRgh",2014
35,35,"Charl Schwartzel",64,NA,489.667,6,-5,"Approachesfrom275yardsRgh",2014
36,36,"Josh Teater",90,NA,245.917,3,-2,"Approachesfrom275yardsRgh",2014
37,37,"Rory Sabbatini",82,NA,83.667,1,-1,"Approachesfrom275yardsRgh",2014
38,38,"Marc Leishman",81,NA,169.5,2,-1,"Approachesfrom275yardsRgh",2014
39,39,"Charles Howell III",106,NA,424.5,5,-2,"Approachesfrom275yardsRgh",2014
40,40,"Jhonattan Vegas",77,NA,340.167,4,-2,"Approachesfrom275yardsRgh",2014
41,41,"Billy Horschel",92,NA,85.667,1,-1,"Approachesfrom275yardsRgh",2014
42,42,"Jason Dufner",57,NA,85.833,1,0,"Approachesfrom275yardsRgh",2014
43,43,"Wes Roach",67,NA,175.667,2,-2,"Approachesfrom275yardsRgh",2014
44,44,"Martin Kaymer",65,NA,352.5,4,-3,"Approachesfrom275yardsRgh",2014
45,45,"Jeff Overton",80,NA,444.417,5,-2,"Approachesfrom275yardsRgh",2014
46,46,"Erik Compton",88,NA,357.083,4,-1,"Approachesfrom275yardsRgh",2014
47,47,"Chris Kirk",105,NA,626.083,7,-2,"Approachesfrom275yardsRgh",2014
47,47,"Jason Kokrak",65,NA,447.083,5,-2,"Approachesfrom275yardsRgh",2014
49,49,"Roberto Castro",76,NA,268.583,3,-2,"Approachesfrom275yardsRgh",2014
50,50,"Mike Weir",69,NA,539.667,6,-2,"Approachesfrom275yardsRgh",2014
51,51,"Andres Romero",81,NA,270,3,0,"Approachesfrom275yardsRgh",2014
