"SandSavesfrom2030yards_RANKTHISWEEK_2014","SandSavesfrom2030yards_RANKLASTWEEK_2014","SandSavesfrom2030yards_PLAYERNAME_2014","SandSavesfrom2030yards_ROUNDS_2014","SandSavesfrom2030yards_Pct_2014","SandSavesfrom2030yards_OFSAVES_2014","SandSavesfrom2030yards_OFBUNKERS_2014","stat_name","year"
1,1,"Bill Haas",107,83.33,35,42,"SandSavesfrom2030yards",2014
2,2,"Mike Weir",69,80,20,25,"SandSavesfrom2030yards",2014
3,3,"Charl Schwartzel",64,73.91,17,23,"SandSavesfrom2030yards",2014
4,4,"Seung Yul Noh",92,72.5,29,40,"SandSavesfrom2030yards",2014
5,5,"Phil Mickelson",71,68.18,15,22,"SandSavesfrom2030yards",2014
6,6,"Patrick Reed",92,66.67,26,39,"SandSavesfrom2030yards",2014
7,7,"Tim Clark",75,65.38,17,26,"SandSavesfrom2030yards",2014
7,7,"DA Points",75,65.38,17,26,"SandSavesfrom2030yards",2014
9,9,"Sergio Garcia",61,65,13,20,"SandSavesfrom2030yards",2014
10,10,"Brandt Snedeker",89,64.29,18,28,"SandSavesfrom2030yards",2014
11,11,"Brian Davis",93,63.64,35,55,"SandSavesfrom2030yards",2014
12,12,"Luke Donald",57,62.5,10,16,"SandSavesfrom2030yards",2014
13,13,"DH Lee",54,62.07,18,29,"SandSavesfrom2030yards",2014
14,14,"Billy Horschel",92,61.9,13,21,"SandSavesfrom2030yards",2014
14,14,"Bronson La Cassie",51,61.9,13,21,"SandSavesfrom2030yards",2014
16,16,"Kevin Chappell",100,61.76,21,34,"SandSavesfrom2030yards",2014
17,17,"Scott Langley",95,61.29,19,31,"SandSavesfrom2030yards",2014
18,18,"Ben Martin",80,60.71,17,28,"SandSavesfrom2030yards",2014
19,19,"Marc Leishman",81,60.61,20,33,"SandSavesfrom2030yards",2014
20,20,"Billy Hurley III",86,60,15,25,"SandSavesfrom2030yards",2014
20,20,"Ryo Ishikawa",75,60,18,30,"SandSavesfrom2030yards",2014
20,20,"Brooks Koepka",56,60,6,10,"SandSavesfrom2030yards",2014
23,23,"Jim Furyk",84,59.26,16,27,"SandSavesfrom2030yards",2014
24,24,"Charlie Wi",72,58.82,20,34,"SandSavesfrom2030yards",2014
