"LateRound3ScoringAverage_RANKTHISWEEK_2009","LateRound3ScoringAverage_RANKLASTWEEK_2009","LateRound3ScoringAverage_PLAYERNAME_2009","LateRound3ScoringAverage__2009","LateRound3ScoringAverage_AVG_2009","LateRound3ScoringAverage_TOTALSTROKES_2009","LateRound3ScoringAverage_TOTALROUNDS_2009","stat_name","year"
1,1,"Peter Lonard",NA,66,66,1,"LateRound3ScoringAverage",2009
2,2,"Fred Couples",NA,67.17,403,6,"LateRound3ScoringAverage",2009
3,3,"Joe Durant",NA,67.33,202,3,"LateRound3ScoringAverage",2009
3,3,"Brandt Snedeker",NA,67.33,404,6,"LateRound3ScoringAverage",2009
5,5,"Jeff Klauk",NA,67.83,407,6,"LateRound3ScoringAverage",2009
6,6,"Joe Ogilvie",NA,68.17,409,6,"LateRound3ScoringAverage",2009
7,7,"George McNeill",NA,68.33,410,6,"LateRound3ScoringAverage",2009
8,8,"Tiger Woods",NA,68.5,959,14,"LateRound3ScoringAverage",2009
9,9,"Zach Johnson",NA,68.67,824,12,"LateRound3ScoringAverage",2009
10,10,"DJ Trahan",NA,68.71,481,7,"LateRound3ScoringAverage",2009
11,11,"Luke Donald",NA,68.75,550,8,"LateRound3ScoringAverage",2009
12,12,"Martin Laird",NA,68.83,413,6,"LateRound3ScoringAverage",2009
13,13,"Briny Baird",NA,69,828,12,"LateRound3ScoringAverage",2009
13,13,"Bill Haas",NA,69,552,8,"LateRound3ScoringAverage",2009
13,13,"Patrick Sheehan",NA,69,276,4,"LateRound3ScoringAverage",2009
13,13,"Darron Stiles",NA,69,138,2,"LateRound3ScoringAverage",2009
13,13,"Nicholas Thompson",NA,69,345,5,"LateRound3ScoringAverage",2009
18,18,"Jason Bohn",NA,69.17,415,6,"LateRound3ScoringAverage",2009
19,19,"Jimmy Walker",NA,69.2,346,5,"LateRound3ScoringAverage",2009
20,20,"Padraig Harrington",NA,69.25,554,8,"LateRound3ScoringAverage",2009
20,20,"Justin Leonard",NA,69.25,831,12,"LateRound3ScoringAverage",2009
20,20,"Steve Stricker",NA,69.25,831,12,"LateRound3ScoringAverage",2009
23,23,"Matt Kuchar",NA,69.27,762,11,"LateRound3ScoringAverage",2009
23,23,"Kevin Streelman",NA,69.27,762,11,"LateRound3ScoringAverage",2009
25,25,"Freddie Jacobson",NA,69.33,416,6,"LateRound3ScoringAverage",2009
26,26,"Brian Gay",NA,69.4,694,10,"LateRound3ScoringAverage",2009
27,27,"Charlie Wi",NA,69.45,764,11,"LateRound3ScoringAverage",2009
28,28,"Kenny Perry",NA,69.47,1042,15,"LateRound3ScoringAverage",2009
29,29,"Leif Olson",NA,69.5,139,2,"LateRound3ScoringAverage",2009
29,29,"Chris Riley",NA,69.5,695,10,"LateRound3ScoringAverage",2009
29,29,"Justin Rose",NA,69.5,417,6,"LateRound3ScoringAverage",2009
29,29,"Heath Slocum",NA,69.5,556,8,"LateRound3ScoringAverage",2009
33,33,"Paul Goydos",NA,69.57,487,7,"LateRound3ScoringAverage",2009
34,34,"Lucas Glover",NA,69.58,835,12,"LateRound3ScoringAverage",2009
35,35,"Brett Quigley",NA,69.6,696,10,"LateRound3ScoringAverage",2009
36,36,"Phil Mickelson",NA,69.63,557,8,"LateRound3ScoringAverage",2009
37,37,"Jerry Kelly",NA,69.64,766,11,"LateRound3ScoringAverage",2009
37,37,"Scott Piercy",NA,69.64,766,11,"LateRound3ScoringAverage",2009
39,39,"Tom Lehman",NA,69.67,209,3,"LateRound3ScoringAverage",2009
39,39,"Billy Mayfair",NA,69.67,209,3,"LateRound3ScoringAverage",2009
41,41,"Tim Clark",NA,69.7,697,10,"LateRound3ScoringAverage",2009
42,42,"Mark Brooks",NA,69.75,279,4,"LateRound3ScoringAverage",2009
42,42,"Cliff Kresge",NA,69.75,558,8,"LateRound3ScoringAverage",2009
42,42,"John Mallinger",NA,69.75,558,8,"LateRound3ScoringAverage",2009
42,42,"Charles Warren",NA,69.75,279,4,"LateRound3ScoringAverage",2009
46,46,"David Toms",NA,69.77,907,13,"LateRound3ScoringAverage",2009
47,47,"Michael Letzig",NA,69.78,628,9,"LateRound3ScoringAverage",2009
48,48,"Nick OHern",NA,69.83,419,6,"LateRound3ScoringAverage",2009
49,49,"Brian Davis",NA,69.86,489,7,"LateRound3ScoringAverage",2009
49,49,"Jason Day",NA,69.86,489,7,"LateRound3ScoringAverage",2009
51,51,"Marc Leishman",NA,69.88,559,8,"LateRound3ScoringAverage",2009
52,52,"Jonathan Byrd",NA,69.89,629,9,"LateRound3ScoringAverage",2009
52,52,"Nathan Green",NA,69.89,629,9,"LateRound3ScoringAverage",2009
54,54,"Steve Marino",NA,69.91,769,11,"LateRound3ScoringAverage",2009
55,55,"Brad Adamonis",NA,70,210,3,"LateRound3ScoringAverage",2009
55,55,"Michael Allen",NA,70,630,9,"LateRound3ScoringAverage",2009
55,55,"Mark Calcavecchia",NA,70,280,4,"LateRound3ScoringAverage",2009
55,55,"Bob Estes",NA,70,420,6,"LateRound3ScoringAverage",2009
55,55,"Retief Goosen",NA,70,560,8,"LateRound3ScoringAverage",2009
55,55,"Bob Heintz",NA,70,210,3,"LateRound3ScoringAverage",2009
55,55,"JB Holmes",NA,70,420,6,"LateRound3ScoringAverage",2009
55,55,"Richard Johnson",NA,70,420,6,"LateRound3ScoringAverage",2009
55,55,"Spencer Levin",NA,70,350,5,"LateRound3ScoringAverage",2009
55,55,"Ryan Moore",NA,70,770,11,"LateRound3ScoringAverage",2009
55,55,"Ryan Palmer",NA,70,560,8,"LateRound3ScoringAverage",2009
55,55,"Tag Ridings",NA,70,280,4,"LateRound3ScoringAverage",2009
55,55,"Webb Simpson",NA,70,490,7,"LateRound3ScoringAverage",2009
68,68,"John Senden",NA,70.08,841,12,"LateRound3ScoringAverage",2009
69,69,"Dustin Johnson",NA,70.1,701,10,"LateRound3ScoringAverage",2009
69,69,"Davis Love III",NA,70.1,701,10,"LateRound3ScoringAverage",2009
69,69,"Kevin Stadler",NA,70.1,701,10,"LateRound3ScoringAverage",2009
72,72,"Woody Austin",NA,70.14,491,7,"LateRound3ScoringAverage",2009
72,72,"Kent Jones",NA,70.14,491,7,"LateRound3ScoringAverage",2009
74,74,"Harrison Frazar",NA,70.17,842,12,"LateRound3ScoringAverage",2009
75,75,"Brendon de Jonge",NA,70.2,351,5,"LateRound3ScoringAverage",2009
75,75,"Ted Purdy",NA,70.2,702,10,"LateRound3ScoringAverage",2009
77,77,"Jim Furyk",NA,70.21,983,14,"LateRound3ScoringAverage",2009
78,78,"Stephen Ames",NA,70.22,632,9,"LateRound3ScoringAverage",2009
79,79,"Cameron Beckman",NA,70.25,562,8,"LateRound3ScoringAverage",2009
79,79,"Chad Campbell",NA,70.25,562,8,"LateRound3ScoringAverage",2009
79,79,"Kirk Triplett",NA,70.25,281,4,"LateRound3ScoringAverage",2009
82,82,"Anthony Kim",NA,70.27,773,11,"LateRound3ScoringAverage",2009
82,82,"Tim Petrovic",NA,70.27,773,11,"LateRound3ScoringAverage",2009
84,84,"John Rollins",NA,70.3,703,10,"LateRound3ScoringAverage",2009
