"GoingfortheGreenHitGreenPct_RANKTHISWEEK_2014","GoingfortheGreenHitGreenPct_RANKLASTWEEK_2014","GoingfortheGreenHitGreenPct_PLAYERNAME_2014","GoingfortheGreenHitGreenPct_ROUNDS_2014","GoingfortheGreenHitGreenPct_Pct_2014","GoingfortheGreenHitGreenPct_SUCCESSES_2014","GoingfortheGreenHitGreenPct_ATTEMPTS_2014","GoingfortheGreenHitGreenPct_RTPSUCCESSES_2014","GoingfortheGreenHitGreenPct_RTPNOTGOINGFORTHEGRN_2014","stat_name","year"
15,15,"Henrik Stenson",56,28.42,27,95,-27,NA,"GoingfortheGreenHitGreenPct",2014
16,16,"Chris Kirk",105,28.39,44,155,-48,NA,"GoingfortheGreenHitGreenPct",2014
17,17,"Kevin Stadler",90,28.28,41,145,-41,NA,"GoingfortheGreenHitGreenPct",2014
18,18,"Billy Horschel",92,27.86,39,140,-44,NA,"GoingfortheGreenHitGreenPct",2014
19,19,"Adam Scott",68,27.82,37,133,-40,NA,"GoingfortheGreenHitGreenPct",2014
20,20,"Matt Kuchar",91,27.73,33,119,-38,NA,"GoingfortheGreenHitGreenPct",2014
21,21,"Hideki Matsuyama",82,27.56,35,127,-38,NA,"GoingfortheGreenHitGreenPct",2014
22,22,"Bubba Watson",76,27.54,38,138,-42,NA,"GoingfortheGreenHitGreenPct",2014
23,23,"Brian Harman",111,27.45,42,153,-46,NA,"GoingfortheGreenHitGreenPct",2014
24,24,"Bo Van Pelt",83,27.18,28,103,-33,NA,"GoingfortheGreenHitGreenPct",2014
25,25,"Troy Matteson",62,27.06,23,85,-19,NA,"GoingfortheGreenHitGreenPct",2014
26,26,"Jim Furyk",84,27.03,20,74,-19,NA,"GoingfortheGreenHitGreenPct",2014
27,27,"Michael Putnam",106,26.98,51,189,-47,NA,"GoingfortheGreenHitGreenPct",2014
28,28,"Jhonattan Vegas",77,26.95,38,141,-38,NA,"GoingfortheGreenHitGreenPct",2014
29,29,"Danny Lee",84,26.77,34,127,-32,NA,"GoingfortheGreenHitGreenPct",2014
30,30,"Dustin Johnson",58,26.42,28,106,-31,NA,"GoingfortheGreenHitGreenPct",2014
31,31,"Keegan Bradley",89,26.39,38,144,-35,NA,"GoingfortheGreenHitGreenPct",2014
32,32,"Kevin Kisner",85,26.36,29,110,-27,NA,"GoingfortheGreenHitGreenPct",2014
33,33,"Stewart Cink",91,26.27,31,118,-35,NA,"GoingfortheGreenHitGreenPct",2014
33,33,"Ryo Ishikawa",75,26.27,31,118,-30,NA,"GoingfortheGreenHitGreenPct",2014
35,35,"Zach Johnson",97,26.15,34,130,-34,NA,"GoingfortheGreenHitGreenPct",2014
36,36,"Brooks Koepka",56,26.14,23,88,-22,NA,"GoingfortheGreenHitGreenPct",2014
37,37,"Nicholas Thompson",85,26.13,29,111,-33,NA,"GoingfortheGreenHitGreenPct",2014
38,38,"Harris English",95,26.04,44,169,-45,NA,"GoingfortheGreenHitGreenPct",2014
39,39,"Morgan Hoffmann",103,25.86,45,174,-42,NA,"GoingfortheGreenHitGreenPct",2014
40,40,"Carl Pettersson",91,25.79,41,159,-44,NA,"GoingfortheGreenHitGreenPct",2014
41,41,"Rickie Fowler",91,25.69,37,144,-36,NA,"GoingfortheGreenHitGreenPct",2014
42,42,"Ryan Moore",86,25.64,30,117,-31,NA,"GoingfortheGreenHitGreenPct",2014
43,43,"Vijay Singh",83,25.58,33,129,-33,NA,"GoingfortheGreenHitGreenPct",2014
43,43,"Kevin Tway",64,25.58,22,86,-21,NA,"GoingfortheGreenHitGreenPct",2014
45,45,"Derek Ernst",80,25.37,34,134,-27,NA,"GoingfortheGreenHitGreenPct",2014
45,45,"Brad Fritsch",50,25.37,17,67,-15,NA,"GoingfortheGreenHitGreenPct",2014
47,47,"Brendan Steele",89,25.36,35,138,-39,NA,"GoingfortheGreenHitGreenPct",2014
48,48,"Bryce Molder",77,25.35,18,71,-19,NA,"GoingfortheGreenHitGreenPct",2014
49,49,"Andrew Svoboda",77,25.23,27,107,-26,NA,"GoingfortheGreenHitGreenPct",2014
50,50,"Robert Allenby",83,25,25,100,-23,NA,"GoingfortheGreenHitGreenPct",2014
50,50,"Justin Rose",70,25,27,108,-29,NA,"GoingfortheGreenHitGreenPct",2014
50,50,"Tyrone Van Aswegen",79,25,22,88,-21,NA,"GoingfortheGreenHitGreenPct",2014
53,53,"Graham DeLaet",80,24.81,33,133,-29,NA,"GoingfortheGreenHitGreenPct",2014
54,54,"Steven Bowditch",93,24.7,41,166,-46,NA,"GoingfortheGreenHitGreenPct",2014
55,55,"Mark Wilson",69,24.69,20,81,-18,NA,"GoingfortheGreenHitGreenPct",2014
56,56,"Marc Leishman",81,24.65,35,142,-41,NA,"GoingfortheGreenHitGreenPct",2014
57,57,"Russell Henley",92,24.64,34,138,-36,NA,"GoingfortheGreenHitGreenPct",2014
57,57,"Camilo Villegas",95,24.64,34,138,-35,NA,"GoingfortheGreenHitGreenPct",2014
59,59,"Justin Hicks",103,24.6,31,126,-28,NA,"GoingfortheGreenHitGreenPct",2014
60,60,"Charl Schwartzel",64,24.59,30,122,-32,NA,"GoingfortheGreenHitGreenPct",2014
61,61,"Sangmoon Bae",76,24.44,33,135,-34,NA,"GoingfortheGreenHitGreenPct",2014
62,62,"Woody Austin",63,24.39,20,82,-20,NA,"GoingfortheGreenHitGreenPct",2014
62,62,"Daniel Summerhays",98,24.39,40,164,-42,NA,"GoingfortheGreenHitGreenPct",2014
64,64,"Webb Simpson",87,24.24,32,132,-36,NA,"GoingfortheGreenHitGreenPct",2014
64,64,"Michael Thompson",74,24.24,24,99,-24,NA,"GoingfortheGreenHitGreenPct",2014
66,66,"George McNeill",79,24.14,28,116,-28,NA,"GoingfortheGreenHitGreenPct",2014
67,67,"Matt Every",85,24.07,26,108,-24,NA,"GoingfortheGreenHitGreenPct",2014
67,67,"Louis Oosthuizen",50,24.07,13,54,-11,NA,"GoingfortheGreenHitGreenPct",2014
69,69,"KJ Choi",80,24.05,19,79,-20,NA,"GoingfortheGreenHitGreenPct",2014
70,70,"Jim Renner",61,24,18,75,-16,NA,"GoingfortheGreenHitGreenPct",2014
71,71,"Heath Slocum",71,23.94,17,71,-19,NA,"GoingfortheGreenHitGreenPct",2014
72,72,"Rory McIlroy",66,23.91,33,138,-36,NA,"GoingfortheGreenHitGreenPct",2014
73,73,"Jason Day",54,23.88,16,67,-16,NA,"GoingfortheGreenHitGreenPct",2014
74,74,"DA Points",75,23.86,21,88,-17,NA,"GoingfortheGreenHitGreenPct",2014
75,75,"Will Wilcox",51,23.81,20,84,-24,NA,"GoingfortheGreenHitGreenPct",2014
76,76,"Nick Watney",80,23.76,24,101,-25,NA,"GoingfortheGreenHitGreenPct",2014
77,77,"Brandt Snedeker",89,23.64,26,110,-27,NA,"GoingfortheGreenHitGreenPct",2014
78,78,"Jason Kokrak",65,23.61,34,144,-35,NA,"GoingfortheGreenHitGreenPct",2014
79,79,"Kevin Na",94,23.45,34,145,-35,NA,"GoingfortheGreenHitGreenPct",2014
80,80,"James Driscoll",71,23.4,22,94,-22,NA,"GoingfortheGreenHitGreenPct",2014
81,81,"Davis Love III",74,23.3,24,103,-28,NA,"GoingfortheGreenHitGreenPct",2014
82,82,"Charlie Wi",72,23.16,22,95,-23,NA,"GoingfortheGreenHitGreenPct",2014
83,83,"Shawn Stefani",60,23.15,25,108,-27,NA,"GoingfortheGreenHitGreenPct",2014
84,84,"Johnson Wagner",69,22.99,20,87,-23,NA,"GoingfortheGreenHitGreenPct",2014
85,85,"Sean OHair",77,22.96,31,135,-31,NA,"GoingfortheGreenHitGreenPct",2014
86,86,"Andres Romero",81,22.92,33,144,-36,NA,"GoingfortheGreenHitGreenPct",2014
87,87,"Ben Martin",80,22.86,24,105,-21,NA,"GoingfortheGreenHitGreenPct",2014
88,88,"Robert Streb",75,22.81,26,114,-28,NA,"GoingfortheGreenHitGreenPct",2014
89,89,"Charles Howell III",106,22.8,44,193,-46,NA,"GoingfortheGreenHitGreenPct",2014
90,90,"Brian Stuard",91,22.73,25,110,-27,NA,"GoingfortheGreenHitGreenPct",2014
91,91,"Aaron Baddeley",74,22.32,25,112,-26,NA,"GoingfortheGreenHitGreenPct",2014
92,92,"Kevin Streelman",79,22.31,27,121,-29,NA,"GoingfortheGreenHitGreenPct",2014
93,93,"Bill Haas",107,22.22,34,153,-36,NA,"GoingfortheGreenHitGreenPct",2014
94,94,"Charley Hoffman",93,22.16,37,167,-38,NA,"GoingfortheGreenHitGreenPct",2014
95,95,"Jamie Lovemark",64,22.12,25,113,-23,NA,"GoingfortheGreenHitGreenPct",2014
96,96,"John Peterson",62,22.03,26,118,-25,NA,"GoingfortheGreenHitGreenPct",2014
97,97,"Kyle Stanley",87,22.01,35,159,-32,NA,"GoingfortheGreenHitGreenPct",2014
98,98,"Brian Davis",93,21.85,26,119,-28,NA,"GoingfortheGreenHitGreenPct",2014
99,99,"Chesson Hadley",84,21.67,26,120,-26,NA,"GoingfortheGreenHitGreenPct",2014
100,100,"Lee Westwood",57,21.65,21,97,-24,NA,"GoingfortheGreenHitGreenPct",2014
101,101,"Jimmy Walker",98,21.64,37,171,-38,NA,"GoingfortheGreenHitGreenPct",2014
102,102,"Brice Garnett",92,21.6,27,125,-26,NA,"GoingfortheGreenHitGreenPct",2014
103,103,"Cameron Tringale",111,21.38,34,159,-35,NA,"GoingfortheGreenHitGreenPct",2014
104,104,"Gonzalo Fdez Castano",83,21.37,25,117,-26,NA,"GoingfortheGreenHitGreenPct",2014
105,105,"Ricky Barnes",92,21.26,27,127,-32,NA,"GoingfortheGreenHitGreenPct",2014
106,106,"John Huh",87,21.1,23,109,-24,NA,"GoingfortheGreenHitGreenPct",2014
107,107,"Erik Compton",88,21.01,29,138,-30,NA,"GoingfortheGreenHitGreenPct",2014
107,107,"Scott Stallings",77,21.01,25,119,-28,NA,"GoingfortheGreenHitGreenPct",2014
109,109,"Roberto Castro",76,20.93,18,86,-18,NA,"GoingfortheGreenHitGreenPct",2014
110,110,"Graeme McDowell",66,20.75,11,53,-11,NA,"GoingfortheGreenHitGreenPct",2014
111,111,"Kevin Chappell",100,20.63,33,160,-34,NA,"GoingfortheGreenHitGreenPct",2014
111,111,"Luke Guthrie",85,20.63,26,126,-25,NA,"GoingfortheGreenHitGreenPct",2014
113,113,"Brendon de Jonge",109,20.61,34,165,-35,NA,"GoingfortheGreenHitGreenPct",2014
114,114,"Ben Curtis",77,20.55,15,73,-16,NA,"GoingfortheGreenHitGreenPct",2014
115,115,"Boo Weekley",73,20.41,20,98,-19,NA,"GoingfortheGreenHitGreenPct",2014
116,116,"Phil Mickelson",71,20.35,23,113,-23,NA,"GoingfortheGreenHitGreenPct",2014
117,117,"Bronson La Cassie",51,20.34,12,59,-14,NA,"GoingfortheGreenHitGreenPct",2014
118,118,"Ian Poulter",57,20.29,14,69,-14,NA,"GoingfortheGreenHitGreenPct",2014
119,119,"Jason Bohn",81,20.22,18,89,-18,NA,"GoingfortheGreenHitGreenPct",2014
120,120,"Billy Hurley III",86,20,16,80,-17,NA,"GoingfortheGreenHitGreenPct",2014
120,120,"Martin Kaymer",65,20,22,110,-22,NA,"GoingfortheGreenHitGreenPct",2014
122,122,"John Senden",99,19.86,29,146,-32,NA,"GoingfortheGreenHitGreenPct",2014
123,123,"John Rollins",84,19.59,19,97,-17,NA,"GoingfortheGreenHitGreenPct",2014
124,124,"Ryan Palmer",85,19.48,30,154,-32,NA,"GoingfortheGreenHitGreenPct",2014
125,125,"Freddie Jacobson",91,19.3,22,114,-25,NA,"GoingfortheGreenHitGreenPct",2014
126,126,"Rory Sabbatini",82,19.2,24,125,-23,NA,"GoingfortheGreenHitGreenPct",2014
127,127,"Richard Lee",80,19.19,19,99,-19,NA,"GoingfortheGreenHitGreenPct",2014
128,128,"Angel Cabrera",69,19.08,25,131,-25,NA,"GoingfortheGreenHitGreenPct",2014
129,129,"Tommy Gainey",73,19.05,20,105,-22,NA,"GoingfortheGreenHitGreenPct",2014
130,130,"JJ Henry",91,18.92,21,111,-18,NA,"GoingfortheGreenHitGreenPct",2014
131,131,"Jim Herman",62,18.89,17,90,-18,NA,"GoingfortheGreenHitGreenPct",2014
132,132,"Russell Knox",92,18.58,21,113,-27,NA,"GoingfortheGreenHitGreenPct",2014
133,133,"John Merrick",87,18.52,25,135,-28,NA,"GoingfortheGreenHitGreenPct",2014
134,134,"Stuart Appleby",92,18.48,17,92,-17,NA,"GoingfortheGreenHitGreenPct",2014
135,135,"Scott Brown",100,18.47,29,157,-25,NA,"GoingfortheGreenHitGreenPct",2014
136,136,"Brian Gay",81,18.46,12,65,-15,NA,"GoingfortheGreenHitGreenPct",2014
137,137,"Pat Perez",84,18.18,22,121,-22,NA,"GoingfortheGreenHitGreenPct",2014
137,137,"David Toms",64,18.18,10,55,-12,NA,"GoingfortheGreenHitGreenPct",2014
139,139,"Seung Yul Noh",92,17.99,25,139,-27,NA,"GoingfortheGreenHitGreenPct",2014
140,140,"Gary Woodland",93,17.84,33,185,-32,NA,"GoingfortheGreenHitGreenPct",2014
141,141,"William McGirt",96,17.73,25,141,-25,NA,"GoingfortheGreenHitGreenPct",2014
142,142,"Martin Flores",85,17.65,21,119,-18,NA,"GoingfortheGreenHitGreenPct",2014
143,143,"Ken Duke",80,17.59,19,108,-18,NA,"GoingfortheGreenHitGreenPct",2014
144,144,"Matt Jones",83,17.27,24,139,-28,NA,"GoingfortheGreenHitGreenPct",2014
145,145,"Hunter Mahan",88,17.24,25,145,-25,NA,"GoingfortheGreenHitGreenPct",2014
146,146,"YE Yang",79,17.2,16,93,-15,NA,"GoingfortheGreenHitGreenPct",2014
147,147,"Jordan Spieth",102,17.12,25,146,-25,NA,"GoingfortheGreenHitGreenPct",2014
148,148,"Bud Cauley",56,17.07,14,82,-16,NA,"GoingfortheGreenHitGreenPct",2014
149,149,"Wes Roach",67,17.05,15,88,-14,NA,"GoingfortheGreenHitGreenPct",2014
150,150,"Jerry Kelly",80,16.67,13,78,-14,NA,"GoingfortheGreenHitGreenPct",2014
150,150,"Troy Merritt",62,16.67,10,60,-10,NA,"GoingfortheGreenHitGreenPct",2014
152,152,"Scott Langley",95,16.5,17,103,-19,NA,"GoingfortheGreenHitGreenPct",2014
152,152,"Andrew Loupe",65,16.5,17,103,-19,NA,"GoingfortheGreenHitGreenPct",2014
154,154,"Spencer Levin",59,16.42,11,67,-10,NA,"GoingfortheGreenHitGreenPct",2014
155,155,"Geoff Ogilvy",84,16.28,21,129,-24,NA,"GoingfortheGreenHitGreenPct",2014
156,156,"David Lingmerth",80,16.04,17,106,-19,NA,"GoingfortheGreenHitGreenPct",2014
157,157,"Jeff Maggert",54,15.79,9,57,-9,NA,"GoingfortheGreenHitGreenPct",2014
158,158,"Jonathan Byrd",76,15.74,17,108,-16,NA,"GoingfortheGreenHitGreenPct",2014
159,159,"Luke Donald",57,15.52,9,58,-10,NA,"GoingfortheGreenHitGreenPct",2014
160,160,"Tim Wilkinson",86,15.48,13,84,-12,NA,"GoingfortheGreenHitGreenPct",2014
161,161,"JB Holmes",86,15.17,27,178,-26,NA,"GoingfortheGreenHitGreenPct",2014
162,162,"Brendon Todd",108,15.15,15,99,-18,NA,"GoingfortheGreenHitGreenPct",2014
163,163,"Trevor Immelman",84,14.81,16,108,-18,NA,"GoingfortheGreenHitGreenPct",2014
164,164,"Jeff Overton",80,14.75,18,122,-19,NA,"GoingfortheGreenHitGreenPct",2014
165,165,"Ernie Els",85,14.71,20,136,-20,NA,"GoingfortheGreenHitGreenPct",2014
166,166,"Ben Crane",81,14.43,14,97,-16,NA,"GoingfortheGreenHitGreenPct",2014
167,167,"Chad Campbell",57,14.29,9,63,-9,NA,"GoingfortheGreenHitGreenPct",2014
167,167,"David Hearn",97,14.29,14,98,-12,NA,"GoingfortheGreenHitGreenPct",2014
169,169,"Chris Stroud",88,14.17,18,127,-17,NA,"GoingfortheGreenHitGreenPct",2014
170,170,"Sergio Garcia",61,14.1,11,78,-9,NA,"GoingfortheGreenHitGreenPct",2014
171,171,"Ted Potter Jr",68,13.95,12,86,-12,NA,"GoingfortheGreenHitGreenPct",2014
172,172,"Mike Weir",69,13.56,8,59,-9,NA,"GoingfortheGreenHitGreenPct",2014
173,173,"Greg Chalmers",85,12.24,12,98,-12,NA,"GoingfortheGreenHitGreenPct",2014
174,174,"Tim Clark",75,12,6,50,-5,NA,"GoingfortheGreenHitGreenPct",2014
175,175,"Chad Collins",78,11.76,8,68,-9,NA,"GoingfortheGreenHitGreenPct",2014
176,176,"DH Lee",54,11.11,6,54,-7,NA,"GoingfortheGreenHitGreenPct",2014
177,177,"Justin Leonard",75,5.13,2,39,-2,NA,"GoingfortheGreenHitGreenPct",2014
