"CareerMoneyLeaders_RANKTHISWEEK_2008","CareerMoneyLeaders_RANKLASTWEEK_2008","CareerMoneyLeaders_PLAYERNAME_2008","CareerMoneyLeaders__2008","CareerMoneyLeaders_MONEY_2008","stat_name","year"
1,1,"Tiger Woods",NA,82354376,"CareerMoneyLeaders",2008
2,2,"Vijay Singh",NA,60709312,"CareerMoneyLeaders",2008
3,3,"Phil Mickelson",NA,50522901,"CareerMoneyLeaders",2008
4,4,"Jim Furyk",NA,38809826,"CareerMoneyLeaders",2008
5,5,"Davis Love III",NA,37325550,"CareerMoneyLeaders",2008
6,6,"Ernie Els",NA,33663401,"CareerMoneyLeaders",2008
7,7,"David Toms",NA,28711065,"CareerMoneyLeaders",2008
8,8,"Justin Leonard",NA,27109459,"CareerMoneyLeaders",2008
9,9,"Kenny Perry",NA,26196442,"CareerMoneyLeaders",2008
10,10,"Stewart Cink",NA,25055994,"CareerMoneyLeaders",2008
11,11,"Sergio Garcia",NA,24399000,"CareerMoneyLeaders",2008
12,12,"Mike Weir",NA,23860124,"CareerMoneyLeaders",2008
13,13,"Stuart Appleby",NA,23194485,"CareerMoneyLeaders",2008
14,14,"Mark Calcavecchia",NA,23081228,"CareerMoneyLeaders",2008
15,15,"Scott Verplank",NA,22430292,"CareerMoneyLeaders",2008
16,16,"Fred Funk",NA,20925849,"CareerMoneyLeaders",2008
17,17,"Nick Price",NA,20563108,"CareerMoneyLeaders",2008
18,18,"Tom Lehman",NA,20378513,"CareerMoneyLeaders",2008
19,19,"Chris DiMarco",NA,20251008,"CareerMoneyLeaders",2008
20,20,"Fred Couples",NA,20121480,"CareerMoneyLeaders",2008
21,21,"Retief Goosen",NA,19707369,"CareerMoneyLeaders",2008
22,22,"Robert Allenby",NA,19281384,"CareerMoneyLeaders",2008
23,23,"KJ Choi",NA,18801639,"CareerMoneyLeaders",2008
24,24,"Scott Hoch",NA,18498499,"CareerMoneyLeaders",2008
25,25,"Adam Scott",NA,18369560,"CareerMoneyLeaders",2008
26,26,"Jeff Sluman",NA,18114866,"CareerMoneyLeaders",2008
27,27,"Jerry Kelly",NA,18048119,"CareerMoneyLeaders",2008
28,28,"Brad Faxon",NA,17656554,"CareerMoneyLeaders",2008
29,29,"Billy Mayfair",NA,17653397,"CareerMoneyLeaders",2008
30,30,"Rory Sabbatini",NA,17616264,"CareerMoneyLeaders",2008
31,31,"Bob Estes",NA,17225501,"CareerMoneyLeaders",2008
32,32,"Steve Stricker",NA,17143884,"CareerMoneyLeaders",2008
33,33,"David Duval",NA,16869175,"CareerMoneyLeaders",2008
34,34,"Charles Howell III",NA,16668108,"CareerMoneyLeaders",2008
35,35,"Chad Campbell",NA,16585604,"CareerMoneyLeaders",2008
36,36,"Steve Flesch",NA,16327302,"CareerMoneyLeaders",2008
37,37,"Geoff Ogilvy",NA,16306625,"CareerMoneyLeaders",2008
38,38,"Jeff Maggert",NA,15745293,"CareerMoneyLeaders",2008
39,39,"Bob Tway",NA,15731456,"CareerMoneyLeaders",2008
40,40,"Tim Herron",NA,15685381,"CareerMoneyLeaders",2008
41,41,"Stephen Ames",NA,15591077,"CareerMoneyLeaders",2008
42,42,"Padraig Harrington",NA,15286873,"CareerMoneyLeaders",2008
43,43,"Hal Sutton",NA,15267685,"CareerMoneyLeaders",2008
44,44,"Jesper Parnevik",NA,15149185,"CareerMoneyLeaders",2008
45,45,"Loren Roberts",NA,15103510,"CareerMoneyLeaders",2008
46,46,"Rocco Mediate",NA,14791140,"CareerMoneyLeaders",2008
47,47,"John Huston",NA,14762421,"CareerMoneyLeaders",2008
48,48,"Steve Lowery",NA,14643503,"CareerMoneyLeaders",2008
49,49,"Corey Pavin",NA,14606155,"CareerMoneyLeaders",2008
50,50,"Greg Norman",NA,14473229,"CareerMoneyLeaders",2008
51,51,"Paul Azinger",NA,14447210,"CareerMoneyLeaders",2008
52,52,"Jay Haas",NA,14440317,"CareerMoneyLeaders",2008
53,53,"Mark OMeara",NA,14136017,"CareerMoneyLeaders",2008
54,54,"Steve Elkington",NA,14130705,"CareerMoneyLeaders",2008
55,55,"Lee Janzen",NA,13957747,"CareerMoneyLeaders",2008
56,56,"Kirk Triplett",NA,13564082,"CareerMoneyLeaders",2008
57,57,"Shigeki Maruyama",NA,13353024,"CareerMoneyLeaders",2008
58,58,"Woody Austin",NA,13349536,"CareerMoneyLeaders",2008
59,59,"Kevin Sutherland",NA,13085208,"CareerMoneyLeaders",2008
60,60,"Tom Pernice Jr",NA,12866379,"CareerMoneyLeaders",2008
61,61,"Luke Donald",NA,12825014,"CareerMoneyLeaders",2008
62,62,"John Cook",NA,12433599,"CareerMoneyLeaders",2008
63,63,"Dudley Hart",NA,12408096,"CareerMoneyLeaders",2008
64,64,"Billy Andrade",NA,12361151,"CareerMoneyLeaders",2008
65,65,"Zach Johnson",NA,12260837,"CareerMoneyLeaders",2008
66,66,"Jose Maria Olazabal",NA,12002594,"CareerMoneyLeaders",2008
67,67,"Joe Durant",NA,11954193,"CareerMoneyLeaders",2008
68,68,"Payne Stewart",NA,11737008,"CareerMoneyLeaders",2008
69,69,"Tim Clark",NA,11638389,"CareerMoneyLeaders",2008
70,70,"Duffy Waldorf",NA,11638275,"CareerMoneyLeaders",2008
71,71,"Carl Pettersson",NA,11562074,"CareerMoneyLeaders",2008
72,72,"Frank Lickliter II",NA,11278816,"CareerMoneyLeaders",2008
73,73,"Joey Sindelar",NA,11196462,"CareerMoneyLeaders",2008
74,74,"Rod Pampling",NA,11054489,"CareerMoneyLeaders",2008
75,75,"Tom Kite",NA,11041042,"CareerMoneyLeaders",2008
76,76,"Scott McCarron",NA,10552162,"CareerMoneyLeaders",2008
77,77,"John Rollins",NA,10332303,"CareerMoneyLeaders",2008
78,78,"Jonathan Kaye",NA,10207704,"CareerMoneyLeaders",2008
79,79,"Bernhard Langer",NA,10111921,"CareerMoneyLeaders",2008
80,80,"Craig Stadler",NA,10021897,"CareerMoneyLeaders",2008
81,81,"Tom Watson",NA,10004299,"CareerMoneyLeaders",2008
82,82,"Briny Baird",NA,9597907,"CareerMoneyLeaders",2008
83,83,"Bart Bryant",NA,9345059,"CareerMoneyLeaders",2008
84,84,"Aaron Baddeley",NA,9287083,"CareerMoneyLeaders",2008
85,85,"Chris Riley",NA,9286680,"CareerMoneyLeaders",2008
86,86,"Heath Slocum",NA,9256094,"CareerMoneyLeaders",2008
87,87,"Carlos Franco",NA,9247875,"CareerMoneyLeaders",2008
88,88,"David Frost",NA,9178775,"CareerMoneyLeaders",2008
89,89,"Mark Brooks",NA,9131304,"CareerMoneyLeaders",2008
90,90,"John Daly",NA,9109268,"CareerMoneyLeaders",2008
91,91,"Ben Crane",NA,9090282,"CareerMoneyLeaders",2008
92,92,"Trevor Immelman",NA,9084340,"CareerMoneyLeaders",2008
93,93,"Jonathan Byrd",NA,9077876,"CareerMoneyLeaders",2008
94,94,"Brett Quigley",NA,9049674,"CareerMoneyLeaders",2008
95,95,"Peter Lonard",NA,9009671,"CareerMoneyLeaders",2008
96,96,"Tommy Armour III",NA,8943812,"CareerMoneyLeaders",2008
97,97,"Brian Gay",NA,8922840,"CareerMoneyLeaders",2008
98,98,"Justin Rose",NA,8710418,"CareerMoneyLeaders",2008
99,99,"Dan Forsman",NA,8687983,"CareerMoneyLeaders",2008
100,100,"Paul Goydos",NA,8554942,"CareerMoneyLeaders",2008
101,101,"Robert Gamez",NA,8523981,"CareerMoneyLeaders",2008
102,102,"Andrew Magee",NA,8512753,"CareerMoneyLeaders",2008
103,103,"Olin Browne",NA,8498575,"CareerMoneyLeaders",2008
104,104,"Craig Parry",NA,8481456,"CareerMoneyLeaders",2008
105,105,"Rich Beem",NA,8461942,"CareerMoneyLeaders",2008
106,106,"JJ Henry",NA,8423406,"CareerMoneyLeaders",2008
107,107,"Harrison Frazar",NA,8379227,"CareerMoneyLeaders",2008
108,108,"Glen Day",NA,8337428,"CareerMoneyLeaders",2008
109,109,"Camilo Villegas",NA,8285997,"CareerMoneyLeaders",2008
110,110,"Ben Curtis",NA,8180863,"CareerMoneyLeaders",2008
111,111,"Pat Perez",NA,8165519,"CareerMoneyLeaders",2008
112,112,"Tim Petrovic",NA,8070189,"CareerMoneyLeaders",2008
113,113,"Steve Pate",NA,8018208,"CareerMoneyLeaders",2008
114,114,"Joe Ogilvie",NA,7908976,"CareerMoneyLeaders",2008
115,115,"Sean OHair",NA,7883952,"CareerMoneyLeaders",2008
116,116,"Lucas Glover",NA,7880691,"CareerMoneyLeaders",2008
117,117,"Larry Mize",NA,7825217,"CareerMoneyLeaders",2008
118,118,"Peter Jacobsen",NA,7799810,"CareerMoneyLeaders",2008
119,119,"Hunter Mahan",NA,7684262,"CareerMoneyLeaders",2008
120,120,"Skip Kendall",NA,7632572,"CareerMoneyLeaders",2008
121,121,"Arron Oberholser",NA,7617205,"CareerMoneyLeaders",2008
122,122,"Curtis Strange",NA,7599951,"CareerMoneyLeaders",2008
123,123,"John Senden",NA,7553125,"CareerMoneyLeaders",2008
124,124,"Shaun Micheel",NA,7498850,"CareerMoneyLeaders",2008
125,125,"JL Lewis",NA,7454438,"CareerMoneyLeaders",2008
126,126,"Brent Geiberger",NA,7374382,"CareerMoneyLeaders",2008
127,127,"Dean Wilson",NA,7227354,"CareerMoneyLeaders",2008
128,128,"Bo Van Pelt",NA,7222418,"CareerMoneyLeaders",2008
129,129,"Vaughn Taylor",NA,7154727,"CareerMoneyLeaders",2008
130,130,"Ben Crenshaw",NA,7139756,"CareerMoneyLeaders",2008
131,131,"JP Hayes",NA,7042010,"CareerMoneyLeaders",2008
132,132,"Bill Glasson",NA,6912619,"CareerMoneyLeaders",2008
133,133,"Chris Perry",NA,6866671,"CareerMoneyLeaders",2008
134,134,"Cameron Beckman",NA,6788618,"CareerMoneyLeaders",2008
135,135,"Freddie Jacobson",NA,6779037,"CareerMoneyLeaders",2008
136,136,"Scott Simpson",NA,6778273,"CareerMoneyLeaders",2008
137,137,"Len Mattiace",NA,6747466,"CareerMoneyLeaders",2008
138,138,"Daniel Chopra",NA,6572875,"CareerMoneyLeaders",2008
139,139,"Anthony Kim",NA,6539527,"CareerMoneyLeaders",2008
140,140,"Steve Jones",NA,6519451,"CareerMoneyLeaders",2008
141,141,"Tom Byrum",NA,6517003,"CareerMoneyLeaders",2008
142,142,"Bruce Lietzke",NA,6474794,"CareerMoneyLeaders",2008
143,143,"Brandt Jobe",NA,6403089,"CareerMoneyLeaders",2008
144,144,"Lanny Wadkins",NA,6355681,"CareerMoneyLeaders",2008
145,145,"Robert Damron",NA,6252887,"CareerMoneyLeaders",2008
146,146,"Paul Stankowski",NA,6218833,"CareerMoneyLeaders",2008
147,147,"Chip Beck",NA,6205730,"CareerMoneyLeaders",2008
148,148,"Neal Lancaster",NA,6183731,"CareerMoneyLeaders",2008
149,149,"Ted Purdy",NA,6177275,"CareerMoneyLeaders",2008
150,150,"Brett Wetterich",NA,6139379,"CareerMoneyLeaders",2008
151,151,"Ryuji Imada",NA,6120189,"CareerMoneyLeaders",2008
152,152,"Jim Gallagher Jr",NA,5995650,"CareerMoneyLeaders",2008
153,153,"Hale Irwin",NA,5966031,"CareerMoneyLeaders",2008
154,154,"Ryan Palmer",NA,5943370,"CareerMoneyLeaders",2008
155,155,"Mark Hensby",NA,5901807,"CareerMoneyLeaders",2008
156,156,"Fuzzy Zoeller",NA,5819293,"CareerMoneyLeaders",2008
157,157,"Jack Nicklaus",NA,5734031,"CareerMoneyLeaders",2008
158,158,"David Peoples",NA,5691690,"CareerMoneyLeaders",2008
159,159,"Ian Poulter",NA,5654772,"CareerMoneyLeaders",2008
160,160,"Greg Kraft",NA,5570005,"CareerMoneyLeaders",2008
161,161,"Russ Cochran",NA,5560769,"CareerMoneyLeaders",2008
162,162,"Jay Don Blake",NA,5555470,"CareerMoneyLeaders",2008
163,163,"Jason Bohn",NA,5527688,"CareerMoneyLeaders",2008
164,164,"Alex Cejka",NA,5493304,"CareerMoneyLeaders",2008
165,165,"Mathew Goggin",NA,5403969,"CareerMoneyLeaders",2008
166,166,"Raymond Floyd",NA,5323075,"CareerMoneyLeaders",2008
167,167,"Mark McCumber",NA,5309688,"CareerMoneyLeaders",2008
168,168,"Jay Williamson",NA,5271830,"CareerMoneyLeaders",2008
169,169,"Jose Coceres",NA,5266299,"CareerMoneyLeaders",2008
170,170,"Matt Kuchar",NA,5262565,"CareerMoneyLeaders",2008
171,171,"DJ Trahan",NA,5260168,"CareerMoneyLeaders",2008
172,172,"Gil Morgan",NA,5259164,"CareerMoneyLeaders",2008
173,173,"Angel Cabrera",NA,5230612,"CareerMoneyLeaders",2008
174,174,"Blaine McCallister",NA,5227278,"CareerMoneyLeaders",2008
175,175,"Lee Westwood",NA,5172025,"CareerMoneyLeaders",2008
176,176,"Notah Begay III",NA,5146004,"CareerMoneyLeaders",2008
177,177,"Boo Weekley",NA,5107168,"CareerMoneyLeaders",2008
178,178,"Mark Wilson",NA,5050797,"CareerMoneyLeaders",2008
179,179,"Dennis Paulson",NA,4983871,"CareerMoneyLeaders",2008
180,180,"Craig Barlow",NA,4911271,"CareerMoneyLeaders",2008
181,181,"David Edwards",NA,4773198,"CareerMoneyLeaders",2008
182,182,"DA Weibring",NA,4770705,"CareerMoneyLeaders",2008
183,183,"Jim Carter",NA,4737493,"CareerMoneyLeaders",2008
184,184,"Wayne Levi",NA,4730158,"CareerMoneyLeaders",2008
185,185,"Mike Reid",NA,4686774,"CareerMoneyLeaders",2008
186,186,"Michael Allen",NA,4684221,"CareerMoneyLeaders",2008
187,187,"Chris Smith",NA,4668704,"CareerMoneyLeaders",2008
188,188,"Gene Sauers",NA,4647669,"CareerMoneyLeaders",2008
189,189,"Nick Watney",NA,4639243,"CareerMoneyLeaders",2008
190,190,"Ken Duke",NA,4637588,"CareerMoneyLeaders",2008
191,191,"Stephen Leaney",NA,4600895,"CareerMoneyLeaders",2008
192,192,"Matt Gogel",NA,4596216,"CareerMoneyLeaders",2008
193,193,"Ryan Moore",NA,4578169,"CareerMoneyLeaders",2008
194,194,"Grant Waite",NA,4577123,"CareerMoneyLeaders",2008
195,195,"JB Holmes",NA,4527950,"CareerMoneyLeaders",2008
196,196,"Richard Johnson",NA,4527262,"CareerMoneyLeaders",2008
197,197,"Todd Hamilton",NA,4483753,"CareerMoneyLeaders",2008
198,198,"Kent Jones",NA,4441055,"CareerMoneyLeaders",2008
199,199,"Brandt Snedeker",NA,4435031,"CareerMoneyLeaders",2008
200,200,"Brian Davis",NA,4405859,"CareerMoneyLeaders",2008
201,201,"Mark Wiebe",NA,4314460,"CareerMoneyLeaders",2008
202,202,"Nick OHern",NA,4308856,"CareerMoneyLeaders",2008
203,203,"Troy Matteson",NA,4291172,"CareerMoneyLeaders",2008
204,204,"Joel Edwards",NA,4286415,"CareerMoneyLeaders",2008
205,205,"Bubba Watson",NA,4207593,"CareerMoneyLeaders",2008
206,206,"Tom Purtzer",NA,4192268,"CareerMoneyLeaders",2008
207,207,"Mike Hulbert",NA,4183778,"CareerMoneyLeaders",2008
208,208,"Kevin Na",NA,4040189,"CareerMoneyLeaders",2008
209,209,"Brandel Chamblee",NA,4018410,"CareerMoneyLeaders",2008
210,210,"Rick Fehr",NA,4018239,"CareerMoneyLeaders",2008
211,211,"Donnie Hammond",NA,4008060,"CareerMoneyLeaders",2008
212,212,"Charles Warren",NA,3997075,"CareerMoneyLeaders",2008
213,213,"Nathan Green",NA,3993988,"CareerMoneyLeaders",2008
214,214,"Marco Dawson",NA,3993141,"CareerMoneyLeaders",2008
215,215,"Jason Gore",NA,3883427,"CareerMoneyLeaders",2008
216,216,"John Mahaffey",NA,3876852,"CareerMoneyLeaders",2008
217,217,"Ted Tryba",NA,3853236,"CareerMoneyLeaders",2008
218,218,"Larry Nelson",NA,3827401,"CareerMoneyLeaders",2008
219,219,"Brian Bateman",NA,3818729,"CareerMoneyLeaders",2008
220,220,"Charley Hoffman",NA,3772213,"CareerMoneyLeaders",2008
221,221,"Ken Green",NA,3745345,"CareerMoneyLeaders",2008
222,222,"Patrick Sheehan",NA,3720095,"CareerMoneyLeaders",2008
223,223,"Jeff Quinney",NA,3677687,"CareerMoneyLeaders",2008
224,224,"Bob May",NA,3663718,"CareerMoneyLeaders",2008
225,225,"Nolan Henke",NA,3606563,"CareerMoneyLeaders",2008
226,226,"Jay Delsing",NA,3558806,"CareerMoneyLeaders",2008
227,227,"Brad Bryant",NA,3558804,"CareerMoneyLeaders",2008
228,228,"Steve Allan",NA,3537946,"CareerMoneyLeaders",2008
229,229,"Andy Bean",NA,3531780,"CareerMoneyLeaders",2008
230,230,"Lee Trevino",NA,3478328,"CareerMoneyLeaders",2008
231,231,"Tim Simpson",NA,3406017,"CareerMoneyLeaders",2008
232,232,"Craig Perks",NA,3362251,"CareerMoneyLeaders",2008
233,233,"Bill Haas",NA,3330252,"CareerMoneyLeaders",2008
234,234,"Brian Henninger",NA,3316460,"CareerMoneyLeaders",2008
235,235,"Bob Burns",NA,3313226,"CareerMoneyLeaders",2008
236,236,"Omar Uresti",NA,3305995,"CareerMoneyLeaders",2008
237,237,"Don Pooley",NA,3296615,"CareerMoneyLeaders",2008
238,238,"Cliff Kresge",NA,3289381,"CareerMoneyLeaders",2008
239,239,"Steve Marino",NA,3287974,"CareerMoneyLeaders",2008
240,240,"Michael Bradley",NA,3277150,"CareerMoneyLeaders",2008
241,241,"Phil Blackmar",NA,3245909,"CareerMoneyLeaders",2008
242,242,"Will Ma Kenzie",NA,3183195,"CareerMoneyLeaders",2008
243,243,"Fulton Allem",NA,3155787,"CareerMoneyLeaders",2008
244,244,"Phil Tataurangi",NA,3154942,"CareerMoneyLeaders",2008
245,245,"Dicky Pride",NA,3132718,"CareerMoneyLeaders",2008
246,246,"Dan Pohl",NA,3112263,"CareerMoneyLeaders",2008
247,247,"Ronnie Black",NA,3082575,"CareerMoneyLeaders",2008
248,248,"Bob Gilder",NA,3032108,"CareerMoneyLeaders",2008
249,249,"Tag Ridings",NA,2964675,"CareerMoneyLeaders",2008
250,250,"John Mallinger",NA,2913104,"CareerMoneyLeaders",2008
251,251,"Charlie Wi",NA,2911451,"CareerMoneyLeaders",2008
252,252,"Frank Nobilo",NA,2875836,"CareerMoneyLeaders",2008
253,253,"George McNeill",NA,2866158,"CareerMoneyLeaders",2008
254,254,"Jim McGovern",NA,2858703,"CareerMoneyLeaders",2008
255,255,"David Ogrin",NA,2848159,"CareerMoneyLeaders",2008
256,256,"Tom Scherrer",NA,2841030,"CareerMoneyLeaders",2008
257,257,"Andres Romero",NA,2838251,"CareerMoneyLeaders",2008
258,258,"Paul Casey",NA,2833419,"CareerMoneyLeaders",2008
259,259,"Bobby Wadkins",NA,2822418,"CareerMoneyLeaders",2008
260,260,"Mathias Gronberg",NA,2813454,"CareerMoneyLeaders",2008
261,261,"Jodie Mudd",NA,2806955,"CareerMoneyLeaders",2008
262,262,"Johnny Miller",NA,2747484,"CareerMoneyLeaders",2008
263,263,"Doug Tewell",NA,2723711,"CareerMoneyLeaders",2008
264,264,"Sandy Lyle",NA,2721105,"CareerMoneyLeaders",2008
265,265,"Scott Gump",NA,2715190,"CareerMoneyLeaders",2008
266,266,"Howard Twitty",NA,2713551,"CareerMoneyLeaders",2008
267,267,"Willie Wood",NA,2712346,"CareerMoneyLeaders",2008
268,268,"Hank Kuehne",NA,2686886,"CareerMoneyLeaders",2008
269,269,"Carl Paulson",NA,2633179,"CareerMoneyLeaders",2008
270,270,"Eric Axley",NA,2625806,"CareerMoneyLeaders",2008
271,271,"Mike Springer",NA,2596451,"CareerMoneyLeaders",2008
272,272,"Hubert Green",NA,2591959,"CareerMoneyLeaders",2008
273,273,"Brenden Pappas",NA,2579645,"CareerMoneyLeaders",2008
274,274,"Robert Garrigus",NA,2554337,"CareerMoneyLeaders",2008
275,275,"Jeff Overton",NA,2477250,"CareerMoneyLeaders",2008
276,276,"Gary Hallberg",NA,2476014,"CareerMoneyLeaders",2008
277,277,"Johnson Wagner",NA,2444025,"CareerMoneyLeaders",2008
278,278,"Bob Lohr",NA,2417060,"CareerMoneyLeaders",2008
279,279,"Ian Leggatt",NA,2410796,"CareerMoneyLeaders",2008
280,280,"Dave Barr",NA,2404793,"CareerMoneyLeaders",2008
281,281,"Spike McRoy",NA,2395237,"CareerMoneyLeaders",2008
282,282,"Keith Clearwater",NA,2365698,"CareerMoneyLeaders",2008
283,283,"Gabriel Hjertstedt",NA,2339756,"CareerMoneyLeaders",2008
284,284,"Billy Ray Brown",NA,2330389,"CareerMoneyLeaders",2008
285,285,"Calvin Peete",NA,2302363,"CareerMoneyLeaders",2008
286,286,"Mike Sullivan",NA,2301255,"CareerMoneyLeaders",2008
287,287,"Garrett Willis",NA,2284118,"CareerMoneyLeaders",2008
288,288,"Lennie Clements",NA,2280766,"CareerMoneyLeaders",2008
289,289,"Ed Fiori",NA,2270198,"CareerMoneyLeaders",2008
290,290,"Tom Weiskopf",NA,2241687,"CareerMoneyLeaders",2008
291,291,"John Riegger",NA,2233729,"CareerMoneyLeaders",2008
292,292,"Brian Claar",NA,2225850,"CareerMoneyLeaders",2008
293,293,"David Gossett",NA,2223004,"CareerMoneyLeaders",2008
294,294,"Roger Maltbie",NA,2212879,"CareerMoneyLeaders",2008
295,295,"JC Snead",NA,2197545,"CareerMoneyLeaders",2008
296,296,"Clarence Rose",NA,2155380,"CareerMoneyLeaders",2008
297,297,"Robin Freeman",NA,2154387,"CareerMoneyLeaders",2008
298,298,"Nicholas Thompson",NA,2134046,"CareerMoneyLeaders",2008
299,299,"Ian Baker Finch",NA,2078743,"CareerMoneyLeaders",2008
