"Back9Round3ScoringAverage_RANKTHISWEEK_2007","Back9Round3ScoringAverage_RANKLASTWEEK_2007","Back9Round3ScoringAverage_PLAYERNAME_2007","Back9Round3ScoringAverage__2007","Back9Round3ScoringAverage_AVG_2007","Back9Round3ScoringAverage_TOTALSTROKES_2007","Back9Round3ScoringAverage_TOTALROUNDS_2007","stat_name","year"
1,1,"Steve Stricker",NA,34.33,618,18,"Back9Round3ScoringAverage",2007
2,2,"Justin Rose",NA,34.36,481,14,"Back9Round3ScoringAverage",2007
3,3,"Bob Estes",NA,34.38,550,16,"Back9Round3ScoringAverage",2007
4,4,"Boo Weekley",NA,34.41,757,22,"Back9Round3ScoringAverage",2007
5,5,"Matt Kuchar",NA,34.44,551,16,"Back9Round3ScoringAverage",2007
6,6,"Bo Van Pelt",NA,34.45,758,22,"Back9Round3ScoringAverage",2007
7,7,"Justin Leonard",NA,34.53,656,19,"Back9Round3ScoringAverage",2007
8,8,"Adam Scott",NA,34.56,553,16,"Back9Round3ScoringAverage",2007
9,9,"Camilo Villegas",NA,34.59,588,17,"Back9Round3ScoringAverage",2007
10,10,"Jonathan Byrd",NA,34.62,450,13,"Back9Round3ScoringAverage",2007
11,11,"Paul Stankowski",NA,34.63,277,8,"Back9Round3ScoringAverage",2007
12,12,"Jeff Maggert",NA,34.67,520,15,"Back9Round3ScoringAverage",2007
12,12,"Hunter Mahan",NA,34.67,624,18,"Back9Round3ScoringAverage",2007
14,14,"KJ Choi",NA,34.7,694,20,"Back9Round3ScoringAverage",2007
15,15,"Johnson Wagner",NA,34.73,521,15,"Back9Round3ScoringAverage",2007
15,15,"Tiger Woods",NA,34.73,521,15,"Back9Round3ScoringAverage",2007
17,17,"Charles Warren",NA,34.76,730,21,"Back9Round3ScoringAverage",2007
17,17,"Nick Watney",NA,34.76,591,17,"Back9Round3ScoringAverage",2007
19,19,"Lee Janzen",NA,34.78,313,9,"Back9Round3ScoringAverage",2007
20,20,"Luke Donald",NA,34.8,522,15,"Back9Round3ScoringAverage",2007
21,21,"Stephen Ames",NA,34.82,592,17,"Back9Round3ScoringAverage",2007
22,22,"George McNeill",NA,34.83,627,18,"Back9Round3ScoringAverage",2007
22,22,"Dean Wilson",NA,34.83,627,18,"Back9Round3ScoringAverage",2007
24,24,"Chris Riley",NA,34.85,453,13,"Back9Round3ScoringAverage",2007
25,25,"John Rollins",NA,34.86,767,22,"Back9Round3ScoringAverage",2007
26,26,"Jeff Brehaut",NA,34.89,314,9,"Back9Round3ScoringAverage",2007
26,26,"Steve Flesch",NA,34.89,663,19,"Back9Round3ScoringAverage",2007
28,28,"Tim Petrovic",NA,34.9,733,21,"Back9Round3ScoringAverage",2007
29,29,"Ernie Els",NA,34.93,489,14,"Back9Round3ScoringAverage",2007
30,30,"Rich Beem",NA,34.94,629,18,"Back9Round3ScoringAverage",2007
30,30,"Joe Durant",NA,34.94,559,16,"Back9Round3ScoringAverage",2007
32,32,"Daniel Chopra",NA,35,700,20,"Back9Round3ScoringAverage",2007
32,32,"Brendon de Jonge",NA,35,420,12,"Back9Round3ScoringAverage",2007
32,32,"JB Holmes",NA,35,420,12,"Back9Round3ScoringAverage",2007
32,32,"Zach Johnson",NA,35,595,17,"Back9Round3ScoringAverage",2007
32,32,"Kent Jones",NA,35,665,19,"Back9Round3ScoringAverage",2007
32,32,"Jay Williamson",NA,35,385,11,"Back9Round3ScoringAverage",2007
38,38,"Jim Furyk",NA,35.05,666,19,"Back9Round3ScoringAverage",2007
38,38,"Doug LaBelle II",NA,35.05,666,19,"Back9Round3ScoringAverage",2007
40,40,"Alex Cejka",NA,35.06,561,16,"Back9Round3ScoringAverage",2007
41,41,"Trevor Immelman",NA,35.07,491,14,"Back9Round3ScoringAverage",2007
42,42,"Fred Funk",NA,35.08,421,12,"Back9Round3ScoringAverage",2007
43,43,"Dicky Pride",NA,35.09,386,11,"Back9Round3ScoringAverage",2007
44,44,"Woody Austin",NA,35.1,702,20,"Back9Round3ScoringAverage",2007
44,44,"Paul Gow",NA,35.1,351,10,"Back9Round3ScoringAverage",2007
46,46,"Aaron Baddeley",NA,35.11,632,18,"Back9Round3ScoringAverage",2007
46,46,"Troy Matteson",NA,35.11,632,18,"Back9Round3ScoringAverage",2007
46,46,"Geoff Ogilvy",NA,35.11,632,18,"Back9Round3ScoringAverage",2007
49,49,"Sergio Garcia",NA,35.13,527,15,"Back9Round3ScoringAverage",2007
49,49,"Stephen Leaney",NA,35.13,562,16,"Back9Round3ScoringAverage",2007
49,49,"Kevin Na",NA,35.13,562,16,"Back9Round3ScoringAverage",2007
52,52,"Jim Rutledge",NA,35.14,246,7,"Back9Round3ScoringAverage",2007
53,53,"Cameron Beckman",NA,35.16,668,19,"Back9Round3ScoringAverage",2007
