"HitFairwayPercentage_RANKTHISWEEK_2010","HitFairwayPercentage_RANKLASTWEEK_2010","HitFairwayPercentage_PLAYERNAME_2010","HitFairwayPercentage_ROUNDS_2010","HitFairwayPercentage_Pct_2010","HitFairwayPercentage_FAIRWAYSHIT_2010","HitFairwayPercentage_POSSIBLEFAIRWAYS_2010","HitFairwayPercentage_RELATIVETOPAR_2010","stat_name","year"
72,72,"JJ Henry",92,65.71,713,1085,-0.17,"HitFairwayPercentage",2010
73,73,"Rod Pampling",77,65.6,635,968,-0.12,"HitFairwayPercentage",2010
74,74,"Graham DeLaet",88,65.48,683,1043,-0.2,"HitFairwayPercentage",2010
75,75,"Mathew Goggin",85,65.43,685,1047,-0.16,"HitFairwayPercentage",2010
76,76,"Steve Wheatcroft",74,65.36,517,791,-0.11,"HitFairwayPercentage",2010
77,77,"John Rollins",81,65.19,678,1040,-0.19,"HitFairwayPercentage",2010
78,78,"Henrik Bjornstad",72,65.1,528,811,-0.15,"HitFairwayPercentage",2010
79,79,"Davis Love III",79,64.76,590,911,-0.15,"HitFairwayPercentage",2010
80,80,"Robert Allenby",76,64.73,547,845,-0.21,"HitFairwayPercentage",2010
81,81,"Jarrod Lyle",54,64.56,408,632,-0.14,"HitFairwayPercentage",2010
82,82,"Kevin Johnson",62,64.53,433,671,-0.04,"HitFairwayPercentage",2010
83,83,"Michael Letzig",84,64.52,711,1102,-0.14,"HitFairwayPercentage",2010
83,83,"Josh Teater",101,64.52,813,1260,-0.17,"HitFairwayPercentage",2010
83,83,"Charlie Wi",95,64.52,793,1229,-0.19,"HitFairwayPercentage",2010
86,86,"JP Hayes",79,64.51,607,941,-0.15,"HitFairwayPercentage",2010
87,87,"Brandt Snedeker",89,64.47,664,1030,-0.17,"HitFairwayPercentage",2010
88,88,"YE Yang",72,64.4,521,809,-0.15,"HitFairwayPercentage",2010
89,89,"Bo Van Pelt",104,64.37,777,1207,-0.22,"HitFairwayPercentage",2010
90,90,"Brian Stuard",81,64.23,625,973,-0.11,"HitFairwayPercentage",2010
91,91,"Nicholas Thompson",88,64.18,679,1058,-0.11,"HitFairwayPercentage",2010
92,92,"Ryuji Imada",90,64.12,740,1154,-0.14,"HitFairwayPercentage",2010
93,93,"Mathias Gronberg",61,64.11,443,691,-0.16,"HitFairwayPercentage",2010
94,94,"Chris Tidland",77,63.94,601,940,-0.1,"HitFairwayPercentage",2010
95,95,"Jeff Gove",57,63.93,390,610,-0.1,"HitFairwayPercentage",2010
96,96,"DA Points",90,63.92,698,1092,-0.14,"HitFairwayPercentage",2010
97,97,"Bill Haas",87,63.9,662,1036,-0.19,"HitFairwayPercentage",2010
98,98,"Trevor Immelman",55,63.87,373,584,-0.12,"HitFairwayPercentage",2010
99,99,"Chris Stroud",90,63.84,632,990,-0.19,"HitFairwayPercentage",2010
100,100,"Kevin Stadler",86,63.77,632,991,-0.17,"HitFairwayPercentage",2010
101,101,"Michael Connell",89,63.76,679,1065,-0.18,"HitFairwayPercentage",2010
101,101,"Rickie Fowler",98,63.76,730,1145,-0.18,"HitFairwayPercentage",2010
103,103,"Shaun Micheel",70,63.71,467,733,-0.15,"HitFairwayPercentage",2010
104,104,"Stewart Cink",84,63.62,570,896,-0.2,"HitFairwayPercentage",2010
105,105,"Lucas Glover",75,63.6,519,816,-0.2,"HitFairwayPercentage",2010
106,106,"Johnson Wagner",85,63.56,647,1018,-0.15,"HitFairwayPercentage",2010
107,107,"Bryce Molder",84,63.45,637,1004,-0.17,"HitFairwayPercentage",2010
108,108,"Cameron Beckman",68,63.36,517,816,-0.13,"HitFairwayPercentage",2010
109,109,"Sean OHair",84,63.34,572,903,-0.15,"HitFairwayPercentage",2010
110,110,"Freddie Jacobson",83,63.32,675,1066,-0.18,"HitFairwayPercentage",2010
111,111,"Roger Tambellini",77,63.18,537,850,-0.09,"HitFairwayPercentage",2010
112,112,"Ian Poulter",55,63.01,293,465,-0.15,"HitFairwayPercentage",2010
113,113,"Steve Lowery",67,62.94,479,761,-0.06,"HitFairwayPercentage",2010
114,114,"Michael Sim",64,62.93,460,731,-0.15,"HitFairwayPercentage",2010
115,115,"Charley Hoffman",85,62.89,666,1059,-0.22,"HitFairwayPercentage",2010
116,116,"Andrew McLardy",52,62.77,381,607,-0.09,"HitFairwayPercentage",2010
117,117,"Carl Pettersson",99,62.66,715,1141,-0.2,"HitFairwayPercentage",2010
118,118,"Ted Purdy",86,62.39,632,1013,-0.12,"HitFairwayPercentage",2010
119,119,"Jerod Turner",54,62.34,341,547,-0.03,"HitFairwayPercentage",2010
120,120,"Jonathan Byrd",85,62.18,702,1129,-0.19,"HitFairwayPercentage",2010
121,121,"Steve Marino",81,62.11,541,871,-0.21,"HitFairwayPercentage",2010
122,122,"Greg Owen",69,61.98,525,847,-0.17,"HitFairwayPercentage",2010
123,123,"Vijay Singh",75,61.78,485,785,-0.17,"HitFairwayPercentage",2010
124,124,"Bill Lunde",79,61.74,568,920,-0.12,"HitFairwayPercentage",2010
125,125,"Garth Mulroy",53,61.7,356,577,-0.11,"HitFairwayPercentage",2010
126,126,"Nathan Green",86,61.68,689,1117,-0.12,"HitFairwayPercentage",2010
126,126,"Greg Kraft",52,61.68,330,535,-0.05,"HitFairwayPercentage",2010
128,128,"Nick Watney",91,61.67,592,960,-0.2,"HitFairwayPercentage",2010
129,129,"Bob Estes",79,61.65,598,970,-0.14,"HitFairwayPercentage",2010
130,130,"Jeev Milkha Singh",59,61.62,440,714,-0.15,"HitFairwayPercentage",2010
131,131,"Matt Every",60,61.6,430,698,-0.19,"HitFairwayPercentage",2010
132,132,"Luke Donald",71,61.38,445,725,-0.2,"HitFairwayPercentage",2010
132,132,"Sergio Garcia",58,61.38,302,492,-0.16,"HitFairwayPercentage",2010
134,134,"Rory McIlroy",54,61.3,339,553,-0.19,"HitFairwayPercentage",2010
135,135,"Paul Casey",64,61.24,376,614,-0.22,"HitFairwayPercentage",2010
136,136,"Michael Bradley",77,61.07,571,935,-0.14,"HitFairwayPercentage",2010
137,137,"Chad Collins",87,60.99,630,1033,-0.18,"HitFairwayPercentage",2010
137,137,"DJ Trahan",92,60.99,688,1128,-0.17,"HitFairwayPercentage",2010
139,139,"Troy Matteson",84,60.87,661,1086,-0.14,"HitFairwayPercentage",2010
140,140,"Adam Scott",70,60.86,437,718,-0.16,"HitFairwayPercentage",2010
141,141,"Brett Quigley",96,60.85,732,1203,-0.17,"HitFairwayPercentage",2010
142,142,"Rory Sabbatini",79,60.82,565,929,-0.19,"HitFairwayPercentage",2010
143,143,"Webb Simpson",98,60.73,767,1263,-0.19,"HitFairwayPercentage",2010
144,144,"Roland Thatcher",72,60.69,565,931,-0.11,"HitFairwayPercentage",2010
145,145,"Camilo Villegas",78,60.59,469,774,-0.19,"HitFairwayPercentage",2010
146,146,"Stuart Appleby",101,60.35,729,1208,-0.15,"HitFairwayPercentage",2010
147,147,"Martin Laird",91,60.2,655,1088,-0.19,"HitFairwayPercentage",2010
148,148,"Chris Wilson",65,60.14,427,710,-0.07,"HitFairwayPercentage",2010
149,149,"Joe Ogilvie",99,60.05,708,1179,-0.16,"HitFairwayPercentage",2010
150,150,"Mark Calcavecchia",50,60.04,275,458,-0.08,"HitFairwayPercentage",2010
151,151,"Lee Janzen",77,59.85,574,959,-0.14,"HitFairwayPercentage",2010
152,152,"Troy Merritt",86,59.72,630,1055,-0.17,"HitFairwayPercentage",2010
153,153,"Greg Chalmers",93,59.6,714,1198,-0.17,"HitFairwayPercentage",2010
154,154,"Cameron Tringale",55,59.32,369,622,-0.15,"HitFairwayPercentage",2010
155,155,"Cameron Percy",73,59.16,481,813,-0.17,"HitFairwayPercentage",2010
156,156,"Ricky Barnes",103,58.62,663,1131,-0.18,"HitFairwayPercentage",2010
157,157,"Brad Faxon",58,58.48,386,660,-0.08,"HitFairwayPercentage",2010
158,158,"Brett Wetterich",54,58.39,428,733,-0.15,"HitFairwayPercentage",2010
159,159,"Alex Prugh",88,58.12,637,1096,-0.19,"HitFairwayPercentage",2010
160,160,"Ernie Els",72,58.01,442,762,-0.24,"HitFairwayPercentage",2010
161,161,"Jason Day",82,57.95,565,975,-0.18,"HitFairwayPercentage",2010
162,162,"Marc Leishman",87,57.85,571,987,-0.18,"HitFairwayPercentage",2010
163,163,"Aaron Baddeley",94,57.78,691,1196,-0.18,"HitFairwayPercentage",2010
164,164,"Matt Bettencourt",91,57.76,551,954,-0.18,"HitFairwayPercentage",2010
164,164,"James Driscoll",78,57.76,588,1018,-0.2,"HitFairwayPercentage",2010
166,166,"Vance Veazey",58,57.71,378,655,-0.11,"HitFairwayPercentage",2010
167,167,"Matt Jones",89,57.38,630,1098,-0.19,"HitFairwayPercentage",2010
168,168,"Geoff Ogilvy",62,57.18,394,689,-0.23,"HitFairwayPercentage",2010
169,169,"David Lutterus",69,56.98,437,767,-0.1,"HitFairwayPercentage",2010
170,170,"David Duval",71,56.97,429,753,-0.16,"HitFairwayPercentage",2010
171,171,"Robert Garrigus",71,56.65,473,835,-0.2,"HitFairwayPercentage",2010
172,172,"Andres Romero",73,56.58,559,988,-0.22,"HitFairwayPercentage",2010
173,173,"Ryan Palmer",84,56.53,550,973,-0.21,"HitFairwayPercentage",2010
174,174,"Bubba Watson",77,56.38,517,917,-0.19,"HitFairwayPercentage",2010
175,175,"Scott Piercy",88,56.25,621,1104,-0.24,"HitFairwayPercentage",2010
176,176,"Padraig Harrington",57,56,336,600,-0.19,"HitFairwayPercentage",2010
177,177,"Jeff Overton",89,55.36,537,970,-0.19,"HitFairwayPercentage",2010
178,178,"Derek Lamely",81,55.33,483,873,-0.12,"HitFairwayPercentage",2010
179,179,"JB Holmes",100,55.22,661,1197,-0.25,"HitFairwayPercentage",2010
180,180,"Brenden Pappas",66,55.2,414,750,-0.19,"HitFairwayPercentage",2010
181,181,"Dustin Johnson",83,55.17,475,861,-0.24,"HitFairwayPercentage",2010
182,182,"Rich Barcelo",70,55.13,430,780,-0.21,"HitFairwayPercentage",2010
183,183,"Tim Herron",79,55.12,522,947,-0.19,"HitFairwayPercentage",2010
184,184,"Charles Howell III",103,54.97,675,1228,-0.21,"HitFairwayPercentage",2010
185,185,"George McNeill",79,54.54,523,959,-0.15,"HitFairwayPercentage",2010
186,186,"John Daly",63,53.77,342,636,-0.18,"HitFairwayPercentage",2010
187,187,"Angel Cabrera",64,52.92,371,701,-0.18,"HitFairwayPercentage",2010
188,188,"Mike Weir",59,52.57,286,544,-0.21,"HitFairwayPercentage",2010
189,189,"Daniel Chopra",74,52.48,477,909,-0.14,"HitFairwayPercentage",2010
190,190,"Jimmy Walker",82,52.13,490,940,-0.15,"HitFairwayPercentage",2010
191,191,"Phil Mickelson",76,51.87,403,777,-0.26,"HitFairwayPercentage",2010
192,192,"Martin Flores",75,49.02,425,867,-0.18,"HitFairwayPercentage",2010
