"DrivingPct320AllDrives_RANKTHISWEEK_2010","DrivingPct320AllDrives_RANKLASTWEEK_2010","DrivingPct320AllDrives_PLAYERNAME_2010","DrivingPct320AllDrives_ROUNDS_2010","DrivingPct320AllDrives_Pct_2010","DrivingPct320AllDrives_TOTALDRIVESFOR320_2010","DrivingPct320AllDrives_TOTALDRIVESOVERALL_2010","DrivingPct320AllDrives_RELATIVETOPAR_2010","stat_name","year"
1,1,"Dustin Johnson",83,25.34,224,884,-0.246,"DrivingPct320AllDrives",2010
2,2,"Robert Garrigus",71,24.38,208,853,-0.226,"DrivingPct320AllDrives",2010
3,3,"Bubba Watson",77,23.93,223,932,-0.305,"DrivingPct320AllDrives",2010
4,4,"JB Holmes",100,23.37,287,1228,-0.24,"DrivingPct320AllDrives",2010
5,5,"Angel Cabrera",64,21.73,156,718,-0.231,"DrivingPct320AllDrives",2010
6,6,"John Daly",63,20.28,132,651,-0.189,"DrivingPct320AllDrives",2010
7,7,"Phil Mickelson",76,17.04,136,798,-0.228,"DrivingPct320AllDrives",2010
8,8,"Graham DeLaet",88,16.42,174,1060,-0.282,"DrivingPct320AllDrives",2010
9,9,"Brett Wetterich",54,15.41,114,740,-0.307,"DrivingPct320AllDrives",2010
10,10,"Martin Flores",75,15.36,137,892,-0.212,"DrivingPct320AllDrives",2010
11,11,"DJ Trahan",92,13.26,152,1146,-0.125,"DrivingPct320AllDrives",2010
12,12,"Jason Day",82,13.23,131,990,-0.183,"DrivingPct320AllDrives",2010
13,13,"Martin Laird",91,12.49,138,1105,-0.159,"DrivingPct320AllDrives",2010
14,14,"Jeff Overton",89,12.31,122,991,-0.205,"DrivingPct320AllDrives",2010
15,15,"Nick Watney",91,12.22,118,966,-0.297,"DrivingPct320AllDrives",2010
16,16,"Daniel Chopra",74,11.95,111,929,-0.18,"DrivingPct320AllDrives",2010
17,17,"Garth Mulroy",53,11.79,69,585,-0.304,"DrivingPct320AllDrives",2010
18,18,"Scott Piercy",88,11.76,133,1131,-0.323,"DrivingPct320AllDrives",2010
19,19,"Charley Hoffman",85,11.18,120,1073,-0.183,"DrivingPct320AllDrives",2010
20,20,"Lucas Glover",75,11.02,91,826,-0.275,"DrivingPct320AllDrives",2010
21,21,"Rory McIlroy",54,10.89,61,560,-0.148,"DrivingPct320AllDrives",2010
22,22,"Aaron Baddeley",94,10.78,132,1225,-0.311,"DrivingPct320AllDrives",2010
23,23,"Troy Matteson",84,10.24,112,1094,-0.196,"DrivingPct320AllDrives",2010
24,24,"Alex Prugh",88,10.23,114,1114,-0.219,"DrivingPct320AllDrives",2010
25,25,"Paul Casey",64,10.19,63,618,-0.27,"DrivingPct320AllDrives",2010
25,25,"Cameron Tringale",55,10.19,64,628,-0.141,"DrivingPct320AllDrives",2010
27,27,"Retief Goosen",75,10.03,74,738,-0.297,"DrivingPct320AllDrives",2010
27,27,"Charles Warren",64,10.03,77,768,-0.182,"DrivingPct320AllDrives",2010
29,29,"John Rollins",81,9.71,102,1051,-0.176,"DrivingPct320AllDrives",2010
30,30,"Matt Bettencourt",91,9.67,94,972,-0.234,"DrivingPct320AllDrives",2010
31,31,"Marc Leishman",87,9.62,97,1008,-0.196,"DrivingPct320AllDrives",2010
32,32,"Ryan Palmer",84,9.11,90,988,-0.133,"DrivingPct320AllDrives",2010
33,33,"Kenny Perry",69,9.06,71,784,-0.268,"DrivingPct320AllDrives",2010
34,34,"Derek Lamely",81,8.99,80,890,-0.238,"DrivingPct320AllDrives",2010
35,35,"Rory Sabbatini",79,8.94,84,940,-0.25,"DrivingPct320AllDrives",2010
36,36,"Davis Love III",79,8.87,82,924,-0.244,"DrivingPct320AllDrives",2010
37,37,"Andres Romero",73,8.76,88,1005,-0.307,"DrivingPct320AllDrives",2010
38,38,"Mathias Gronberg",61,8.74,61,698,-0.23,"DrivingPct320AllDrives",2010
39,39,"Charles Howell III",103,8.4,105,1250,-0.229,"DrivingPct320AllDrives",2010
40,40,"Sean OHair",84,8.24,75,910,-0.28,"DrivingPct320AllDrives",2010
41,41,"Stewart Cink",84,8.22,75,912,-0.307,"DrivingPct320AllDrives",2010
42,42,"James Driscoll",78,7.77,80,1030,-0.25,"DrivingPct320AllDrives",2010
43,43,"Bo Van Pelt",104,7.73,94,1216,-0.138,"DrivingPct320AllDrives",2010
44,44,"Roger Tambellini",77,7.66,66,862,-0.167,"DrivingPct320AllDrives",2010
45,45,"Chris Couch",66,7.65,63,823,-0.27,"DrivingPct320AllDrives",2010
46,46,"Camilo Villegas",78,7.44,58,780,-0.362,"DrivingPct320AllDrives",2010
47,47,"Sergio Garcia",58,7.4,37,500,-0.324,"DrivingPct320AllDrives",2010
48,48,"Vijay Singh",75,7.27,58,798,-0.31,"DrivingPct320AllDrives",2010
48,48,"Josh Teater",101,7.27,93,1280,-0.269,"DrivingPct320AllDrives",2010
50,50,"Steve Lowery",67,7.21,56,777,-0.232,"DrivingPct320AllDrives",2010
51,51,"Jarrod Lyle",54,7.17,46,642,-0.217,"DrivingPct320AllDrives",2010
51,51,"Hunter Mahan",85,7.17,67,934,-0.418,"DrivingPct320AllDrives",2010
53,53,"Rickie Fowler",98,6.74,78,1157,-0.244,"DrivingPct320AllDrives",2010
54,54,"Bill Haas",87,6.72,70,1042,-0.257,"DrivingPct320AllDrives",2010
55,55,"Chris Wilson",65,6.63,48,724,-0.083,"DrivingPct320AllDrives",2010
56,56,"Ernie Els",72,6.62,51,770,-0.196,"DrivingPct320AllDrives",2010
57,57,"Ryan Moore",80,6.57,56,853,-0.143,"DrivingPct320AllDrives",2010
57,57,"Geoff Ogilvy",62,6.57,46,700,-0.239,"DrivingPct320AllDrives",2010
59,59,"Jimmy Walker",82,6.49,63,971,-0.159,"DrivingPct320AllDrives",2010
60,60,"Steve Elkington",74,6.37,52,816,-0.308,"DrivingPct320AllDrives",2010
61,61,"Matt Every",60,6.36,45,707,-0.089,"DrivingPct320AllDrives",2010
62,62,"Ted Purdy",86,6.23,65,1043,-0.308,"DrivingPct320AllDrives",2010
63,63,"Jonathan Byrd",85,6.22,71,1142,-0.211,"DrivingPct320AllDrives",2010
64,64,"JJ Henry",92,6.19,68,1099,-0.382,"DrivingPct320AllDrives",2010
65,65,"Blake Adams",84,6.14,64,1043,-0.219,"DrivingPct320AllDrives",2010
66,66,"Matt Jones",89,6.12,68,1112,-0.309,"DrivingPct320AllDrives",2010
67,67,"David Lutterus",69,6.02,47,781,-0.021,"DrivingPct320AllDrives",2010
68,68,"John Merrick",109,5.99,77,1286,-0.247,"DrivingPct320AllDrives",2010
69,69,"Will Ma Kenzie",72,5.9,56,949,-0.196,"DrivingPct320AllDrives",2010
70,70,"Robert Allenby",76,5.85,50,854,-0.28,"DrivingPct320AllDrives",2010
71,71,"Scott McCarron",90,5.81,67,1153,-0.328,"DrivingPct320AllDrives",2010
71,71,"Boo Weekley",88,5.81,60,1033,-0.167,"DrivingPct320AllDrives",2010
73,73,"Stuart Appleby",101,5.79,71,1226,-0.211,"DrivingPct320AllDrives",2010
74,74,"YE Yang",72,5.76,47,816,-0.298,"DrivingPct320AllDrives",2010
75,75,"Padraig Harrington",57,5.72,35,612,-0.429,"DrivingPct320AllDrives",2010
76,76,"Jeff Gove",57,5.71,35,613,-0.029,"DrivingPct320AllDrives",2010
77,77,"Nicholas Thompson",88,5.7,61,1071,-0.213,"DrivingPct320AllDrives",2010
78,78,"Bill Lunde",79,5.59,52,930,-0.269,"DrivingPct320AllDrives",2010
78,78,"Cameron Percy",73,5.59,46,823,-0.174,"DrivingPct320AllDrives",2010
80,80,"Rich Barcelo",70,5.56,45,809,-0.111,"DrivingPct320AllDrives",2010
81,81,"Adam Scott",70,5.52,40,724,-0.3,"DrivingPct320AllDrives",2010
82,82,"Michael Letzig",84,5.48,61,1114,-0.213,"DrivingPct320AllDrives",2010
83,83,"Matt Kuchar",97,5.44,57,1048,-0.175,"DrivingPct320AllDrives",2010
84,84,"Steve Stricker",73,5.36,42,784,-0.286,"DrivingPct320AllDrives",2010
85,85,"Tim Herron",79,5.3,51,962,-0.353,"DrivingPct320AllDrives",2010
86,86,"George McNeill",79,5.12,50,976,-0.26,"DrivingPct320AllDrives",2010
86,86,"John Senden",103,5.12,62,1212,-0.323,"DrivingPct320AllDrives",2010
86,86,"Jeev Milkha Singh",59,5.12,37,722,-0.27,"DrivingPct320AllDrives",2010
89,89,"Kevin Streelman",90,5.11,57,1116,-0.211,"DrivingPct320AllDrives",2010
90,90,"Kevin Stadler",86,5.08,51,1004,-0.098,"DrivingPct320AllDrives",2010
91,91,"Paul Stankowski",62,5,37,740,-0.162,"DrivingPct320AllDrives",2010
92,92,"Brenden Pappas",66,4.97,38,764,-0.158,"DrivingPct320AllDrives",2010
93,93,"Joe Ogilvie",99,4.85,58,1196,-0.328,"DrivingPct320AllDrives",2010
94,94,"Mathew Goggin",85,4.82,51,1059,-0.118,"DrivingPct320AllDrives",2010
94,94,"Justin Rose",78,4.82,47,975,-0.319,"DrivingPct320AllDrives",2010
96,96,"David Duval",71,4.77,37,775,-0.297,"DrivingPct320AllDrives",2010
97,97,"Henrik Bjornstad",72,4.74,39,822,-0.282,"DrivingPct320AllDrives",2010
97,97,"Pat Perez",90,4.74,55,1160,-0.273,"DrivingPct320AllDrives",2010
99,99,"Andrew McLardy",52,4.72,29,614,0.103,"DrivingPct320AllDrives",2010
100,100,"Steve Wheatcroft",74,4.71,38,806,-0.211,"DrivingPct320AllDrives",2010
101,101,"Troy Merritt",86,4.66,50,1072,-0.2,"DrivingPct320AllDrives",2010
102,102,"Greg Owen",69,4.63,40,863,-0.075,"DrivingPct320AllDrives",2010
102,102,"Chris Tidland",77,4.63,44,951,-0.182,"DrivingPct320AllDrives",2010
104,104,"James Nitties",92,4.44,50,1125,-0.26,"DrivingPct320AllDrives",2010
105,105,"Brendon de Jonge",114,4.43,56,1264,-0.339,"DrivingPct320AllDrives",2010
106,106,"Stephen Ames",75,4.37,42,962,-0.095,"DrivingPct320AllDrives",2010
107,107,"Lee Janzen",77,4.21,41,973,-0.146,"DrivingPct320AllDrives",2010
108,108,"Michael Bradley",77,4.2,40,952,-0.225,"DrivingPct320AllDrives",2010
109,109,"Brian Stuard",81,4.15,41,988,-0.244,"DrivingPct320AllDrives",2010
110,110,"Roland Thatcher",72,4.02,38,946,-0.158,"DrivingPct320AllDrives",2010
111,111,"Cliff Kresge",50,3.99,25,626,-0.4,"DrivingPct320AllDrives",2010
112,112,"Kris Blanks",91,3.88,40,1031,-0.15,"DrivingPct320AllDrives",2010
113,113,"Tom Gillis",97,3.83,48,1254,-0.292,"DrivingPct320AllDrives",2010
114,114,"Vance Veazey",58,3.74,25,668,-0.08,"DrivingPct320AllDrives",2010
115,115,"Rod Pampling",77,3.7,36,974,-0.167,"DrivingPct320AllDrives",2010
116,116,"Chad Campbell",95,3.63,41,1129,-0.293,"DrivingPct320AllDrives",2010
117,117,"Ian Poulter",55,3.59,17,474,0,"DrivingPct320AllDrives",2010
118,118,"Freddie Jacobson",83,3.53,38,1076,-0.368,"DrivingPct320AllDrives",2010
119,119,"Steve Marino",81,3.51,31,882,-0.258,"DrivingPct320AllDrives",2010
120,120,"Webb Simpson",98,3.44,44,1278,-0.273,"DrivingPct320AllDrives",2010
121,121,"Chris Stroud",90,3.4,34,1001,-0.265,"DrivingPct320AllDrives",2010
122,122,"Ricky Barnes",103,3.39,39,1152,-0.359,"DrivingPct320AllDrives",2010
123,123,"KJ Choi",82,3.29,28,850,-0.214,"DrivingPct320AllDrives",2010
124,124,"Nathan Green",86,3.27,37,1130,-0.243,"DrivingPct320AllDrives",2010
125,125,"Bob Estes",79,3.25,32,985,-0.25,"DrivingPct320AllDrives",2010
126,126,"Jerod Turner",54,3.24,18,556,0.111,"DrivingPct320AllDrives",2010
127,127,"Aron Price",70,3.23,28,866,-0.25,"DrivingPct320AllDrives",2010
127,127,"Kevin Sutherland",86,3.23,35,1082,-0.286,"DrivingPct320AllDrives",2010
129,129,"Cameron Beckman",68,3.04,25,823,-0.2,"DrivingPct320AllDrives",2010
129,129,"Zach Johnson",93,3.04,32,1051,-0.313,"DrivingPct320AllDrives",2010
131,131,"John Mallinger",78,2.87,26,907,-0.231,"DrivingPct320AllDrives",2010
132,132,"Woody Austin",93,2.77,32,1155,-0.094,"DrivingPct320AllDrives",2010
