"GIRPutting1520_RANKTHISWEEK_2006","GIRPutting1520_RANKLASTWEEK_2006","GIRPutting1520_PLAYERNAME_2006","GIRPutting1520_ROUNDS_2006","GIRPutting1520_Pct_2006","GIRPutting1520_ATTEMPTS_2006","GIRPutting1520_PUTTSMADE_2006","stat_name","year"
1,1,"Shane Bertsch",104,29.03,124,36,"GIRPutting1520",2006
2,2,"Arjun Atwal",97,26.98,126,34,"GIRPutting1520",2006
3,3,"Tiger Woods",55,26.79,56,15,"GIRPutting1520",2006
4,4,"Daniel Chopra",110,26.52,132,35,"GIRPutting1520",2006
5,5,"Geoff Ogilvy",76,25.93,81,21,"GIRPutting1520",2006
6,6,"Mark Calcavecchia",94,25,104,26,"GIRPutting1520",2006
7,7,"Ben Crane",85,24.74,97,24,"GIRPutting1520",2006
8,8,"Craig Barlow",77,24.68,77,19,"GIRPutting1520",2006
9,9,"Luke Donald",66,24.59,61,15,"GIRPutting1520",2006
10,10,"Frank Lickliter II",99,24.32,148,36,"GIRPutting1520",2006
11,11,"Brent Geiberger",99,24.14,116,28,"GIRPutting1520",2006
12,12,"Chris Riley",86,23.91,92,22,"GIRPutting1520",2006
13,13,"Tommy Armour III",65,23.75,80,19,"GIRPutting1520",2006
14,14,"Ron Whittaker",81,23.48,115,27,"GIRPutting1520",2006
15,15,"Robert Damron",91,23.13,134,31,"GIRPutting1520",2006
16,16,"Doug Barron",74,23.08,91,21,"GIRPutting1520",2006
17,17,"Stephen Ames",63,22.97,74,17,"GIRPutting1520",2006
18,18,"Michael Allen",84,22.94,109,25,"GIRPutting1520",2006
18,18,"Jason Gore",86,22.94,109,25,"GIRPutting1520",2006
20,20,"John Engler Jr",69,22.86,70,16,"GIRPutting1520",2006
21,21,"Kent Jones",103,22.63,137,31,"GIRPutting1520",2006
22,22,"Chad Campbell",91,22.61,115,26,"GIRPutting1520",2006
23,23,"Tom Pernice Jr",108,22.44,156,35,"GIRPutting1520",2006
24,24,"Brian Gay",107,22.35,170,38,"GIRPutting1520",2006
25,25,"Vaughn Taylor",88,22.32,112,25,"GIRPutting1520",2006
26,26,"Sergio Garcia",59,22.22,54,12,"GIRPutting1520",2006
26,26,"Phil Mickelson",74,22.22,72,16,"GIRPutting1520",2006
26,26,"Corey Pavin",74,22.22,99,22,"GIRPutting1520",2006
29,29,"Billy Mayfair",94,22.12,104,23,"GIRPutting1520",2006
30,30,"David Duval",71,22.08,77,17,"GIRPutting1520",2006
