"LateRound4ScoringAverage_RANKTHISWEEK_2006","LateRound4ScoringAverage_RANKLASTWEEK_2006","LateRound4ScoringAverage_PLAYERNAME_2006","LateRound4ScoringAverage__2006","LateRound4ScoringAverage_AVG_2006","LateRound4ScoringAverage_TOTALSTROKES_2006","LateRound4ScoringAverage_TOTALROUNDS_2006","stat_name","year"
1,1,"Bob May",NA,66.75,267,4,"LateRound4ScoringAverage",2006
2,2,"John Huston",NA,67,67,1,"LateRound4ScoringAverage",2006
3,3,"Todd Hamilton",NA,67.5,135,2,"LateRound4ScoringAverage",2006
4,4,"Omar Uresti",NA,68.4,342,5,"LateRound4ScoringAverage",2006
5,5,"Jose Maria Olazabal",NA,68.6,343,5,"LateRound4ScoringAverage",2006
6,6,"Tiger Woods",NA,68.75,825,12,"LateRound4ScoringAverage",2006
7,7,"Paul Goydos",NA,68.8,344,5,"LateRound4ScoringAverage",2006
8,8,"Michael Connell",NA,69,69,1,"LateRound4ScoringAverage",2006
8,8,"Ben Crane",NA,69,414,6,"LateRound4ScoringAverage",2006
8,8,"Jason Gore",NA,69,276,4,"LateRound4ScoringAverage",2006
8,8,"Mark OMeara",NA,69,138,2,"LateRound4ScoringAverage",2006
8,8,"Paul Stankowski",NA,69,207,3,"LateRound4ScoringAverage",2006
8,8,"Steve Stricker",NA,69,690,10,"LateRound4ScoringAverage",2006
14,14,"Heath Slocum",NA,69.14,484,7,"LateRound4ScoringAverage",2006
15,15,"Frank Lickliter II",NA,69.2,692,10,"LateRound4ScoringAverage",2006
16,16,"Shigeki Maruyama",NA,69.22,623,9,"LateRound4ScoringAverage",2006
17,17,"Doug Barron",NA,69.25,277,4,"LateRound4ScoringAverage",2006
17,17,"Chris Couch",NA,69.25,277,4,"LateRound4ScoringAverage",2006
19,19,"Eric Axley",NA,69.43,486,7,"LateRound4ScoringAverage",2006
20,20,"David Duval",NA,69.5,139,2,"LateRound4ScoringAverage",2006
20,20,"Brian Gay",NA,69.5,695,10,"LateRound4ScoringAverage",2006
22,22,"Adam Scott",NA,69.58,835,12,"LateRound4ScoringAverage",2006
23,23,"Corey Pavin",NA,69.67,418,6,"LateRound4ScoringAverage",2006
24,24,"Stewart Cink",NA,69.7,697,10,"LateRound4ScoringAverage",2006
25,25,"Steve Lowery",NA,69.71,488,7,"LateRound4ScoringAverage",2006
25,25,"Jeff Sluman",NA,69.71,488,7,"LateRound4ScoringAverage",2006
27,27,"Dudley Hart",NA,69.83,419,6,"LateRound4ScoringAverage",2006
27,27,"Jerry Kelly",NA,69.83,838,12,"LateRound4ScoringAverage",2006
29,29,"Shane Bertsch",NA,69.88,559,8,"LateRound4ScoringAverage",2006
30,30,"Ryuji Imada",NA,69.89,629,9,"LateRound4ScoringAverage",2006
31,31,"Jim Furyk",NA,69.9,1398,20,"LateRound4ScoringAverage",2006
32,32,"Luke Donald",NA,69.91,769,11,"LateRound4ScoringAverage",2006
33,33,"Paul Azinger",NA,70,420,6,"LateRound4ScoringAverage",2006
33,33,"John Engler Jr",NA,70,210,3,"LateRound4ScoringAverage",2006
33,33,"Mathew Goggin",NA,70,280,4,"LateRound4ScoringAverage",2006
33,33,"Scott Gutschewski",NA,70,350,5,"LateRound4ScoringAverage",2006
33,33,"Patrick Sheehan",NA,70,350,5,"LateRound4ScoringAverage",2006
33,33,"Vaughn Taylor",NA,70,840,12,"LateRound4ScoringAverage",2006
39,39,"Brett Quigley",NA,70.06,1121,16,"LateRound4ScoringAverage",2006
40,40,"Nick Watney",NA,70.1,701,10,"LateRound4ScoringAverage",2006
41,41,"Bernhard Langer",NA,70.14,491,7,"LateRound4ScoringAverage",2006
42,42,"David Toms",NA,70.18,772,11,"LateRound4ScoringAverage",2006
43,43,"Woody Austin",NA,70.2,702,10,"LateRound4ScoringAverage",2006
43,43,"Carl Pettersson",NA,70.2,702,10,"LateRound4ScoringAverage",2006
45,45,"Brett Wetterich",NA,70.22,632,9,"LateRound4ScoringAverage",2006
46,46,"Brian Bateman",NA,70.25,281,4,"LateRound4ScoringAverage",2006
46,46,"David Branshaw",NA,70.25,562,8,"LateRound4ScoringAverage",2006
46,46,"Joey Sindelar",NA,70.25,562,8,"LateRound4ScoringAverage",2006
49,49,"Jesper Parnevik",NA,70.29,492,7,"LateRound4ScoringAverage",2006
50,50,"Joe Durant",NA,70.33,1055,15,"LateRound4ScoringAverage",2006
50,50,"Charles Howell III",NA,70.33,422,6,"LateRound4ScoringAverage",2006
50,50,"Kent Jones",NA,70.33,422,6,"LateRound4ScoringAverage",2006
50,50,"Tim Petrovic",NA,70.33,211,3,"LateRound4ScoringAverage",2006
50,50,"Tjaart van der Walt",NA,70.33,211,3,"LateRound4ScoringAverage",2006
55,55,"Jonathan Byrd",NA,70.38,563,8,"LateRound4ScoringAverage",2006
55,55,"DJ Trahan",NA,70.38,563,8,"LateRound4ScoringAverage",2006
57,57,"Scott Verplank",NA,70.4,704,10,"LateRound4ScoringAverage",2006
58,58,"Charles Warren",NA,70.42,845,12,"LateRound4ScoringAverage",2006
59,59,"Rory Sabbatini",NA,70.43,493,7,"LateRound4ScoringAverage",2006
60,60,"Camilo Villegas",NA,70.44,634,9,"LateRound4ScoringAverage",2006
61,61,"Tom Pernice Jr",NA,70.46,916,13,"LateRound4ScoringAverage",2006
62,62,"Craig Barlow",NA,70.5,423,6,"LateRound4ScoringAverage",2006
62,62,"Stephen Leaney",NA,70.5,564,8,"LateRound4ScoringAverage",2006
64,64,"Fred Funk",NA,70.54,917,13,"LateRound4ScoringAverage",2006
65,65,"David McKenzie",NA,70.57,494,7,"LateRound4ScoringAverage",2006
65,65,"Bubba Watson",NA,70.57,494,7,"LateRound4ScoringAverage",2006
67,67,"John Rollins",NA,70.58,847,12,"LateRound4ScoringAverage",2006
68,68,"Stephen Ames",NA,70.6,353,5,"LateRound4ScoringAverage",2006
68,68,"Hunter Mahan",NA,70.6,706,10,"LateRound4ScoringAverage",2006
70,70,"Alex Cejka",NA,70.67,636,9,"LateRound4ScoringAverage",2006
70,70,"KJ Choi",NA,70.67,636,9,"LateRound4ScoringAverage",2006
70,70,"Ian Poulter",NA,70.67,636,9,"LateRound4ScoringAverage",2006
73,73,"Trevor Immelman",NA,70.71,990,14,"LateRound4ScoringAverage",2006
73,73,"Kenny Perry",NA,70.71,495,7,"LateRound4ScoringAverage",2006
75,75,"Jason Bohn",NA,70.73,778,11,"LateRound4ScoringAverage",2006
76,76,"Billy Mayfair",NA,70.75,566,8,"LateRound4ScoringAverage",2006
76,76,"Jimmy Walker",NA,70.75,283,4,"LateRound4ScoringAverage",2006
78,78,"Lee Janzen",NA,70.8,354,5,"LateRound4ScoringAverage",2006
79,79,"Jeff Brehaut",NA,70.83,425,6,"LateRound4ScoringAverage",2006
79,79,"Brian Davis",NA,70.83,425,6,"LateRound4ScoringAverage",2006
81,81,"Briny Baird",NA,70.85,921,13,"LateRound4ScoringAverage",2006
82,82,"Davis Love III",NA,70.86,496,7,"LateRound4ScoringAverage",2006
82,82,"Daisuke Maruyama",NA,70.86,496,7,"LateRound4ScoringAverage",2006
84,84,"Justin Leonard",NA,70.88,567,8,"LateRound4ScoringAverage",2006
85,85,"Bill Haas",NA,70.89,638,9,"LateRound4ScoringAverage",2006
85,85,"Tim Herron",NA,70.89,638,9,"LateRound4ScoringAverage",2006
87,87,"Marco Dawson",NA,71,426,6,"LateRound4ScoringAverage",2006
87,87,"JP Hayes",NA,71,426,6,"LateRound4ScoringAverage",2006
87,87,"JJ Henry",NA,71,710,10,"LateRound4ScoringAverage",2006
87,87,"Charley Hoffman",NA,71,923,13,"LateRound4ScoringAverage",2006
87,87,"Richard Johnson",NA,71,710,10,"LateRound4ScoringAverage",2006
87,87,"JL Lewis",NA,71,284,4,"LateRound4ScoringAverage",2006
87,87,"John Senden",NA,71,426,6,"LateRound4ScoringAverage",2006
87,87,"Vijay Singh",NA,71,1136,16,"LateRound4ScoringAverage",2006
87,87,"Dean Wilson",NA,71,781,11,"LateRound4ScoringAverage",2006
96,96,"Stuart Appleby",NA,71.1,711,10,"LateRound4ScoringAverage",2006
97,97,"Kris Cox",NA,71.17,427,6,"LateRound4ScoringAverage",2006
98,98,"John Cook",NA,71.2,356,5,"LateRound4ScoringAverage",2006
98,98,"Lucas Glover",NA,71.2,1068,15,"LateRound4ScoringAverage",2006
98,98,"Nathan Green",NA,71.2,712,10,"LateRound4ScoringAverage",2006
101,101,"Carlos Franco",NA,71.25,285,4,"LateRound4ScoringAverage",2006
101,101,"Joe Ogilvie",NA,71.25,570,8,"LateRound4ScoringAverage",2006
101,101,"Jerry Smith",NA,71.25,285,4,"LateRound4ScoringAverage",2006
101,101,"Roger Tambellini",NA,71.25,285,4,"LateRound4ScoringAverage",2006
105,105,"Zach Johnson",NA,71.27,784,11,"LateRound4ScoringAverage",2006
105,105,"Justin Rose",NA,71.27,1069,15,"LateRound4ScoringAverage",2006
107,107,"Jeff Gove",NA,71.29,499,7,"LateRound4ScoringAverage",2006
107,107,"Will Ma Kenzie",NA,71.29,499,7,"LateRound4ScoringAverage",2006
109,109,"Retief Goosen",NA,71.36,785,11,"LateRound4ScoringAverage",2006
109,109,"Ted Purdy",NA,71.36,785,11,"LateRound4ScoringAverage",2006
111,111,"Robert Allenby",NA,71.4,714,10,"LateRound4ScoringAverage",2006
111,111,"Tommy Armour III",NA,71.4,357,5,"LateRound4ScoringAverage",2006
111,111,"Steve Elkington",NA,71.4,357,5,"LateRound4ScoringAverage",2006
111,111,"Ron Whittaker",NA,71.4,357,5,"LateRound4ScoringAverage",2006
115,115,"Robert Garrigus",NA,71.43,500,7,"LateRound4ScoringAverage",2006
