"AveragePuttingDistanceAll2putts_RANKTHISWEEK_2009","AveragePuttingDistanceAll2putts_RANKLASTWEEK_2009","AveragePuttingDistanceAll2putts_PLAYERNAME_2009","AveragePuttingDistanceAll2putts_ROUNDS_2009","AveragePuttingDistanceAll2putts_AVG_2009","AveragePuttingDistanceAll2putts_DISTANCEFEET_2009","AveragePuttingDistanceAll2putts_TOTALPUTTS_2009","stat_name","year"
104,104,"Daniel Chopra",89,NA,17627.5,789,"AveragePuttingDistanceAll2putts",2009
104,104,"Harrison Frazar",93,NA,18679.667,837,"AveragePuttingDistanceAll2putts",2009
104,104,"Sergio Garcia",59,NA,10348.333,464,"AveragePuttingDistanceAll2putts",2009
104,104,"Michael Letzig",96,NA,18700.25,838,"AveragePuttingDistanceAll2putts",2009
104,104,"Nicholas Thompson",96,NA,19657.583,881,"AveragePuttingDistanceAll2putts",2009
104,104,"Johnson Wagner",81,NA,17339.25,775,"AveragePuttingDistanceAll2putts",2009
104,104,"Jimmy Walker",74,NA,14269.667,639,"AveragePuttingDistanceAll2putts",2009
104,104,"Casey Wittenberg",71,NA,12790.75,573,"AveragePuttingDistanceAll2putts",2009
113,113,"Lucas Glover",93,NA,17409.583,782,"AveragePuttingDistanceAll2putts",2009
113,113,"Padraig Harrington",66,NA,9817.25,441,"AveragePuttingDistanceAll2putts",2009
113,113,"Bob Heintz",59,NA,11256.667,505,"AveragePuttingDistanceAll2putts",2009
113,113,"Tim Herron",87,NA,18038.917,811,"AveragePuttingDistanceAll2putts",2009
113,113,"Davis Love III",89,NA,18162.917,816,"AveragePuttingDistanceAll2putts",2009
113,113,"Jeff Maggert",79,NA,17031,765,"AveragePuttingDistanceAll2putts",2009
113,113,"Parker McLachlin",71,NA,13948.25,628,"AveragePuttingDistanceAll2putts",2009
113,113,"Ted Purdy",101,NA,20004.833,900,"AveragePuttingDistanceAll2putts",2009
121,121,"Mark Brooks",55,NA,8685.333,392,"AveragePuttingDistanceAll2putts",2009
121,121,"Jerry Kelly",90,NA,16559.833,746,"AveragePuttingDistanceAll2putts",2009
121,121,"Cliff Kresge",78,NA,14774.667,667,"AveragePuttingDistanceAll2putts",2009
121,121,"Brian Vranesh",51,NA,9332.583,421,"AveragePuttingDistanceAll2putts",2009
125,125,"Jonathan Byrd",89,NA,18182.167,823,"AveragePuttingDistanceAll2putts",2009
125,125,"Mark Calcavecchia",72,NA,13398.667,607,"AveragePuttingDistanceAll2putts",2009
125,125,"Todd Hamilton",83,NA,14678.833,664,"AveragePuttingDistanceAll2putts",2009
125,125,"Tom Lehman",55,NA,8888.333,402,"AveragePuttingDistanceAll2putts",2009
125,125,"Phil Mickelson",66,NA,10546.167,477,"AveragePuttingDistanceAll2putts",2009
125,125,"Webb Simpson",94,NA,17964.417,813,"AveragePuttingDistanceAll2putts",2009
125,125,"Peter Tomasulo",61,NA,10489.25,475,"AveragePuttingDistanceAll2putts",2009
132,132,"Bart Bryant",58,NA,12135,551,"AveragePuttingDistanceAll2putts",2009
132,132,"Chris DiMarco",97,NA,19413.667,883,"AveragePuttingDistanceAll2putts",2009
132,132,"Tom Pernice Jr",82,NA,16388.083,744,"AveragePuttingDistanceAll2putts",2009
132,132,"Ian Poulter",59,NA,8635.583,392,"AveragePuttingDistanceAll2putts",2009
132,132,"Patrick Sheehan",51,NA,9010.083,409,"AveragePuttingDistanceAll2putts",2009
137,137,"David Duval",56,NA,10356.583,472,"AveragePuttingDistanceAll2putts",2009
137,137,"Mike Weir",85,NA,13800.667,629,"AveragePuttingDistanceAll2putts",2009
137,137,"Dean Wilson",81,NA,15141.333,692,"AveragePuttingDistanceAll2putts",2009
140,140,"Brian Davis",103,NA,19098.167,875,"AveragePuttingDistanceAll2putts",2009
140,140,"Dustin Johnson",85,NA,14267.583,653,"AveragePuttingDistanceAll2putts",2009
140,140,"Kevin Na",91,NA,16450.083,753,"AveragePuttingDistanceAll2putts",2009
140,140,"Jeff Overton",92,NA,15823.917,726,"AveragePuttingDistanceAll2putts",2009
144,144,"Fred Couples",54,NA,9383.167,431,"AveragePuttingDistanceAll2putts",2009
144,144,"Brendon de Jonge",90,NA,17932.833,823,"AveragePuttingDistanceAll2putts",2009
144,144,"Derek Fathauer",63,NA,11199.333,515,"AveragePuttingDistanceAll2putts",2009
144,144,"Steve Flesch",77,NA,14097,648,"AveragePuttingDistanceAll2putts",2009
144,144,"Paul Goydos",79,NA,13971.75,643,"AveragePuttingDistanceAll2putts",2009
144,144,"Lee Janzen",74,NA,12892.917,592,"AveragePuttingDistanceAll2putts",2009
144,144,"Rocco Mediate",79,NA,15026.583,691,"AveragePuttingDistanceAll2putts",2009
144,144,"DJ Trahan",96,NA,18608.167,854,"AveragePuttingDistanceAll2putts",2009
144,144,"Kirk Triplett",60,NA,11640.417,536,"AveragePuttingDistanceAll2putts",2009
144,144,"Charles Warren",63,NA,12060.167,555,"AveragePuttingDistanceAll2putts",2009
154,154,"Robert Garrigus",83,NA,16443.917,758,"AveragePuttingDistanceAll2putts",2009
154,154,"Nick OHern",90,NA,19040.417,880,"AveragePuttingDistanceAll2putts",2009
154,154,"Rod Pampling",72,NA,13644.333,629,"AveragePuttingDistanceAll2putts",2009
154,154,"Chez Reavie",81,NA,16270.5,751,"AveragePuttingDistanceAll2putts",2009
154,154,"David Toms",98,NA,17950.25,828,"AveragePuttingDistanceAll2putts",2009
154,154,"Scott Verplank",88,NA,17817.583,821,"AveragePuttingDistanceAll2putts",2009
160,160,"Robert Allenby",71,NA,12637.917,586,"AveragePuttingDistanceAll2putts",2009
160,160,"Peter Lonard",86,NA,17555.083,813,"AveragePuttingDistanceAll2putts",2009
160,160,"Rick Price",54,NA,9460.583,439,"AveragePuttingDistanceAll2putts",2009
160,160,"Heath Slocum",95,NA,19315.083,894,"AveragePuttingDistanceAll2putts",2009
160,160,"Boo Weekley",79,NA,15021.333,697,"AveragePuttingDistanceAll2putts",2009
165,165,"Jason Bohn",88,NA,19012.25,885,"AveragePuttingDistanceAll2putts",2009
165,165,"Jason Gore",74,NA,13645.917,635,"AveragePuttingDistanceAll2putts",2009
167,167,"Justin Leonard",95,NA,16289.583,760,"AveragePuttingDistanceAll2putts",2009
168,168,"Stuart Appleby",79,NA,14857.083,696,"AveragePuttingDistanceAll2putts",2009
168,168,"Tommy Armour III",58,NA,11935.333,560,"AveragePuttingDistanceAll2putts",2009
168,168,"Alex Cejka",82,NA,15496.917,727,"AveragePuttingDistanceAll2putts",2009
168,168,"Joe Durant",62,NA,10728.833,503,"AveragePuttingDistanceAll2putts",2009
172,172,"Ricky Barnes",67,NA,11887.333,559,"AveragePuttingDistanceAll2putts",2009
172,172,"Tim Clark",81,NA,12134.167,572,"AveragePuttingDistanceAll2putts",2009
172,172,"JB Holmes",74,NA,13134,617,"AveragePuttingDistanceAll2putts",2009
172,172,"Vijay Singh",71,NA,11088.583,522,"AveragePuttingDistanceAll2putts",2009
172,172,"Jay Williamson",69,NA,13094.333,616,"AveragePuttingDistanceAll2putts",2009
177,177,"Will Ma Kenzie",69,NA,13818.333,654,"AveragePuttingDistanceAll2putts",2009
178,178,"Greg Kraft",51,NA,8882.083,421,"AveragePuttingDistanceAll2putts",2009
178,178,"Matt Weibring",65,NA,11212.833,532,"AveragePuttingDistanceAll2putts",2009
180,180,"Ernie Els",70,NA,11403.667,543,"AveragePuttingDistanceAll2putts",2009
181,181,"Ken Duke",87,NA,14888,711,"AveragePuttingDistanceAll2putts",2009
182,182,"Rory Sabbatini",81,NA,14151.917,681,"AveragePuttingDistanceAll2putts",2009
182,182,"Darron Stiles",52,NA,8687.167,418,"AveragePuttingDistanceAll2putts",2009
184,184,"Kris Blanks",60,NA,9864.5,483,"AveragePuttingDistanceAll2putts",2009
