"Round1ScoringAverage_RANKTHISWEEK_2013","Round1ScoringAverage_RANKLASTWEEK_2013","Round1ScoringAverage_PLAYERNAME_2013","Round1ScoringAverage__2013","Round1ScoringAverage_AVG_2013","Round1ScoringAverage_TOTALSTROKES_2013","Round1ScoringAverage_TOTALROUNDS_2013","stat_name","year"
1,1,"Steve Stricker",NA,68.83,826,12,"Round1ScoringAverage",2013
2,2,"Tiger Woods",NA,68.93,1034,15,"Round1ScoringAverage",2013
3,3,"Sergio Garcia",NA,69.13,1106,16,"Round1ScoringAverage",2013
4,4,"Justin Rose",NA,69.25,1108,16,"Round1ScoringAverage",2013
5,5,"Zach Johnson",NA,69.3,1594,23,"Round1ScoringAverage",2013
6,6,"Matt Kuchar",NA,69.59,1531,22,"Round1ScoringAverage",2013
6,6,"Ryan Palmer",NA,69.59,1531,22,"Round1ScoringAverage",2013
8,8,"Charley Hoffman",NA,69.65,1602,23,"Round1ScoringAverage",2013
8,8,"Brandt Snedeker",NA,69.65,1602,23,"Round1ScoringAverage",2013
8,8,"Henrik Stenson",NA,69.65,1184,17,"Round1ScoringAverage",2013
11,11,"Hunter Mahan",NA,69.67,1672,24,"Round1ScoringAverage",2013
12,12,"Charl Schwartzel",NA,69.72,1255,18,"Round1ScoringAverage",2013
13,13,"Graham DeLaet",NA,69.73,1813,26,"Round1ScoringAverage",2013
13,13,"Camilo Villegas",NA,69.73,1534,22,"Round1ScoringAverage",2013
15,15,"Chris Kirk",NA,69.75,1674,24,"Round1ScoringAverage",2013
16,16,"Brad Fritsch",NA,69.78,1605,23,"Round1ScoringAverage",2013
17,17,"Roberto Castro",NA,69.79,2024,29,"Round1ScoringAverage",2013
18,18,"Billy Horschel",NA,69.81,1815,26,"Round1ScoringAverage",2013
18,18,"Phil Mickelson",NA,69.81,1466,21,"Round1ScoringAverage",2013
20,20,"Matt Jones",NA,69.83,1676,24,"Round1ScoringAverage",2013
21,21,"Jerry Kelly",NA,69.91,1538,22,"Round1ScoringAverage",2013
22,22,"Daniel Summerhays",NA,69.92,1818,26,"Round1ScoringAverage",2013
23,23,"Harris English",NA,69.96,1819,26,"Round1ScoringAverage",2013
23,23,"Jeff Overton",NA,69.96,1679,24,"Round1ScoringAverage",2013
23,23,"Jimmy Walker",NA,69.96,1679,24,"Round1ScoringAverage",2013
26,26,"Bob Estes",NA,70,1260,18,"Round1ScoringAverage",2013
26,26,"Peter Hanson",NA,70,910,13,"Round1ScoringAverage",2013
26,26,"Freddie Jacobson",NA,70,1260,18,"Round1ScoringAverage",2013
26,26,"Gary Woodland",NA,70,1750,25,"Round1ScoringAverage",2013
30,30,"Keegan Bradley",NA,70.08,1682,24,"Round1ScoringAverage",2013
30,30,"Charles Howell III",NA,70.08,1752,25,"Round1ScoringAverage",2013
32,32,"Jason Day",NA,70.1,1402,20,"Round1ScoringAverage",2013
32,32,"Morgan Hoffmann",NA,70.1,1402,20,"Round1ScoringAverage",2013
34,34,"Brendon de Jonge",NA,70.13,2104,30,"Round1ScoringAverage",2013
34,34,"Adam Scott",NA,70.13,1052,15,"Round1ScoringAverage",2013
36,36,"Jordan Spieth",NA,70.17,1614,23,"Round1ScoringAverage",2013
37,37,"Lee Westwood",NA,70.22,1264,18,"Round1ScoringAverage",2013
38,38,"Bubba Watson",NA,70.25,1405,20,"Round1ScoringAverage",2013
39,39,"Jason Dufner",NA,70.29,1476,21,"Round1ScoringAverage",2013
40,40,"Bryce Molder",NA,70.3,1617,23,"Round1ScoringAverage",2013
41,41,"Chez Reavie",NA,70.36,1548,22,"Round1ScoringAverage",2013
42,42,"DJ Trahan",NA,70.4,1056,15,"Round1ScoringAverage",2013
43,43,"Boo Weekley",NA,70.41,1901,27,"Round1ScoringAverage",2013
44,44,"Brian Gay",NA,70.42,1690,24,"Round1ScoringAverage",2013
44,44,"Webb Simpson",NA,70.42,1690,24,"Round1ScoringAverage",2013
46,46,"Kevin Streelman",NA,70.44,1761,25,"Round1ScoringAverage",2013
47,47,"Ben Crane",NA,70.45,1409,20,"Round1ScoringAverage",2013
48,48,"Rory Sabbatini",NA,70.48,1762,25,"Round1ScoringAverage",2013
49,49,"Dustin Johnson",NA,70.52,1481,21,"Round1ScoringAverage",2013
49,49,"Jason Kokrak",NA,70.52,1763,25,"Round1ScoringAverage",2013
51,51,"Matt Every",NA,70.64,1978,28,"Round1ScoringAverage",2013
52,52,"Kevin Stadler",NA,70.67,1696,24,"Round1ScoringAverage",2013
53,53,"Luke Donald",NA,70.69,1131,16,"Round1ScoringAverage",2013
53,53,"Chris Stroud",NA,70.69,1838,26,"Round1ScoringAverage",2013
55,55,"Bill Haas",NA,70.71,1697,24,"Round1ScoringAverage",2013
56,56,"John Rollins",NA,70.74,1627,23,"Round1ScoringAverage",2013
56,56,"Josh Teater",NA,70.74,1627,23,"Round1ScoringAverage",2013
58,58,"Justin Leonard",NA,70.75,1698,24,"Round1ScoringAverage",2013
58,58,"Jeff Maggert",NA,70.75,1415,20,"Round1ScoringAverage",2013
60,60,"Dicky Pride",NA,70.77,1557,22,"Round1ScoringAverage",2013
61,61,"KJ Choi",NA,70.78,1628,23,"Round1ScoringAverage",2013
61,61,"Russell Henley",NA,70.78,1628,23,"Round1ScoringAverage",2013
63,63,"Stuart Appleby",NA,70.79,1699,24,"Round1ScoringAverage",2013
63,63,"Jonas Blixt",NA,70.79,1699,24,"Round1ScoringAverage",2013
63,63,"Nicholas Thompson",NA,70.79,2053,29,"Round1ScoringAverage",2013
66,66,"Patrick Reed",NA,70.85,1842,26,"Round1ScoringAverage",2013
67,67,"John Merrick",NA,70.87,1630,23,"Round1ScoringAverage",2013
68,68,"Marc Leishman",NA,70.91,1631,23,"Round1ScoringAverage",2013
69,69,"Martin Flores",NA,70.92,1773,25,"Round1ScoringAverage",2013
69,69,"David Hearn",NA,70.92,1844,26,"Round1ScoringAverage",2013
69,69,"William McGirt",NA,70.92,1702,24,"Round1ScoringAverage",2013
72,72,"Ken Duke",NA,70.93,1986,28,"Round1ScoringAverage",2013
73,73,"Brandt Jobe",NA,70.94,1277,18,"Round1ScoringAverage",2013
74,74,"Rickie Fowler",NA,70.95,1490,21,"Round1ScoringAverage",2013
74,74,"Ryan Moore",NA,70.95,1490,21,"Round1ScoringAverage",2013
74,74,"Shawn Stefani",NA,70.95,1419,20,"Round1ScoringAverage",2013
77,77,"Brian Davis",NA,70.96,1987,28,"Round1ScoringAverage",2013
77,77,"Nick Watney",NA,70.96,1774,25,"Round1ScoringAverage",2013
79,79,"Richard Lee",NA,71,1633,23,"Round1ScoringAverage",2013
79,79,"Pat Perez",NA,71,1491,21,"Round1ScoringAverage",2013
79,79,"Vaughn Taylor",NA,71,1065,15,"Round1ScoringAverage",2013
82,82,"Ricky Barnes",NA,71.04,1776,25,"Round1ScoringAverage",2013
82,82,"Trevor Immelman",NA,71.04,1634,23,"Round1ScoringAverage",2013
82,82,"Robert Streb",NA,71.04,1705,24,"Round1ScoringAverage",2013
85,85,"Jim Furyk",NA,71.05,1492,21,"Round1ScoringAverage",2013
85,85,"Lee Williams",NA,71.05,1492,21,"Round1ScoringAverage",2013
87,87,"John Senden",NA,71.08,1706,24,"Round1ScoringAverage",2013
88,88,"Ryo Ishikawa",NA,71.09,1564,22,"Round1ScoringAverage",2013
88,88,"Tag Ridings",NA,71.09,1635,23,"Round1ScoringAverage",2013
90,90,"Ted Potter Jr",NA,71.1,1493,21,"Round1ScoringAverage",2013
91,91,"Tim Clark",NA,71.11,1351,19,"Round1ScoringAverage",2013
92,92,"Scott Langley",NA,71.12,1849,26,"Round1ScoringAverage",2013
93,93,"Greg Chalmers",NA,71.13,1707,24,"Round1ScoringAverage",2013
94,94,"Robert Garrigus",NA,71.14,1494,21,"Round1ScoringAverage",2013
95,95,"Cameron Tringale",NA,71.17,1708,24,"Round1ScoringAverage",2013
96,96,"Stewart Cink",NA,71.18,1566,22,"Round1ScoringAverage",2013
96,96,"James Driscoll",NA,71.18,1566,22,"Round1ScoringAverage",2013
96,96,"Tommy Gainey",NA,71.18,1993,28,"Round1ScoringAverage",2013
96,96,"John Huh",NA,71.18,1993,28,"Round1ScoringAverage",2013
100,100,"Angel Cabrera",NA,71.19,1495,21,"Round1ScoringAverage",2013
100,100,"Nicolas Colsaerts",NA,71.19,1139,16,"Round1ScoringAverage",2013
100,100,"Casey Wittenberg",NA,71.19,1851,26,"Round1ScoringAverage",2013
103,103,"JJ Henry",NA,71.2,1780,25,"Round1ScoringAverage",2013
103,103,"Tim Herron",NA,71.2,1068,15,"Round1ScoringAverage",2013
105,105,"Robert Karlsson",NA,71.24,1211,17,"Round1ScoringAverage",2013
105,105,"David Lynn",NA,71.24,1496,21,"Round1ScoringAverage",2013
105,105,"Brendan Steele",NA,71.24,1781,25,"Round1ScoringAverage",2013
105,105,"Bo Van Pelt",NA,71.24,1496,21,"Round1ScoringAverage",2013
109,109,"Stephen Ames",NA,71.28,1283,18,"Round1ScoringAverage",2013
110,110,"Chad Campbell",NA,71.29,1711,24,"Round1ScoringAverage",2013
110,110,"Seung Yul Noh",NA,71.29,1711,24,"Round1ScoringAverage",2013
112,112,"Carl Pettersson",NA,71.3,1640,23,"Round1ScoringAverage",2013
113,113,"James Hahn",NA,71.32,1783,25,"Round1ScoringAverage",2013
114,114,"Ben Kohles",NA,71.33,1712,24,"Round1ScoringAverage",2013
115,115,"Jason Bohn",NA,71.35,1641,23,"Round1ScoringAverage",2013
115,115,"Steve LeBrun",NA,71.35,1427,20,"Round1ScoringAverage",2013
117,117,"Jin Park",NA,71.37,1356,19,"Round1ScoringAverage",2013
118,118,"Alistair Presnell",NA,71.38,1499,21,"Round1ScoringAverage",2013
119,119,"Kevin Chappell",NA,71.42,1714,24,"Round1ScoringAverage",2013
119,119,"Brian Stuard",NA,71.42,1714,24,"Round1ScoringAverage",2013
121,121,"George McNeill",NA,71.43,1500,21,"Round1ScoringAverage",2013
121,121,"Henrik Norlander",NA,71.43,1500,21,"Round1ScoringAverage",2013
