"PuttsperRoundRound4_RANKTHISWEEK_2016","PuttsperRoundRound4_RANKLASTWEEK_2016","PuttsperRoundRound4_PLAYERNAME_2016","PuttsperRoundRound4__2016","PuttsperRoundRound4_AVG_2016","PuttsperRoundRound4_TOTALPUTTS_2016","PuttsperRoundRound4_TOTALROUNDS_2016","stat_name","year"
1,1,"Brendon Todd",NA,25.5,51,2,"PuttsperRoundRound4",2016
2,2,"Carl Pettersson",NA,26,78,3,"PuttsperRoundRound4",2016
3,3,"Seung Yul Noh",NA,26.56,239,9,"PuttsperRoundRound4",2016
4,4,"Brian Stuard",NA,26.67,80,3,"PuttsperRoundRound4",2016
5,5,"Stuart Appleby",NA,26.83,161,6,"PuttsperRoundRound4",2016
6,7,"Lucas Lee",NA,27,27,1,"PuttsperRoundRound4",2016
6,7,"Peter Malnati",NA,27,162,6,"PuttsperRoundRound4",2016
6,7,"Rory Sabbatini",NA,27,135,5,"PuttsperRoundRound4",2016
9,6,"JB Holmes",NA,27.11,244,9,"PuttsperRoundRound4",2016
9,10,"Brandt Snedeker",NA,27.11,244,9,"PuttsperRoundRound4",2016
11,12,"Bryce Molder",NA,27.25,218,8,"PuttsperRoundRound4",2016
11,14,"Vaughn Taylor",NA,27.25,109,4,"PuttsperRoundRound4",2016
13,13,"Jordan Spieth",NA,27.29,191,7,"PuttsperRoundRound4",2016
13,11,"Chris Stroud",NA,27.29,191,7,"PuttsperRoundRound4",2016
15,19,"Lucas Glover",NA,27.3,273,10,"PuttsperRoundRound4",2016
16,15,"Troy Merritt",NA,27.4,137,5,"PuttsperRoundRound4",2016
17,16,"Jason Bohn",NA,27.43,192,7,"PuttsperRoundRound4",2016
18,17,"Zac Blair",NA,27.5,275,10,"PuttsperRoundRound4",2016
18,17,"Brian Gay",NA,27.5,55,2,"PuttsperRoundRound4",2016
20,21,"Jamie Donaldson",NA,27.6,138,5,"PuttsperRoundRound4",2016
21,20,"Tom Hoge",NA,27.63,221,8,"PuttsperRoundRound4",2016
22,23,"Steve Stricker",NA,27.67,83,3,"PuttsperRoundRound4",2016
23,27,"Patrick Reed",NA,27.7,277,10,"PuttsperRoundRound4",2016
24,24,"Marc Leishman",NA,27.71,194,7,"PuttsperRoundRound4",2016
24,27,"Hunter Mahan",NA,27.71,194,7,"PuttsperRoundRound4",2016
24,27,"Phil Mickelson",NA,27.71,194,7,"PuttsperRoundRound4",2016
27,21,"Patton Kizzire",NA,27.73,305,11,"PuttsperRoundRound4",2016
28,27,"Daniel Summerhays",NA,27.83,334,12,"PuttsperRoundRound4",2016
29,26,"Ryan Moore",NA,27.86,195,7,"PuttsperRoundRound4",2016
30,27,"Steve Wheatcroft",NA,27.89,251,9,"PuttsperRoundRound4",2016
31,27,"Aaron Baddeley",NA,28,280,10,"PuttsperRoundRound4",2016
