"2PuttsperRound_RANKTHISWEEK_2015","2PuttsperRound_RANKLASTWEEK_2015","2PuttsperRound_PLAYERNAME_2015","2PuttsperRound_ROUNDS_2015","2PuttsperRound_AVG_2015","2PuttsperRound_TOTAL2PUTTS_2015","2PuttsperRound_TOTALROUNDS_2015","stat_name","year"
1,1,"JJ Henry",94,11.49,1034,90,"2PuttsperRound",2015
2,2,"Francesco Molinari",56,11.25,596,53,"2PuttsperRound",2015
3,3,"Alex Prugh",84,11.24,899,80,"2PuttsperRound",2015
4,4,"Jim Herman",88,11.22,987,88,"2PuttsperRound",2015
5,5,"Charles Howell III",105,11.18,1174,105,"2PuttsperRound",2015
6,6,"Roberto Castro",54,11.04,552,50,"2PuttsperRound",2015
7,7,"Jim Renner",68,11,726,66,"2PuttsperRound",2015
8,8,"Kevin Streelman",95,10.92,994,91,"2PuttsperRound",2015
9,9,"Spencer Levin",99,10.87,1054,97,"2PuttsperRound",2015
10,10,"Robert Allenby",63,10.85,640,59,"2PuttsperRound",2015
10,10,"Angel Cabrera",53,10.85,575,53,"2PuttsperRound",2015
10,10,"Geoff Ogilvy",50,10.85,521,48,"2PuttsperRound",2015
13,13,"Davis Love III",51,10.84,553,51,"2PuttsperRound",2015
13,13,"Byron Smith",59,10.84,596,55,"2PuttsperRound",2015
15,15,"Brice Garnett",81,10.82,855,79,"2PuttsperRound",2015
16,16,"Russell Knox",96,10.79,1036,96,"2PuttsperRound",2015
17,17,"Bill Lunde",50,10.78,496,46,"2PuttsperRound",2015
17,17,"Tyrone Van Aswegen",58,10.78,582,54,"2PuttsperRound",2015
19,19,"Paul Casey",87,10.77,883,82,"2PuttsperRound",2015
20,20,"Chad Campbell",97,10.74,1042,97,"2PuttsperRound",2015
20,20,"Greg Owen",58,10.74,623,58,"2PuttsperRound",2015
22,22,"Stewart Cink",77,10.73,826,77,"2PuttsperRound",2015
23,23,"Michael Putnam",87,10.72,911,85,"2PuttsperRound",2015
24,24,"Lucas Glover",79,10.68,844,79,"2PuttsperRound",2015
25,25,"Bill Haas",89,10.66,917,86,"2PuttsperRound",2015
26,26,"John Peterson",84,10.63,893,84,"2PuttsperRound",2015
27,27,"Ben Martin",93,10.62,956,90,"2PuttsperRound",2015
28,28,"Martin Flores",95,10.6,965,91,"2PuttsperRound",2015
29,29,"Luke Donald",71,10.59,752,71,"2PuttsperRound",2015
30,30,"Cameron Percy",72,10.57,740,70,"2PuttsperRound",2015
30,30,"Chez Reavie",56,10.57,592,56,"2PuttsperRound",2015
30,30,"Hudson Swafford",97,10.57,1004,95,"2PuttsperRound",2015
33,33,"Jim Furyk",71,10.56,676,64,"2PuttsperRound",2015
34,34,"Scott Pinckney",88,10.55,928,88,"2PuttsperRound",2015
35,35,"Henrik Stenson",63,10.53,632,60,"2PuttsperRound",2015
35,35,"Nicholas Thompson",90,10.53,906,86,"2PuttsperRound",2015
37,37,"Graham DeLaet",65,10.52,684,65,"2PuttsperRound",2015
38,38,"Johnson Wagner",68,10.51,715,68,"2PuttsperRound",2015
39,39,"Will Wilcox",58,10.5,567,54,"2PuttsperRound",2015
40,40,"John Senden",80,10.48,786,75,"2PuttsperRound",2015
41,41,"Colt Knost",90,10.47,900,86,"2PuttsperRound",2015
42,42,"Ernie Els",57,10.46,596,57,"2PuttsperRound",2015
43,43,"Gary Woodland",81,10.45,773,74,"2PuttsperRound",2015
44,44,"Adam Hadwin",95,10.43,970,93,"2PuttsperRound",2015
44,44,"Carlos Ortiz",100,10.43,1001,96,"2PuttsperRound",2015
46,46,"Whee Kim",71,10.42,719,69,"2PuttsperRound",2015
46,46,"Roger Sloan",56,10.42,542,52,"2PuttsperRound",2015
48,48,"Sergio Garcia",59,10.41,583,56,"2PuttsperRound",2015
48,48,"Robert Streb",110,10.41,1145,110,"2PuttsperRound",2015
48,48,"Andrew Svoboda",80,10.41,812,78,"2PuttsperRound",2015
51,51,"David Hearn",97,10.39,1008,97,"2PuttsperRound",2015
52,52,"Charlie Beljan",76,10.38,747,72,"2PuttsperRound",2015
52,52,"Jon Curran",83,10.38,820,79,"2PuttsperRound",2015
52,52,"Derek Ernst",75,10.38,737,71,"2PuttsperRound",2015
52,52,"Tony Finau",106,10.38,1100,106,"2PuttsperRound",2015
52,52,"Mark Wilson",89,10.38,882,85,"2PuttsperRound",2015
57,57,"Shawn Stefani",94,10.37,975,94,"2PuttsperRound",2015
58,58,"Sam Saunders",83,10.35,838,81,"2PuttsperRound",2015
58,58,"Bo Van Pelt",81,10.35,818,79,"2PuttsperRound",2015
60,60,"Brendon de Jonge",106,10.34,1096,106,"2PuttsperRound",2015
60,60,"Billy Hurley III",83,10.34,817,79,"2PuttsperRound",2015
60,60,"Scott Langley",94,10.34,951,92,"2PuttsperRound",2015
60,60,"Jhonattan Vegas",90,10.34,889,86,"2PuttsperRound",2015
64,64,"Kevin Kisner",104,10.32,1073,104,"2PuttsperRound",2015
64,64,"Charl Schwartzel",67,10.32,650,63,"2PuttsperRound",2015
66,66,"Brian Harman",90,10.31,928,90,"2PuttsperRound",2015
66,66,"John Merrick",78,10.31,763,74,"2PuttsperRound",2015
66,66,"Seung Yul Noh",65,10.31,670,65,"2PuttsperRound",2015
69,69,"Patrick Rodgers",57,10.3,546,53,"2PuttsperRound",2015
69,69,"Scott Stallings",60,10.3,618,60,"2PuttsperRound",2015
71,71,"Gonzalo Fdez Castano",81,10.29,792,77,"2PuttsperRound",2015
72,72,"Boo Weekley",79,10.28,812,79,"2PuttsperRound",2015
73,73,"Jason Dufner",76,10.27,750,73,"2PuttsperRound",2015
73,73,"Russell Henley",87,10.27,863,84,"2PuttsperRound",2015
73,73,"Billy Horschel",99,10.27,986,96,"2PuttsperRound",2015
73,73,"Brooks Koepka",84,10.27,832,81,"2PuttsperRound",2015
73,73,"Tim Wilkinson",73,10.27,729,71,"2PuttsperRound",2015
78,78,"William McGirt",103,10.26,1057,103,"2PuttsperRound",2015
78,78,"Michael Thompson",83,10.26,831,81,"2PuttsperRound",2015
80,80,"Harris English",105,10.25,1045,102,"2PuttsperRound",2015
80,80,"Mark Hubbard",79,10.25,789,77,"2PuttsperRound",2015
82,82,"Andres Gonzales",90,10.24,881,86,"2PuttsperRound",2015
82,82,"Zach Johnson",90,10.24,891,87,"2PuttsperRound",2015
82,82,"Brendan Steele",88,10.24,860,84,"2PuttsperRound",2015
82,82,"Nick Watney",91,10.24,932,91,"2PuttsperRound",2015
86,86,"Keegan Bradley",87,10.23,859,84,"2PuttsperRound",2015
86,86,"Robert Garrigus",70,10.23,675,66,"2PuttsperRound",2015
86,86,"James Hahn",94,10.23,962,94,"2PuttsperRound",2015
89,89,"Daniel Berger",97,10.22,991,97,"2PuttsperRound",2015
89,89,"Jason Kokrak",88,10.22,899,88,"2PuttsperRound",2015
91,91,"Jeff Overton",94,10.21,939,92,"2PuttsperRound",2015
92,92,"Alex Cejka",94,10.2,938,92,"2PuttsperRound",2015
92,92,"Jonathan Randolph",72,10.2,714,70,"2PuttsperRound",2015
94,94,"Jason Gore",76,10.19,734,72,"2PuttsperRound",2015
94,94,"Adam Scott",51,10.19,489,48,"2PuttsperRound",2015
96,96,"Vijay Singh",78,10.17,793,78,"2PuttsperRound",2015
97,97,"Jason Bohn",95,10.16,965,95,"2PuttsperRound",2015
97,97,"Martin Laird",77,10.16,782,77,"2PuttsperRound",2015
97,97,"Marc Leishman",74,10.16,711,70,"2PuttsperRound",2015
97,97,"George McNeill",93,10.16,945,93,"2PuttsperRound",2015
101,101,"Steven Alker",62,10.15,609,60,"2PuttsperRound",2015
101,101,"Justin Leonard",61,10.15,619,61,"2PuttsperRound",2015
101,101,"Lee Westwood",56,10.15,528,52,"2PuttsperRound",2015
104,104,"Justin Rose",69,10.14,669,66,"2PuttsperRound",2015
104,104,"David Toms",62,10.14,588,58,"2PuttsperRound",2015
106,106,"SJ Park",79,10.13,780,77,"2PuttsperRound",2015
106,106,"Daniel Summerhays",101,10.13,1023,101,"2PuttsperRound",2015
108,108,"Kyle Reifers",96,10.12,931,92,"2PuttsperRound",2015
108,108,"Brian Stuard",97,10.12,941,93,"2PuttsperRound",2015
110,110,"Bryce Molder",91,10.11,880,87,"2PuttsperRound",2015
111,111,"Jonathan Byrd",69,10.09,656,65,"2PuttsperRound",2015
112,112,"Ryo Ishikawa",90,10.08,887,88,"2PuttsperRound",2015
112,112,"Webb Simpson",81,10.08,786,78,"2PuttsperRound",2015
