"Approach200225yardsRTP_RANKTHISWEEK_2009","Approach200225yardsRTP_RANKLASTWEEK_2009","Approach200225yardsRTP_PLAYERNAME_2009","Approach200225yardsRTP_ROUNDS_2009","Approach200225yardsRTP_AVGRTP_2009","stat_name","year"
1,1,"Phil Mickelson",66,-0.171,"Approach200225yardsRTP",2009
2,2,"Michael Allen",73,-0.145,"Approach200225yardsRTP",2009
3,3,"Davis Love III",89,-0.141,"Approach200225yardsRTP",2009
4,4,"Retief Goosen",74,-0.138,"Approach200225yardsRTP",2009
5,5,"Nick Watney",86,-0.132,"Approach200225yardsRTP",2009
6,6,"Robert Garrigus",83,-0.126,"Approach200225yardsRTP",2009
7,7,"Tag Ridings",50,-0.125,"Approach200225yardsRTP",2009
7,7,"DJ Trahan",96,-0.125,"Approach200225yardsRTP",2009
9,9,"Sean OHair",80,-0.124,"Approach200225yardsRTP",2009
10,10,"Patrick Sheehan",51,-0.121,"Approach200225yardsRTP",2009
11,11,"Geoff Ogilvy",78,-0.114,"Approach200225yardsRTP",2009
12,12,"Martin Laird",72,-0.108,"Approach200225yardsRTP",2009
12,12,"Tim Petrovic",97,-0.108,"Approach200225yardsRTP",2009
14,14,"Anthony Kim",76,-0.106,"Approach200225yardsRTP",2009
15,15,"Dustin Johnson",85,-0.097,"Approach200225yardsRTP",2009
16,16,"Tiger Woods",64,-0.089,"Approach200225yardsRTP",2009
17,17,"Bill Lunde",83,-0.087,"Approach200225yardsRTP",2009
18,18,"Zach Johnson",94,-0.082,"Approach200225yardsRTP",2009
19,19,"Scott Verplank",88,-0.076,"Approach200225yardsRTP",2009
20,20,"Charley Hoffman",97,-0.073,"Approach200225yardsRTP",2009
21,21,"Daniel Chopra",89,-0.068,"Approach200225yardsRTP",2009
22,22,"Scott Piercy",85,-0.063,"Approach200225yardsRTP",2009
22,22,"Jimmy Walker",74,-0.063,"Approach200225yardsRTP",2009
24,24,"Camilo Villegas",76,-0.06,"Approach200225yardsRTP",2009
24,24,"Charles Warren",63,-0.06,"Approach200225yardsRTP",2009
26,26,"Sergio Garcia",59,-0.059,"Approach200225yardsRTP",2009
26,26,"Rod Pampling",72,-0.059,"Approach200225yardsRTP",2009
26,26,"Chez Reavie",81,-0.059,"Approach200225yardsRTP",2009
29,29,"Matt Kuchar",82,-0.058,"Approach200225yardsRTP",2009
29,29,"Pat Perez",74,-0.058,"Approach200225yardsRTP",2009
31,31,"Luke Donald",79,-0.054,"Approach200225yardsRTP",2009
32,32,"Michael Letzig",96,-0.044,"Approach200225yardsRTP",2009
33,33,"Bubba Watson",73,-0.042,"Approach200225yardsRTP",2009
34,34,"Scott McCarron",91,-0.04,"Approach200225yardsRTP",2009
35,35,"JJ Henry",97,-0.038,"Approach200225yardsRTP",2009
35,35,"DA Points",99,-0.038,"Approach200225yardsRTP",2009
37,37,"Kenny Perry",92,-0.037,"Approach200225yardsRTP",2009
38,38,"Steve Stricker",81,-0.036,"Approach200225yardsRTP",2009
39,39,"Jonathan Byrd",89,-0.035,"Approach200225yardsRTP",2009
40,40,"George McNeill",82,-0.033,"Approach200225yardsRTP",2009
41,41,"Brandt Snedeker",81,-0.03,"Approach200225yardsRTP",2009
42,42,"Chad Campbell",90,-0.027,"Approach200225yardsRTP",2009
42,42,"Mathew Goggin",76,-0.027,"Approach200225yardsRTP",2009
44,44,"Brad Adamonis",70,-0.026,"Approach200225yardsRTP",2009
44,44,"Aron Price",89,-0.026,"Approach200225yardsRTP",2009
44,44,"Casey Wittenberg",71,-0.026,"Approach200225yardsRTP",2009
47,47,"Troy Matteson",95,-0.025,"Approach200225yardsRTP",2009
48,48,"Tim Clark",81,-0.019,"Approach200225yardsRTP",2009
48,48,"JB Holmes",74,-0.019,"Approach200225yardsRTP",2009
48,48,"Matt Jones",56,-0.019,"Approach200225yardsRTP",2009
51,51,"Briny Baird",89,-0.017,"Approach200225yardsRTP",2009
51,51,"Angel Cabrera",55,-0.017,"Approach200225yardsRTP",2009
51,51,"Jim Furyk",86,-0.017,"Approach200225yardsRTP",2009
51,51,"Bill Haas",91,-0.017,"Approach200225yardsRTP",2009
51,51,"Brian Vranesh",51,-0.017,"Approach200225yardsRTP",2009
56,56,"Tom Lehman",55,-0.016,"Approach200225yardsRTP",2009
57,57,"Mark Wilson",99,-0.014,"Approach200225yardsRTP",2009
58,58,"Jason Day",61,-0.013,"Approach200225yardsRTP",2009
58,58,"Matt Weibring",65,-0.013,"Approach200225yardsRTP",2009
60,60,"Brendon de Jonge",90,-0.009,"Approach200225yardsRTP",2009
61,61,"Harrison Frazar",93,-0.008,"Approach200225yardsRTP",2009
61,61,"John Rollins",92,-0.008,"Approach200225yardsRTP",2009
61,61,"Nicholas Thompson",96,-0.008,"Approach200225yardsRTP",2009
64,64,"Steve Marino",98,-0.007,"Approach200225yardsRTP",2009
65,65,"Cameron Beckman",87,0,"Approach200225yardsRTP",2009
65,65,"Charles Howell III",99,0,"Approach200225yardsRTP",2009
65,65,"Ryuji Imada",85,0,"Approach200225yardsRTP",2009
65,65,"Jerry Kelly",90,0,"Approach200225yardsRTP",2009
65,65,"Will Ma Kenzie",69,0,"Approach200225yardsRTP",2009
65,65,"Justin Rose",71,0,"Approach200225yardsRTP",2009
65,65,"John Senden",100,0,"Approach200225yardsRTP",2009
65,65,"Scott Sterling",51,0,"Approach200225yardsRTP",2009
65,65,"Chris Stroud",88,0,"Approach200225yardsRTP",2009
74,74,"Hunter Mahan",94,0.008,"Approach200225yardsRTP",2009
75,75,"Matt Bettencourt",98,0.009,"Approach200225yardsRTP",2009
75,75,"Ken Duke",87,0.009,"Approach200225yardsRTP",2009
77,77,"Bryce Molder",69,0.012,"Approach200225yardsRTP",2009
78,78,"Brian Bateman",55,0.014,"Approach200225yardsRTP",2009
79,79,"Marc Leishman",91,0.016,"Approach200225yardsRTP",2009
79,79,"Bo Van Pelt",100,0.016,"Approach200225yardsRTP",2009
81,81,"Steve Lowery",83,0.017,"Approach200225yardsRTP",2009
82,82,"Aaron Baddeley",66,0.022,"Approach200225yardsRTP",2009
82,82,"Ernie Els",70,0.022,"Approach200225yardsRTP",2009
82,82,"Kevin Na",91,0.022,"Approach200225yardsRTP",2009
85,85,"Stewart Cink",79,0.023,"Approach200225yardsRTP",2009
85,85,"Greg Owen",97,0.023,"Approach200225yardsRTP",2009
87,87,"Justin Leonard",95,0.024,"Approach200225yardsRTP",2009
88,88,"Jay Williamson",69,0.025,"Approach200225yardsRTP",2009
89,89,"Brett Quigley",92,0.026,"Approach200225yardsRTP",2009
90,90,"Mike Weir",85,0.027,"Approach200225yardsRTP",2009
90,90,"Dean Wilson",81,0.027,"Approach200225yardsRTP",2009
92,92,"Spencer Levin",75,0.028,"Approach200225yardsRTP",2009
93,93,"Peter Lonard",86,0.03,"Approach200225yardsRTP",2009
94,94,"Ryan Moore",89,0.033,"Approach200225yardsRTP",2009
94,94,"Rory Sabbatini",81,0.033,"Approach200225yardsRTP",2009
96,96,"Webb Simpson",94,0.034,"Approach200225yardsRTP",2009
97,97,"Vijay Singh",71,0.035,"Approach200225yardsRTP",2009
98,98,"Brian Davis",103,0.038,"Approach200225yardsRTP",2009
98,98,"Richard Johnson",85,0.038,"Approach200225yardsRTP",2009
100,100,"Lucas Glover",93,0.041,"Approach200225yardsRTP",2009
101,101,"Jeff Quinney",78,0.044,"Approach200225yardsRTP",2009
102,102,"Kevin Sutherland",96,0.048,"Approach200225yardsRTP",2009
103,103,"Rocco Mediate",79,0.051,"Approach200225yardsRTP",2009
103,103,"John Merrick",91,0.051,"Approach200225yardsRTP",2009
105,105,"Tim Herron",87,0.052,"Approach200225yardsRTP",2009
106,106,"Kirk Triplett",60,0.054,"Approach200225yardsRTP",2009
107,107,"Todd Hamilton",83,0.056,"Approach200225yardsRTP",2009
108,108,"Tommy Armour III",58,0.059,"Approach200225yardsRTP",2009
108,108,"Rich Beem",77,0.059,"Approach200225yardsRTP",2009
108,108,"Steve Flesch",77,0.059,"Approach200225yardsRTP",2009
108,108,"Kevin Streelman",97,0.059,"Approach200225yardsRTP",2009
112,112,"Corey Pavin",73,0.061,"Approach200225yardsRTP",2009
113,113,"Freddie Jacobson",83,0.063,"Approach200225yardsRTP",2009
114,114,"Stephen Ames",77,0.064,"Approach200225yardsRTP",2009
115,115,"Kris Blanks",60,0.065,"Approach200225yardsRTP",2009
116,116,"Ian Poulter",59,0.066,"Approach200225yardsRTP",2009
117,117,"Padraig Harrington",66,0.067,"Approach200225yardsRTP",2009
117,117,"Kent Jones",73,0.067,"Approach200225yardsRTP",2009
119,119,"Carl Pettersson",86,0.068,"Approach200225yardsRTP",2009
