"Approachesfrom75100yardsRgh_RANKTHISWEEK_2016","Approachesfrom75100yardsRgh_RANKLASTWEEK_2016","Approachesfrom75100yardsRgh_PLAYERNAME_2016","Approachesfrom75100yardsRgh_ROUNDS_2016","Approachesfrom75100yardsRgh_AVG_2016","Approachesfrom75100yardsRgh_TOTALDISTANCEFEET_2016","Approachesfrom75100yardsRgh_OFATTEMPTS_2016","Approachesfrom75100yardsRgh_RELATIVETOPAR_2016","stat_name","year"
1,1,"DJ Trahan",23,NA,2.667,1,1,"Approachesfrom75100yardsRgh",2016
2,2,"Sam Saunders",40,NA,6.917,1,0,"Approachesfrom75100yardsRgh",2016
3,4,"Andrew Landry",24,NA,8.917,1,0,"Approachesfrom75100yardsRgh",2016
4,10,"Francesco Molinari",36,NA,40.583,4,-2,"Approachesfrom75100yardsRgh",2016
5,3,"Mark Wilson",42,NA,34.25,3,-1,"Approachesfrom75100yardsRgh",2016
6,6,"Sergio Garcia",28,NA,23.167,2,0,"Approachesfrom75100yardsRgh",2016
7,6,"Kevin Streelman",46,NA,92.333,7,-1,"Approachesfrom75100yardsRgh",2016
8,11,"Stewart Cink",45,NA,40.75,3,1,"Approachesfrom75100yardsRgh",2016
9,12,"Steve Wheatcroft",53,NA,96.917,7,2,"Approachesfrom75100yardsRgh",2016
10,16,"Henrik Norlander",41,NA,113.583,8,-2,"Approachesfrom75100yardsRgh",2016
11,13,"Ken Duke",26,NA,72.083,5,-2,"Approachesfrom75100yardsRgh",2016
11,13,"Rhein Gibson",36,NA,86.583,6,-1,"Approachesfrom75100yardsRgh",2016
13,15,"Justin Leonard",28,NA,87.583,6,-1,"Approachesfrom75100yardsRgh",2016
14,26,"Tim Wilkinson",40,NA,88.167,6,0,"Approachesfrom75100yardsRgh",2016
15,22,"Derek Fathauer",58,NA,192.333,13,-2,"Approachesfrom75100yardsRgh",2016
16,17,"Dicky Pride",33,NA,90.167,6,-3,"Approachesfrom75100yardsRgh",2016
17,20,"Bill Haas",42,NA,75.417,5,1,"Approachesfrom75100yardsRgh",2016
18,23,"Stuart Appleby",39,NA,176.083,11,-4,"Approachesfrom75100yardsRgh",2016
19,19,"Hunter Mahan",43,NA,226.167,14,-4,"Approachesfrom75100yardsRgh",2016
19,21,"David Toms",38,NA,32.333,2,1,"Approachesfrom75100yardsRgh",2016
21,40,"Justin Hicks",26,NA,130.167,8,-2,"Approachesfrom75100yardsRgh",2016
22,24,"Brendon de Jonge",55,NA,151.083,9,-1,"Approachesfrom75100yardsRgh",2016
23,27,"Steve Stricker",25,NA,67.167,4,-2,"Approachesfrom75100yardsRgh",2016
24,34,"Davis Love III",40,NA,152.417,9,-1,"Approachesfrom75100yardsRgh",2016
25,8,"Scott Brown",59,NA,119.25,7,0,"Approachesfrom75100yardsRgh",2016
25,5,"Kelly Kraft",35,NA,135.917,8,1,"Approachesfrom75100yardsRgh",2016
25,28,"Andres Romero",22,NA,136,8,1,"Approachesfrom75100yardsRgh",2016
28,29,"Tony Finau",49,NA,102.667,6,0,"Approachesfrom75100yardsRgh",2016
28,18,"Jason Kokrak",52,NA,255.667,15,3,"Approachesfrom75100yardsRgh",2016
30,33,"Tom Hoge",47,NA,172.667,10,0,"Approachesfrom75100yardsRgh",2016
30,31,"Charl Schwartzel",29,NA,86.333,5,-1,"Approachesfrom75100yardsRgh",2016
32,32,"Chris Stroud",52,NA,227.5,13,-5,"Approachesfrom75100yardsRgh",2016
33,50,"Colt Knost",56,NA,283.083,16,-3,"Approachesfrom75100yardsRgh",2016
34,8,"Rob Oppenheim",37,NA,106.833,6,-2,"Approachesfrom75100yardsRgh",2016
35,60,"Michael Kim",62,NA,197.167,11,0,"Approachesfrom75100yardsRgh",2016
36,36,"Daniel Summerhays",55,NA,54.083,3,-1,"Approachesfrom75100yardsRgh",2016
37,38,"KJ Choi",47,NA,109.083,6,-1,"Approachesfrom75100yardsRgh",2016
37,38,"Vaughn Taylor",30,NA,54.417,3,-2,"Approachesfrom75100yardsRgh",2016
39,41,"Scott Pinckney",53,NA,129.167,7,-1,"Approachesfrom75100yardsRgh",2016
40,43,"Seung Yul Noh",54,NA,259.667,14,1,"Approachesfrom75100yardsRgh",2016
41,45,"Rory McIlroy",37,NA,56.417,3,-1,"Approachesfrom75100yardsRgh",2016
41,51,"Geoff Ogilvy",37,NA,150.333,8,-1,"Approachesfrom75100yardsRgh",2016
43,46,"Miguel Angel Carballo",24,NA,94.583,5,-1,"Approachesfrom75100yardsRgh",2016
44,47,"JJ Henry",44,NA,76.167,4,0,"Approachesfrom75100yardsRgh",2016
45,49,"Tyler Aldridge",53,NA,306.25,16,-2,"Approachesfrom75100yardsRgh",2016
46,51,"Dustin Johnson",37,NA,77.25,4,0,"Approachesfrom75100yardsRgh",2016
47,44,"Luke List",51,NA,214,11,0,"Approachesfrom75100yardsRgh",2016
48,55,"Fabian Gomez",49,NA,137,7,-1,"Approachesfrom75100yardsRgh",2016
48,55,"Branden Grace",31,NA,156.5,8,0,"Approachesfrom75100yardsRgh",2016
50,57,"Shane Lowry",35,NA,180.25,9,0,"Approachesfrom75100yardsRgh",2016
50,57,"Hudson Swafford",52,NA,259.667,13,-3,"Approachesfrom75100yardsRgh",2016
52,59,"Chris Kirk",51,NA,120.583,6,-1,"Approachesfrom75100yardsRgh",2016
53,63,"Jamie Lovemark",57,NA,282.25,14,-2,"Approachesfrom75100yardsRgh",2016
54,61,"Wes Roach",33,NA,122,6,-2,"Approachesfrom75100yardsRgh",2016
54,30,"Boo Weekley",53,NA,162.917,8,-3,"Approachesfrom75100yardsRgh",2016
56,63,"Luke Donald",49,NA,143.417,7,-1,"Approachesfrom75100yardsRgh",2016
56,63,"Rickie Fowler",42,NA,123.083,6,1,"Approachesfrom75100yardsRgh",2016
56,63,"Will Ma Kenzie",54,NA,184.583,9,1,"Approachesfrom75100yardsRgh",2016
56,81,"William McGirt",54,NA,163.75,8,0,"Approachesfrom75100yardsRgh",2016
56,63,"Jordan Spieth",34,NA,122.75,6,0,"Approachesfrom75100yardsRgh",2016
56,35,"Dawie van der Walt",48,NA,410.5,20,3,"Approachesfrom75100yardsRgh",2016
62,51,"Jason Bohn",37,NA,103,5,-1,"Approachesfrom75100yardsRgh",2016
63,71,"Matt Every",34,NA,106,5,0,"Approachesfrom75100yardsRgh",2016
64,73,"James Hahn",45,NA,170.833,8,0,"Approachesfrom75100yardsRgh",2016
64,68,"DA Points",32,NA,128.167,6,0,"Approachesfrom75100yardsRgh",2016
66,76,"Kyle Reifers",63,NA,364.25,17,-1,"Approachesfrom75100yardsRgh",2016
67,74,"Bubba Watson",30,NA,130.167,6,0,"Approachesfrom75100yardsRgh",2016
68,70,"Brendan Steele",48,NA,152.167,7,0,"Approachesfrom75100yardsRgh",2016
69,75,"Brendon Todd",43,NA,109.167,5,0,"Approachesfrom75100yardsRgh",2016
70,78,"Ernie Els",34,NA,175.833,8,3,"Approachesfrom75100yardsRgh",2016
70,61,"Shawn Stefani",45,NA,330.333,15,2,"Approachesfrom75100yardsRgh",2016
72,42,"Padraig Harrington",38,NA,132.417,6,3,"Approachesfrom75100yardsRgh",2016
73,86,"Justin Thomas",53,NA,222.667,10,-1,"Approachesfrom75100yardsRgh",2016
74,76,"Darron Stiles",28,NA,111.917,5,1,"Approachesfrom75100yardsRgh",2016
75,85,"Robert Streb",51,NA,249.583,11,-3,"Approachesfrom75100yardsRgh",2016
76,79,"Scott Langley",41,NA,228.167,10,-1,"Approachesfrom75100yardsRgh",2016
77,37,"Carlos Ortiz",47,NA,251.667,11,2,"Approachesfrom75100yardsRgh",2016
77,80,"Chez Reavie",56,NA,298.417,13,3,"Approachesfrom75100yardsRgh",2016
79,87,"Roberto Castro",55,NA,367.583,16,-3,"Approachesfrom75100yardsRgh",2016
80,122,"Adam Hadwin",53,NA,276.5,12,-1,"Approachesfrom75100yardsRgh",2016
81,82,"Graeme McDowell",33,NA,115.833,5,0,"Approachesfrom75100yardsRgh",2016
