"ConsecutivePar4Birdies_RANKTHISWEEK_2007","ConsecutivePar4Birdies_RANKLASTWEEK_2007","ConsecutivePar4Birdies_PLAYERNAME_2007","ConsecutivePar4Birdies_EVENTS_2007","ConsecutivePar4Birdies_NUMBEROFHOLES_2007","stat_name","year"
1,1,"Adam Scott",19,6,"ConsecutivePar4Birdies",2007
2,2,"Jason Bohn",17,5,"ConsecutivePar4Birdies",2007
2,2,"Matt Hendrix",24,5,"ConsecutivePar4Birdies",2007
2,2,"Anthony Kim",26,5,"ConsecutivePar4Birdies",2007
2,2,"Matt Kuchar",26,5,"ConsecutivePar4Birdies",2007
2,2,"Jeff Maggert",26,5,"ConsecutivePar4Birdies",2007
2,2,"Jeff Overton",19,5,"ConsecutivePar4Birdies",2007
2,2,"Rod Pampling",25,5,"ConsecutivePar4Birdies",2007
2,2,"Brandt Snedeker",29,5,"ConsecutivePar4Birdies",2007
2,2,"Kevin Stadler",31,5,"ConsecutivePar4Birdies",2007
11,11,"Steve Allan",18,4,"ConsecutivePar4Birdies",2007
11,11,"Stephen Ames",23,4,"ConsecutivePar4Birdies",2007
11,11,"Billy Andrade",27,4,"ConsecutivePar4Birdies",2007
11,11,"Eric Axley",36,4,"ConsecutivePar4Birdies",2007
11,11,"Rich Barcelo",26,4,"ConsecutivePar4Birdies",2007
11,11,"David Branshaw",30,4,"ConsecutivePar4Birdies",2007
11,11,"Andrew Buckle",26,4,"ConsecutivePar4Birdies",2007
11,11,"Jonathan Byrd",23,4,"ConsecutivePar4Birdies",2007
11,11,"Stewart Cink",25,4,"ConsecutivePar4Birdies",2007
11,11,"Tim Clark",19,4,"ConsecutivePar4Birdies",2007
11,11,"Ben Crane",9,4,"ConsecutivePar4Birdies",2007
11,11,"Brian Davis",28,4,"ConsecutivePar4Birdies",2007
11,11,"Ken Duke",31,4,"ConsecutivePar4Birdies",2007
11,11,"Bob Estes",28,4,"ConsecutivePar4Birdies",2007
11,11,"Tony Finau",1,4,"ConsecutivePar4Birdies",2007
11,11,"Sergio Garcia",19,4,"ConsecutivePar4Birdies",2007
11,11,"Robert Garrigus",28,4,"ConsecutivePar4Birdies",2007
11,11,"Jeff Gove",30,4,"ConsecutivePar4Birdies",2007
11,11,"Padraig Harrington",18,4,"ConsecutivePar4Birdies",2007
