"ConsecutiveBirdiesEaglesstreak_RANKTHISWEEK_2011","ConsecutiveBirdiesEaglesstreak_RANKLASTWEEK_2011","ConsecutiveBirdiesEaglesstreak_PLAYERNAME_2011","ConsecutiveBirdiesEaglesstreak_EVENTS_2011","ConsecutiveBirdiesEaglesstreak_NUMBEROFHOLES_2011","stat_name","year"
21,21,"Steven Bowditch",28,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Michael Bradley",24,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"KJ Choi",22,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Chris Couch",21,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Brian Davis",30,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Luke Donald",19,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"James Driscoll",24,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"David Duval",24,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Ernie Els",21,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Jim Furyk",26,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Tommy Gainey",34,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Robert Garrigus",26,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Nathan Green",26,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Adam Hadwin",5,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Charles Howell III",30,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Brandt Jobe",28,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Kent Jones",25,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Jerry Kelly",26,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Pablo Larrazabal",3,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Hunter Mahan",25,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"John Mallinger",15,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"David Mathis",25,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Billy Mayfair",29,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"William McGirt",32,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Matt McQuillan",21,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"John Merrick",21,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Phil Mickelson",21,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Jeff Overton",26,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Ryan Palmer",24,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Pat Perez",24,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Alex Prugh",29,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Chez Reavie",27,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Tag Ridings",28,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Robert Rock",2,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Adam Scott",18,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"John Senden",26,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Vijay Singh",25,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Kyle Stanley",28,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Brendan Steele",27,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Chris Stroud",28,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Daniel Summerhays",29,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Kevin Sutherland",11,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Chris Tidland",12,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Peter Tomasulo",12,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"David Toms",23,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"DJ Trahan",30,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Bo Van Pelt",27,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Jhonattan Vegas",25,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Charles Warren",10,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Bubba Watson",22,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Charlie Wi",25,3,"ConsecutiveBirdiesEaglesstreak",2011
21,21,"Tiger Woods",9,3,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Stuart Appleby",24,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Aaron Baddeley",22,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Ricky Barnes",23,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Shane Bertsch",20,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Matt Bettencourt",30,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Kris Blanks",29,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Jason Bohn",22,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Keegan Bradley",28,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Joseph Bramlett",25,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Jonathan Byrd",26,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Angel Cabrera",17,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Chad Campbell",29,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Patrick Cantlay",5,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Paul Casey",15,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Alex Cejka",21,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Greg Chalmers",28,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Kevin Chappell",26,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Stewart Cink",22,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Darren Clarke",3,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Ben Crane",23,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Marco Dawson",3,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Jason Day",21,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Chris DiMarco",31,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Simon Dyson",3,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Steve Elkington",17,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Brad Faxon",12,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Harrison Frazar",19,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Robert Gamez",9,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Bobby Gates",29,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Brian Gay",26,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Tom Gillis",19,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Fabian Gomez",26,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Jason Gore",6,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Bill Haas",26,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Jeff Hart",1,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"JP Hayes",19,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Jim Herman",22,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Justin Hicks",23,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Charley Hoffman",27,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Tom Hoge",1,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"JB Holmes",16,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Billy Horschel",25,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Ryuji Imada",29,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Ryo Ishikawa",10,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Freddie Jacobson",25,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Raphael Jacquelin",2,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Lee Janzen",19,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Miguel Angel Jimenez",7,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Zach Johnson",23,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Matt Jones",25,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Robert Karlsson",18,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Anthony Kim",26,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Bio Kim",25,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Chris Kirk",28,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Kevin Kisner",24,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Matt Kuchar",24,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Martin Laird",23,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Brad Lardon",2,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Marc Leishman",27,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Frank Lickliter II",12,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Davis Love III",22,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Jarrod Lyle",29,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Steve Marino",23,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Ben Martin",25,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Troy Matteson",28,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Graeme McDowell",16,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Rory McIlroy",10,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"George McNeill",21,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Troy Merritt",23,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Bryce Molder",27,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Kevin Na",26,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Sean OHair",24,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Nick OHern",29,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Joe Ogilvie",24,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Tom Pernice Jr",12,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Carl Pettersson",27,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Scott Piercy",23,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"DA Points",26,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Ian Poulter",16,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Michael Putnam",21,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Alvaro Quiros",8,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Jim Renner",22,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Chris Riley",25,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Alexandre Rocha",22,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"John Rollins",27,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Andres Romero",22,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Justin Rose",23,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Michael Sim",19,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Heath Slocum",29,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Nate Smith",24,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Brandt Snedeker",26,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Shunsuke Sonoda",1,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Kevin Stadler",27,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Scott Stallings",28,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Paul Stankowski",24,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Henrik Stenson",15,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Kevin Streelman",26,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Will Strickler",19,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Vaughn Taylor",27,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Josh Teater",31,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Roland Thatcher",22,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Michael Thompson",25,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Cameron Tringale",32,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Scott Verplank",15,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Camilo Villegas",25,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Duffy Waldorf",14,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Tom Watson",3,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Boo Weekley",23,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Matt Weibring",5,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Tim Wilkinson",1,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Mark Wilson",26,2,"ConsecutiveBirdiesEaglesstreak",2011
78,78,"Gary Woodland",25,2,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Joe Affrunti",6,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Fulton Allem",2,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Stephen Ames",22,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Briny Baird",19,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Craig Barlow",5,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"DJ Brigman",23,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Mark Calcavecchia",6,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Bud Cauley",8,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"SSP Chawrasia",1,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Albin Choi",1,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Phillip Choi",1,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Daniel Chopra",2,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Chad Collins",16,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Erik Compton",6,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Fred Couples",5,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Ben Curtis",23,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"John Daly",18,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Robert Damron",3,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Floris De Vries",1,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Joe Durant",25,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Johan Edfors",2,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Bob Estes",12,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Jon Fiedler",2,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Tony Finau",1,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Todd Fischer",3,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Ross Fisher",8,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Steve Flesch",27,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Hiroyuki Fujita",7,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Lucas Glover",23,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Andres Gonzales",21,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Retief Goosen",16,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Scott Gordon",19,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Paul Goydos",25,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Richard Green",4,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Scott Gutschewski",23,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Todd Hamilton",11,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Anders Hansen",7,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Peter Hanson",12,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Padraig Harrington",18,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Wes Heffernan",1,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Nolan Henke",1,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"JJ Henry",28,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Mark Hensby",6,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Tim Herron",28,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Morgan Hoffmann",4,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Yuta Ikeda",9,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Richard Johnson",23,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Martin Kaymer",10,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Skip Kendall",6,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"KT Kim",9,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Drew Kittleson",1,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Colt Knost",27,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Paul Lawrie",1,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Michael Letzig",13,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Spencer Levin",31,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Tom Lewis",1,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"WC Liang",2,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Jamie Lovemark",9,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Sandy Lyle",2,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Jeff Maggert",18,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Brian Maurer",1,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Bob May",2,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Scott McCarron",22,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Rocco Mediate",23,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Shaun Micheel",27,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Edoardo Molinari",12,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Ryan Moore",22,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Seung Yul Noh",6,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Alexander Noren",4,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Geoff Ogilvy",21,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Thorbjorn Olesen",1,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Leif Olson",1,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Louis Oosthuizen",15,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Rod Pampling",21,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Jesper Parnevik",10,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Corey Pavin",4,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Cameron Percy",12,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Kenny Perry",13,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Martin Piller",23,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Ted Purdy",6,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Brett Quigley",10,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Fran Quinn",10,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Jeff Quinney",14,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Rory Sabbatini",24,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Sam Saunders",8,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Charl Schwartzel",15,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Richard Scott",1,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Mike Small",6,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Kirk Triplett",8,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Ty Tryon",1,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Marc Turnesa",20,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Peter Uihlein",5,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Johnson Wagner",25,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Jimmy Walker",24,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Drew Weaver",2,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Tim Weinhart",1,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Brett Wetterich",8,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Jay Williamson",6,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Garrett Willis",24,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"Dean Wilson",22,1,"ConsecutiveBirdiesEaglesstreak",2011
190,190,"YE Yang",18,1,"ConsecutiveBirdiesEaglesstreak",2011
