"3PlusPuttsperRound_RANKTHISWEEK_2008","3PlusPuttsperRound_RANKLASTWEEK_2008","3PlusPuttsperRound_PLAYERNAME_2008","3PlusPuttsperRound_ROUNDS_2008","3PlusPuttsperRound_AVG_2008","3PlusPuttsperRound_TOTAL3PUTTS_2008","3PlusPuttsperRound_TOTALROUNDS_2008","stat_name","year"
1,1,"Kevin Stadler",90,0.06,5,90,"3PlusPuttsperRound",2008
2,2,"Harrison Frazar",73,0.05,4,73,"3PlusPuttsperRound",2008
3,3,"Paul Casey",55,0.04,2,52,"3PlusPuttsperRound",2008
3,3,"Steve Elkington",84,0.04,3,84,"3PlusPuttsperRound",2008
3,3,"Robert Garrigus",90,0.04,4,90,"3PlusPuttsperRound",2008
3,3,"Shigeki Maruyama",50,0.04,2,50,"3PlusPuttsperRound",2008
3,3,"Rory Sabbatini",77,0.04,3,76,"3PlusPuttsperRound",2008
3,3,"Vijay Singh",82,0.04,3,78,"3PlusPuttsperRound",2008
9,9,"Shane Bertsch",96,0.03,3,96,"3PlusPuttsperRound",2008
9,9,"Mark Calcavecchia",67,0.03,2,66,"3PlusPuttsperRound",2008
9,9,"Brian Davis",108,0.03,3,108,"3PlusPuttsperRound",2008
9,9,"Glen Day",64,0.03,2,64,"3PlusPuttsperRound",2008
9,9,"Todd Demsey",80,0.03,2,80,"3PlusPuttsperRound",2008
9,9,"Joe Durant",92,0.03,3,92,"3PlusPuttsperRound",2008
9,9,"Steve Flesch",95,0.03,3,95,"3PlusPuttsperRound",2008
9,9,"Tommy Gainey",60,0.03,2,60,"3PlusPuttsperRound",2008
9,9,"Mathias Gronberg",87,0.03,3,87,"3PlusPuttsperRound",2008
9,9,"Will Ma Kenzie",62,0.03,2,62,"3PlusPuttsperRound",2008
9,9,"Jeff Maggert",86,0.03,3,86,"3PlusPuttsperRound",2008
9,9,"Chez Reavie",102,0.03,3,102,"3PlusPuttsperRound",2008
9,9,"Charlie Wi",97,0.03,3,97,"3PlusPuttsperRound",2008
22,22,"Michael Allen",91,0.02,2,91,"3PlusPuttsperRound",2008
22,22,"Robert Allenby",108,0.02,2,107,"3PlusPuttsperRound",2008
22,22,"Stuart Appleby",87,0.02,2,84,"3PlusPuttsperRound",2008
22,22,"Ryan Armour",87,0.02,2,87,"3PlusPuttsperRound",2008
22,22,"Briny Baird",113,0.02,2,113,"3PlusPuttsperRound",2008
22,22,"Justin Bolli",87,0.02,2,87,"3PlusPuttsperRound",2008
22,22,"Angel Cabrera",55,0.02,1,51,"3PlusPuttsperRound",2008
22,22,"Paul Claxton",63,0.02,1,63,"3PlusPuttsperRound",2008
22,22,"Ken Duke",116,0.02,2,116,"3PlusPuttsperRound",2008
22,22,"David Duval",51,0.02,1,51,"3PlusPuttsperRound",2008
22,22,"Ernie Els",51,0.02,1,50,"3PlusPuttsperRound",2008
22,22,"Jim Furyk",95,0.02,2,94,"3PlusPuttsperRound",2008
22,22,"Padraig Harrington",52,0.02,1,50,"3PlusPuttsperRound",2008
22,22,"Brandt Jobe",52,0.02,1,52,"3PlusPuttsperRound",2008
22,22,"Jerry Kelly",89,0.02,2,88,"3PlusPuttsperRound",2008
22,22,"Cliff Kresge",84,0.02,2,84,"3PlusPuttsperRound",2008
22,22,"David Lutterus",59,0.02,1,59,"3PlusPuttsperRound",2008
22,22,"Hunter Mahan",87,0.02,2,85,"3PlusPuttsperRound",2008
22,22,"Billy Mayfair",103,0.02,2,103,"3PlusPuttsperRound",2008
22,22,"John Merrick",98,0.02,2,98,"3PlusPuttsperRound",2008
22,22,"Kevin Na",97,0.02,2,97,"3PlusPuttsperRound",2008
22,22,"Geoff Ogilvy",65,0.02,1,64,"3PlusPuttsperRound",2008
22,22,"Ian Poulter",51,0.02,1,49,"3PlusPuttsperRound",2008
22,22,"John Rollins",94,0.02,2,94,"3PlusPuttsperRound",2008
22,22,"Adam Scott",51,0.02,1,49,"3PlusPuttsperRound",2008
22,22,"Scott Sterling",89,0.02,2,89,"3PlusPuttsperRound",2008
22,22,"Chris Stroud",81,0.02,2,81,"3PlusPuttsperRound",2008
22,22,"Bubba Watson",97,0.02,2,97,"3PlusPuttsperRound",2008
22,22,"Boo Weekley",86,0.02,2,83,"3PlusPuttsperRound",2008
22,22,"Dean Wilson",109,0.02,2,109,"3PlusPuttsperRound",2008
52,52,"Brad Adamonis",87,0.01,1,87,"3PlusPuttsperRound",2008
52,52,"Billy Andrade",71,0.01,1,71,"3PlusPuttsperRound",2008
52,52,"Woody Austin",109,0.01,1,105,"3PlusPuttsperRound",2008
52,52,"Eric Axley",113,0.01,1,113,"3PlusPuttsperRound",2008
52,52,"Cameron Beckman",87,0.01,1,87,"3PlusPuttsperRound",2008
52,52,"Rich Beem",90,0.01,1,90,"3PlusPuttsperRound",2008
52,52,"Alex Cejka",75,0.01,1,75,"3PlusPuttsperRound",2008
52,52,"Daniel Chopra",84,0.01,1,83,"3PlusPuttsperRound",2008
52,52,"Stewart Cink",87,0.01,1,81,"3PlusPuttsperRound",2008
52,52,"Tim Clark",90,0.01,1,89,"3PlusPuttsperRound",2008
52,52,"Ben Crane",86,0.01,1,86,"3PlusPuttsperRound",2008
52,52,"Chris DiMarco",87,0.01,1,87,"3PlusPuttsperRound",2008
52,52,"Carlos Franco",73,0.01,1,73,"3PlusPuttsperRound",2008
52,52,"Sergio Garcia",72,0.01,1,70,"3PlusPuttsperRound",2008
52,52,"Lucas Glover",91,0.01,1,91,"3PlusPuttsperRound",2008
52,52,"Mathew Goggin",91,0.01,1,91,"3PlusPuttsperRound",2008
52,52,"Nathan Green",95,0.01,1,95,"3PlusPuttsperRound",2008
52,52,"Bill Haas",99,0.01,1,99,"3PlusPuttsperRound",2008
52,52,"Todd Hamilton",92,0.01,1,92,"3PlusPuttsperRound",2008
52,52,"JP Hayes",67,0.01,1,67,"3PlusPuttsperRound",2008
