"3PlusPuttsperRound_RANKTHISWEEK_2008","3PlusPuttsperRound_RANKLASTWEEK_2008","3PlusPuttsperRound_PLAYERNAME_2008","3PlusPuttsperRound_ROUNDS_2008","3PlusPuttsperRound_AVG_2008","3PlusPuttsperRound_TOTAL3PUTTS_2008","3PlusPuttsperRound_TOTALROUNDS_2008","stat_name","year"
52,52,"Mark Hensby",71,0.01,1,71,"3PlusPuttsperRound",2008
52,52,"Tim Herron",97,0.01,1,97,"3PlusPuttsperRound",2008
52,52,"Charles Howell III",101,0.01,1,99,"3PlusPuttsperRound",2008
52,52,"Trevor Immelman",70,0.01,1,68,"3PlusPuttsperRound",2008
52,52,"Richard Johnson",77,0.01,1,77,"3PlusPuttsperRound",2008
52,52,"Zach Johnson",85,0.01,1,84,"3PlusPuttsperRound",2008
52,52,"Anthony Kim",81,0.01,1,81,"3PlusPuttsperRound",2008
52,52,"Justin Leonard",101,0.01,1,95,"3PlusPuttsperRound",2008
52,52,"Peter Lonard",92,0.01,1,92,"3PlusPuttsperRound",2008
52,52,"Steve Marino",119,0.01,1,119,"3PlusPuttsperRound",2008
52,52,"George McNeill",97,0.01,1,97,"3PlusPuttsperRound",2008
52,52,"Phil Mickelson",80,0.01,1,78,"3PlusPuttsperRound",2008
52,52,"Jon Mills",95,0.01,1,95,"3PlusPuttsperRound",2008
52,52,"Ryan Moore",72,0.01,1,72,"3PlusPuttsperRound",2008
52,52,"Rod Pampling",83,0.01,1,80,"3PlusPuttsperRound",2008
52,52,"Jin Park",85,0.01,1,85,"3PlusPuttsperRound",2008
52,52,"Pat Perez",93,0.01,1,92,"3PlusPuttsperRound",2008
52,52,"Tom Pernice Jr",104,0.01,1,104,"3PlusPuttsperRound",2008
52,52,"Tim Petrovic",97,0.01,1,97,"3PlusPuttsperRound",2008
52,52,"Carl Pettersson",110,0.01,1,110,"3PlusPuttsperRound",2008
52,52,"Jeff Quinney",87,0.01,1,87,"3PlusPuttsperRound",2008
52,52,"Tag Ridings",88,0.01,1,88,"3PlusPuttsperRound",2008
52,52,"John Riegger",73,0.01,1,73,"3PlusPuttsperRound",2008
52,52,"Heath Slocum",104,0.01,1,104,"3PlusPuttsperRound",2008
52,52,"Steve Stricker",75,0.01,1,72,"3PlusPuttsperRound",2008
52,52,"Kyle Thompson",70,0.01,1,70,"3PlusPuttsperRound",2008
52,52,"Nicholas Thompson",113,0.01,1,113,"3PlusPuttsperRound",2008
52,52,"DJ Trahan",94,0.01,1,94,"3PlusPuttsperRound",2008
52,52,"Bo Van Pelt",101,0.01,1,101,"3PlusPuttsperRound",2008
52,52,"Scott Verplank",82,0.01,1,81,"3PlusPuttsperRound",2008
52,52,"Camilo Villegas",79,0.01,1,78,"3PlusPuttsperRound",2008
52,52,"Tim Wilkinson",95,0.01,1,95,"3PlusPuttsperRound",2008
52,52,"Mark Wilson",107,0.01,1,107,"3PlusPuttsperRound",2008
