"Approach200yardsRTPScore_RANKTHISWEEK_2011","Approach200yardsRTPScore_RANKLASTWEEK_2011","Approach200yardsRTPScore_PLAYERNAME_2011","Approach200yardsRTPScore_ROUNDS_2011","Approach200yardsRTPScore_AVGRTP_2011","stat_name","year"
1,1,"Angel Cabrera",50,-0.288,"Approach200yardsRTPScore",2011
2,2,"Jason Day",76,-0.274,"Approach200yardsRTPScore",2011
3,3,"Webb Simpson",98,-0.266,"Approach200yardsRTPScore",2011
3,3,"Nick Watney",80,-0.266,"Approach200yardsRTPScore",2011
5,5,"Luke Donald",73,-0.263,"Approach200yardsRTPScore",2011
6,6,"Robert Karlsson",61,-0.256,"Approach200yardsRTPScore",2011
7,7,"Lucas Glover",74,-0.254,"Approach200yardsRTPScore",2011
8,8,"John Rollins",85,-0.251,"Approach200yardsRTPScore",2011
9,9,"Chris Couch",73,-0.246,"Approach200yardsRTPScore",2011
9,9,"Charley Hoffman",93,-0.246,"Approach200yardsRTPScore",2011
11,11,"Kevin Na",84,-0.243,"Approach200yardsRTPScore",2011
12,12,"Adam Scott",60,-0.238,"Approach200yardsRTPScore",2011
13,13,"Andres Romero",77,-0.237,"Approach200yardsRTPScore",2011
14,14,"Martin Laird",77,-0.236,"Approach200yardsRTPScore",2011
15,15,"Steven Bowditch",86,-0.234,"Approach200yardsRTPScore",2011
16,16,"Josh Teater",104,-0.233,"Approach200yardsRTPScore",2011
17,17,"Brandt Snedeker",85,-0.229,"Approach200yardsRTPScore",2011
18,18,"John Senden",94,-0.226,"Approach200yardsRTPScore",2011
19,19,"Brendon de Jonge",105,-0.225,"Approach200yardsRTPScore",2011
20,20,"Brendan Steele",89,-0.222,"Approach200yardsRTPScore",2011
21,21,"Rickie Fowler",84,-0.221,"Approach200yardsRTPScore",2011
21,21,"Davis Love III",70,-0.221,"Approach200yardsRTPScore",2011
21,21,"Billy Mayfair",94,-0.221,"Approach200yardsRTPScore",2011
24,24,"Brandt Jobe",100,-0.22,"Approach200yardsRTPScore",2011
25,25,"David Toms",78,-0.218,"Approach200yardsRTPScore",2011
26,26,"Dustin Johnson",72,-0.217,"Approach200yardsRTPScore",2011
27,27,"Trevor Immelman",84,-0.215,"Approach200yardsRTPScore",2011
28,28,"Bo Van Pelt",92,-0.213,"Approach200yardsRTPScore",2011
29,29,"Keegan Bradley",91,-0.21,"Approach200yardsRTPScore",2011
30,30,"Vijay Singh",79,-0.203,"Approach200yardsRTPScore",2011
30,30,"Boo Weekley",66,-0.203,"Approach200yardsRTPScore",2011
32,32,"DA Points",89,-0.2,"Approach200yardsRTPScore",2011
32,32,"DJ Trahan",91,-0.2,"Approach200yardsRTPScore",2011
34,34,"Bobby Gates",82,-0.199,"Approach200yardsRTPScore",2011
34,34,"Jim Renner",65,-0.199,"Approach200yardsRTPScore",2011
34,34,"Kevin Streelman",90,-0.199,"Approach200yardsRTPScore",2011
37,37,"Charles Howell III",108,-0.198,"Approach200yardsRTPScore",2011
38,38,"Phil Mickelson",79,-0.197,"Approach200yardsRTPScore",2011
39,39,"Matt Bettencourt",84,-0.194,"Approach200yardsRTPScore",2011
39,39,"Bill Haas",93,-0.194,"Approach200yardsRTPScore",2011
41,41,"Will Strickler",51,-0.193,"Approach200yardsRTPScore",2011
41,41,"Gary Woodland",93,-0.193,"Approach200yardsRTPScore",2011
43,43,"Tag Ridings",87,-0.192,"Approach200yardsRTPScore",2011
44,44,"Sergio Garcia",61,-0.191,"Approach200yardsRTPScore",2011
45,45,"Jonathan Byrd",83,-0.186,"Approach200yardsRTPScore",2011
46,46,"Mark Wilson",89,-0.185,"Approach200yardsRTPScore",2011
47,47,"Aaron Baddeley",77,-0.184,"Approach200yardsRTPScore",2011
47,47,"John Merrick",71,-0.184,"Approach200yardsRTPScore",2011
47,47,"YE Yang",63,-0.184,"Approach200yardsRTPScore",2011
50,50,"Matt Kuchar",94,-0.182,"Approach200yardsRTPScore",2011
50,50,"Nate Smith",66,-0.182,"Approach200yardsRTPScore",2011
50,50,"Cameron Tringale",110,-0.182,"Approach200yardsRTPScore",2011
53,53,"JB Holmes",57,-0.18,"Approach200yardsRTPScore",2011
53,53,"Steve Stricker",70,-0.18,"Approach200yardsRTPScore",2011
53,53,"Bubba Watson",85,-0.18,"Approach200yardsRTPScore",2011
56,56,"Chris Kirk",87,-0.176,"Approach200yardsRTPScore",2011
56,56,"Troy Merritt",63,-0.176,"Approach200yardsRTPScore",2011
58,58,"Jason Bohn",74,-0.175,"Approach200yardsRTPScore",2011
58,58,"Heath Slocum",89,-0.175,"Approach200yardsRTPScore",2011
60,60,"Freddie Jacobson",92,-0.174,"Approach200yardsRTPScore",2011
61,61,"Ryan Palmer",82,-0.169,"Approach200yardsRTPScore",2011
62,62,"Kris Blanks",92,-0.168,"Approach200yardsRTPScore",2011
63,63,"Jim Herman",69,-0.167,"Approach200yardsRTPScore",2011
