"ScramblingfromtheRough_RANKTHISWEEK_2010","ScramblingfromtheRough_RANKLASTWEEK_2010","ScramblingfromtheRough_PLAYERNAME_2010","ScramblingfromtheRough_ROUNDS_2010","ScramblingfromtheRough_Pct_2010","ScramblingfromtheRough_SUCCESSES_2010","ScramblingfromtheRough_ATTEMPTS_2010","stat_name","year"
37,37,"Michael Sim",64,59.84,76,127,"ScramblingfromtheRough",2010
38,38,"Charley Hoffman",85,59.8,119,199,"ScramblingfromtheRough",2010
39,39,"Sergio Garcia",58,59.78,55,92,"ScramblingfromtheRough",2010
40,40,"Ryuji Imada",90,59.62,124,208,"ScramblingfromtheRough",2010
41,41,"Graham DeLaet",88,59.51,97,163,"ScramblingfromtheRough",2010
42,42,"Boo Weekley",88,59.48,91,153,"ScramblingfromtheRough",2010
43,43,"Tim Herron",79,59.3,102,172,"ScramblingfromtheRough",2010
44,44,"DA Points",90,59.28,115,194,"ScramblingfromtheRough",2010
45,45,"Jimmy Walker",82,59.18,116,196,"ScramblingfromtheRough",2010
46,46,"Woody Austin",93,59.09,104,176,"ScramblingfromtheRough",2010
47,47,"Jonathan Byrd",85,59.03,85,144,"ScramblingfromtheRough",2010
48,48,"Scott McCarron",90,58.94,122,207,"ScramblingfromtheRough",2010
49,49,"Freddie Jacobson",83,58.9,96,163,"ScramblingfromtheRough",2010
49,49,"Johnson Wagner",85,58.9,96,163,"ScramblingfromtheRough",2010
51,51,"Tim Petrovic",105,58.89,106,180,"ScramblingfromtheRough",2010
52,52,"Heath Slocum",97,58.82,110,187,"ScramblingfromtheRough",2010
53,53,"Pat Perez",90,58.64,112,191,"ScramblingfromtheRough",2010
54,54,"Andres Romero",73,58.55,113,193,"ScramblingfromtheRough",2010
55,55,"Cliff Kresge",50,58.51,55,94,"ScramblingfromtheRough",2010
56,56,"Rod Pampling",77,58.42,111,190,"ScramblingfromtheRough",2010
57,57,"Ben Curtis",78,58.39,87,149,"ScramblingfromtheRough",2010
58,58,"Bryce Molder",84,58.33,105,180,"ScramblingfromtheRough",2010
59,59,"Andrew McLardy",52,58.24,53,91,"ScramblingfromtheRough",2010
60,60,"Chris Stroud",90,58.21,78,134,"ScramblingfromtheRough",2010
61,61,"Rory McIlroy",54,58.1,61,105,"ScramblingfromtheRough",2010
62,62,"Briny Baird",87,58.06,90,155,"ScramblingfromtheRough",2010
63,63,"Steve Marino",81,57.93,84,145,"ScramblingfromtheRough",2010
64,64,"Phil Mickelson",76,57.74,97,168,"ScramblingfromtheRough",2010
65,65,"Nathan Green",86,57.61,106,184,"ScramblingfromtheRough",2010
66,66,"Stephen Ames",75,57.53,84,146,"ScramblingfromtheRough",2010
67,67,"Mike Weir",59,57.52,65,113,"ScramblingfromtheRough",2010
68,68,"John Rollins",81,57.45,81,141,"ScramblingfromtheRough",2010
69,69,"John Mallinger",78,57.42,89,155,"ScramblingfromtheRough",2010
70,70,"Jason Day",82,57.39,101,176,"ScramblingfromtheRough",2010
71,71,"Bill Lunde",79,57.3,102,178,"ScramblingfromtheRough",2010
72,72,"Michael Bradley",77,57.25,79,138,"ScramblingfromtheRough",2010
72,72,"Tom Pernice Jr",74,57.25,75,131,"ScramblingfromtheRough",2010
74,74,"Chris DiMarco",88,56.96,90,158,"ScramblingfromtheRough",2010
75,75,"Brandt Snedeker",89,56.94,119,209,"ScramblingfromtheRough",2010
76,76,"Spencer Levin",110,56.85,112,197,"ScramblingfromtheRough",2010
77,77,"Mathias Gronberg",61,56.52,65,115,"ScramblingfromtheRough",2010
77,77,"Will Ma Kenzie",72,56.52,78,138,"ScramblingfromtheRough",2010
79,79,"Richard Johnson",90,56.47,96,170,"ScramblingfromtheRough",2010
80,80,"Rickie Fowler",98,56.44,92,163,"ScramblingfromtheRough",2010
81,81,"Jerry Kelly",99,56.36,93,165,"ScramblingfromtheRough",2010
82,82,"Webb Simpson",98,56.34,120,213,"ScramblingfromtheRough",2010
83,83,"Troy Matteson",84,56.33,89,158,"ScramblingfromtheRough",2010
84,84,"Cameron Beckman",68,56.25,81,144,"ScramblingfromtheRough",2010
85,85,"Hunter Mahan",85,56.03,79,141,"ScramblingfromtheRough",2010
86,86,"Justin Bolli",55,56,70,125,"ScramblingfromtheRough",2010
87,87,"Davis Love III",79,55.84,86,154,"ScramblingfromtheRough",2010
87,87,"Bubba Watson",77,55.84,86,154,"ScramblingfromtheRough",2010
89,89,"Billy Mayfair",78,55.71,78,140,"ScramblingfromtheRough",2010
90,90,"Henrik Bjornstad",72,55.65,64,115,"ScramblingfromtheRough",2010
91,91,"Jason Bohn",84,55.62,94,169,"ScramblingfromtheRough",2010
92,92,"Zach Johnson",93,55.5,106,191,"ScramblingfromtheRough",2010
93,93,"Brett Quigley",96,55.31,99,179,"ScramblingfromtheRough",2010
94,94,"Mark Wilson",87,55.29,94,170,"ScramblingfromtheRough",2010
95,95,"Matt Bettencourt",91,55.27,131,237,"ScramblingfromtheRough",2010
96,96,"Bill Haas",87,55.26,84,152,"ScramblingfromtheRough",2010
97,97,"Marc Leishman",87,55.15,91,165,"ScramblingfromtheRough",2010
98,98,"Kevin Streelman",90,55.11,97,176,"ScramblingfromtheRough",2010
99,99,"Matt Every",60,54.86,79,144,"ScramblingfromtheRough",2010
100,100,"Chad Campbell",95,54.8,97,177,"ScramblingfromtheRough",2010
101,101,"Blake Adams",84,54.75,98,179,"ScramblingfromtheRough",2010
102,102,"Camilo Villegas",78,54.73,81,148,"ScramblingfromtheRough",2010
103,103,"JJ Henry",92,54.67,82,150,"ScramblingfromtheRough",2010
104,104,"Michael Connell",89,54.66,88,161,"ScramblingfromtheRough",2010
105,105,"Brendon de Jonge",114,54.64,106,194,"ScramblingfromtheRough",2010
105,105,"Cameron Tringale",55,54.64,53,97,"ScramblingfromtheRough",2010
107,107,"Carl Pettersson",99,54.59,113,207,"ScramblingfromtheRough",2010
108,108,"Aaron Baddeley",94,54.58,137,251,"ScramblingfromtheRough",2010
109,109,"Kevin Johnson",62,54.55,84,154,"ScramblingfromtheRough",2010
110,110,"Joe Durant",67,54.46,55,101,"ScramblingfromtheRough",2010
111,111,"Vijay Singh",75,54.41,74,136,"ScramblingfromtheRough",2010
112,112,"JB Holmes",100,54.25,115,212,"ScramblingfromtheRough",2010
113,113,"John Senden",103,54.19,97,179,"ScramblingfromtheRough",2010
114,114,"JP Hayes",79,54.17,91,168,"ScramblingfromtheRough",2010
115,115,"Chris Wilson",65,54.01,74,137,"ScramblingfromtheRough",2010
116,116,"Paul Goydos",78,54,81,150,"ScramblingfromtheRough",2010
117,117,"Stuart Appleby",101,53.94,130,241,"ScramblingfromtheRough",2010
118,118,"Craig Bowden",56,53.91,69,128,"ScramblingfromtheRough",2010
119,119,"Joe Ogilvie",99,53.85,119,221,"ScramblingfromtheRough",2010
120,120,"Ricky Barnes",103,53.72,101,188,"ScramblingfromtheRough",2010
121,121,"Geoff Ogilvy",62,53.66,66,123,"ScramblingfromtheRough",2010
122,122,"Dustin Johnson",83,53.59,97,181,"ScramblingfromtheRough",2010
123,123,"George McNeill",79,53.57,90,168,"ScramblingfromtheRough",2010
124,124,"Matt Jones",89,53.55,113,211,"ScramblingfromtheRough",2010
125,125,"Martin Laird",91,53.47,108,202,"ScramblingfromtheRough",2010
126,126,"Kevin Sutherland",86,53.42,86,161,"ScramblingfromtheRough",2010
127,127,"David Duval",71,53.33,72,135,"ScramblingfromtheRough",2010
128,128,"Ben Crane",85,53.24,74,139,"ScramblingfromtheRough",2010
129,129,"Chris Tidland",77,53.13,85,160,"ScramblingfromtheRough",2010
130,130,"Daniel Chopra",74,53,115,217,"ScramblingfromtheRough",2010
131,131,"Rocco Mediate",71,52.94,72,136,"ScramblingfromtheRough",2010
132,132,"James Driscoll",78,52.8,85,161,"ScramblingfromtheRough",2010
133,133,"Vaughn Taylor",87,52.78,95,180,"ScramblingfromtheRough",2010
134,134,"Brett Wetterich",54,52.73,58,110,"ScramblingfromtheRough",2010
135,135,"Alex Cejka",81,52.6,91,173,"ScramblingfromtheRough",2010
136,136,"Jay Williamson",76,52.55,72,137,"ScramblingfromtheRough",2010
137,137,"Brenden Pappas",66,52.45,75,143,"ScramblingfromtheRough",2010
138,138,"Alex Prugh",88,52.41,98,187,"ScramblingfromtheRough",2010
139,139,"Jeff Gove",57,52.38,55,105,"ScramblingfromtheRough",2010
139,139,"Rory Sabbatini",79,52.38,77,147,"ScramblingfromtheRough",2010
141,141,"Justin Leonard",89,52.32,79,151,"ScramblingfromtheRough",2010
142,142,"Ryan Palmer",84,52.3,91,174,"ScramblingfromtheRough",2010
143,143,"Scott Verplank",74,52.25,58,111,"ScramblingfromtheRough",2010
144,144,"James Nitties",92,52.22,94,180,"ScramblingfromtheRough",2010
145,145,"Chris Couch",66,52.2,83,159,"ScramblingfromtheRough",2010
146,146,"Rich Barcelo",70,52.05,89,171,"ScramblingfromtheRough",2010
147,147,"YE Yang",72,51.97,79,152,"ScramblingfromtheRough",2010
148,148,"Cameron Percy",73,51.61,64,124,"ScramblingfromtheRough",2010
149,149,"Brian Stuard",81,51.59,81,157,"ScramblingfromtheRough",2010
150,150,"Garth Mulroy",53,51.46,53,103,"ScramblingfromtheRough",2010
151,151,"DJ Trahan",92,51.41,91,177,"ScramblingfromtheRough",2010
152,152,"Jeff Overton",89,51.27,101,197,"ScramblingfromtheRough",2010
153,153,"Trevor Immelman",55,51.14,45,88,"ScramblingfromtheRough",2010
154,154,"Brad Faxon",58,51.09,70,137,"ScramblingfromtheRough",2010
155,155,"Michael Letzig",84,51.04,98,192,"ScramblingfromtheRough",2010
156,156,"Aron Price",70,50.86,59,116,"ScramblingfromtheRough",2010
157,157,"Lucas Glover",75,50.63,81,160,"ScramblingfromtheRough",2010
158,158,"Derek Lamely",81,50.56,91,180,"ScramblingfromtheRough",2010
159,159,"Mark Calcavecchia",50,50.54,47,93,"ScramblingfromtheRough",2010
159,159,"Troy Merritt",86,50.54,94,186,"ScramblingfromtheRough",2010
161,161,"Charles Warren",64,50.53,48,95,"ScramblingfromtheRough",2010
162,162,"Greg Kraft",52,50.51,50,99,"ScramblingfromtheRough",2010
163,163,"Vance Veazey",58,50.42,60,119,"ScramblingfromtheRough",2010
164,164,"Roland Thatcher",72,50.34,74,147,"ScramblingfromtheRough",2010
165,165,"Lee Janzen",77,50,74,148,"ScramblingfromtheRough",2010
165,165,"Jerod Turner",54,50,65,130,"ScramblingfromtheRough",2010
167,167,"Adam Scott",70,49.59,60,121,"ScramblingfromtheRough",2010
168,168,"Skip Kendall",58,49.54,54,109,"ScramblingfromtheRough",2010
169,169,"Martin Flores",75,49.42,85,172,"ScramblingfromtheRough",2010
170,170,"Jeff Maggert",76,49.35,76,154,"ScramblingfromtheRough",2010
171,171,"Kevin Stadler",86,49.3,70,142,"ScramblingfromtheRough",2010
172,172,"Scott Piercy",88,49.21,94,191,"ScramblingfromtheRough",2010
173,173,"Roger Tambellini",77,49.01,74,151,"ScramblingfromtheRough",2010
174,174,"David Lutterus",69,48.94,69,141,"ScramblingfromtheRough",2010
175,175,"Josh Teater",101,48.89,88,180,"ScramblingfromtheRough",2010
176,176,"Steve Flesch",78,48.59,86,177,"ScramblingfromtheRough",2010
177,177,"Robert Allenby",76,48.53,66,136,"ScramblingfromtheRough",2010
178,178,"John Merrick",109,48.48,80,165,"ScramblingfromtheRough",2010
179,179,"Mathew Goggin",85,48.37,74,153,"ScramblingfromtheRough",2010
180,180,"Garrett Willis",82,48.03,73,152,"ScramblingfromtheRough",2010
181,181,"Angel Cabrera",64,47.89,68,142,"ScramblingfromtheRough",2010
182,182,"Steve Wheatcroft",74,47.71,73,153,"ScramblingfromtheRough",2010
183,183,"Jarrod Lyle",54,47.06,48,102,"ScramblingfromtheRough",2010
184,184,"Ted Purdy",86,46.73,93,199,"ScramblingfromtheRough",2010
185,185,"Brent Delahoussaye",57,46.15,42,91,"ScramblingfromtheRough",2010
186,186,"Paul Stankowski",62,45.54,46,101,"ScramblingfromtheRough",2010
187,187,"Greg Owen",69,45,54,120,"ScramblingfromtheRough",2010
188,188,"Kris Blanks",91,44.54,53,119,"ScramblingfromtheRough",2010
188,188,"John Daly",63,44.54,53,119,"ScramblingfromtheRough",2010
190,190,"Nicholas Thompson",88,43.24,80,185,"ScramblingfromtheRough",2010
191,191,"Steve Lowery",67,41.48,56,135,"ScramblingfromtheRough",2010
192,192,"Robert Garrigus",71,39.87,61,153,"ScramblingfromtheRough",2010
