"Par5GoingfortheGreen_RANKTHISWEEK_2013","Par5GoingfortheGreen_RANKLASTWEEK_2013","Par5GoingfortheGreen_PLAYERNAME_2013","Par5GoingfortheGreen_ROUNDS_2013","Par5GoingfortheGreen_Pct_2013","Par5GoingfortheGreen_ATTEMPTS_2013","Par5GoingfortheGreen_NONATTEMPTS_2013","stat_name","year"
37,37,"Greg Owen",73,57.84,118,86,"Par5GoingfortheGreen",2013
38,38,"Matt Jones",83,57.73,127,93,"Par5GoingfortheGreen",2013
39,39,"Jeff Overton",78,57.51,134,99,"Par5GoingfortheGreen",2013
40,40,"Luke List",65,57.4,97,72,"Par5GoingfortheGreen",2013
41,41,"Kevin Streelman",86,57.21,119,89,"Par5GoingfortheGreen",2013
42,42,"Phil Mickelson",78,57.14,104,78,"Par5GoingfortheGreen",2013
42,42,"Justin Rose",62,57.14,80,60,"Par5GoingfortheGreen",2013
44,44,"Derek Ernst",58,56.95,86,65,"Par5GoingfortheGreen",2013
45,45,"John Senden",79,56.93,115,87,"Par5GoingfortheGreen",2013
46,46,"Graham DeLaet",94,56.8,142,108,"Par5GoingfortheGreen",2013
47,47,"Morgan Hoffmann",64,56.38,84,65,"Par5GoingfortheGreen",2013
48,48,"Sean OHair",56,56.17,91,71,"Par5GoingfortheGreen",2013
49,49,"Josh Teater",86,55.88,114,90,"Par5GoingfortheGreen",2013
50,50,"Scott Stallings",79,55.66,118,94,"Par5GoingfortheGreen",2013
51,51,"DJ Trahan",48,55.26,63,51,"Par5GoingfortheGreen",2013
52,52,"Jimmy Walker",84,55.2,138,112,"Par5GoingfortheGreen",2013
53,53,"Jason Day",86,55.1,108,88,"Par5GoingfortheGreen",2013
54,54,"Patrick Reed",83,55,121,99,"Par5GoingfortheGreen",2013
55,55,"Charley Hoffman",84,54.96,133,109,"Par5GoingfortheGreen",2013
56,56,"Henrik Norlander",70,54.95,100,82,"Par5GoingfortheGreen",2013
57,57,"Nicolas Colsaerts",50,54.87,62,51,"Par5GoingfortheGreen",2013
58,58,"Shawn Stefani",63,54.73,81,67,"Par5GoingfortheGreen",2013
59,59,"Padraig Harrington",52,54.72,58,48,"Par5GoingfortheGreen",2013
60,60,"Nick Watney",88,54.58,131,109,"Par5GoingfortheGreen",2013
61,61,"Brad Fritsch",81,54.25,115,97,"Par5GoingfortheGreen",2013
61,61,"John Rollins",77,54.25,115,97,"Par5GoingfortheGreen",2013
63,63,"Vijay Singh",61,54.05,80,68,"Par5GoingfortheGreen",2013
64,64,"Robert Streb",75,53.8,99,85,"Par5GoingfortheGreen",2013
65,65,"Rickie Fowler",75,53.72,101,87,"Par5GoingfortheGreen",2013
66,66,"Ernie Els",63,53.29,81,71,"Par5GoingfortheGreen",2013
67,67,"Harris English",95,53.15,135,119,"Par5GoingfortheGreen",2013
68,68,"Bill Haas",85,52.97,116,103,"Par5GoingfortheGreen",2013
69,69,"Seung Yul Noh",71,52.76,105,94,"Par5GoingfortheGreen",2013
70,70,"Matt Kuchar",93,52.75,115,103,"Par5GoingfortheGreen",2013
71,71,"Martin Flores",83,52.38,121,110,"Par5GoingfortheGreen",2013
72,72,"Scott Brown",65,52.15,97,89,"Par5GoingfortheGreen",2013
73,73,"Ryo Ishikawa",72,52.02,90,83,"Par5GoingfortheGreen",2013
74,74,"Brendon de Jonge",110,52.01,155,143,"Par5GoingfortheGreen",2013
75,75,"John Huh",88,51.69,122,114,"Par5GoingfortheGreen",2013
76,76,"Chad Campbell",78,51.57,115,108,"Par5GoingfortheGreen",2013
77,77,"Nicholas Thompson",99,51.48,139,131,"Par5GoingfortheGreen",2013
78,78,"Pat Perez",69,51.43,108,102,"Par5GoingfortheGreen",2013
79,79,"Kevin Chappell",80,51.35,114,108,"Par5GoingfortheGreen",2013
80,80,"Tommy Gainey",84,51.32,117,111,"Par5GoingfortheGreen",2013
81,81,"Tag Ridings",69,51.11,92,88,"Par5GoingfortheGreen",2013
82,82,"Chris Kirk",89,50.97,131,126,"Par5GoingfortheGreen",2013
83,83,"Rod Pampling",46,50.89,57,55,"Par5GoingfortheGreen",2013
84,84,"Brian Harman",89,50.62,122,119,"Par5GoingfortheGreen",2013
85,85,"Carl Pettersson",82,50.25,101,100,"Par5GoingfortheGreen",2013
86,86,"Aaron Baddeley",68,50,100,100,"Par5GoingfortheGreen",2013
86,86,"Brandt Jobe",62,50,82,82,"Par5GoingfortheGreen",2013
88,88,"Erik Compton",74,49.74,97,98,"Par5GoingfortheGreen",2013
89,89,"James Hahn",78,49.55,109,111,"Par5GoingfortheGreen",2013
90,90,"Russell Henley",80,49.5,100,102,"Par5GoingfortheGreen",2013
91,91,"Ryan Moore",72,49.44,89,91,"Par5GoingfortheGreen",2013
92,92,"Billy Horschel",96,49.24,130,134,"Par5GoingfortheGreen",2013
93,93,"Jason Dufner",78,48.9,89,93,"Par5GoingfortheGreen",2013
94,94,"Martin Laird",68,48.89,88,92,"Par5GoingfortheGreen",2013
95,95,"Stewart Cink",71,48.88,87,91,"Par5GoingfortheGreen",2013
96,96,"Jonas Blixt",76,48.78,100,105,"Par5GoingfortheGreen",2013
97,97,"Vaughn Taylor",50,48.74,58,61,"Par5GoingfortheGreen",2013
98,98,"Robert Karlsson",56,48.7,56,59,"Par5GoingfortheGreen",2013
99,99,"Sangmoon Bae",83,48.64,107,113,"Par5GoingfortheGreen",2013
100,100,"Camilo Villegas",79,48.45,94,100,"Par5GoingfortheGreen",2013
101,101,"Steve Stricker",51,48.21,54,58,"Par5GoingfortheGreen",2013
102,102,"DA Points",87,47.66,102,112,"Par5GoingfortheGreen",2013
103,103,"Daniel Summerhays",83,47.64,121,133,"Par5GoingfortheGreen",2013
104,104,"Fabian Gomez",65,47.46,84,93,"Par5GoingfortheGreen",2013
105,105,"George McNeill",68,47.15,91,102,"Par5GoingfortheGreen",2013
106,106,"Freddie Jacobson",63,47.01,63,71,"Par5GoingfortheGreen",2013
107,107,"Bo Van Pelt",72,46.89,83,94,"Par5GoingfortheGreen",2013
108,108,"Bud Cauley",67,46.67,84,96,"Par5GoingfortheGreen",2013
109,109,"YE Yang",56,46.55,54,62,"Par5GoingfortheGreen",2013
110,110,"Ricky Barnes",74,46.27,93,108,"Par5GoingfortheGreen",2013
111,111,"Zach Johnson",84,46.15,96,112,"Par5GoingfortheGreen",2013
112,112,"Scott Gardiner",61,46.06,76,89,"Par5GoingfortheGreen",2013
113,113,"William McGirt",75,45.78,103,122,"Par5GoingfortheGreen",2013
114,114,"Bobby Gates",49,45.76,54,64,"Par5GoingfortheGreen",2013
114,114,"DH Lee",65,45.76,81,96,"Par5GoingfortheGreen",2013
116,116,"Johnson Wagner",64,45.24,76,92,"Par5GoingfortheGreen",2013
117,117,"Geoff Ogilvy",57,45.21,66,80,"Par5GoingfortheGreen",2013
117,117,"Brandt Snedeker",79,45.21,85,103,"Par5GoingfortheGreen",2013
119,119,"Brendan Steele",86,44.72,110,136,"Par5GoingfortheGreen",2013
120,120,"Cameron Tringale",80,44.63,108,134,"Par5GoingfortheGreen",2013
121,121,"Ian Poulter",59,44.26,54,68,"Par5GoingfortheGreen",2013
122,122,"Chris Stroud",88,44.05,111,141,"Par5GoingfortheGreen",2013
123,123,"Roberto Castro",97,43.98,117,149,"Par5GoingfortheGreen",2013
124,124,"Luke Guthrie",82,43.87,93,119,"Par5GoingfortheGreen",2013
125,125,"Steve LeBrun",66,43.79,74,95,"Par5GoingfortheGreen",2013
126,126,"James Driscoll",76,43.69,90,116,"Par5GoingfortheGreen",2013
127,127,"Troy Matteson",68,43.62,82,106,"Par5GoingfortheGreen",2013
128,128,"Will Claxton",67,43.5,77,100,"Par5GoingfortheGreen",2013
129,129,"Greg Chalmers",77,43.17,98,129,"Par5GoingfortheGreen",2013
130,130,"John Merrick",79,42.79,92,123,"Par5GoingfortheGreen",2013
131,131,"Ted Potter Jr",65,42.68,70,94,"Par5GoingfortheGreen",2013
132,132,"Tom Gillis",69,42.05,74,102,"Par5GoingfortheGreen",2013
133,133,"David Lingmerth",68,41.8,79,110,"Par5GoingfortheGreen",2013
133,133,"David Mathis",71,41.8,79,110,"Par5GoingfortheGreen",2013
135,135,"Tim Clark",64,41.46,51,72,"Par5GoingfortheGreen",2013
136,136,"Luke Donald",60,40.54,60,88,"Par5GoingfortheGreen",2013
137,137,"Alistair Presnell",59,40.41,59,87,"Par5GoingfortheGreen",2013
138,138,"Jeff Maggert",63,40.35,69,102,"Par5GoingfortheGreen",2013
139,139,"Michael Thompson",66,40.24,66,98,"Par5GoingfortheGreen",2013
140,140,"JJ Henry",83,39.83,94,142,"Par5GoingfortheGreen",2013
141,141,"Tim Herron",45,39.71,54,82,"Par5GoingfortheGreen",2013
142,142,"Justin Hicks",79,39.42,82,126,"Par5GoingfortheGreen",2013
143,143,"Stuart Appleby",88,39.11,97,151,"Par5GoingfortheGreen",2013
144,144,"Brian Stuard",78,38.78,76,120,"Par5GoingfortheGreen",2013
145,145,"Graeme McDowell",53,37.93,44,72,"Par5GoingfortheGreen",2013
146,146,"Mark Wilson",56,37.91,58,95,"Par5GoingfortheGreen",2013
147,147,"Robert Allenby",58,37.87,64,105,"Par5GoingfortheGreen",2013
148,148,"Jerry Kelly",75,37.5,75,125,"Par5GoingfortheGreen",2013
149,149,"Stephen Ames",49,36.72,47,81,"Par5GoingfortheGreen",2013
150,150,"Trevor Immelman",73,36.68,73,126,"Par5GoingfortheGreen",2013
151,151,"Doug LaBelle II",72,36.67,66,114,"Par5GoingfortheGreen",2013
152,152,"Chez Reavie",72,36.63,74,128,"Par5GoingfortheGreen",2013
153,153,"Casey Wittenberg",72,36.27,70,123,"Par5GoingfortheGreen",2013
154,154,"Ben Kohles",75,36.08,70,124,"Par5GoingfortheGreen",2013
155,155,"Charlie Wi",75,35.92,74,132,"Par5GoingfortheGreen",2013
156,156,"Michael Bradley",56,35.07,47,87,"Par5GoingfortheGreen",2013
157,157,"Bob Estes",66,35.05,68,126,"Par5GoingfortheGreen",2013
158,158,"Richard Lee",81,34.87,83,155,"Par5GoingfortheGreen",2013
159,159,"Mike Weir",60,34.64,53,100,"Par5GoingfortheGreen",2013
160,160,"Ben Crane",62,34.57,56,106,"Par5GoingfortheGreen",2013
161,161,"David Hearn",88,33.9,80,156,"Par5GoingfortheGreen",2013
162,162,"Jason Bohn",70,33.17,69,139,"Par5GoingfortheGreen",2013
163,163,"David Lynn",70,33.16,62,125,"Par5GoingfortheGreen",2013
164,164,"KJ Choi",85,32.83,65,133,"Par5GoingfortheGreen",2013
165,165,"Darron Stiles",51,32.54,41,85,"Par5GoingfortheGreen",2013
166,166,"Lee Williams",62,32.08,51,108,"Par5GoingfortheGreen",2013
167,167,"Scott Langley",79,32.02,65,138,"Par5GoingfortheGreen",2013
168,168,"Dicky Pride",71,32,56,119,"Par5GoingfortheGreen",2013
169,169,"Jin Park",52,31.85,43,92,"Par5GoingfortheGreen",2013
170,170,"Brian Davis",91,31.8,83,178,"Par5GoingfortheGreen",2013
171,171,"Ken Duke",87,31.6,73,158,"Par5GoingfortheGreen",2013
172,172,"Justin Bolli",59,31.03,45,100,"Par5GoingfortheGreen",2013
173,173,"Ben Curtis",59,29.33,44,106,"Par5GoingfortheGreen",2013
173,173,"Jim Furyk",80,29.33,61,147,"Par5GoingfortheGreen",2013
175,175,"Colt Knost",69,29.12,53,129,"Par5GoingfortheGreen",2013
176,176,"Aaron Watkins",46,27.62,29,76,"Par5GoingfortheGreen",2013
177,177,"Brian Gay",79,27.14,57,153,"Par5GoingfortheGreen",2013
178,178,"Justin Leonard",86,26.5,62,172,"Par5GoingfortheGreen",2013
179,179,"David Toms",49,26.42,28,78,"Par5GoingfortheGreen",2013
180,180,"Bryce Molder",82,25,54,162,"Par5GoingfortheGreen",2013
