"FirstTeeLateRound4ScoringAverage_RANKTHISWEEK_2005","FirstTeeLateRound4ScoringAverage_RANKLASTWEEK_2005","FirstTeeLateRound4ScoringAverage_PLAYERNAME_2005","FirstTeeLateRound4ScoringAverage__2005","FirstTeeLateRound4ScoringAverage_AVG_2005","FirstTeeLateRound4ScoringAverage_TOTALSTROKES_2005","FirstTeeLateRound4ScoringAverage_TOTALROUNDS_2005","stat_name","year"
1,1,"Mark Brooks",NA,66,66,1,"FirstTeeLateRound4ScoringAverage",2005
1,1,"Glen Day",NA,66,198,3,"FirstTeeLateRound4ScoringAverage",2005
1,1,"Skip Kendall",NA,66,66,1,"FirstTeeLateRound4ScoringAverage",2005
4,4,"Michael Allen",NA,67,134,2,"FirstTeeLateRound4ScoringAverage",2005
4,4,"Hunter Mahan",NA,67,67,1,"FirstTeeLateRound4ScoringAverage",2005
4,4,"Mario Tiziani",NA,67,67,1,"FirstTeeLateRound4ScoringAverage",2005
7,7,"Hank Kuehne",NA,68,68,1,"FirstTeeLateRound4ScoringAverage",2005
7,7,"Heath Slocum",NA,68,544,8,"FirstTeeLateRound4ScoringAverage",2005
7,7,"Omar Uresti",NA,68,204,3,"FirstTeeLateRound4ScoringAverage",2005
7,7,"Charles Warren",NA,68,340,5,"FirstTeeLateRound4ScoringAverage",2005
11,11,"Ben Crane",NA,68.4,684,10,"FirstTeeLateRound4ScoringAverage",2005
11,11,"Lucas Glover",NA,68.4,342,5,"FirstTeeLateRound4ScoringAverage",2005
13,13,"JJ Henry",NA,68.43,479,7,"FirstTeeLateRound4ScoringAverage",2005
13,13,"Tiger Woods",NA,68.43,958,14,"FirstTeeLateRound4ScoringAverage",2005
15,15,"Tom Gillis",NA,68.5,137,2,"FirstTeeLateRound4ScoringAverage",2005
16,16,"Padraig Harrington",NA,68.6,343,5,"FirstTeeLateRound4ScoringAverage",2005
16,16,"Tim Petrovic",NA,68.6,343,5,"FirstTeeLateRound4ScoringAverage",2005
18,18,"Jeff Hart",NA,69,69,1,"FirstTeeLateRound4ScoringAverage",2005
18,18,"Lee Janzen",NA,69,207,3,"FirstTeeLateRound4ScoringAverage",2005
18,18,"Rocco Mediate",NA,69,276,4,"FirstTeeLateRound4ScoringAverage",2005
18,18,"David Toms",NA,69,897,13,"FirstTeeLateRound4ScoringAverage",2005
18,18,"Tjaart van der Walt",NA,69,138,2,"FirstTeeLateRound4ScoringAverage",2005
18,18,"Charlie Wi",NA,69,138,2,"FirstTeeLateRound4ScoringAverage",2005
24,24,"DA Points",NA,69.25,277,4,"FirstTeeLateRound4ScoringAverage",2005
24,24,"Steve Stricker",NA,69.25,277,4,"FirstTeeLateRound4ScoringAverage",2005
26,26,"JP Hayes",NA,69.33,208,3,"FirstTeeLateRound4ScoringAverage",2005
27,27,"Chris Anderson",NA,69.5,139,2,"FirstTeeLateRound4ScoringAverage",2005
27,27,"DJ Brigman",NA,69.5,139,2,"FirstTeeLateRound4ScoringAverage",2005
27,27,"Nick Watney",NA,69.5,417,6,"FirstTeeLateRound4ScoringAverage",2005
30,30,"Vijay Singh",NA,69.55,1391,20,"FirstTeeLateRound4ScoringAverage",2005
31,31,"John Cook",NA,69.6,348,5,"FirstTeeLateRound4ScoringAverage",2005
31,31,"Bob Estes",NA,69.6,348,5,"FirstTeeLateRound4ScoringAverage",2005
33,33,"Aaron Baddeley",NA,69.67,418,6,"FirstTeeLateRound4ScoringAverage",2005
33,33,"Ryan Palmer",NA,69.67,418,6,"FirstTeeLateRound4ScoringAverage",2005
33,33,"Brenden Pappas",NA,69.67,209,3,"FirstTeeLateRound4ScoringAverage",2005
36,36,"Brad Faxon",NA,69.75,558,8,"FirstTeeLateRound4ScoringAverage",2005
37,37,"Bart Bryant",NA,69.78,628,9,"FirstTeeLateRound4ScoringAverage",2005
38,38,"Robert Allenby",NA,69.86,489,7,"FirstTeeLateRound4ScoringAverage",2005
38,38,"Jeff Brehaut",NA,69.86,489,7,"FirstTeeLateRound4ScoringAverage",2005
40,40,"Rich Beem",NA,70,70,1,"FirstTeeLateRound4ScoringAverage",2005
40,40,"Carlos Franco",NA,70,350,5,"FirstTeeLateRound4ScoringAverage",2005
40,40,"Bradley Hughes",NA,70,70,1,"FirstTeeLateRound4ScoringAverage",2005
40,40,"Brendan Jones",NA,70,140,2,"FirstTeeLateRound4ScoringAverage",2005
44,44,"Jim Furyk",NA,70.12,1192,17,"FirstTeeLateRound4ScoringAverage",2005
45,45,"Bob Tway",NA,70.13,561,8,"FirstTeeLateRound4ScoringAverage",2005
46,46,"Doug Barron",NA,70.17,421,6,"FirstTeeLateRound4ScoringAverage",2005
47,47,"Scott McCarron",NA,70.2,351,5,"FirstTeeLateRound4ScoringAverage",2005
48,48,"Joe Ogilvie",NA,70.25,562,8,"FirstTeeLateRound4ScoringAverage",2005
49,49,"Jose Coceres",NA,70.33,211,3,"FirstTeeLateRound4ScoringAverage",2005
49,49,"Paul Gow",NA,70.33,211,3,"FirstTeeLateRound4ScoringAverage",2005
