"Round3ScoringAverage_RANKTHISWEEK_2014","Round3ScoringAverage_RANKLASTWEEK_2014","Round3ScoringAverage_PLAYERNAME_2014","Round3ScoringAverage__2014","Round3ScoringAverage_AVG_2014","Round3ScoringAverage_TOTALSTROKES_2014","Round3ScoringAverage_TOTALROUNDS_2014","stat_name","year"
1,1,"Will Ma Kenzie",NA,68.64,961,14,"Round3ScoringAverage",2014
2,2,"Brad Fritsch",NA,68.75,550,8,"Round3ScoringAverage",2014
3,3,"Jimmy Walker",NA,68.86,1515,22,"Round3ScoringAverage",2014
4,4,"Jerry Kelly",NA,69.06,1243,18,"Round3ScoringAverage",2014
4,4,"Justin Rose",NA,69.06,1105,16,"Round3ScoringAverage",2014
6,6,"Charles Howell III",NA,69.08,1658,24,"Round3ScoringAverage",2014
6,6,"Bryce Molder",NA,69.08,898,13,"Round3ScoringAverage",2014
8,8,"David Toms",NA,69.15,899,13,"Round3ScoringAverage",2014
9,9,"Rory McIlroy",NA,69.19,1107,16,"Round3ScoringAverage",2014
10,10,"Spencer Levin",NA,69.2,692,10,"Round3ScoringAverage",2014
11,11,"George McNeill",NA,69.31,1109,16,"Round3ScoringAverage",2014
11,11,"Brian Stuard",NA,69.31,1109,16,"Round3ScoringAverage",2014
13,13,"Bubba Watson",NA,69.35,1179,17,"Round3ScoringAverage",2014
14,14,"Gary Woodland",NA,69.36,1526,22,"Round3ScoringAverage",2014
15,15,"Rickie Fowler",NA,69.39,1249,18,"Round3ScoringAverage",2014
16,16,"Chad Campbell",NA,69.4,694,10,"Round3ScoringAverage",2014
17,17,"Graham DeLaet",NA,69.41,1180,17,"Round3ScoringAverage",2014
18,18,"Angel Cabrera",NA,69.42,833,12,"Round3ScoringAverage",2014
19,19,"Tim Clark",NA,69.43,972,14,"Round3ScoringAverage",2014
20,20,"Webb Simpson",NA,69.44,1250,18,"Round3ScoringAverage",2014
21,21,"Ben Martin",NA,69.47,1042,15,"Round3ScoringAverage",2014
22,22,"Adam Scott",NA,69.53,1182,17,"Round3ScoringAverage",2014
23,23,"Robert Allenby",NA,69.54,904,13,"Round3ScoringAverage",2014
24,24,"Sergio Garcia",NA,69.64,975,14,"Round3ScoringAverage",2014
24,24,"Will Wilcox",NA,69.64,766,11,"Round3ScoringAverage",2014
