"FirstTeeEarlyRound4ScoringAverage_RANKTHISWEEK_2013","FirstTeeEarlyRound4ScoringAverage_RANKLASTWEEK_2013","FirstTeeEarlyRound4ScoringAverage_PLAYERNAME_2013","FirstTeeEarlyRound4ScoringAverage__2013","FirstTeeEarlyRound4ScoringAverage_AVG_2013","FirstTeeEarlyRound4ScoringAverage_TOTALSTROKES_2013","FirstTeeEarlyRound4ScoringAverage_TOTALROUNDS_2013","stat_name","year"
1,1,"DH Lee",NA,67,268,4,"FirstTeeEarlyRound4ScoringAverage",2013
2,2,"Bubba Watson",NA,68.25,273,4,"FirstTeeEarlyRound4ScoringAverage",2013
3,3,"Keegan Bradley",NA,68.5,411,6,"FirstTeeEarlyRound4ScoringAverage",2013
3,3,"Matt Jones",NA,68.5,411,6,"FirstTeeEarlyRound4ScoringAverage",2013
5,5,"Bryce Molder",NA,68.63,549,8,"FirstTeeEarlyRound4ScoringAverage",2013
6,6,"Andres Romero",NA,68.67,206,3,"FirstTeeEarlyRound4ScoringAverage",2013
6,6,"Jimmy Walker",NA,68.67,412,6,"FirstTeeEarlyRound4ScoringAverage",2013
8,8,"Jordan Spieth",NA,68.8,344,5,"FirstTeeEarlyRound4ScoringAverage",2013
9,9,"Rickie Fowler",NA,69,207,3,"FirstTeeEarlyRound4ScoringAverage",2013
9,9,"Rory McIlroy",NA,69,207,3,"FirstTeeEarlyRound4ScoringAverage",2013
9,9,"Justin Rose",NA,69,69,1,"FirstTeeEarlyRound4ScoringAverage",2013
9,9,"Brian Stuard",NA,69,69,1,"FirstTeeEarlyRound4ScoringAverage",2013
9,9,"Daniel Summerhays",NA,69,207,3,"FirstTeeEarlyRound4ScoringAverage",2013
9,9,"Aaron Watkins",NA,69,138,2,"FirstTeeEarlyRound4ScoringAverage",2013
15,15,"Jason Day",NA,69.13,553,8,"FirstTeeEarlyRound4ScoringAverage",2013
16,16,"Aaron Baddeley",NA,69.2,346,5,"FirstTeeEarlyRound4ScoringAverage",2013
16,16,"Robert Streb",NA,69.2,346,5,"FirstTeeEarlyRound4ScoringAverage",2013
18,18,"Stephen Ames",NA,69.25,277,4,"FirstTeeEarlyRound4ScoringAverage",2013
19,19,"Angel Cabrera",NA,69.29,485,7,"FirstTeeEarlyRound4ScoringAverage",2013
20,20,"Brendon de Jonge",NA,69.38,902,13,"FirstTeeEarlyRound4ScoringAverage",2013
21,21,"Charl Schwartzel",NA,69.5,278,4,"FirstTeeEarlyRound4ScoringAverage",2013
21,21,"Johnson Wagner",NA,69.5,139,2,"FirstTeeEarlyRound4ScoringAverage",2013
23,23,"Fabian Gomez",NA,69.67,209,3,"FirstTeeEarlyRound4ScoringAverage",2013
24,24,"Hunter Mahan",NA,69.75,279,4,"FirstTeeEarlyRound4ScoringAverage",2013
25,25,"Henrik Stenson",NA,69.8,349,5,"FirstTeeEarlyRound4ScoringAverage",2013
26,26,"Ricky Barnes",NA,70,420,6,"FirstTeeEarlyRound4ScoringAverage",2013
26,26,"Erik Compton",NA,70,420,6,"FirstTeeEarlyRound4ScoringAverage",2013
26,26,"Derek Ernst",NA,70,140,2,"FirstTeeEarlyRound4ScoringAverage",2013
26,26,"Bill Haas",NA,70,140,2,"FirstTeeEarlyRound4ScoringAverage",2013
26,26,"Peter Hanson",NA,70,140,2,"FirstTeeEarlyRound4ScoringAverage",2013
26,26,"Ryo Ishikawa",NA,70,350,5,"FirstTeeEarlyRound4ScoringAverage",2013
26,26,"Luke List",NA,70,210,3,"FirstTeeEarlyRound4ScoringAverage",2013
26,26,"Ian Poulter",NA,70,70,1,"FirstTeeEarlyRound4ScoringAverage",2013
26,26,"Brandt Snedeker",NA,70,350,5,"FirstTeeEarlyRound4ScoringAverage",2013
26,26,"Darron Stiles",NA,70,140,2,"FirstTeeEarlyRound4ScoringAverage",2013
36,36,"Jason Dufner",NA,70.13,561,8,"FirstTeeEarlyRound4ScoringAverage",2013
37,37,"Webb Simpson",NA,70.17,421,6,"FirstTeeEarlyRound4ScoringAverage",2013
37,37,"Michael Thompson",NA,70.17,421,6,"FirstTeeEarlyRound4ScoringAverage",2013
39,39,"Will Claxton",NA,70.2,351,5,"FirstTeeEarlyRound4ScoringAverage",2013
39,39,"Luke Donald",NA,70.2,351,5,"FirstTeeEarlyRound4ScoringAverage",2013
39,39,"Camilo Villegas",NA,70.2,351,5,"FirstTeeEarlyRound4ScoringAverage",2013
42,42,"Matt Kuchar",NA,70.25,562,8,"FirstTeeEarlyRound4ScoringAverage",2013
43,43,"Roberto Castro",NA,70.29,492,7,"FirstTeeEarlyRound4ScoringAverage",2013
43,43,"Billy Horschel",NA,70.29,492,7,"FirstTeeEarlyRound4ScoringAverage",2013
45,45,"Doug LaBelle II",NA,70.33,422,6,"FirstTeeEarlyRound4ScoringAverage",2013
45,45,"Tiger Woods",NA,70.33,211,3,"FirstTeeEarlyRound4ScoringAverage",2013
47,47,"JJ Henry",NA,70.4,352,5,"FirstTeeEarlyRound4ScoringAverage",2013
47,47,"Brandt Jobe",NA,70.4,352,5,"FirstTeeEarlyRound4ScoringAverage",2013
47,47,"Phil Mickelson",NA,70.4,352,5,"FirstTeeEarlyRound4ScoringAverage",2013
50,50,"Russell Henley",NA,70.5,423,6,"FirstTeeEarlyRound4ScoringAverage",2013
50,50,"Steve LeBrun",NA,70.5,282,4,"FirstTeeEarlyRound4ScoringAverage",2013
50,50,"Graeme McDowell",NA,70.5,141,2,"FirstTeeEarlyRound4ScoringAverage",2013
50,50,"DJ Trahan",NA,70.5,141,2,"FirstTeeEarlyRound4ScoringAverage",2013
50,50,"Nick Watney",NA,70.5,423,6,"FirstTeeEarlyRound4ScoringAverage",2013
50,50,"Mark Wilson",NA,70.5,141,2,"FirstTeeEarlyRound4ScoringAverage",2013
56,56,"Stuart Appleby",NA,70.57,494,7,"FirstTeeEarlyRound4ScoringAverage",2013
56,56,"Martin Flores",NA,70.57,494,7,"FirstTeeEarlyRound4ScoringAverage",2013
58,58,"Rory Sabbatini",NA,70.6,353,5,"FirstTeeEarlyRound4ScoringAverage",2013
58,58,"Lee Williams",NA,70.6,353,5,"FirstTeeEarlyRound4ScoringAverage",2013
60,60,"Jonas Blixt",NA,70.67,424,6,"FirstTeeEarlyRound4ScoringAverage",2013
60,60,"Jerry Kelly",NA,70.67,424,6,"FirstTeeEarlyRound4ScoringAverage",2013
60,60,"Dicky Pride",NA,70.67,212,3,"FirstTeeEarlyRound4ScoringAverage",2013
60,60,"Gary Woodland",NA,70.67,636,9,"FirstTeeEarlyRound4ScoringAverage",2013
64,64,"Cameron Tringale",NA,70.7,707,10,"FirstTeeEarlyRound4ScoringAverage",2013
65,65,"Tom Gillis",NA,70.75,283,4,"FirstTeeEarlyRound4ScoringAverage",2013
65,65,"Justin Hicks",NA,70.75,566,8,"FirstTeeEarlyRound4ScoringAverage",2013
65,65,"Kevin Streelman",NA,70.75,283,4,"FirstTeeEarlyRound4ScoringAverage",2013
68,68,"Greg Owen",NA,70.8,354,5,"FirstTeeEarlyRound4ScoringAverage",2013
68,68,"Patrick Reed",NA,70.8,354,5,"FirstTeeEarlyRound4ScoringAverage",2013
68,68,"Mike Weir",NA,70.8,354,5,"FirstTeeEarlyRound4ScoringAverage",2013
71,71,"Henrik Norlander",NA,70.83,425,6,"FirstTeeEarlyRound4ScoringAverage",2013
72,72,"Harris English",NA,70.86,496,7,"FirstTeeEarlyRound4ScoringAverage",2013
72,72,"Brian Harman",NA,70.86,496,7,"FirstTeeEarlyRound4ScoringAverage",2013
72,72,"Shawn Stefani",NA,70.86,496,7,"FirstTeeEarlyRound4ScoringAverage",2013
75,75,"Ernie Els",NA,70.88,567,8,"FirstTeeEarlyRound4ScoringAverage",2013
76,76,"Jim Furyk",NA,71,213,3,"FirstTeeEarlyRound4ScoringAverage",2013
76,76,"Freddie Jacobson",NA,71,426,6,"FirstTeeEarlyRound4ScoringAverage",2013
76,76,"William McGirt",NA,71,497,7,"FirstTeeEarlyRound4ScoringAverage",2013
76,76,"Ted Potter Jr",NA,71,142,2,"FirstTeeEarlyRound4ScoringAverage",2013
76,76,"Steve Stricker",NA,71,71,1,"FirstTeeEarlyRound4ScoringAverage",2013
76,76,"Vaughn Taylor",NA,71,284,4,"FirstTeeEarlyRound4ScoringAverage",2013
82,82,"John Merrick",NA,71.11,640,9,"FirstTeeEarlyRound4ScoringAverage",2013
82,82,"Brendan Steele",NA,71.11,640,9,"FirstTeeEarlyRound4ScoringAverage",2013
84,84,"Stewart Cink",NA,71.14,498,7,"FirstTeeEarlyRound4ScoringAverage",2013
85,85,"Scott Brown",NA,71.25,285,4,"FirstTeeEarlyRound4ScoringAverage",2013
85,85,"Ryan Palmer",NA,71.25,570,8,"FirstTeeEarlyRound4ScoringAverage",2013
87,87,"Jason Bohn",NA,71.29,499,7,"FirstTeeEarlyRound4ScoringAverage",2013
88,88,"David Hearn",NA,71.3,713,10,"FirstTeeEarlyRound4ScoringAverage",2013
89,89,"Robert Allenby",NA,71.33,214,3,"FirstTeeEarlyRound4ScoringAverage",2013
89,89,"Brian Davis",NA,71.33,428,6,"FirstTeeEarlyRound4ScoringAverage",2013
89,89,"Sergio Garcia",NA,71.33,214,3,"FirstTeeEarlyRound4ScoringAverage",2013
89,89,"Jim Herman",NA,71.33,214,3,"FirstTeeEarlyRound4ScoringAverage",2013
89,89,"George McNeill",NA,71.33,214,3,"FirstTeeEarlyRound4ScoringAverage",2013
89,89,"Scott Piercy",NA,71.33,428,6,"FirstTeeEarlyRound4ScoringAverage",2013
95,95,"Dustin Johnson",NA,71.4,357,5,"FirstTeeEarlyRound4ScoringAverage",2013
95,95,"Chris Kirk",NA,71.4,714,10,"FirstTeeEarlyRound4ScoringAverage",2013
95,95,"Justin Leonard",NA,71.4,714,10,"FirstTeeEarlyRound4ScoringAverage",2013
95,95,"David Lingmerth",NA,71.4,357,5,"FirstTeeEarlyRound4ScoringAverage",2013
95,95,"John Rollins",NA,71.4,357,5,"FirstTeeEarlyRound4ScoringAverage",2013
100,100,"Bob Estes",NA,71.43,500,7,"FirstTeeEarlyRound4ScoringAverage",2013
101,101,"Boo Weekley",NA,71.46,929,13,"FirstTeeEarlyRound4ScoringAverage",2013
102,102,"Chad Campbell",NA,71.5,429,6,"FirstTeeEarlyRound4ScoringAverage",2013
102,102,"James Hahn",NA,71.5,143,2,"FirstTeeEarlyRound4ScoringAverage",2013
102,102,"Ben Kohles",NA,71.5,286,4,"FirstTeeEarlyRound4ScoringAverage",2013
102,102,"Martin Laird",NA,71.5,429,6,"FirstTeeEarlyRound4ScoringAverage",2013
102,102,"Eric Meierdierks",NA,71.5,143,2,"FirstTeeEarlyRound4ScoringAverage",2013
102,102,"John Senden",NA,71.5,429,6,"FirstTeeEarlyRound4ScoringAverage",2013
108,108,"Charles Howell III",NA,71.57,501,7,"FirstTeeEarlyRound4ScoringAverage",2013
108,108,"Bo Van Pelt",NA,71.57,501,7,"FirstTeeEarlyRound4ScoringAverage",2013
110,110,"KJ Choi",NA,71.58,859,12,"FirstTeeEarlyRound4ScoringAverage",2013
111,111,"Ken Duke",NA,71.63,573,8,"FirstTeeEarlyRound4ScoringAverage",2013
111,111,"Kevin Stadler",NA,71.63,573,8,"FirstTeeEarlyRound4ScoringAverage",2013
