"Scramblingfrom1020yards_RANKTHISWEEK_2007","Scramblingfrom1020yards_RANKLASTWEEK_2007","Scramblingfrom1020yards_PLAYERNAME_2007","Scramblingfrom1020yards_ROUNDS_2007","Scramblingfrom1020yards_Pct_2007","Scramblingfrom1020yards_SUCCESSES_2007","Scramblingfrom1020yards_ATTEMPTS_2007","stat_name","year"
1,1,"Craig Lile",77,74.4,125,168,"Scramblingfrom1020yards",2007
2,2,"Mark Brooks",53,74.31,81,109,"Scramblingfrom1020yards",2007
3,3,"Rory Sabbatini",81,73.71,129,175,"Scramblingfrom1020yards",2007
4,4,"Steve Stricker",81,73.43,105,143,"Scramblingfrom1020yards",2007
5,5,"Kevin Na",84,73.06,160,219,"Scramblingfrom1020yards",2007
6,6,"Justin Leonard",95,72.41,147,203,"Scramblingfrom1020yards",2007
7,7,"Aaron Baddeley",83,72.33,149,206,"Scramblingfrom1020yards",2007
8,8,"Stuart Appleby",74,71.78,117,163,"Scramblingfrom1020yards",2007
9,9,"KJ Choi",87,71.75,127,177,"Scramblingfrom1020yards",2007
10,10,"Ryuji Imada",104,71.31,169,237,"Scramblingfrom1020yards",2007
11,11,"John Rollins",102,70.94,166,234,"Scramblingfrom1020yards",2007
12,12,"Steve Elkington",87,70.87,146,206,"Scramblingfrom1020yards",2007
13,13,"Doug LaBelle II",104,70.61,173,245,"Scramblingfrom1020yards",2007
14,14,"Tim Clark",66,70.59,108,153,"Scramblingfrom1020yards",2007
15,15,"Jonathan Byrd",73,70.19,113,161,"Scramblingfrom1020yards",2007
16,16,"Phil Mickelson",73,70.09,82,117,"Scramblingfrom1020yards",2007
17,17,"Tiger Woods",63,70,56,80,"Scramblingfrom1020yards",2007
18,18,"Ian Poulter",63,69.67,85,122,"Scramblingfrom1020yards",2007
19,19,"Brian Bateman",55,69.63,94,135,"Scramblingfrom1020yards",2007
20,20,"Rich Barcelo",80,69.61,142,204,"Scramblingfrom1020yards",2007
21,21,"Rod Pampling",92,69.49,123,177,"Scramblingfrom1020yards",2007
22,22,"Bob Estes",88,69.46,141,203,"Scramblingfrom1020yards",2007
23,23,"Bob Heintz",85,69.27,142,205,"Scramblingfrom1020yards",2007
24,24,"Nathan Green",103,69.08,172,249,"Scramblingfrom1020yards",2007
25,25,"Mark Wilson",87,69.06,125,181,"Scramblingfrom1020yards",2007
26,26,"Chris Riley",59,68.99,89,129,"Scramblingfrom1020yards",2007
27,27,"Corey Pavin",81,68.95,151,219,"Scramblingfrom1020yards",2007
28,28,"Craig Kanada",109,68.83,170,247,"Scramblingfrom1020yards",2007
29,29,"Trevor Immelman",74,68.8,86,125,"Scramblingfrom1020yards",2007
30,30,"Bryce Molder",56,68.7,90,131,"Scramblingfrom1020yards",2007
31,31,"Matt Kuchar",85,68.48,126,184,"Scramblingfrom1020yards",2007
32,32,"Sergio Garcia",68,68.42,104,152,"Scramblingfrom1020yards",2007
33,33,"David Toms",80,68.29,112,164,"Scramblingfrom1020yards",2007
34,34,"Daniel Chopra",106,68.25,172,252,"Scramblingfrom1020yards",2007
35,35,"Briny Baird",115,68.24,174,255,"Scramblingfrom1020yards",2007
36,36,"Scott Verplank",82,68.1,111,163,"Scramblingfrom1020yards",2007
37,37,"Dean Wilson",92,68.04,132,194,"Scramblingfrom1020yards",2007
38,38,"Jim Furyk",84,68.03,100,147,"Scramblingfrom1020yards",2007
39,39,"Brandt Snedeker",105,68.02,151,222,"Scramblingfrom1020yards",2007
40,40,"Chris DiMarco",79,67.84,116,171,"Scramblingfrom1020yards",2007
41,41,"John Mallinger",96,67.72,172,254,"Scramblingfrom1020yards",2007
42,42,"Henrik Stenson",52,67.71,65,96,"Scramblingfrom1020yards",2007
43,43,"Arron Oberholser",69,67.63,94,139,"Scramblingfrom1020yards",2007
44,44,"John Merrick",92,67.55,127,188,"Scramblingfrom1020yards",2007
45,45,"Andrew Buckle",77,67.4,122,181,"Scramblingfrom1020yards",2007
45,45,"Kirk Triplett",77,67.4,122,181,"Scramblingfrom1020yards",2007
47,47,"Stephen Leaney",82,67.32,103,153,"Scramblingfrom1020yards",2007
48,48,"Heath Slocum",101,67.22,162,241,"Scramblingfrom1020yards",2007
49,49,"Sean OHair",98,67.02,126,188,"Scramblingfrom1020yards",2007
50,50,"Steve Marino",106,66.96,150,224,"Scramblingfrom1020yards",2007
51,51,"Shigeki Maruyama",84,66.81,153,229,"Scramblingfrom1020yards",2007
52,52,"JP Hayes",89,66.67,144,216,"Scramblingfrom1020yards",2007
52,52,"Lee Janzen",66,66.67,90,135,"Scramblingfrom1020yards",2007
52,52,"Vijay Singh",102,66.67,144,216,"Scramblingfrom1020yards",2007
52,52,"Bo Van Pelt",104,66.67,172,258,"Scramblingfrom1020yards",2007
56,56,"Steve Flesch",100,66.51,139,209,"Scramblingfrom1020yards",2007
57,57,"Padraig Harrington",64,66.39,79,119,"Scramblingfrom1020yards",2007
58,58,"Tom Pernice Jr",104,66.38,152,229,"Scramblingfrom1020yards",2007
59,59,"Jason Dufner",100,66.06,146,221,"Scramblingfrom1020yards",2007
60,60,"Geoff Ogilvy",84,66.05,107,162,"Scramblingfrom1020yards",2007
61,61,"George McNeill",95,66.04,140,212,"Scramblingfrom1020yards",2007
62,62,"Craig Bowden",78,65.99,130,197,"Scramblingfrom1020yards",2007
63,63,"Mark Hensby",81,65.93,120,182,"Scramblingfrom1020yards",2007
63,63,"Ryan Moore",92,65.93,120,182,"Scramblingfrom1020yards",2007
65,65,"Jose Coceres",50,65.89,85,129,"Scramblingfrom1020yards",2007
66,66,"Zach Johnson",76,65.84,106,161,"Scramblingfrom1020yards",2007
67,67,"Charlie Wi",90,65.79,125,190,"Scramblingfrom1020yards",2007
68,68,"Retief Goosen",50,65.71,69,105,"Scramblingfrom1020yards",2007
69,69,"Tag Ridings",52,65.63,84,128,"Scramblingfrom1020yards",2007
70,70,"Jose Maria Olazabal",52,65.49,74,113,"Scramblingfrom1020yards",2007
71,71,"Chris Stroud",66,65.33,98,150,"Scramblingfrom1020yards",2007
72,72,"Woody Austin",95,65.3,143,219,"Scramblingfrom1020yards",2007
73,73,"Billy Mayfair",98,65.2,133,204,"Scramblingfrom1020yards",2007
74,74,"Marco Dawson",73,65.16,101,155,"Scramblingfrom1020yards",2007
75,75,"Peter Lonard",85,65.13,127,195,"Scramblingfrom1020yards",2007
76,76,"Jarrod Lyle",77,65.03,119,183,"Scramblingfrom1020yards",2007
77,77,"Ken Duke",112,65,156,240,"Scramblingfrom1020yards",2007
78,78,"Bill Haas",93,64.95,139,214,"Scramblingfrom1020yards",2007
79,79,"Tim Petrovic",106,64.91,172,265,"Scramblingfrom1020yards",2007
80,80,"Jeff Brehaut",59,64.89,85,131,"Scramblingfrom1020yards",2007
81,81,"Nick OHern",72,64.86,96,148,"Scramblingfrom1020yards",2007
81,81,"Jesper Parnevik",88,64.86,120,185,"Scramblingfrom1020yards",2007
83,83,"Freddie Jacobson",70,64.8,116,179,"Scramblingfrom1020yards",2007
84,84,"DJ Trahan",99,64.68,152,235,"Scramblingfrom1020yards",2007
85,85,"Lucas Glover",98,64.67,119,184,"Scramblingfrom1020yards",2007
86,86,"Brian Gay",107,64.64,170,263,"Scramblingfrom1020yards",2007
87,87,"Steve Lowery",74,64.61,115,178,"Scramblingfrom1020yards",2007
88,88,"Bubba Watson",80,64.6,104,161,"Scramblingfrom1020yards",2007
