"Par4Performance_RANKTHISWEEK_2011","Par4Performance_RANKLASTWEEK_2011","Par4Performance_PLAYERNAME_2011","Par4Performance_ROUNDS_2011","Par4Performance_STATUS_2011","Par4Performance_PAR4AVG_2011","Par4Performance_TOTALPAR_2011","stat_name","year"
1,1,"Webb Simpson",98,-29,3.97,4284,"Par4Performance",2011
2,2,"Matt Kuchar",94,-24,3.98,3900,"Par4Performance",2011
2,2,"Steve Stricker",70,-24,3.97,3020,"Par4Performance",2011
4,4,"Luke Donald",73,-17,3.98,2940,"Par4Performance",2011
5,5,"Bryce Molder",82,-9,3.99,3540,"Par4Performance",2011
6,6,"Nick Watney",80,-7,3.99,3356,"Par4Performance",2011
7,7,"David Toms",78,-5,3.99,3384,"Par4Performance",2011
8,8,"Aaron Baddeley",77,-2,4,3348,"Par4Performance",2011
8,8,"Ben Crane",76,-2,4,3256,"Par4Performance",2011
10,10,"Brandt Snedeker",85,-1,4,3724,"Par4Performance",2011
11,11,"Bill Haas",93,0,4,4020,"Par4Performance",2011
11,11,"Hunter Mahan",92,0,4,3900,"Par4Performance",2011
11,11,"Rod Pampling",72,0,4,3152,"Par4Performance",2011
14,14,"David Hearn",88,1,4,3884,"Par4Performance",2011
15,15,"Brian Davis",105,2,4,4532,"Par4Performance",2011
15,15,"Adam Scott",60,2,4,2652,"Par4Performance",2011
17,17,"Briny Baird",60,3,4,2648,"Par4Performance",2011
18,18,"Geoff Ogilvy",69,5,4.01,2912,"Par4Performance",2011
19,19,"Martin Laird",77,6,4.01,3236,"Par4Performance",2011
20,20,"Chris Couch",73,7,4.01,3132,"Par4Performance",2011
20,20,"Sergio Garcia",61,7,4.01,2692,"Par4Performance",2011
22,22,"Jason Dufner",78,8,4.01,3416,"Par4Performance",2011
22,22,"Freddie Jacobson",92,8,4.01,4068,"Par4Performance",2011
22,22,"John Merrick",71,8,4.01,3148,"Par4Performance",2011
22,22,"Carl Pettersson",95,8,4.01,4196,"Par4Performance",2011
22,22,"Justin Rose",79,8,4.01,3324,"Par4Performance",2011
27,27,"Retief Goosen",50,9,4.02,2116,"Par4Performance",2011
27,27,"Charles Howell III",108,9,4.01,4740,"Par4Performance",2011
27,27,"Zach Johnson",79,9,4.01,3440,"Par4Performance",2011
27,27,"Phil Mickelson",79,9,4.01,3316,"Par4Performance",2011
31,31,"Charl Schwartzel",58,10,4.02,2448,"Par4Performance",2011
32,32,"Chris Kirk",87,12,4.01,3792,"Par4Performance",2011
32,32,"Chris Stroud",88,12,4.01,3828,"Par4Performance",2011
34,34,"William McGirt",103,13,4.01,4516,"Par4Performance",2011
35,35,"John Rollins",85,14,4.02,3680,"Par4Performance",2011
36,36,"John Senden",94,15,4.01,4056,"Par4Performance",2011
37,37,"Blake Adams",116,16,4.01,5008,"Par4Performance",2011
37,37,"Woody Austin",59,16,4.03,2536,"Par4Performance",2011
37,37,"Brendon de Jonge",105,16,4.01,4548,"Par4Performance",2011
40,40,"Hunter Haas",96,17,4.02,4104,"Par4Performance",2011
40,40,"Gary Woodland",93,17,4.02,4036,"Par4Performance",2011
42,42,"Rickie Fowler",84,19,4.02,3556,"Par4Performance",2011
42,42,"Dustin Johnson",72,19,4.02,3084,"Par4Performance",2011
44,44,"Stephen Ames",69,20,4.03,2984,"Par4Performance",2011
44,44,"Kevin Streelman",90,20,4.02,3908,"Par4Performance",2011
46,46,"Shane Bertsch",62,22,4.03,2728,"Par4Performance",2011
46,46,"Brandt Jobe",100,22,4.02,4312,"Par4Performance",2011
48,48,"Bo Van Pelt",92,23,4.02,3956,"Par4Performance",2011
49,49,"Padraig Harrington",60,24,4.04,2588,"Par4Performance",2011
49,49,"Robert Karlsson",61,24,4.04,2596,"Par4Performance",2011
49,49,"Ryan Moore",79,24,4.03,3264,"Par4Performance",2011
49,49,"Pat Perez",76,24,4.03,3236,"Par4Performance",2011
49,49,"Bubba Watson",85,24,4.03,3388,"Par4Performance",2011
54,54,"KJ Choi",77,25,4.03,3260,"Par4Performance",2011
54,54,"Troy Matteson",91,25,4.03,3880,"Par4Performance",2011
54,54,"Joe Ogilvie",75,25,4.03,3268,"Par4Performance",2011
57,57,"Spencer Levin",113,26,4.02,4968,"Par4Performance",2011
57,57,"Billy Mayfair",94,26,4.03,4072,"Par4Performance",2011
59,59,"Chad Campbell",99,27,4.02,4340,"Par4Performance",2011
