"AveragePuttingDistanceAll3putts_RANKTHISWEEK_2008","AveragePuttingDistanceAll3putts_RANKLASTWEEK_2008","AveragePuttingDistanceAll3putts_PLAYERNAME_2008","AveragePuttingDistanceAll3putts_ROUNDS_2008","AveragePuttingDistanceAll3putts_AVG_2008","AveragePuttingDistanceAll3putts_DISTANCEFEET_2008","AveragePuttingDistanceAll3putts_TOTALPUTTS_2008","stat_name","year"
1,1,"Todd Hamilton",92,NA,1393.167,29,"AveragePuttingDistanceAll3putts",2008
2,2,"Ken Duke",116,NA,1903.667,40,"AveragePuttingDistanceAll3putts",2008
3,3,"Troy Matteson",94,NA,3096.167,66,"AveragePuttingDistanceAll3putts",2008
4,4,"Ernie Els",51,NA,1121.75,24,"AveragePuttingDistanceAll3putts",2008
5,5,"Tim Petrovic",97,NA,2483.333,54,"AveragePuttingDistanceAll3putts",2008
6,6,"Bob Tway",70,NA,822.583,18,"AveragePuttingDistanceAll3putts",2008
7,7,"Ryuji Imada",80,NA,1092.167,24,"AveragePuttingDistanceAll3putts",2008
7,7,"Parker McLachlin",88,NA,1684.75,37,"AveragePuttingDistanceAll3putts",2008
9,9,"Richard Johnson",60,NA,1181.583,26,"AveragePuttingDistanceAll3putts",2008
10,10,"Matt Kuchar",88,NA,1444.667,32,"AveragePuttingDistanceAll3putts",2008
11,11,"Briny Baird",113,NA,2595.667,58,"AveragePuttingDistanceAll3putts",2008
11,11,"Bob Sowards",61,NA,1252.25,28,"AveragePuttingDistanceAll3putts",2008
13,13,"Brad Adamonis",87,NA,2007.333,45,"AveragePuttingDistanceAll3putts",2008
14,14,"Tommy Armour III",77,NA,2043.25,46,"AveragePuttingDistanceAll3putts",2008
14,14,"John Riegger",73,NA,1954,44,"AveragePuttingDistanceAll3putts",2008
16,16,"Peter Lonard",92,NA,2129.667,48,"AveragePuttingDistanceAll3putts",2008
16,16,"Ryan Palmer",69,NA,1330.75,30,"AveragePuttingDistanceAll3putts",2008
16,16,"Kenny Perry",97,NA,2437.417,55,"AveragePuttingDistanceAll3putts",2008
19,19,"Angel Cabrera",55,NA,973,22,"AveragePuttingDistanceAll3putts",2008
20,20,"Jon Mills",95,NA,2342.917,53,"AveragePuttingDistanceAll3putts",2008
21,21,"Zach Johnson",85,NA,1494.25,34,"AveragePuttingDistanceAll3putts",2008
21,21,"Marc Turnesa",87,NA,1450,33,"AveragePuttingDistanceAll3putts",2008
24,24,"KJ Choi",74,NA,1050.083,24,"AveragePuttingDistanceAll3putts",2008
25,25,"Martin Laird",98,NA,2488,57,"AveragePuttingDistanceAll3putts",2008
26,26,"Steve Allan",58,NA,1613.167,37,"AveragePuttingDistanceAll3putts",2008
26,26,"Lucas Glover",91,NA,1829.583,42,"AveragePuttingDistanceAll3putts",2008
28,28,"Scott Sterling",89,NA,1697.167,39,"AveragePuttingDistanceAll3putts",2008
29,29,"Cliff Kresge",84,NA,1779.333,41,"AveragePuttingDistanceAll3putts",2008
30,30,"John Rollins",94,NA,2384.917,55,"AveragePuttingDistanceAll3putts",2008
31,31,"Hunter Mahan",87,NA,1558.167,36,"AveragePuttingDistanceAll3putts",2008
31,31,"Billy Mayfair",103,NA,2466.583,57,"AveragePuttingDistanceAll3putts",2008
