"TotalMoneyOfficialandUnofficial_RANKTHISWEEK_2015","TotalMoneyOfficialandUnofficial_RANKLASTWEEK_2015","TotalMoneyOfficialandUnofficial_PLAYERNAME_2015","TotalMoneyOfficialandUnofficial_EVENTS_2015","TotalMoneyOfficialandUnofficial_MONEY_2015","stat_name","year"
26,26,"Daniel Berger",31,3028901,"TotalMoneyOfficialandUnofficial",2015
27,27,"Kevin Na",27,2820766,"TotalMoneyOfficialandUnofficial",2015
28,28,"Scott Piercy",28,2780027,"TotalMoneyOfficialandUnofficial",2015
29,29,"David Lingmerth",28,2736378,"TotalMoneyOfficialandUnofficial",2015
30,30,"Ben Martin",27,2717305,"TotalMoneyOfficialandUnofficial",2015
31,31,"Gary Woodland",25,2700083,"TotalMoneyOfficialandUnofficial",2015
32,32,"Sergio Garcia",15,2670229,"TotalMoneyOfficialandUnofficial",2015
33,33,"Ryan Moore",24,2642306,"TotalMoneyOfficialandUnofficial",2015
34,34,"Sangmoon Bae",31,2599632,"TotalMoneyOfficialandUnofficial",2015
35,35,"Chris Kirk",23,2475326,"TotalMoneyOfficialandUnofficial",2015
36,36,"Jason Bohn",27,2337580,"TotalMoneyOfficialandUnofficial",2015
37,37,"Harris English",31,2314187,"TotalMoneyOfficialandUnofficial",2015
38,38,"Shane Lowry",13,2298517,"TotalMoneyOfficialandUnofficial",2015
39,39,"Justin Thomas",30,2278564,"TotalMoneyOfficialandUnofficial",2015
40,40,"Cameron Tringale",29,2222164,"TotalMoneyOfficialandUnofficial",2015
41,41,"Russell Henley",25,2185774,"TotalMoneyOfficialandUnofficial",2015
42,42,"Phil Mickelson",20,2154200,"TotalMoneyOfficialandUnofficial",2015
43,43,"Webb Simpson",23,2101260,"TotalMoneyOfficialandUnofficial",2015
44,44,"Tony Finau",31,2095186,"TotalMoneyOfficialandUnofficial",2015
45,45,"Troy Merritt",29,2092669,"TotalMoneyOfficialandUnofficial",2015
46,46,"Billy Horschel",31,2077418,"TotalMoneyOfficialandUnofficial",2015
47,47,"James Hahn",28,2064783,"TotalMoneyOfficialandUnofficial",2015
48,48,"Keegan Bradley",27,2057579,"TotalMoneyOfficialandUnofficial",2015
49,49,"Ryan Palmer",23,2054523,"TotalMoneyOfficialandUnofficial",2015
50,50,"Matt Jones",25,1995553,"TotalMoneyOfficialandUnofficial",2015
51,51,"Russell Knox",28,1916666,"TotalMoneyOfficialandUnofficial",2015
52,52,"Ian Poulter",20,1820587,"TotalMoneyOfficialandUnofficial",2015
53,53,"David Hearn",30,1817043,"TotalMoneyOfficialandUnofficial",2015
54,54,"Brendon Todd",27,1809192,"TotalMoneyOfficialandUnofficial",2015
55,55,"Hunter Mahan",26,1782973,"TotalMoneyOfficialandUnofficial",2015
56,56,"Marc Leishman",24,1762267,"TotalMoneyOfficialandUnofficial",2015
57,57,"Branden Grace",14,1761660,"TotalMoneyOfficialandUnofficial",2015
58,58,"Brendan Steele",24,1759484,"TotalMoneyOfficialandUnofficial",2015
59,59,"Shawn Stefani",26,1757803,"TotalMoneyOfficialandUnofficial",2015
60,60,"Sean OHair",27,1737300,"TotalMoneyOfficialandUnofficial",2015
61,61,"Nick Watney",28,1733873,"TotalMoneyOfficialandUnofficial",2015
62,62,"Boo Weekley",24,1689914,"TotalMoneyOfficialandUnofficial",2015
63,63,"Fabian Gomez",26,1651012,"TotalMoneyOfficialandUnofficial",2015
64,64,"Daniel Summerhays",29,1633957,"TotalMoneyOfficialandUnofficial",2015
65,65,"Rory Sabbatini",26,1609534,"TotalMoneyOfficialandUnofficial",2015
66,66,"Brendon de Jonge",31,1594935,"TotalMoneyOfficialandUnofficial",2015
67,67,"Pat Perez",26,1588664,"TotalMoneyOfficialandUnofficial",2015
68,68,"Brian Harman",29,1548352,"TotalMoneyOfficialandUnofficial",2015
69,69,"Kevin Streelman",27,1525774,"TotalMoneyOfficialandUnofficial",2015
70,70,"Matt Every",26,1521816,"TotalMoneyOfficialandUnofficial",2015
71,71,"Martin Kaymer",14,1486378,"TotalMoneyOfficialandUnofficial",2015
72,72,"Jerry Kelly",25,1431607,"TotalMoneyOfficialandUnofficial",2015
73,73,"John Senden",24,1422033,"TotalMoneyOfficialandUnofficial",2015
74,74,"Adam Scott",16,1382365,"TotalMoneyOfficialandUnofficial",2015
75,75,"Charles Howell III",31,1341111,"TotalMoneyOfficialandUnofficial",2015
76,76,"George McNeill",27,1331768,"TotalMoneyOfficialandUnofficial",2015
77,77,"Padraig Harrington",21,1330852,"TotalMoneyOfficialandUnofficial",2015
78,78,"Kevin Chappell",26,1281552,"TotalMoneyOfficialandUnofficial",2015
79,79,"Danny Willett",10,1265935,"TotalMoneyOfficialandUnofficial",2015
80,80,"Davis Love III",18,1263596,"TotalMoneyOfficialandUnofficial",2015
81,81,"Scott Pinckney",27,1259389,"TotalMoneyOfficialandUnofficial",2015
82,82,"Zac Blair",34,1244676,"TotalMoneyOfficialandUnofficial",2015
83,83,"Alex Cejka",30,1227196,"TotalMoneyOfficialandUnofficial",2015
84,84,"Jim Herman",27,1212778,"TotalMoneyOfficialandUnofficial",2015
85,85,"Charl Schwartzel",20,1209528,"TotalMoneyOfficialandUnofficial",2015
86,86,"Jon Curran",29,1199549,"TotalMoneyOfficialandUnofficial",2015
87,87,"Carl Pettersson",32,1186763,"TotalMoneyOfficialandUnofficial",2015
88,88,"Greg Owen",19,1180794,"TotalMoneyOfficialandUnofficial",2015
89,89,"Kyle Reifers",31,1179228,"TotalMoneyOfficialandUnofficial",2015
90,90,"Will Wilcox",17,1168302,"TotalMoneyOfficialandUnofficial",2015
91,91,"Bryce Molder",26,1165547,"TotalMoneyOfficialandUnofficial",2015
92,92,"Scott Brown",30,1161750,"TotalMoneyOfficialandUnofficial",2015
93,93,"Chesson Hadley",30,1135529,"TotalMoneyOfficialandUnofficial",2015
94,94,"Johnson Wagner",23,1131659,"TotalMoneyOfficialandUnofficial",2015
95,95,"Martin Laird",24,1124988,"TotalMoneyOfficialandUnofficial",2015
96,96,"Morgan Hoffmann",26,1111240,"TotalMoneyOfficialandUnofficial",2015
97,97,"Jason Gore",26,1101246,"TotalMoneyOfficialandUnofficial",2015
98,98,"Nick Taylor",28,1072360,"TotalMoneyOfficialandUnofficial",2015
99,99,"Colt Knost",29,1066553,"TotalMoneyOfficialandUnofficial",2015
100,100,"JJ Henry",30,1046123,"TotalMoneyOfficialandUnofficial",2015
101,101,"Patrick Rodgers",17,1038291,"TotalMoneyOfficialandUnofficial",2015
102,102,"Jason Kokrak",28,1033489,"TotalMoneyOfficialandUnofficial",2015
103,103,"Tim Clark",13,1028139,"TotalMoneyOfficialandUnofficial",2015
104,104,"Luke Donald",20,1026643,"TotalMoneyOfficialandUnofficial",2015
105,105,"Chad Campbell",30,1015707,"TotalMoneyOfficialandUnofficial",2015
106,106,"Jason Dufner",21,1007997,"TotalMoneyOfficialandUnofficial",2015
107,107,"William McGirt",30,1004696,"TotalMoneyOfficialandUnofficial",2015
108,108,"Francesco Molinari",16,997389,"TotalMoneyOfficialandUnofficial",2015
109,109,"Retief Goosen",26,994330,"TotalMoneyOfficialandUnofficial",2015
110,110,"Graham DeLaet",22,988349,"TotalMoneyOfficialandUnofficial",2015
111,111,"Cameron Smith",13,976297,"TotalMoneyOfficialandUnofficial",2015
112,112,"Steve Wheatcroft",28,973024,"TotalMoneyOfficialandUnofficial",2015
113,113,"Carlos Ortiz",30,964137,"TotalMoneyOfficialandUnofficial",2015
114,114,"Hudson Swafford",30,959391,"TotalMoneyOfficialandUnofficial",2015
115,115,"Lee Westwood",15,946628,"TotalMoneyOfficialandUnofficial",2015
116,116,"Jamie Donaldson",16,938664,"TotalMoneyOfficialandUnofficial",2015
117,117,"Adam Hadwin",30,937611,"TotalMoneyOfficialandUnofficial",2015
118,118,"Andres Gonzales",28,925335,"TotalMoneyOfficialandUnofficial",2015
119,119,"Scott Stallings",19,919619,"TotalMoneyOfficialandUnofficial",2015
120,120,"Graeme McDowell",17,893938,"TotalMoneyOfficialandUnofficial",2015
121,121,"Will Ma Kenzie",16,863563,"TotalMoneyOfficialandUnofficial",2015
122,122,"Mark Wilson",28,851845,"TotalMoneyOfficialandUnofficial",2015
123,123,"Ryo Ishikawa",28,851044,"TotalMoneyOfficialandUnofficial",2015
124,124,"Camilo Villegas",28,848497,"TotalMoneyOfficialandUnofficial",2015
125,125,"Spencer Levin",31,836698,"TotalMoneyOfficialandUnofficial",2015
126,126,"Ken Duke",30,817675,"TotalMoneyOfficialandUnofficial",2015
127,127,"Charlie Beljan",27,782546,"TotalMoneyOfficialandUnofficial",2015
128,128,"John Peterson",25,779509,"TotalMoneyOfficialandUnofficial",2015
129,129,"Blayne Barber",26,768383,"TotalMoneyOfficialandUnofficial",2015
130,130,"Whee Kim",23,755998,"TotalMoneyOfficialandUnofficial",2015
131,131,"Vijay Singh",23,752462,"TotalMoneyOfficialandUnofficial",2015
132,132,"Chad Collins",24,747899,"TotalMoneyOfficialandUnofficial",2015
133,133,"Chris Stroud",28,746814,"TotalMoneyOfficialandUnofficial",2015
134,134,"David Toms",21,742470,"TotalMoneyOfficialandUnofficial",2015
135,135,"Erik Compton",29,731602,"TotalMoneyOfficialandUnofficial",2015
136,136,"Anirban Lahiri",13,712795,"TotalMoneyOfficialandUnofficial",2015
137,137,"Seung Yul Noh",21,711609,"TotalMoneyOfficialandUnofficial",2015
138,138,"Jonas Blixt",26,703664,"TotalMoneyOfficialandUnofficial",2015
139,139,"Stewart Cink",23,694655,"TotalMoneyOfficialandUnofficial",2015
140,140,"Tom Hoge",26,690319,"TotalMoneyOfficialandUnofficial",2015
141,141,"Brian Stuard",31,687109,"TotalMoneyOfficialandUnofficial",2015
142,142,"John Huh",31,678556,"TotalMoneyOfficialandUnofficial",2015
143,143,"Nicholas Thompson",31,667185,"TotalMoneyOfficialandUnofficial",2015
144,144,"Brian Davis",31,656534,"TotalMoneyOfficialandUnofficial",2015
145,145,"Geoff Ogilvy",15,653925,"TotalMoneyOfficialandUnofficial",2015
146,146,"Bo Van Pelt",29,643111,"TotalMoneyOfficialandUnofficial",2015
147,147,"Scott Langley",28,638182,"TotalMoneyOfficialandUnofficial",2015
148,148,"Brice Garnett",29,637789,"TotalMoneyOfficialandUnofficial",2015
149,149,"Alex Prugh",27,636373,"TotalMoneyOfficialandUnofficial",2015
150,150,"Tom Gillis",16,634554,"TotalMoneyOfficialandUnofficial",2015
151,151,"Andres Romero",24,617253,"TotalMoneyOfficialandUnofficial",2015
152,152,"Ricky Barnes",27,614455,"TotalMoneyOfficialandUnofficial",2015
153,153,"Michael Thompson",27,599835,"TotalMoneyOfficialandUnofficial",2015
154,154,"SJ Park",27,597103,"TotalMoneyOfficialandUnofficial",2015
155,155,"Billy Hurley III",28,591450,"TotalMoneyOfficialandUnofficial",2015
156,156,"Sam Saunders",28,578571,"TotalMoneyOfficialandUnofficial",2015
157,157,"Cameron Percy",23,575943,"TotalMoneyOfficialandUnofficial",2015
158,158,"Luke Guthrie",27,575150,"TotalMoneyOfficialandUnofficial",2015
159,159,"Jeff Overton",30,561614,"TotalMoneyOfficialandUnofficial",2015
160,160,"Michael Putnam",28,557803,"TotalMoneyOfficialandUnofficial",2015
161,161,"Tiger Woods",12,551098,"TotalMoneyOfficialandUnofficial",2015
162,162,"Austin Cook",7,537648,"TotalMoneyOfficialandUnofficial",2015
163,163,"Steve Stricker",12,535201,"TotalMoneyOfficialandUnofficial",2015
164,164,"Vaughn Taylor",12,533036,"TotalMoneyOfficialandUnofficial",2015
165,165,"George Coetzee",7,532696,"TotalMoneyOfficialandUnofficial",2015
166,166,"Lucas Glover",26,515241,"TotalMoneyOfficialandUnofficial",2015
167,167,"Joost Luiten",13,503398,"TotalMoneyOfficialandUnofficial",2015
168,168,"Derek Fathauer",27,482023,"TotalMoneyOfficialandUnofficial",2015
169,169,"Hiroshi Iwata",4,479333,"TotalMoneyOfficialandUnofficial",2015
170,170,"Tommy Fleetwood",7,465251,"TotalMoneyOfficialandUnofficial",2015
171,171,"Marc Warren",9,461089,"TotalMoneyOfficialandUnofficial",2015
172,172,"Ernie Els",18,453579,"TotalMoneyOfficialandUnofficial",2015
173,173,"Martin Flores",30,449274,"TotalMoneyOfficialandUnofficial",2015
174,174,"KJ Choi",19,448864,"TotalMoneyOfficialandUnofficial",2015
175,175,"Jonathan Byrd",22,446732,"TotalMoneyOfficialandUnofficial",2015
176,176,"Jhonattan Vegas",27,446345,"TotalMoneyOfficialandUnofficial",2015
177,177,"Aaron Baddeley",25,439925,"TotalMoneyOfficialandUnofficial",2015
178,178,"Andrew Svoboda",30,418963,"TotalMoneyOfficialandUnofficial",2015
179,179,"Freddie Jacobson",14,416259,"TotalMoneyOfficialandUnofficial",2015
180,180,"John Merrick",27,391513,"TotalMoneyOfficialandUnofficial",2015
181,181,"DA Points",26,390607,"TotalMoneyOfficialandUnofficial",2015
182,182,"Angel Cabrera",19,381942,"TotalMoneyOfficialandUnofficial",2015
183,183,"Max Homa",27,380339,"TotalMoneyOfficialandUnofficial",2015
184,184,"Bernd Wiesberger",11,365316,"TotalMoneyOfficialandUnofficial",2015
185,185,"Victor Dubuisson",10,354625,"TotalMoneyOfficialandUnofficial",2015
186,186,"Emiliano Grillo",5,348407,"TotalMoneyOfficialandUnofficial",2015
187,187,"Chez Reavie",19,331623,"TotalMoneyOfficialandUnofficial",2015
188,188,"Derek Ernst",26,320095,"TotalMoneyOfficialandUnofficial",2015
189,189,"Gonzalo Fdez Castano",28,312053,"TotalMoneyOfficialandUnofficial",2015
190,190,"Justin Leonard",23,302925,"TotalMoneyOfficialandUnofficial",2015
191,191,"Marcel Siem",8,298750,"TotalMoneyOfficialandUnofficial",2015
192,192,"Mark Hubbard",25,293980,"TotalMoneyOfficialandUnofficial",2015
193,193,"Greg Chalmers",17,291016,"TotalMoneyOfficialandUnofficial",2015
194,194,"Andrew Putnam",23,282879,"TotalMoneyOfficialandUnofficial",2015
195,195,"Alexander Levy",8,282376,"TotalMoneyOfficialandUnofficial",2015
196,196,"Stephen Gallacher",11,281550,"TotalMoneyOfficialandUnofficial",2015
197,197,"Mikko Ilonen",8,276500,"TotalMoneyOfficialandUnofficial",2015
198,198,"Robert Allenby",25,271887,"TotalMoneyOfficialandUnofficial",2015
199,199,"Oscar Fraustro",21,262475,"TotalMoneyOfficialandUnofficial",2015
200,200,"Jonathan Randolph",25,256066,"TotalMoneyOfficialandUnofficial",2015
201,201,"Thongchai Jaidee",11,255455,"TotalMoneyOfficialandUnofficial",2015
202,202,"Robert Garrigus",25,253699,"TotalMoneyOfficialandUnofficial",2015
203,203,"Kyle Stanley",12,245504,"TotalMoneyOfficialandUnofficial",2015
204,204,"Andy Sullivan",6,242825,"TotalMoneyOfficialandUnofficial",2015
205,205,"Steven Alker",22,236862,"TotalMoneyOfficialandUnofficial",2015
206,206,"Thomas Aiken",4,236350,"TotalMoneyOfficialandUnofficial",2015
207,207,"Kiradech Aphibarnrat",4,229250,"TotalMoneyOfficialandUnofficial",2015
208,208,"Tim Petrovic",11,222551,"TotalMoneyOfficialandUnofficial",2015
209,209,"John Rollins",14,218064,"TotalMoneyOfficialandUnofficial",2015
210,210,"Kenny Perry",10,217390,"TotalMoneyOfficialandUnofficial",2015
211,211,"Thorbjorn Olesen",1,213667,"TotalMoneyOfficialandUnofficial",2015
212,212,"Chris Smith",9,212910,"TotalMoneyOfficialandUnofficial",2015
213,213,"Ben Crane",22,203254,"TotalMoneyOfficialandUnofficial",2015
214,214,"Rod Pampling",10,189055,"TotalMoneyOfficialandUnofficial",2015
215,215,"Prom Meesawat",1,189000,"TotalMoneyOfficialandUnofficial",2015
215,215,"Angelo Que",1,189000,"TotalMoneyOfficialandUnofficial",2015
217,217,"Andrew Loupe",15,183850,"TotalMoneyOfficialandUnofficial",2015
218,218,"Roberto Castro",16,179723,"TotalMoneyOfficialandUnofficial",2015
219,219,"Tim Wilkinson",28,171654,"TotalMoneyOfficialandUnofficial",2015
220,220,"Eric Axley",21,170687,"TotalMoneyOfficialandUnofficial",2015
221,221,"David Lipsky",5,170014,"TotalMoneyOfficialandUnofficial",2015
222,222,"Tyrone Van Aswegen",20,168234,"TotalMoneyOfficialandUnofficial",2015
223,223,"Peter Uihlein",4,165333,"TotalMoneyOfficialandUnofficial",2015
224,224,"Anthony Wall",1,162107,"TotalMoneyOfficialandUnofficial",2015
225,225,"Ollie Schniederjans",7,160107,"TotalMoneyOfficialandUnofficial",2015
226,226,"Blake Adams",13,156939,"TotalMoneyOfficialandUnofficial",2015
227,227,"Byron Smith",21,153930,"TotalMoneyOfficialandUnofficial",2015
228,228,"Jamie Lovemark",2,146138,"TotalMoneyOfficialandUnofficial",2015
229,229,"Mike Weir",19,145300,"TotalMoneyOfficialandUnofficial",2015
230,230,"Ryan Armour",17,144229,"TotalMoneyOfficialandUnofficial",2015
231,231,"Fred Funk",2,141171,"TotalMoneyOfficialandUnofficial",2015
232,232,"Pablo Larrazabal",4,140833,"TotalMoneyOfficialandUnofficial",2015
233,233,"Stuart Appleby",7,138968,"TotalMoneyOfficialandUnofficial",2015
234,234,"Roger Sloan",20,133048,"TotalMoneyOfficialandUnofficial",2015
235,235,"Rafa Cabrera Bello",4,129450,"TotalMoneyOfficialandUnofficial",2015
236,236,"Mark Anderson",7,129215,"TotalMoneyOfficialandUnofficial",2015
237,237,"Bill Lunde",18,128788,"TotalMoneyOfficialandUnofficial",2015
238,238,"Soren Kjeldsen",3,126000,"TotalMoneyOfficialandUnofficial",2015
239,239,"Thomas Bjorn",7,124500,"TotalMoneyOfficialandUnofficial",2015
240,240,"Carlos Sainz Jr",20,124115,"TotalMoneyOfficialandUnofficial",2015
241,241,"Mark Hensby",2,122938,"TotalMoneyOfficialandUnofficial",2015
242,242,"Heath Slocum",22,122480,"TotalMoneyOfficialandUnofficial",2015
243,243,"Marcus Fraser",2,119760,"TotalMoneyOfficialandUnofficial",2015
244,244,"Koumei Oda",4,116200,"TotalMoneyOfficialandUnofficial",2015
245,245,"Mark OMeara",2,114915,"TotalMoneyOfficialandUnofficial",2015
246,246,"James Morrison",2,113238,"TotalMoneyOfficialandUnofficial",2015
247,247,"Steve Flesch",7,110527,"TotalMoneyOfficialandUnofficial",2015
248,248,"Scott Verplank",14,109433,"TotalMoneyOfficialandUnofficial",2015
249,249,"Byeong Hun An",5,109200,"TotalMoneyOfficialandUnofficial",2015
250,250,"Ross Fisher",3,106331,"TotalMoneyOfficialandUnofficial",2015
251,251,"Miguel Angel Jimenez",6,104750,"TotalMoneyOfficialandUnofficial",2015
252,252,"WC Liang",5,102185,"TotalMoneyOfficialandUnofficial",2015
253,253,"Garrett Osborn",4,1e+05,"TotalMoneyOfficialandUnofficial",2015
253,253,"Lexi Thompson",1,1e+05,"TotalMoneyOfficialandUnofficial",2015
255,255,"John Daly",10,91933,"TotalMoneyOfficialandUnofficial",2015
256,256,"Jim Renner",27,90668,"TotalMoneyOfficialandUnofficial",2015
257,257,"Wu Ashun",1,89833,"TotalMoneyOfficialandUnofficial",2015
258,258,"Gary Stal",2,86875,"TotalMoneyOfficialandUnofficial",2015
259,259,"Oliver Wilson",2,85625,"TotalMoneyOfficialandUnofficial",2015
260,260,"Zack Sucher",18,85614,"TotalMoneyOfficialandUnofficial",2015
261,261,"Josh Teater",11,80359,"TotalMoneyOfficialandUnofficial",2015
262,262,"Cory Whitsett",2,78544,"TotalMoneyOfficialandUnofficial",2015
263,263,"Brandon Hagy",8,77111,"TotalMoneyOfficialandUnofficial",2015
264,264,"Hyung Sung Kim",2,76530,"TotalMoneyOfficialandUnofficial",2015
265,265,"Trevor Immelman",19,74660,"TotalMoneyOfficialandUnofficial",2015
266,266,"Tyrrell Hatton",2,74600,"TotalMoneyOfficialandUnofficial",2015
267,267,"Tommy Gainey",9,70137,"TotalMoneyOfficialandUnofficial",2015
268,268,"Troy Kelly",9,67547,"TotalMoneyOfficialandUnofficial",2015
269,269,"Jarrod Lyle",10,66145,"TotalMoneyOfficialandUnofficial",2015
270,270,"Cheng Tsung Pan",2,65056,"TotalMoneyOfficialandUnofficial",2015
271,271,"Jimmy Gunn",1,64126,"TotalMoneyOfficialandUnofficial",2015
272,272,"Arjun Atwal",7,63909,"TotalMoneyOfficialandUnofficial",2015
273,273,"Jason Knutzon",2,62000,"TotalMoneyOfficialandUnofficial",2015
274,274,"Hao Tong Li",1,61500,"TotalMoneyOfficialandUnofficial",2015
275,275,"Ben Curtis",14,59018,"TotalMoneyOfficialandUnofficial",2015
276,276,"Dawie van der Walt",1,56000,"TotalMoneyOfficialandUnofficial",2015
277,277,"Antonio Lascuna",2,55415,"TotalMoneyOfficialandUnofficial",2015
278,278,"Billy Andrade",1,55000,"TotalMoneyOfficialandUnofficial",2015
278,278,"Brad Faxon",1,55000,"TotalMoneyOfficialandUnofficial",2015
280,280,"Glen Day",8,54909,"TotalMoneyOfficialandUnofficial",2015
281,281,"YE Yang",4,50024,"TotalMoneyOfficialandUnofficial",2015
282,282,"Peter Jacobsen",1,50000,"TotalMoneyOfficialandUnofficial",2015
283,283,"Felipe Aguilar",1,49300,"TotalMoneyOfficialandUnofficial",2015
284,284,"Alexander Noren",2,48000,"TotalMoneyOfficialandUnofficial",2015
285,285,"Martin Piller",1,47250,"TotalMoneyOfficialandUnofficial",2015
286,286,"Hennie Otto",1,47000,"TotalMoneyOfficialandUnofficial",2015
287,287,"Matt Bettencourt",8,46505,"TotalMoneyOfficialandUnofficial",2015
288,288,"Steven Jeffress",1,44750,"TotalMoneyOfficialandUnofficial",2015
289,289,"Andrew Dodt",1,43875,"TotalMoneyOfficialandUnofficial",2015
289,289,"Mu Hu",1,43875,"TotalMoneyOfficialandUnofficial",2015
289,289,"Danie van Tonder",1,43875,"TotalMoneyOfficialandUnofficial",2015
292,292,"Darren Fichardt",1,43500,"TotalMoneyOfficialandUnofficial",2015
292,292,"Lee Janzen",4,43500,"TotalMoneyOfficialandUnofficial",2015
294,294,"Scott Arnold",1,43480,"TotalMoneyOfficialandUnofficial",2015
294,294,"Paul Lawrie",1,43480,"TotalMoneyOfficialandUnofficial",2015
296,296,"Mike Hendry",1,42500,"TotalMoneyOfficialandUnofficial",2015
296,296,"Lian Wei Zhang",1,42500,"TotalMoneyOfficialandUnofficial",2015
298,298,"Troy Matteson",9,42450,"TotalMoneyOfficialandUnofficial",2015
299,299,"Hiroyuki Fujita",3,42250,"TotalMoneyOfficialandUnofficial",2015
300,300,"Justin Hicks",14,42171,"TotalMoneyOfficialandUnofficial",2015
301,301,"Kevin Stadler",5,42160,"TotalMoneyOfficialandUnofficial",2015
302,302,"Zecheng Dou",1,41625,"TotalMoneyOfficialandUnofficial",2015
303,303,"Nick Cullen",1,41125,"TotalMoneyOfficialandUnofficial",2015
304,304,"Yoshitaka Takeya",1,40500,"TotalMoneyOfficialandUnofficial",2015
304,304,"Jaco Van Zyl",2,40500,"TotalMoneyOfficialandUnofficial",2015
306,306,"Jin Jeong",1,40000,"TotalMoneyOfficialandUnofficial",2015
307,307,"Charlie Wi",9,39480,"TotalMoneyOfficialandUnofficial",2015
308,308,"Dicky Pride",5,39414,"TotalMoneyOfficialandUnofficial",2015
309,309,"DH Lee",2,38985,"TotalMoneyOfficialandUnofficial",2015
310,310,"Harrison Frazar",7,37550,"TotalMoneyOfficialandUnofficial",2015
311,311,"Brad Fritsch",3,37090,"TotalMoneyOfficialandUnofficial",2015
312,312,"DJ Trahan",5,36855,"TotalMoneyOfficialandUnofficial",2015
313,313,"David Duval",6,36839,"TotalMoneyOfficialandUnofficial",2015
314,314,"Andy Pope",2,34524,"TotalMoneyOfficialandUnofficial",2015
315,315,"Cody Gribble",4,34229,"TotalMoneyOfficialandUnofficial",2015
316,316,"Cameron Wilson",3,33300,"TotalMoneyOfficialandUnofficial",2015
317,317,"Cameron Beckman",8,32995,"TotalMoneyOfficialandUnofficial",2015
318,318,"Jason Allred",3,32683,"TotalMoneyOfficialandUnofficial",2015
319,319,"Wes Homan",4,31789,"TotalMoneyOfficialandUnofficial",2015
320,320,"Joe Affrunti",4,31480,"TotalMoneyOfficialandUnofficial",2015
321,321,"Michael Smith",1,31099,"TotalMoneyOfficialandUnofficial",2015
322,322,"Duffy Waldorf",2,29944,"TotalMoneyOfficialandUnofficial",2015
323,323,"Ryan Fox",1,29227,"TotalMoneyOfficialandUnofficial",2015
323,323,"David Howell",2,29227,"TotalMoneyOfficialandUnofficial",2015
323,323,"Eddie Pepperell",2,29227,"TotalMoneyOfficialandUnofficial",2015
326,326,"Dudley Hart",8,29013,"TotalMoneyOfficialandUnofficial",2015
327,327,"Benjamin Alvarado",8,28800,"TotalMoneyOfficialandUnofficial",2015
328,328,"Adam Svensson",1,28669,"TotalMoneyOfficialandUnofficial",2015
329,329,"Woody Austin",11,27774,"TotalMoneyOfficialandUnofficial",2015
330,330,"Richard Sterne",18,27690,"TotalMoneyOfficialandUnofficial",2015
331,331,"Rikard Karlberg",2,27300,"TotalMoneyOfficialandUnofficial",2015
332,332,"Mark Silvers",2,27272,"TotalMoneyOfficialandUnofficial",2015
333,333,"Brad Elder",1,25358,"TotalMoneyOfficialandUnofficial",2015
334,334,"Colin Montgomerie",2,23822,"TotalMoneyOfficialandUnofficial",2015
335,335,"Darren Clarke",6,23800,"TotalMoneyOfficialandUnofficial",2015
