"GreensorFringeinRegulation_RANKTHISWEEK_2015","GreensorFringeinRegulation_RANKLASTWEEK_2015","GreensorFringeinRegulation_PLAYERNAME_2015","GreensorFringeinRegulation_ROUNDS_2015","GreensorFringeinRegulation_Pct_2015","GreensorFringeinRegulation_TOTALHIT_2015","GreensorFringeinRegulation_TOTALATTEMPTS_2015","GreensorFringeinRegulation_RTPSCORE_2015","stat_name","year"
50,50,"Billy Horschel",99,72.22,949,1314,-259,"GreensorFringeinRegulation",2015
51,51,"George McNeill",93,72.16,1156,1602,-287,"GreensorFringeinRegulation",2015
51,51,"Robert Streb",110,72.16,1247,1728,-363,"GreensorFringeinRegulation",2015
53,53,"Adam Hadwin",95,72.02,1050,1458,-277,"GreensorFringeinRegulation",2015
54,54,"Russell Henley",87,71.97,868,1206,-249,"GreensorFringeinRegulation",2015
54,54,"Rory Sabbatini",81,71.97,855,1188,-216,"GreensorFringeinRegulation",2015
56,56,"Chris Stroud",84,71.9,880,1224,-207,"GreensorFringeinRegulation",2015
57,57,"Dustin Johnson",75,71.81,698,972,-226,"GreensorFringeinRegulation",2015
58,58,"Jonathan Byrd",69,71.79,659,918,-163,"GreensorFringeinRegulation",2015
58,58,"Brice Garnett",81,71.79,827,1152,-179,"GreensorFringeinRegulation",2015
60,60,"Steven Alker",62,71.78,646,900,-165,"GreensorFringeinRegulation",2015
60,60,"Derek Ernst",75,71.78,814,1134,-168,"GreensorFringeinRegulation",2015
62,62,"Louis Oosthuizen",68,71.75,607,846,-149,"GreensorFringeinRegulation",2015
63,63,"John Merrick",78,71.74,749,1044,-162,"GreensorFringeinRegulation",2015
64,64,"John Senden",80,71.68,658,918,-169,"GreensorFringeinRegulation",2015
65,65,"Bill Lunde",50,71.6,464,648,-90,"GreensorFringeinRegulation",2015
66,66,"Bo Van Pelt",81,71.54,837,1170,-203,"GreensorFringeinRegulation",2015
67,67,"Adam Scott",51,71.53,412,576,-99,"GreensorFringeinRegulation",2015
68,68,"Davis Love III",51,71.43,540,756,-105,"GreensorFringeinRegulation",2015
69,69,"Mark Hubbard",79,71.4,784,1098,-176,"GreensorFringeinRegulation",2015
70,70,"Brendon de Jonge",106,71.38,1182,1656,-301,"GreensorFringeinRegulation",2015
71,71,"Robert Allenby",63,71.35,655,918,-119,"GreensorFringeinRegulation",2015
72,72,"David Toms",62,71.31,706,990,-152,"GreensorFringeinRegulation",2015
73,73,"Jerry Kelly",79,71.3,847,1188,-216,"GreensorFringeinRegulation",2015
74,74,"Scott Piercy",90,71.29,1065,1494,-280,"GreensorFringeinRegulation",2015
75,75,"Hunter Mahan",88,71.28,834,1170,-208,"GreensorFringeinRegulation",2015
76,76,"Vijay Singh",78,71.26,885,1242,-218,"GreensorFringeinRegulation",2015
77,77,"Brooks Koepka",84,71.11,832,1170,-260,"GreensorFringeinRegulation",2015
78,78,"Graham DeLaet",65,71.09,691,972,-179,"GreensorFringeinRegulation",2015
79,79,"Scott Langley",94,71.03,1010,1422,-237,"GreensorFringeinRegulation",2015
80,80,"Harris English",105,71.02,1125,1584,-313,"GreensorFringeinRegulation",2015
81,81,"Patrick Rodgers",57,71.01,588,828,-166,"GreensorFringeinRegulation",2015
82,82,"Colt Knost",90,70.95,945,1332,-250,"GreensorFringeinRegulation",2015
82,82,"Scott Pinckney",88,70.95,945,1332,-231,"GreensorFringeinRegulation",2015
84,84,"Mark Wilson",89,70.92,1034,1458,-239,"GreensorFringeinRegulation",2015
85,85,"John Huh",102,70.91,1136,1602,-262,"GreensorFringeinRegulation",2015
86,86,"Sam Saunders",83,70.81,803,1134,-211,"GreensorFringeinRegulation",2015
87,87,"Jordan Spieth",91,70.79,841,1188,-288,"GreensorFringeinRegulation",2015
87,87,"Nicholas Thompson",90,70.79,892,1260,-198,"GreensorFringeinRegulation",2015
89,89,"Kyle Reifers",96,70.69,1018,1440,-240,"GreensorFringeinRegulation",2015
90,90,"Ryan Palmer",80,70.68,687,972,-189,"GreensorFringeinRegulation",2015
91,91,"Angel Cabrera",53,70.63,534,756,-130,"GreensorFringeinRegulation",2015
92,92,"Martin Laird",77,70.62,928,1314,-243,"GreensorFringeinRegulation",2015
93,93,"Danny Lee",120,70.61,1271,1800,-363,"GreensorFringeinRegulation",2015
94,94,"Tom Hoge",83,70.6,826,1170,-235,"GreensorFringeinRegulation",2015
95,95,"Scott Brown",97,70.58,1029,1458,-270,"GreensorFringeinRegulation",2015
96,96,"Keegan Bradley",87,70.57,813,1152,-231,"GreensorFringeinRegulation",2015
97,97,"Sergio Garcia",59,70.52,457,648,-136,"GreensorFringeinRegulation",2015
97,97,"Ryo Ishikawa",90,70.52,952,1350,-255,"GreensorFringeinRegulation",2015
97,97,"Jeff Overton",94,70.52,952,1350,-244,"GreensorFringeinRegulation",2015
100,100,"Carlos Ortiz",100,70.48,1053,1494,-300,"GreensorFringeinRegulation",2015
101,101,"Chad Collins",79,70.46,799,1134,-182,"GreensorFringeinRegulation",2015
102,102,"Matt Kuchar",97,70.35,975,1386,-283,"GreensorFringeinRegulation",2015
102,102,"David Lingmerth",90,70.35,937,1332,-246,"GreensorFringeinRegulation",2015
104,104,"Kevin Kisner",104,70.33,1190,1692,-312,"GreensorFringeinRegulation",2015
105,105,"Geoff Ogilvy",50,70.32,443,630,-89,"GreensorFringeinRegulation",2015
106,106,"Ryan Moore",81,70.22,771,1098,-219,"GreensorFringeinRegulation",2015
107,107,"Bryce Molder",91,70.13,972,1386,-253,"GreensorFringeinRegulation",2015
108,108,"Jimmy Walker",89,70.05,807,1152,-241,"GreensorFringeinRegulation",2015
109,109,"Jonathan Randolph",72,70.04,706,1008,-150,"GreensorFringeinRegulation",2015
110,110,"DA Points",72,70.02,731,1044,-156,"GreensorFringeinRegulation",2015
111,111,"James Hahn",94,70.01,983,1404,-266,"GreensorFringeinRegulation",2015
112,112,"Rickie Fowler",76,69.98,718,1026,-227,"GreensorFringeinRegulation",2015
113,113,"Tyrone Van Aswegen",58,69.97,529,756,-128,"GreensorFringeinRegulation",2015
114,114,"Brian Harman",90,69.94,982,1404,-272,"GreensorFringeinRegulation",2015
115,115,"Gary Woodland",81,69.86,679,972,-173,"GreensorFringeinRegulation",2015
116,116,"Zac Blair",108,69.82,1106,1584,-253,"GreensorFringeinRegulation",2015
117,117,"Daniel Summerhays",101,69.79,1118,1602,-312,"GreensorFringeinRegulation",2015
118,118,"Charl Schwartzel",67,69.78,515,738,-122,"GreensorFringeinRegulation",2015
119,119,"Sean OHair",86,69.75,1017,1458,-279,"GreensorFringeinRegulation",2015
119,119,"Nick Taylor",91,69.75,1042,1494,-278,"GreensorFringeinRegulation",2015
121,121,"Jon Curran",83,69.74,816,1170,-175,"GreensorFringeinRegulation",2015
122,122,"Michael Thompson",83,69.7,941,1350,-231,"GreensorFringeinRegulation",2015
123,123,"Alex Cejka",94,69.69,991,1422,-239,"GreensorFringeinRegulation",2015
124,124,"Andres Gonzales",90,69.66,953,1368,-232,"GreensorFringeinRegulation",2015
124,124,"Brendon Todd",96,69.66,953,1368,-259,"GreensorFringeinRegulation",2015
126,126,"Lee Westwood",56,69.62,401,576,-113,"GreensorFringeinRegulation",2015
127,127,"Jhonattan Vegas",90,69.52,901,1296,-214,"GreensorFringeinRegulation",2015
128,128,"SJ Park",79,69.49,788,1134,-145,"GreensorFringeinRegulation",2015
129,129,"Kevin Chappell",86,69.48,938,1350,-258,"GreensorFringeinRegulation",2015
130,130,"Oscar Fraustro",58,69.44,500,720,-108,"GreensorFringeinRegulation",2015
130,130,"JB Holmes",89,69.44,825,1188,-264,"GreensorFringeinRegulation",2015
130,130,"Marc Leishman",74,69.44,675,972,-169,"GreensorFringeinRegulation",2015
133,133,"Seung Yul Noh",65,69.34,674,972,-183,"GreensorFringeinRegulation",2015
134,134,"Luke Guthrie",84,69.28,848,1224,-215,"GreensorFringeinRegulation",2015
135,135,"Steven Bowditch",103,69.26,1097,1584,-299,"GreensorFringeinRegulation",2015
136,136,"Luke Donald",71,69.24,673,972,-170,"GreensorFringeinRegulation",2015
137,137,"Billy Hurley III",83,69.22,785,1134,-164,"GreensorFringeinRegulation",2015
138,138,"Steve Wheatcroft",87,69.21,897,1296,-251,"GreensorFringeinRegulation",2015
139,139,"Charlie Beljan",76,69.2,710,1026,-169,"GreensorFringeinRegulation",2015
140,140,"Matt Jones",89,69.15,834,1206,-243,"GreensorFringeinRegulation",2015
141,141,"Gonzalo Fdez Castano",81,69.14,784,1134,-172,"GreensorFringeinRegulation",2015
142,142,"Brian Stuard",97,68.92,980,1422,-231,"GreensorFringeinRegulation",2015
143,143,"Troy Merritt",91,68.9,1017,1476,-241,"GreensorFringeinRegulation",2015
144,144,"Andrew Svoboda",80,68.81,867,1260,-201,"GreensorFringeinRegulation",2015
145,145,"Ernie Els",57,68.8,483,702,-121,"GreensorFringeinRegulation",2015
146,146,"Camilo Villegas",83,68.69,915,1332,-232,"GreensorFringeinRegulation",2015
147,147,"Chris Kirk",76,68.65,692,1008,-199,"GreensorFringeinRegulation",2015
147,147,"Jim Renner",68,68.65,692,1008,-126,"GreensorFringeinRegulation",2015
149,149,"KJ Choi",66,68.62,704,1026,-181,"GreensorFringeinRegulation",2015
150,150,"Cameron Tringale",96,68.57,975,1422,-237,"GreensorFringeinRegulation",2015
151,151,"Carl Pettersson",106,68.52,1184,1728,-316,"GreensorFringeinRegulation",2015
152,152,"Charley Hoffman",97,68.35,935,1368,-266,"GreensorFringeinRegulation",2015
153,153,"Brandt Snedeker",98,68.3,922,1350,-251,"GreensorFringeinRegulation",2015
154,154,"Scott Stallings",60,68.25,602,882,-147,"GreensorFringeinRegulation",2015
155,155,"Ken Duke",93,68.23,958,1404,-226,"GreensorFringeinRegulation",2015
156,156,"Chesson Hadley",101,68.16,1092,1602,-298,"GreensorFringeinRegulation",2015
157,157,"Fabian Gomez",83,68.12,846,1242,-210,"GreensorFringeinRegulation",2015
158,158,"Erik Compton",86,68.1,858,1260,-252,"GreensorFringeinRegulation",2015
159,159,"Andres Romero",69,67.8,659,972,-171,"GreensorFringeinRegulation",2015
160,160,"Roger Sloan",56,67.64,487,720,-113,"GreensorFringeinRegulation",2015
161,161,"Robert Garrigus",70,67.58,669,990,-156,"GreensorFringeinRegulation",2015
162,162,"Eric Axley",57,67.57,523,774,-122,"GreensorFringeinRegulation",2015
163,163,"Patrick Reed",103,67.47,923,1368,-287,"GreensorFringeinRegulation",2015
164,164,"Brian Davis",86,67.37,861,1278,-197,"GreensorFringeinRegulation",2015
165,165,"Sangmoon Bae",98,67.3,1066,1584,-281,"GreensorFringeinRegulation",2015
166,166,"Max Homa",78,67.29,751,1116,-190,"GreensorFringeinRegulation",2015
167,167,"Aaron Baddeley",76,67.26,799,1188,-223,"GreensorFringeinRegulation",2015
168,168,"Greg Chalmers",58,67.13,435,648,-111,"GreensorFringeinRegulation",2015
168,168,"Ian Poulter",68,67.13,580,864,-156,"GreensorFringeinRegulation",2015
170,170,"Jonas Blixt",78,66.99,627,936,-166,"GreensorFringeinRegulation",2015
171,171,"Kevin Na",98,66.98,856,1278,-248,"GreensorFringeinRegulation",2015
172,172,"Morgan Hoffmann",85,66.83,830,1242,-242,"GreensorFringeinRegulation",2015
173,173,"Ben Crane",62,66.45,622,936,-146,"GreensorFringeinRegulation",2015
174,174,"Justin Leonard",61,66.36,645,972,-154,"GreensorFringeinRegulation",2015
175,175,"Jamie Donaldson",50,66.32,382,576,-86,"GreensorFringeinRegulation",2015
176,176,"Retief Goosen",81,66.02,713,1080,-177,"GreensorFringeinRegulation",2015
177,177,"Tim Wilkinson",73,65.9,688,1044,-147,"GreensorFringeinRegulation",2015
178,178,"Padraig Harrington",60,65.76,580,882,-123,"GreensorFringeinRegulation",2015
179,179,"Ricky Barnes",82,65.43,742,1134,-199,"GreensorFringeinRegulation",2015
180,180,"Derek Fathauer",81,65.4,777,1188,-215,"GreensorFringeinRegulation",2015
181,181,"Andrew Putnam",68,65.23,634,972,-154,"GreensorFringeinRegulation",2015
182,182,"Phil Mickelson",70,64.55,639,990,-197,"GreensorFringeinRegulation",2015
183,183,"Heath Slocum",57,64.53,453,702,-92,"GreensorFringeinRegulation",2015
184,184,"Matt Every",73,61.9,624,1008,-152,"GreensorFringeinRegulation",2015
