"TenthTeeEarlyPar5ScoringAverage_RANKTHISWEEK_2010","TenthTeeEarlyPar5ScoringAverage_RANKLASTWEEK_2010","TenthTeeEarlyPar5ScoringAverage_PLAYERNAME_2010","TenthTeeEarlyPar5ScoringAverage_ROUNDS_2010","TenthTeeEarlyPar5ScoringAverage_AVG_2010","TenthTeeEarlyPar5ScoringAverage_TOTALSTROKES_2010","TenthTeeEarlyPar5ScoringAverage_TOTALHOLES_2010","stat_name","year"
1,1,"Matt Kuchar",97,4.43,186,42,"TenthTeeEarlyPar5ScoringAverage",2010
1,1,"Davis Love III",79,4.43,257,58,"TenthTeeEarlyPar5ScoringAverage",2010
1,1,"DJ Trahan",92,4.43,208,47,"TenthTeeEarlyPar5ScoringAverage",2010
4,4,"Graham DeLaet",88,4.44,200,45,"TenthTeeEarlyPar5ScoringAverage",2010
4,4,"Matt Every",60,4.44,151,34,"TenthTeeEarlyPar5ScoringAverage",2010
6,6,"Troy Merritt",86,4.46,312,70,"TenthTeeEarlyPar5ScoringAverage",2010
7,7,"Jonathan Byrd",85,4.47,210,47,"TenthTeeEarlyPar5ScoringAverage",2010
7,7,"Mark Calcavecchia",50,4.47,134,30,"TenthTeeEarlyPar5ScoringAverage",2010
7,7,"Ryan Moore",80,4.47,201,45,"TenthTeeEarlyPar5ScoringAverage",2010
10,10,"Stewart Cink",84,4.5,189,42,"TenthTeeEarlyPar5ScoringAverage",2010
10,10,"Brett Wetterich",54,4.5,72,16,"TenthTeeEarlyPar5ScoringAverage",2010
12,12,"JB Holmes",100,4.52,285,63,"TenthTeeEarlyPar5ScoringAverage",2010
13,13,"Charles Howell III",103,4.53,231,51,"TenthTeeEarlyPar5ScoringAverage",2010
13,13,"Kevin Stadler",86,4.53,163,36,"TenthTeeEarlyPar5ScoringAverage",2010
15,15,"Tom Pernice Jr",74,4.54,109,24,"TenthTeeEarlyPar5ScoringAverage",2010
16,16,"Jim Furyk",76,4.55,241,53,"TenthTeeEarlyPar5ScoringAverage",2010
16,16,"Retief Goosen",75,4.55,132,29,"TenthTeeEarlyPar5ScoringAverage",2010
16,16,"Charley Hoffman",85,4.55,250,55,"TenthTeeEarlyPar5ScoringAverage",2010
16,16,"Steve Marino",81,4.55,200,44,"TenthTeeEarlyPar5ScoringAverage",2010
16,16,"Phil Mickelson",76,4.55,264,58,"TenthTeeEarlyPar5ScoringAverage",2010
21,21,"Jason Day",82,4.56,164,36,"TenthTeeEarlyPar5ScoringAverage",2010
21,21,"Padraig Harrington",57,4.56,155,34,"TenthTeeEarlyPar5ScoringAverage",2010
21,21,"JJ Henry",92,4.56,178,39,"TenthTeeEarlyPar5ScoringAverage",2010
21,21,"Vijay Singh",75,4.56,228,50,"TenthTeeEarlyPar5ScoringAverage",2010
25,25,"Chris DiMarco",88,4.57,137,30,"TenthTeeEarlyPar5ScoringAverage",2010
25,25,"Matt Jones",89,4.57,224,49,"TenthTeeEarlyPar5ScoringAverage",2010
25,25,"Steve Stricker",73,4.57,201,44,"TenthTeeEarlyPar5ScoringAverage",2010
28,28,"Lucas Glover",75,4.58,151,33,"TenthTeeEarlyPar5ScoringAverage",2010
28,28,"Dustin Johnson",83,4.58,165,36,"TenthTeeEarlyPar5ScoringAverage",2010
28,28,"Ryan Palmer",84,4.58,229,50,"TenthTeeEarlyPar5ScoringAverage",2010
