"Approachesfrom175200yards_RANKTHISWEEK_2009","Approachesfrom175200yards_RANKLASTWEEK_2009","Approachesfrom175200yards_PLAYERNAME_2009","Approachesfrom175200yards_ROUNDS_2009","Approachesfrom175200yards_AVG_2009","Approachesfrom175200yards_TOTALDISTANCEFEET_2009","Approachesfrom175200yards_OFATTEMPTS_2009","Approachesfrom175200yards_RELATIVETOPAR_2009","stat_name","year"
1,1,"Patrick Sheehan",51,NA,3192.833,112,-1,"Approachesfrom175200yards",2009
2,2,"Ricky Barnes",67,NA,4098.417,143,-1,"Approachesfrom175200yards",2009
3,3,"Tiger Woods",64,NA,4364.25,149,-12,"Approachesfrom175200yards",2009
4,4,"Chad Campbell",90,NA,5402.667,183,-7,"Approachesfrom175200yards",2009
4,4,"DJ Trahan",96,NA,6194.917,210,-8,"Approachesfrom175200yards",2009
6,6,"Ernie Els",70,NA,4389.917,148,3,"Approachesfrom175200yards",2009
7,7,"Alex Cejka",82,NA,6744.667,225,10,"Approachesfrom175200yards",2009
8,8,"Jason Day",61,NA,4124.083,137,-6,"Approachesfrom175200yards",2009
9,9,"Fred Couples",54,NA,3257.917,108,-1,"Approachesfrom175200yards",2009
10,10,"Kris Blanks",60,NA,3904.167,129,1,"Approachesfrom175200yards",2009
11,11,"Angel Cabrera",55,NA,2367.333,77,-1,"Approachesfrom175200yards",2009
11,11,"Robert Garrigus",83,NA,5356.583,174,-3,"Approachesfrom175200yards",2009
13,13,"Robert Allenby",71,NA,4867,158,8,"Approachesfrom175200yards",2009
13,13,"Bryce Molder",69,NA,5336.25,173,5,"Approachesfrom175200yards",2009
15,15,"Lee Janzen",74,NA,5250.5,170,4,"Approachesfrom175200yards",2009
15,15,"Vijay Singh",71,NA,3280,106,4,"Approachesfrom175200yards",2009
17,17,"Lucas Glover",93,NA,6441.083,208,-9,"Approachesfrom175200yards",2009
18,18,"Jason Bohn",88,NA,7368.917,237,3,"Approachesfrom175200yards",2009
19,19,"Cameron Beckman",87,NA,6332.5,203,16,"Approachesfrom175200yards",2009
20,20,"JJ Henry",97,NA,7090.833,227,-8,"Approachesfrom175200yards",2009
20,20,"Bill Lunde",83,NA,6619.5,212,-1,"Approachesfrom175200yards",2009
20,20,"Ted Purdy",101,NA,7849.417,251,7,"Approachesfrom175200yards",2009
20,20,"Heath Slocum",95,NA,7687.833,246,19,"Approachesfrom175200yards",2009
20,20,"Mike Weir",85,NA,5443.333,174,-2,"Approachesfrom175200yards",2009
25,25,"Paul Goydos",79,NA,6196.25,198,-6,"Approachesfrom175200yards",2009
25,25,"Johnson Wagner",81,NA,6898.75,220,2,"Approachesfrom175200yards",2009
27,27,"Harrison Frazar",93,NA,6159.667,196,-4,"Approachesfrom175200yards",2009
27,27,"Brian Gay",96,NA,8147.333,259,3,"Approachesfrom175200yards",2009
27,27,"Jeff Quinney",78,NA,6560.917,209,2,"Approachesfrom175200yards",2009
27,27,"Boo Weekley",79,NA,5122.167,163,-1,"Approachesfrom175200yards",2009
31,31,"Rich Beem",77,NA,5036.5,160,7,"Approachesfrom175200yards",2009
31,31,"Ryan Moore",89,NA,6549.75,208,4,"Approachesfrom175200yards",2009
33,33,"Charley Hoffman",97,NA,7145.917,226,2,"Approachesfrom175200yards",2009
33,33,"John Senden",100,NA,8011.917,254,-12,"Approachesfrom175200yards",2009
33,33,"Kevin Stadler",65,NA,4513.083,143,0,"Approachesfrom175200yards",2009
36,36,"Rod Pampling",72,NA,5218.25,165,4,"Approachesfrom175200yards",2009
36,36,"Rory Sabbatini",81,NA,5631.833,178,-9,"Approachesfrom175200yards",2009
36,36,"David Toms",98,NA,7531.75,238,-4,"Approachesfrom175200yards",2009
39,39,"Steve Marino",98,NA,6790.667,214,0,"Approachesfrom175200yards",2009
39,39,"Bo Van Pelt",100,NA,7055,222,-3,"Approachesfrom175200yards",2009
41,41,"Tim Clark",81,NA,5672.833,178,0,"Approachesfrom175200yards",2009
41,41,"Marc Leishman",91,NA,7235.417,227,3,"Approachesfrom175200yards",2009
43,43,"DA Points",99,NA,8395,263,7,"Approachesfrom175200yards",2009
43,43,"Gary Woodland",53,NA,2681.25,84,6,"Approachesfrom175200yards",2009
45,45,"Jim Furyk",86,NA,6424.417,201,-3,"Approachesfrom175200yards",2009
45,45,"Charles Warren",63,NA,4547.333,142,14,"Approachesfrom175200yards",2009
45,45,"Bubba Watson",73,NA,4163.25,130,-3,"Approachesfrom175200yards",2009
45,45,"Matt Weibring",65,NA,4772.417,149,-6,"Approachesfrom175200yards",2009
49,49,"Nick Watney",86,NA,4903.167,153,4,"Approachesfrom175200yards",2009
50,50,"Chris Stroud",88,NA,6920.667,215,10,"Approachesfrom175200yards",2009
50,50,"Scott Verplank",88,NA,7396.25,230,5,"Approachesfrom175200yards",2009
52,52,"Jason Dufner",90,NA,7320.583,227,8,"Approachesfrom175200yards",2009
52,52,"Tom Lehman",55,NA,4028.583,125,4,"Approachesfrom175200yards",2009
52,52,"Corey Pavin",73,NA,6347.25,197,-2,"Approachesfrom175200yards",2009
52,52,"Kenny Perry",92,NA,6092.5,189,-4,"Approachesfrom175200yards",2009
52,52,"Vaughn Taylor",88,NA,7218.667,224,-6,"Approachesfrom175200yards",2009
57,57,"Joe Durant",62,NA,5080.25,157,5,"Approachesfrom175200yards",2009
57,57,"Padraig Harrington",66,NA,3655,113,3,"Approachesfrom175200yards",2009
57,57,"Billy Mayfair",83,NA,6138.583,190,3,"Approachesfrom175200yards",2009
60,60,"Stewart Cink",79,NA,4926.833,152,-9,"Approachesfrom175200yards",2009
60,60,"Hunter Mahan",94,NA,5744,177,-16,"Approachesfrom175200yards",2009
60,60,"Nick OHern",90,NA,8729.667,269,-7,"Approachesfrom175200yards",2009
60,60,"Leif Olson",51,NA,3699.667,114,9,"Approachesfrom175200yards",2009
60,60,"Jay Williamson",69,NA,5247.75,162,15,"Approachesfrom175200yards",2009
65,65,"Tom Pernice Jr",82,NA,7253.167,223,10,"Approachesfrom175200yards",2009
66,66,"Matt Kuchar",82,NA,6418.5,197,1,"Approachesfrom175200yards",2009
67,67,"Bart Bryant",58,NA,5580.083,171,4,"Approachesfrom175200yards",2009
67,67,"Freddie Jacobson",83,NA,6700.167,205,10,"Approachesfrom175200yards",2009
67,67,"Jimmy Walker",74,NA,5549.417,170,7,"Approachesfrom175200yards",2009
70,70,"Steve Elkington",70,NA,5344.75,163,4,"Approachesfrom175200yards",2009
70,70,"Nicholas Thompson",96,NA,8119.417,248,16,"Approachesfrom175200yards",2009
72,72,"Bob Estes",78,NA,7151.75,218,3,"Approachesfrom175200yards",2009
72,72,"Greg Kraft",51,NA,3447.75,105,17,"Approachesfrom175200yards",2009
72,72,"Davis Love III",89,NA,6271.75,191,0,"Approachesfrom175200yards",2009
72,72,"Darron Stiles",52,NA,4335.5,132,4,"Approachesfrom175200yards",2009
76,76,"Phil Mickelson",66,NA,3228.25,98,-1,"Approachesfrom175200yards",2009
77,77,"Matt Jones",56,NA,3988,121,-6,"Approachesfrom175200yards",2009
78,78,"John Mallinger",90,NA,7049.583,213,1,"Approachesfrom175200yards",2009
78,78,"Kevin Na",91,NA,7072.083,214,4,"Approachesfrom175200yards",2009
78,78,"Brendon Todd",53,NA,5223,158,6,"Approachesfrom175200yards",2009
81,81,"Luke Donald",79,NA,6009.25,181,15,"Approachesfrom175200yards",2009
81,81,"Steve Flesch",77,NA,5511.333,166,7,"Approachesfrom175200yards",2009
83,83,"Brad Adamonis",70,NA,5450.583,164,4,"Approachesfrom175200yards",2009
84,84,"KJ Choi",65,NA,4261.417,128,-2,"Approachesfrom175200yards",2009
84,84,"Will Ma Kenzie",69,NA,5633.25,169,15,"Approachesfrom175200yards",2009
86,86,"Jerry Kelly",90,NA,7309.333,219,17,"Approachesfrom175200yards",2009
87,87,"Brian Davis",103,NA,8835.333,264,19,"Approachesfrom175200yards",2009
87,87,"Martin Laird",72,NA,5664.75,169,11,"Approachesfrom175200yards",2009
87,87,"Justin Leonard",95,NA,6703.417,200,-1,"Approachesfrom175200yards",2009
87,87,"George McNeill",82,NA,7235,216,10,"Approachesfrom175200yards",2009
87,87,"James Nitties",86,NA,7276.083,217,2,"Approachesfrom175200yards",2009
87,87,"Brian Vranesh",51,NA,4124.583,123,16,"Approachesfrom175200yards",2009
93,93,"Todd Hamilton",83,NA,5904.25,176,8,"Approachesfrom175200yards",2009
93,93,"Tag Ridings",50,NA,3057.5,91,-1,"Approachesfrom175200yards",2009
95,95,"Andres Romero",58,NA,3334.333,99,2,"Approachesfrom175200yards",2009
96,96,"Chris DiMarco",97,NA,8263.417,245,10,"Approachesfrom175200yards",2009
96,96,"Ian Poulter",59,NA,3341.5,99,2,"Approachesfrom175200yards",2009
98,98,"Michael Allen",73,NA,5650.5,167,11,"Approachesfrom175200yards",2009
98,98,"Colt Knost",71,NA,5419.667,160,0,"Approachesfrom175200yards",2009
98,98,"Ryan Palmer",78,NA,5720.833,169,3,"Approachesfrom175200yards",2009
98,98,"Steve Stricker",81,NA,5917.417,175,3,"Approachesfrom175200yards",2009
102,102,"Stuart Appleby",79,NA,6098.333,180,15,"Approachesfrom175200yards",2009
102,102,"Jason Gore",74,NA,5660.417,167,11,"Approachesfrom175200yards",2009
102,102,"Zach Johnson",94,NA,7466,220,-6,"Approachesfrom175200yards",2009
105,105,"Stephen Ames",77,NA,4963.333,146,-2,"Approachesfrom175200yards",2009
105,105,"Tommy Armour III",58,NA,4757,140,14,"Approachesfrom175200yards",2009
105,105,"Troy Matteson",95,NA,7847,231,18,"Approachesfrom175200yards",2009
105,105,"Dean Wilson",81,NA,7413.5,218,9,"Approachesfrom175200yards",2009
109,109,"Rick Price",54,NA,4187.167,123,15,"Approachesfrom175200yards",2009
110,110,"Bill Haas",91,NA,8238.417,241,0,"Approachesfrom175200yards",2009
110,110,"Sean OHair",80,NA,4948.417,145,7,"Approachesfrom175200yards",2009
110,110,"Aron Price",89,NA,7611.167,223,13,"Approachesfrom175200yards",2009
110,110,"Kevin Sutherland",96,NA,6494,190,-3,"Approachesfrom175200yards",2009
114,114,"Charles Howell III",99,NA,7566.75,221,0,"Approachesfrom175200yards",2009
114,114,"Greg Owen",97,NA,8254.25,241,21,"Approachesfrom175200yards",2009
114,114,"Chez Reavie",81,NA,6993,204,1,"Approachesfrom175200yards",2009
117,117,"Woody Austin",84,NA,7281.667,212,9,"Approachesfrom175200yards",2009
117,117,"Daniel Chopra",89,NA,5902.917,172,-1,"Approachesfrom175200yards",2009
117,117,"Spencer Levin",75,NA,7317.917,213,12,"Approachesfrom175200yards",2009
117,117,"Brett Quigley",92,NA,7315.917,213,7,"Approachesfrom175200yards",2009
121,121,"Kent Jones",73,NA,6880.5,200,22,"Approachesfrom175200yards",2009
121,121,"Scott McCarron",91,NA,8604.583,250,18,"Approachesfrom175200yards",2009
121,121,"Webb Simpson",94,NA,8427.667,245,18,"Approachesfrom175200yards",2009
124,124,"Kevin Streelman",97,NA,7487,217,7,"Approachesfrom175200yards",2009
125,125,"Mark Calcavecchia",72,NA,6321.917,183,9,"Approachesfrom175200yards",2009
126,126,"Retief Goosen",74,NA,5126.5,148,-2,"Approachesfrom175200yards",2009
126,126,"Richard Johnson",85,NA,7695.5,222,9,"Approachesfrom175200yards",2009
126,126,"Tim Petrovic",97,NA,9321.333,269,-3,"Approachesfrom175200yards",2009
129,129,"John Merrick",91,NA,6815.25,196,10,"Approachesfrom175200yards",2009
129,129,"Scott Piercy",85,NA,7081.917,204,17,"Approachesfrom175200yards",2009
129,129,"Mark Wilson",99,NA,8968.5,258,2,"Approachesfrom175200yards",2009
129,129,"Casey Wittenberg",71,NA,5321.167,153,7,"Approachesfrom175200yards",2009
133,133,"Briny Baird",89,NA,7272.833,209,12,"Approachesfrom175200yards",2009
133,133,"Ken Duke",87,NA,6298.333,181,10,"Approachesfrom175200yards",2009
133,133,"Steve Lowery",83,NA,6902.5,198,12,"Approachesfrom175200yards",2009
133,133,"Carl Pettersson",86,NA,6413.75,184,6,"Approachesfrom175200yards",2009
137,137,"Jeff Maggert",79,NA,7612.333,218,16,"Approachesfrom175200yards",2009
138,138,"David Duval",56,NA,4617.833,132,9,"Approachesfrom175200yards",2009
138,138,"Justin Rose",71,NA,5212.667,149,6,"Approachesfrom175200yards",2009
140,140,"Aaron Baddeley",66,NA,5197.083,148,16,"Approachesfrom175200yards",2009
140,140,"Jonathan Byrd",89,NA,7374.167,210,13,"Approachesfrom175200yards",2009
140,140,"Peter Lonard",86,NA,7784.167,222,24,"Approachesfrom175200yards",2009
140,140,"Jeff Overton",92,NA,6952.333,198,-2,"Approachesfrom175200yards",2009
144,144,"Brendon de Jonge",90,NA,7285.917,207,13,"Approachesfrom175200yards",2009
144,144,"Michael Letzig",96,NA,8130.25,231,11,"Approachesfrom175200yards",2009
146,146,"Mathew Goggin",76,NA,6450.083,183,13,"Approachesfrom175200yards",2009
146,146,"Anthony Kim",76,NA,4229.5,120,6,"Approachesfrom175200yards",2009
148,148,"Ben Crane",93,NA,9580.5,271,1,"Approachesfrom175200yards",2009
149,149,"Scott Sterling",51,NA,3931.167,111,12,"Approachesfrom175200yards",2009
150,150,"Dustin Johnson",85,NA,4619.25,130,7,"Approachesfrom175200yards",2009
150,150,"Jeff Klauk",97,NA,9904.25,279,4,"Approachesfrom175200yards",2009
152,152,"Brandt Snedeker",81,NA,7264.833,204,16,"Approachesfrom175200yards",2009
152,152,"YE Yang",83,NA,6513.417,183,11,"Approachesfrom175200yards",2009
