"FirstTeeLateRound3ScoringAverage_RANKTHISWEEK_2007","FirstTeeLateRound3ScoringAverage_RANKLASTWEEK_2007","FirstTeeLateRound3ScoringAverage_PLAYERNAME_2007","FirstTeeLateRound3ScoringAverage__2007","FirstTeeLateRound3ScoringAverage_AVG_2007","FirstTeeLateRound3ScoringAverage_TOTALSTROKES_2007","FirstTeeLateRound3ScoringAverage_TOTALROUNDS_2007","stat_name","year"
1,1,"Jeff Brehaut",NA,67.5,135,2,"FirstTeeLateRound3ScoringAverage",2007
2,2,"Fred Funk",NA,68,272,4,"FirstTeeLateRound3ScoringAverage",2007
2,2,"Paul Stankowski",NA,68,272,4,"FirstTeeLateRound3ScoringAverage",2007
4,4,"Steve Stricker",NA,68.1,681,10,"FirstTeeLateRound3ScoringAverage",2007
5,5,"Tiger Woods",NA,68.38,889,13,"FirstTeeLateRound3ScoringAverage",2007
6,6,"Ken Duke",NA,68.43,479,7,"FirstTeeLateRound3ScoringAverage",2007
7,7,"Bubba Dickerson",NA,68.5,137,2,"FirstTeeLateRound3ScoringAverage",2007
7,7,"Shigeki Maruyama",NA,68.5,411,6,"FirstTeeLateRound3ScoringAverage",2007
7,7,"Chris Riley",NA,68.5,274,4,"FirstTeeLateRound3ScoringAverage",2007
10,10,"Aaron Baddeley",NA,68.64,755,11,"FirstTeeLateRound3ScoringAverage",2007
11,11,"Hunter Mahan",NA,68.71,481,7,"FirstTeeLateRound3ScoringAverage",2007
11,11,"Nick OHern",NA,68.71,481,7,"FirstTeeLateRound3ScoringAverage",2007
13,13,"Steve Flesch",NA,68.8,344,5,"FirstTeeLateRound3ScoringAverage",2007
14,14,"Brian Bateman",NA,69,69,1,"FirstTeeLateRound3ScoringAverage",2007
15,15,"Jose Coceres",NA,69.33,416,6,"FirstTeeLateRound3ScoringAverage",2007
15,15,"Ernie Els",NA,69.33,624,9,"FirstTeeLateRound3ScoringAverage",2007
17,17,"Billy Mayfair",NA,69.38,555,8,"FirstTeeLateRound3ScoringAverage",2007
18,18,"Sergio Garcia",NA,69.4,694,10,"FirstTeeLateRound3ScoringAverage",2007
18,18,"Bob Tway",NA,69.4,347,5,"FirstTeeLateRound3ScoringAverage",2007
20,20,"Jesper Parnevik",NA,69.43,486,7,"FirstTeeLateRound3ScoringAverage",2007
21,21,"Briny Baird",NA,69.44,625,9,"FirstTeeLateRound3ScoringAverage",2007
22,22,"Phil Mickelson",NA,69.5,695,10,"FirstTeeLateRound3ScoringAverage",2007
22,22,"Chris Stroud",NA,69.5,278,4,"FirstTeeLateRound3ScoringAverage",2007
24,24,"Bob Estes",NA,69.6,348,5,"FirstTeeLateRound3ScoringAverage",2007
24,24,"JP Hayes",NA,69.6,348,5,"FirstTeeLateRound3ScoringAverage",2007
24,24,"Kent Jones",NA,69.6,348,5,"FirstTeeLateRound3ScoringAverage",2007
27,27,"Mark Brooks",NA,69.67,209,3,"FirstTeeLateRound3ScoringAverage",2007
27,27,"Troy Matteson",NA,69.67,627,9,"FirstTeeLateRound3ScoringAverage",2007
27,27,"Rory Sabbatini",NA,69.67,418,6,"FirstTeeLateRound3ScoringAverage",2007
27,27,"Jay Williamson",NA,69.67,209,3,"FirstTeeLateRound3ScoringAverage",2007
31,31,"Woody Austin",NA,69.78,628,9,"FirstTeeLateRound3ScoringAverage",2007
32,32,"Steve Allan",NA,69.8,349,5,"FirstTeeLateRound3ScoringAverage",2007
33,33,"Brian Gay",NA,69.82,768,11,"FirstTeeLateRound3ScoringAverage",2007
33,33,"Heath Slocum",NA,69.82,768,11,"FirstTeeLateRound3ScoringAverage",2007
35,35,"Kenny Perry",NA,69.89,629,9,"FirstTeeLateRound3ScoringAverage",2007
36,36,"Adam Scott",NA,69.91,769,11,"FirstTeeLateRound3ScoringAverage",2007
37,37,"KJ Choi",NA,69.93,1049,15,"FirstTeeLateRound3ScoringAverage",2007
38,38,"Jason Bohn",NA,70,350,5,"FirstTeeLateRound3ScoringAverage",2007
38,38,"Jonathan Byrd",NA,70,490,7,"FirstTeeLateRound3ScoringAverage",2007
38,38,"Ryuji Imada",NA,70,630,9,"FirstTeeLateRound3ScoringAverage",2007
38,38,"Kevin Na",NA,70,350,5,"FirstTeeLateRound3ScoringAverage",2007
38,38,"Tim Petrovic",NA,70,350,5,"FirstTeeLateRound3ScoringAverage",2007
38,38,"Jeff Quinney",NA,70,350,5,"FirstTeeLateRound3ScoringAverage",2007
38,38,"Bo Van Pelt",NA,70,420,6,"FirstTeeLateRound3ScoringAverage",2007
38,38,"Dean Wilson",NA,70,210,3,"FirstTeeLateRound3ScoringAverage",2007
46,46,"Vijay Singh",NA,70.08,911,13,"FirstTeeLateRound3ScoringAverage",2007
47,47,"Scott Verplank",NA,70.09,771,11,"FirstTeeLateRound3ScoringAverage",2007
48,48,"Mathew Goggin",NA,70.17,421,6,"FirstTeeLateRound3ScoringAverage",2007
48,48,"Anders Hansen",NA,70.17,421,6,"FirstTeeLateRound3ScoringAverage",2007
48,48,"Johnson Wagner",NA,70.17,421,6,"FirstTeeLateRound3ScoringAverage",2007
51,51,"Justin Leonard",NA,70.2,351,5,"FirstTeeLateRound3ScoringAverage",2007
51,51,"John Mallinger",NA,70.2,351,5,"FirstTeeLateRound3ScoringAverage",2007
53,53,"Robert Allenby",NA,70.22,632,9,"FirstTeeLateRound3ScoringAverage",2007
53,53,"John Senden",NA,70.22,632,9,"FirstTeeLateRound3ScoringAverage",2007
55,55,"Ben Curtis",NA,70.25,281,4,"FirstTeeLateRound3ScoringAverage",2007
55,55,"Trevor Immelman",NA,70.25,562,8,"FirstTeeLateRound3ScoringAverage",2007
