"Approachesfrominside100yards_RANKTHISWEEK_2015","Approachesfrominside100yards_RANKLASTWEEK_2015","Approachesfrominside100yards_PLAYERNAME_2015","Approachesfrominside100yards_ROUNDS_2015","Approachesfrominside100yards_AVG_2015","Approachesfrominside100yards_TOTALDISTANCEFEET_2015","Approachesfrominside100yards_OFATTEMPTS_2015","Approachesfrominside100yards_RELATIVETOPAR_2015","stat_name","year"
36,36,"Daniel Berger",97,NA,1575.167,102,-0.09,"Approachesfrominside100yards",2015
36,36,"Greg Chalmers",58,NA,646.417,42,-0.14,"Approachesfrominside100yards",2015
36,36,"Scott Piercy",90,NA,1324.25,86,-0.24,"Approachesfrominside100yards",2015
36,36,"Adam Scott",51,NA,599.75,39,-0.36,"Approachesfrominside100yards",2015
36,36,"Jimmy Walker",89,NA,1205.25,78,-0.32,"Approachesfrominside100yards",2015
41,41,"Alex Cejka",94,NA,1534,99,-0.12,"Approachesfrominside100yards",2015
41,41,"Roger Sloan",56,NA,711.167,46,-0.11,"Approachesfrominside100yards",2015
41,41,"David Toms",62,NA,1363.25,88,-0.13,"Approachesfrominside100yards",2015
44,44,"Sergio Garcia",59,NA,670,43,-0.14,"Approachesfrominside100yards",2015
44,44,"Zach Johnson",90,NA,1576.333,101,-0.22,"Approachesfrominside100yards",2015
44,44,"Andrew Putnam",68,NA,963.75,62,-0.15,"Approachesfrominside100yards",2015
47,47,"Colt Knost",90,NA,1595.583,102,-0.25,"Approachesfrominside100yards",2015
47,47,"Heath Slocum",57,NA,812.833,52,-0.12,"Approachesfrominside100yards",2015
47,47,"Cameron Tringale",96,NA,1585,101,-0.2,"Approachesfrominside100yards",2015
50,50,"Charley Hoffman",97,NA,1733.75,110,-0.11,"Approachesfrominside100yards",2015
50,50,"Matt Jones",89,NA,1167.083,74,-0.27,"Approachesfrominside100yards",2015
50,50,"Louis Oosthuizen",68,NA,914.917,58,-0.12,"Approachesfrominside100yards",2015
53,53,"Matt Every",73,NA,1105.833,70,0.03,"Approachesfrominside100yards",2015
53,53,"Luke Guthrie",84,NA,1412.25,89,0.01,"Approachesfrominside100yards",2015
53,53,"Bill Lunde",50,NA,600.75,38,0,"Approachesfrominside100yards",2015
56,56,"Andres Gonzales",90,NA,1291.833,81,-0.15,"Approachesfrominside100yards",2015
56,56,"Matt Kuchar",97,NA,1976.583,124,-0.26,"Approachesfrominside100yards",2015
56,56,"Martin Laird",77,NA,1433.083,90,-0.12,"Approachesfrominside100yards",2015
56,56,"Chris Stroud",84,NA,1334,84,-0.15,"Approachesfrominside100yards",2015
56,56,"Tyrone Van Aswegen",58,NA,732.417,46,0.13,"Approachesfrominside100yards",2015
61,61,"Ricky Barnes",82,NA,1135.583,71,-0.01,"Approachesfrominside100yards",2015
61,61,"KJ Choi",66,NA,1373.333,86,-0.23,"Approachesfrominside100yards",2015
61,61,"Chad Collins",79,NA,1117.583,70,-0.07,"Approachesfrominside100yards",2015
61,61,"Luke Donald",71,NA,1135.833,71,-0.11,"Approachesfrominside100yards",2015
61,61,"Tim Wilkinson",73,NA,977.25,61,-0.11,"Approachesfrominside100yards",2015
66,66,"Martin Flores",95,NA,1079.917,67,-0.04,"Approachesfrominside100yards",2015
66,66,"Pat Perez",96,NA,1767.667,110,-0.19,"Approachesfrominside100yards",2015
66,66,"Brendon Todd",96,NA,1894.833,118,-0.18,"Approachesfrominside100yards",2015
69,69,"Eric Axley",57,NA,727.167,45,0.04,"Approachesfrominside100yards",2015
69,69,"Jamie Donaldson",50,NA,403.833,25,-0.24,"Approachesfrominside100yards",2015
69,69,"Whee Kim",71,NA,889.417,55,-0.16,"Approachesfrominside100yards",2015
69,69,"Nick Watney",91,NA,1747.833,108,-0.07,"Approachesfrominside100yards",2015
73,73,"Hideki Matsuyama",95,NA,1384.667,85,-0.15,"Approachesfrominside100yards",2015
74,74,"Dustin Johnson",75,NA,1335.917,82,-0.3,"Approachesfrominside100yards",2015
74,74,"Sean OHair",86,NA,1472.083,90,-0.16,"Approachesfrominside100yards",2015
74,74,"Hudson Swafford",97,NA,1489.833,91,-0.08,"Approachesfrominside100yards",2015
74,74,"Bo Van Pelt",81,NA,1241,76,0,"Approachesfrominside100yards",2015
78,78,"Brice Garnett",81,NA,983.167,60,0.05,"Approachesfrominside100yards",2015
78,78,"Bill Haas",89,NA,1427.333,87,-0.1,"Approachesfrominside100yards",2015
78,78,"James Hahn",94,NA,1578.667,96,-0.13,"Approachesfrominside100yards",2015
78,78,"David Lingmerth",90,NA,1873,114,-0.23,"Approachesfrominside100yards",2015
78,78,"Vijay Singh",78,NA,1199,73,-0.27,"Approachesfrominside100yards",2015
83,83,"Tom Hoge",83,NA,1417.333,86,0.02,"Approachesfrominside100yards",2015
84,84,"Jonas Blixt",78,NA,1243.5,75,-0.07,"Approachesfrominside100yards",2015
84,84,"William McGirt",103,NA,1805.833,109,-0.16,"Approachesfrominside100yards",2015
84,84,"Rory Sabbatini",81,NA,1142.25,69,-0.2,"Approachesfrominside100yards",2015
84,84,"John Senden",80,NA,1062.333,64,-0.06,"Approachesfrominside100yards",2015
88,88,"Paul Casey",87,NA,1235.333,74,-0.09,"Approachesfrominside100yards",2015
89,89,"Jonathan Byrd",69,NA,702.917,42,-0.29,"Approachesfrominside100yards",2015
89,89,"Fabian Gomez",83,NA,1520.583,91,-0.13,"Approachesfrominside100yards",2015
89,89,"Billy Hurley III",83,NA,1225.167,73,-0.05,"Approachesfrominside100yards",2015
89,89,"Kyle Reifers",96,NA,1738.083,104,-0.16,"Approachesfrominside100yards",2015
93,93,"Jason Bohn",95,NA,2559.417,152,-0.19,"Approachesfrominside100yards",2015
93,93,"Hunter Mahan",88,NA,1614.667,96,-0.17,"Approachesfrominside100yards",2015
93,93,"Shawn Stefani",94,NA,1951.75,116,-0.22,"Approachesfrominside100yards",2015
96,96,"Steven Alker",62,NA,829.167,49,-0.14,"Approachesfrominside100yards",2015
96,96,"Bryce Molder",91,NA,1929.333,114,-0.09,"Approachesfrominside100yards",2015
98,98,"Oscar Fraustro",58,NA,817.333,48,-0.08,"Approachesfrominside100yards",2015
98,98,"David Hearn",97,NA,1941,114,-0.17,"Approachesfrominside100yards",2015
98,98,"Boo Weekley",79,NA,1396.417,82,-0.27,"Approachesfrominside100yards",2015
101,101,"Zac Blair",108,NA,2139.667,125,-0.15,"Approachesfrominside100yards",2015
101,101,"Brendon de Jonge",106,NA,1643.083,96,-0.15,"Approachesfrominside100yards",2015
101,101,"Jerry Kelly",79,NA,1503,88,-0.3,"Approachesfrominside100yards",2015
101,101,"Cameron Percy",72,NA,1022.583,60,-0.05,"Approachesfrominside100yards",2015
105,105,"Steven Bowditch",103,NA,1787.167,104,-0.16,"Approachesfrominside100yards",2015
105,105,"Carl Pettersson",106,NA,1992.917,116,-0.05,"Approachesfrominside100yards",2015
107,107,"Russell Knox",96,NA,2398,139,-0.09,"Approachesfrominside100yards",2015
107,107,"Patrick Reed",103,NA,1742.083,101,-0.19,"Approachesfrominside100yards",2015
109,109,"Max Homa",78,NA,1249.833,72,-0.24,"Approachesfrominside100yards",2015
109,109,"Byron Smith",59,NA,572.083,33,0.12,"Approachesfrominside100yards",2015
109,109,"Steve Wheatcroft",87,NA,1593.167,92,-0.21,"Approachesfrominside100yards",2015
112,112,"Scott Brown",97,NA,1741.333,100,-0.11,"Approachesfrominside100yards",2015
112,112,"Geoff Ogilvy",50,NA,905.25,52,-0.04,"Approachesfrominside100yards",2015
112,112,"Kevin Streelman",95,NA,1797.167,103,-0.11,"Approachesfrominside100yards",2015
115,115,"Robert Allenby",63,NA,908.917,52,0.1,"Approachesfrominside100yards",2015
115,115,"Charlie Beljan",76,NA,1277.5,73,-0.04,"Approachesfrominside100yards",2015
115,115,"Brian Harman",90,NA,1946.5,111,-0.14,"Approachesfrominside100yards",2015
115,115,"Camilo Villegas",83,NA,1450.083,83,-0.12,"Approachesfrominside100yards",2015
115,115,"Mark Wilson",89,NA,2203.25,126,-0.13,"Approachesfrominside100yards",2015
120,120,"Charles Howell III",105,NA,2147.083,122,-0.04,"Approachesfrominside100yards",2015
120,120,"John Huh",102,NA,1372.583,78,-0.08,"Approachesfrominside100yards",2015
120,120,"Chris Kirk",76,NA,1617.5,92,-0.02,"Approachesfrominside100yards",2015
120,120,"Kevin Na",98,NA,1740.333,99,-0.11,"Approachesfrominside100yards",2015
124,124,"Blayne Barber",76,NA,1365.25,77,-0.23,"Approachesfrominside100yards",2015
124,124,"Jim Herman",88,NA,1506.417,85,-0.06,"Approachesfrominside100yards",2015
124,124,"Mark Hubbard",79,NA,1153.5,65,-0.23,"Approachesfrominside100yards",2015
124,124,"Brian Stuard",97,NA,1919.333,108,-0.04,"Approachesfrominside100yards",2015
128,128,"Ben Crane",62,NA,1300.5,73,-0.11,"Approachesfrominside100yards",2015
128,128,"Brian Davis",86,NA,1744.917,98,-0.08,"Approachesfrominside100yards",2015
128,128,"Retief Goosen",81,NA,1107,62,-0.03,"Approachesfrominside100yards",2015
128,128,"Charl Schwartzel",67,NA,926.333,52,0,"Approachesfrominside100yards",2015
132,132,"Andres Romero",69,NA,895,50,-0.12,"Approachesfrominside100yards",2015
133,133,"Jim Furyk",71,NA,1259.583,70,-0.04,"Approachesfrominside100yards",2015
133,133,"George McNeill",93,NA,1904.5,106,-0.19,"Approachesfrominside100yards",2015
135,135,"Tony Finau",106,NA,1515.583,84,0.11,"Approachesfrominside100yards",2015
135,135,"Henrik Stenson",63,NA,849.417,47,-0.11,"Approachesfrominside100yards",2015
137,137,"Brendan Steele",88,NA,1260.833,69,-0.06,"Approachesfrominside100yards",2015
137,137,"Robert Streb",110,NA,2520.833,138,-0.15,"Approachesfrominside100yards",2015
139,139,"Sangmoon Bae",98,NA,2038.083,111,-0.04,"Approachesfrominside100yards",2015
139,139,"Chesson Hadley",101,NA,2106.5,115,-0.16,"Approachesfrominside100yards",2015
139,139,"Jordan Spieth",91,NA,1835.917,100,-0.14,"Approachesfrominside100yards",2015
142,142,"Billy Horschel",99,NA,1805,98,-0.05,"Approachesfrominside100yards",2015
142,142,"Lee Westwood",56,NA,571.25,31,-0.03,"Approachesfrominside100yards",2015
144,144,"Graham DeLaet",65,NA,1074.083,58,-0.03,"Approachesfrominside100yards",2015
144,144,"Gonzalo Fdez Castano",81,NA,1035.333,56,-0.02,"Approachesfrominside100yards",2015
144,144,"Kevin Kisner",104,NA,1869.083,101,-0.21,"Approachesfrominside100yards",2015
144,144,"Gary Woodland",81,NA,1147.833,62,0.1,"Approachesfrominside100yards",2015
148,148,"JJ Henry",94,NA,1560,84,0.05,"Approachesfrominside100yards",2015
149,149,"Adam Hadwin",95,NA,2020.25,108,-0.08,"Approachesfrominside100yards",2015
149,149,"Padraig Harrington",60,NA,915.75,49,-0.02,"Approachesfrominside100yards",2015
151,151,"Morgan Hoffmann",85,NA,1667.333,89,-0.07,"Approachesfrominside100yards",2015
152,152,"Jhonattan Vegas",90,NA,792.583,42,0,"Approachesfrominside100yards",2015
152,152,"Johnson Wagner",68,NA,1356.917,72,0,"Approachesfrominside100yards",2015
154,154,"Brooks Koepka",84,NA,1324.417,70,0.01,"Approachesfrominside100yards",2015
154,154,"Nicholas Thompson",90,NA,1529.667,81,-0.19,"Approachesfrominside100yards",2015
154,154,"Michael Thompson",83,NA,1267.917,67,-0.13,"Approachesfrominside100yards",2015
157,157,"Kevin Chappell",86,NA,1846.083,97,-0.12,"Approachesfrominside100yards",2015
157,157,"John Peterson",84,NA,893.583,47,-0.09,"Approachesfrominside100yards",2015
159,159,"Aaron Baddeley",76,NA,1123.833,59,-0.02,"Approachesfrominside100yards",2015
159,159,"Jason Kokrak",88,NA,1352.167,71,-0.1,"Approachesfrominside100yards",2015
159,159,"Will Wilcox",58,NA,725.417,38,-0.13,"Approachesfrominside100yards",2015
162,162,"Chez Reavie",56,NA,1247.667,65,0.02,"Approachesfrominside100yards",2015
162,162,"Andrew Svoboda",80,NA,1341.5,70,0.1,"Approachesfrominside100yards",2015
164,164,"John Merrick",78,NA,1539.917,80,0.09,"Approachesfrominside100yards",2015
165,165,"Robert Garrigus",70,NA,851.333,44,0,"Approachesfrominside100yards",2015
165,165,"Spencer Levin",99,NA,1720.25,89,-0.04,"Approachesfrominside100yards",2015
167,167,"Marc Leishman",74,NA,952.417,49,0,"Approachesfrominside100yards",2015
168,168,"Harris English",105,NA,1381.917,71,-0.03,"Approachesfrominside100yards",2015
168,168,"Daniel Summerhays",101,NA,1756.833,90,-0.26,"Approachesfrominside100yards",2015
170,170,"Patrick Rodgers",57,NA,1136.833,58,-0.1,"Approachesfrominside100yards",2015
171,171,"Erik Compton",86,NA,1439.917,73,0.03,"Approachesfrominside100yards",2015
171,171,"Carlos Ortiz",100,NA,1657.75,84,-0.14,"Approachesfrominside100yards",2015
173,173,"Derek Ernst",75,NA,1346.417,68,-0.09,"Approachesfrominside100yards",2015
173,173,"Jonathan Randolph",72,NA,1151.833,58,-0.1,"Approachesfrominside100yards",2015
175,175,"Ben Martin",93,NA,1643.083,82,0.09,"Approachesfrominside100yards",2015
175,175,"Scott Stallings",60,NA,1139,57,0.04,"Approachesfrominside100yards",2015
177,177,"Ian Poulter",68,NA,956.5,47,-0.06,"Approachesfrominside100yards",2015
178,178,"SJ Park",79,NA,1446.75,71,0.04,"Approachesfrominside100yards",2015
179,179,"Troy Merritt",91,NA,2555.583,123,-0.08,"Approachesfrominside100yards",2015
180,180,"Keegan Bradley",87,NA,1292.333,62,-0.02,"Approachesfrominside100yards",2015
181,181,"Jason Gore",76,NA,1507.25,72,0.01,"Approachesfrominside100yards",2015
182,182,"Bubba Watson",71,NA,2083.083,99,-0.14,"Approachesfrominside100yards",2015
183,183,"Davis Love III",51,NA,1296.833,50,-0.04,"Approachesfrominside100yards",2015
184,184,"Angel Cabrera",53,NA,981.167,36,0.08,"Approachesfrominside100yards",2015
