"TenthTeeLateRound3ScoringAverage_RANKTHISWEEK_2016","TenthTeeLateRound3ScoringAverage_RANKLASTWEEK_2016","TenthTeeLateRound3ScoringAverage_PLAYERNAME_2016","TenthTeeLateRound3ScoringAverage__2016","TenthTeeLateRound3ScoringAverage_AVG_2016","TenthTeeLateRound3ScoringAverage_TOTALSTROKES_2016","TenthTeeLateRound3ScoringAverage_TOTALROUNDS_2016","stat_name","year"
1,1,"Jonas Blixt",NA,66,66,1,"TenthTeeLateRound3ScoringAverage",2016
1,1,"Smylie Kaufman",NA,66,66,1,"TenthTeeLateRound3ScoringAverage",2016
1,1,"Matt Kuchar",NA,66,132,2,"TenthTeeLateRound3ScoringAverage",2016
1,1,"Luke List",NA,66,66,1,"TenthTeeLateRound3ScoringAverage",2016
1,1,"Phil Mickelson",NA,66,66,1,"TenthTeeLateRound3ScoringAverage",2016
1,1,"Kevin Streelman",NA,66,66,1,"TenthTeeLateRound3ScoringAverage",2016
1,1,"Justin Thomas",NA,66,66,1,"TenthTeeLateRound3ScoringAverage",2016
8,8,"Byeong Hun An",NA,67,67,1,"TenthTeeLateRound3ScoringAverage",2016
8,8,"Daniel Berger",NA,67,67,1,"TenthTeeLateRound3ScoringAverage",2016
8,8,"Derek Ernst",NA,67,134,2,"TenthTeeLateRound3ScoringAverage",2016
8,8,"Rickie Fowler",NA,67,67,1,"TenthTeeLateRound3ScoringAverage",2016
8,8,"Andres Gonzales",NA,67,67,1,"TenthTeeLateRound3ScoringAverage",2016
8,8,"Jason Kokrak",NA,67,67,1,"TenthTeeLateRound3ScoringAverage",2016
8,8,"Hunter Mahan",NA,67,67,1,"TenthTeeLateRound3ScoringAverage",2016
8,8,"Rob Oppenheim",NA,67,67,1,"TenthTeeLateRound3ScoringAverage",2016
8,8,"Jimmy Walker",NA,67,134,2,"TenthTeeLateRound3ScoringAverage",2016
17,17,"Dawie van der Walt",NA,67.6,338,5,"TenthTeeLateRound3ScoringAverage",2016
18,18,"Lucas Glover",NA,67.67,203,3,"TenthTeeLateRound3ScoringAverage",2016
19,19,"Jason Bohn",NA,68,136,2,"TenthTeeLateRound3ScoringAverage",2016
19,19,"Russell Henley",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2016
19,19,"Anirban Lahiri",NA,68,136,2,"TenthTeeLateRound3ScoringAverage",2016
19,19,"Andrew Loupe",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2016
19,19,"Sam Saunders",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2016
19,19,"David Toms",NA,68,136,2,"TenthTeeLateRound3ScoringAverage",2016
19,19,"Will Wilcox",NA,68,204,3,"TenthTeeLateRound3ScoringAverage",2016
26,26,"John Huh",NA,68.25,273,4,"TenthTeeLateRound3ScoringAverage",2016
27,27,"Harold Varner III",NA,68.4,342,5,"TenthTeeLateRound3ScoringAverage",2016
28,28,"Mark Hubbard",NA,68.5,137,2,"TenthTeeLateRound3ScoringAverage",2016
28,28,"Martin Laird",NA,68.5,137,2,"TenthTeeLateRound3ScoringAverage",2016
28,28,"Scott Stallings",NA,68.5,137,2,"TenthTeeLateRound3ScoringAverage",2016
28,28,"Steve Wheatcroft",NA,68.5,137,2,"TenthTeeLateRound3ScoringAverage",2016
32,32,"KJ Choi",NA,68.67,206,3,"TenthTeeLateRound3ScoringAverage",2016
33,33,"Jamie Donaldson",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2016
33,33,"Jason Dufner",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2016
33,33,"Emiliano Grillo",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2016
33,33,"Adam Hadwin",NA,69,138,2,"TenthTeeLateRound3ScoringAverage",2016
33,33,"JJ Henry",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2016
33,33,"Michael Kim",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2016
33,33,"Brooks Koepka",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2016
33,33,"Lucas Lee",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2016
33,33,"George McNeill",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2016
33,33,"Carlos Ortiz",NA,69,207,3,"TenthTeeLateRound3ScoringAverage",2016
33,33,"Hudson Swafford",NA,69,138,2,"TenthTeeLateRound3ScoringAverage",2016
33,33,"Jhonattan Vegas",NA,69,207,3,"TenthTeeLateRound3ScoringAverage",2016
33,33,"Gary Woodland",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2016
46,46,"Tony Finau",NA,69.5,139,2,"TenthTeeLateRound3ScoringAverage",2016
46,46,"David Hearn",NA,69.5,139,2,"TenthTeeLateRound3ScoringAverage",2016
46,46,"Chez Reavie",NA,69.5,139,2,"TenthTeeLateRound3ScoringAverage",2016
46,46,"Brandt Snedeker",NA,69.5,139,2,"TenthTeeLateRound3ScoringAverage",2016
50,50,"Aaron Baddeley",NA,70,210,3,"TenthTeeLateRound3ScoringAverage",2016
50,50,"Shane Bertsch",NA,70,140,2,"TenthTeeLateRound3ScoringAverage",2016
50,50,"Kevin Chappell",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2016
50,50,"Stewart Cink",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2016
50,50,"Luke Donald",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2016
50,50,"Zach Johnson",NA,70,140,2,"TenthTeeLateRound3ScoringAverage",2016
50,50,"Peter Malnati",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2016
50,50,"Geoff Ogilvy",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2016
50,50,"Carl Pettersson",NA,70,140,2,"TenthTeeLateRound3ScoringAverage",2016
50,50,"Darron Stiles",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2016
50,50,"Nick Taylor",NA,70,210,3,"TenthTeeLateRound3ScoringAverage",2016
61,61,"Roberto Castro",NA,70.25,281,4,"TenthTeeLateRound3ScoringAverage",2016
61,61,"Si Woo Kim",NA,70.25,281,4,"TenthTeeLateRound3ScoringAverage",2016
63,63,"Brian Harman",NA,70.33,211,3,"TenthTeeLateRound3ScoringAverage",2016
63,63,"Scott Pinckney",NA,70.33,211,3,"TenthTeeLateRound3ScoringAverage",2016
65,65,"Tyler Aldridge",NA,70.5,141,2,"TenthTeeLateRound3ScoringAverage",2016
65,65,"Blayne Barber",NA,70.5,141,2,"TenthTeeLateRound3ScoringAverage",2016
65,65,"Sung Kang",NA,70.5,141,2,"TenthTeeLateRound3ScoringAverage",2016
65,65,"Jamie Lovemark",NA,70.5,141,2,"TenthTeeLateRound3ScoringAverage",2016
