"AverageApproachDistanceBirdieorBetter_RANKTHISWEEK_2014","AverageApproachDistanceBirdieorBetter_RANKLASTWEEK_2014","AverageApproachDistanceBirdieorBetter_PLAYERNAME_2014","AverageApproachDistanceBirdieorBetter_ROUNDS_2014","AverageApproachDistanceBirdieorBetter_AVGYARDS_2014","AverageApproachDistanceBirdieorBetter_TOTALDISTANCEINCHES_2014","AverageApproachDistanceBirdieorBetter_NUMBEROFAPPROACHSHOTS_2014","stat_name","year"
30,30,"Tommy Gainey",73,166.7,1254546,209,"AverageApproachDistanceBirdieorBetter",2014
31,31,"Ben Curtis",77,167,1244129,207,"AverageApproachDistanceBirdieorBetter",2014
31,31,"Luke Donald",57,167,931616,155,"AverageApproachDistanceBirdieorBetter",2014
31,31,"Troy Matteson",62,167,961871,160,"AverageApproachDistanceBirdieorBetter",2014
34,34,"Brian Harman",111,167.3,2186296,363,"AverageApproachDistanceBirdieorBetter",2014
35,35,"Jim Furyk",84,167.5,1375029,228,"AverageApproachDistanceBirdieorBetter",2014
36,36,"Martin Flores",85,167.6,1381978,229,"AverageApproachDistanceBirdieorBetter",2014
36,36,"Freddie Jacobson",91,167.6,1689600,280,"AverageApproachDistanceBirdieorBetter",2014
38,38,"Jason Dufner",57,167.7,977958,162,"AverageApproachDistanceBirdieorBetter",2014
39,39,"Scott Langley",95,167.9,1680081,278,"AverageApproachDistanceBirdieorBetter",2014
40,40,"David Lingmerth",80,168,1409022,233,"AverageApproachDistanceBirdieorBetter",2014
41,41,"Bo Van Pelt",83,168.2,1405169,232,"AverageApproachDistanceBirdieorBetter",2014
42,42,"DH Lee",54,168.3,775700,128,"AverageApproachDistanceBirdieorBetter",2014
42,42,"Camilo Villegas",95,168.3,1884717,311,"AverageApproachDistanceBirdieorBetter",2014
44,44,"Rory Sabbatini",82,168.4,1327848,219,"AverageApproachDistanceBirdieorBetter",2014
44,44,"Webb Simpson",87,168.4,1769831,292,"AverageApproachDistanceBirdieorBetter",2014
46,46,"Jim Renner",61,168.6,1032006,170,"AverageApproachDistanceBirdieorBetter",2014
47,47,"Ken Duke",80,168.8,1385704,228,"AverageApproachDistanceBirdieorBetter",2014
48,48,"Boo Weekley",73,168.9,1039578,171,"AverageApproachDistanceBirdieorBetter",2014
48,48,"Charlie Wi",72,168.9,1270610,209,"AverageApproachDistanceBirdieorBetter",2014
50,50,"Ben Crane",81,169,1526795,251,"AverageApproachDistanceBirdieorBetter",2014
50,50,"Heath Slocum",71,169,1253439,206,"AverageApproachDistanceBirdieorBetter",2014
52,52,"Charles Howell III",106,169.4,2116634,347,"AverageApproachDistanceBirdieorBetter",2014
53,53,"Charlie Beljan",76,169.5,1458359,239,"AverageApproachDistanceBirdieorBetter",2014
53,53,"Kevin Kisner",85,169.5,1561992,256,"AverageApproachDistanceBirdieorBetter",2014
55,55,"Brian Davis",93,169.6,1746329,286,"AverageApproachDistanceBirdieorBetter",2014
55,55,"Jim Herman",62,169.6,915615,150,"AverageApproachDistanceBirdieorBetter",2014
57,57,"Brian Stuard",91,169.7,1649208,270,"AverageApproachDistanceBirdieorBetter",2014
58,58,"Bud Cauley",56,169.8,977910,160,"AverageApproachDistanceBirdieorBetter",2014
58,58,"Ryo Ishikawa",75,169.8,1485285,243,"AverageApproachDistanceBirdieorBetter",2014
60,60,"Mike Weir",69,169.9,923589,151,"AverageApproachDistanceBirdieorBetter",2014
61,61,"Matt Kuchar",91,170,1860556,304,"AverageApproachDistanceBirdieorBetter",2014
62,62,"Luke Guthrie",85,170.1,1726827,282,"AverageApproachDistanceBirdieorBetter",2014
62,62,"Andrew Svoboda",77,170.1,1396439,228,"AverageApproachDistanceBirdieorBetter",2014
64,64,"Retief Goosen",94,170.3,1624452,265,"AverageApproachDistanceBirdieorBetter",2014
64,64,"DA Points",75,170.3,1029972,168,"AverageApproachDistanceBirdieorBetter",2014
64,64,"Ian Poulter",57,170.3,888718,145,"AverageApproachDistanceBirdieorBetter",2014
67,67,"George McNeill",79,170.5,1638928,267,"AverageApproachDistanceBirdieorBetter",2014
68,68,"William McGirt",96,170.6,1775070,289,"AverageApproachDistanceBirdieorBetter",2014
69,69,"Carl Pettersson",91,170.7,1813136,295,"AverageApproachDistanceBirdieorBetter",2014
70,70,"Roberto Castro",76,171,1126267,183,"AverageApproachDistanceBirdieorBetter",2014
70,70,"Mark Wilson",69,171,990855,161,"AverageApproachDistanceBirdieorBetter",2014
72,72,"Vijay Singh",83,171.1,1552149,252,"AverageApproachDistanceBirdieorBetter",2014
73,73,"Scott Brown",100,171.2,1855377,301,"AverageApproachDistanceBirdieorBetter",2014
74,74,"Hudson Swafford",75,171.4,1209391,196,"AverageApproachDistanceBirdieorBetter",2014
75,75,"Zach Johnson",97,171.5,1932512,313,"AverageApproachDistanceBirdieorBetter",2014
75,75,"Davis Love III",74,171.5,1253520,203,"AverageApproachDistanceBirdieorBetter",2014
75,75,"Robert Streb",75,171.5,1482122,240,"AverageApproachDistanceBirdieorBetter",2014
75,75,"YE Yang",79,171.5,1191354,193,"AverageApproachDistanceBirdieorBetter",2014
79,79,"Andrew Loupe",65,171.7,1149455,186,"AverageApproachDistanceBirdieorBetter",2014
80,80,"Stewart Cink",91,171.8,1540117,249,"AverageApproachDistanceBirdieorBetter",2014
80,80,"Pat Perez",84,171.8,1564806,253,"AverageApproachDistanceBirdieorBetter",2014
82,82,"Paul Casey",56,171.9,1089345,176,"AverageApproachDistanceBirdieorBetter",2014
82,82,"Ben Martin",80,171.9,1385927,224,"AverageApproachDistanceBirdieorBetter",2014
84,84,"Robert Allenby",83,172,1442709,233,"AverageApproachDistanceBirdieorBetter",2014
84,84,"Nicholas Thompson",85,172,1325318,214,"AverageApproachDistanceBirdieorBetter",2014
86,86,"Patrick Reed",92,172.2,1636583,264,"AverageApproachDistanceBirdieorBetter",2014
87,87,"Matt Every",85,172.3,1507687,243,"AverageApproachDistanceBirdieorBetter",2014
88,88,"Louis Oosthuizen",50,172.4,651795,105,"AverageApproachDistanceBirdieorBetter",2014
88,88,"Kevin Streelman",79,172.4,1470649,237,"AverageApproachDistanceBirdieorBetter",2014
90,90,"Danny Lee",84,172.5,1515460,244,"AverageApproachDistanceBirdieorBetter",2014
90,90,"Nick Watney",80,172.5,1279462,206,"AverageApproachDistanceBirdieorBetter",2014
92,92,"Hideki Matsuyama",82,172.7,1616587,260,"AverageApproachDistanceBirdieorBetter",2014
93,93,"John Huh",87,172.8,1362252,219,"AverageApproachDistanceBirdieorBetter",2014
94,94,"Dustin Johnson",58,173,1083531,174,"AverageApproachDistanceBirdieorBetter",2014
95,95,"Trevor Immelman",84,173.1,1283665,206,"AverageApproachDistanceBirdieorBetter",2014
95,95,"Cameron Tringale",111,173.1,2099927,337,"AverageApproachDistanceBirdieorBetter",2014
97,97,"Tyrone Van Aswegen",79,173.2,1396341,224,"AverageApproachDistanceBirdieorBetter",2014
98,98,"Bronson La Cassie",51,173.6,662535,106,"AverageApproachDistanceBirdieorBetter",2014
99,99,"Briny Baird",50,173.7,875437,140,"AverageApproachDistanceBirdieorBetter",2014
99,99,"Marc Leishman",81,173.7,1544837,247,"AverageApproachDistanceBirdieorBetter",2014
101,101,"Chris Kirk",105,173.8,2077523,332,"AverageApproachDistanceBirdieorBetter",2014
102,102,"Brooks Koepka",56,174.1,1028004,164,"AverageApproachDistanceBirdieorBetter",2014
102,102,"Will Ma Kenzie",82,174.1,1666785,266,"AverageApproachDistanceBirdieorBetter",2014
102,102,"Seung Yul Noh",92,174.1,1685516,269,"AverageApproachDistanceBirdieorBetter",2014
105,105,"Brad Fritsch",50,174.2,821567,131,"AverageApproachDistanceBirdieorBetter",2014
105,105,"Sean OHair",77,174.2,1335798,213,"AverageApproachDistanceBirdieorBetter",2014
107,107,"Jonathan Byrd",76,174.4,1318449,210,"AverageApproachDistanceBirdieorBetter",2014
108,108,"Michael Thompson",74,174.5,1407144,224,"AverageApproachDistanceBirdieorBetter",2014
108,108,"Johnson Wagner",69,174.5,1055385,168,"AverageApproachDistanceBirdieorBetter",2014
110,110,"Keegan Bradley",89,174.6,1571467,250,"AverageApproachDistanceBirdieorBetter",2014
111,111,"Brandt Snedeker",89,174.7,1502934,239,"AverageApproachDistanceBirdieorBetter",2014
112,112,"Scott Stallings",77,174.8,1271455,202,"AverageApproachDistanceBirdieorBetter",2014
112,112,"Bubba Watson",76,174.8,1460042,232,"AverageApproachDistanceBirdieorBetter",2014
114,114,"Russell Henley",92,174.9,1757158,279,"AverageApproachDistanceBirdieorBetter",2014
114,114,"Ryan Moore",86,174.9,1510751,240,"AverageApproachDistanceBirdieorBetter",2014
114,114,"Wes Roach",67,174.9,1120576,178,"AverageApproachDistanceBirdieorBetter",2014
114,114,"Andres Romero",81,174.9,1668395,265,"AverageApproachDistanceBirdieorBetter",2014
118,118,"Aaron Baddeley",74,175.2,1318437,209,"AverageApproachDistanceBirdieorBetter",2014
119,119,"Morgan Hoffmann",103,175.3,2101971,333,"AverageApproachDistanceBirdieorBetter",2014
120,120,"Jonas Blixt",64,175.5,941165,149,"AverageApproachDistanceBirdieorBetter",2014
120,120,"Kevin Chappell",100,175.5,2110475,334,"AverageApproachDistanceBirdieorBetter",2014
122,122,"Brendan Steele",89,175.7,1663220,263,"AverageApproachDistanceBirdieorBetter",2014
123,123,"John Merrick",87,175.8,1487266,235,"AverageApproachDistanceBirdieorBetter",2014
124,124,"Chesson Hadley",84,176.1,1642196,259,"AverageApproachDistanceBirdieorBetter",2014
125,125,"Martin Laird",66,176.3,1250616,197,"AverageApproachDistanceBirdieorBetter",2014
126,126,"Brice Garnett",92,176.4,1682781,265,"AverageApproachDistanceBirdieorBetter",2014
127,127,"Sangmoon Bae",76,176.6,1589373,250,"AverageApproachDistanceBirdieorBetter",2014
127,127,"Ricky Barnes",92,176.6,1748211,275,"AverageApproachDistanceBirdieorBetter",2014
129,129,"Hunter Mahan",88,176.8,1622870,255,"AverageApproachDistanceBirdieorBetter",2014
129,129,"John Senden",99,176.8,1826751,287,"AverageApproachDistanceBirdieorBetter",2014
131,131,"Bill Haas",107,176.9,1891930,297,"AverageApproachDistanceBirdieorBetter",2014
131,131,"Shawn Stefani",60,176.9,1241902,195,"AverageApproachDistanceBirdieorBetter",2014
133,133,"Josh Teater",90,177.1,1523592,239,"AverageApproachDistanceBirdieorBetter",2014
134,134,"James Hahn",82,177.2,1492588,234,"AverageApproachDistanceBirdieorBetter",2014
134,134,"Kevin Stadler",90,177.2,1524650,239,"AverageApproachDistanceBirdieorBetter",2014
136,136,"Erik Compton",88,177.5,1585058,248,"AverageApproachDistanceBirdieorBetter",2014
136,136,"Sergio Garcia",61,177.5,990657,155,"AverageApproachDistanceBirdieorBetter",2014
136,136,"Jeff Overton",80,177.5,1514793,237,"AverageApproachDistanceBirdieorBetter",2014
139,139,"Angel Cabrera",69,177.6,1463908,229,"AverageApproachDistanceBirdieorBetter",2014
139,139,"Rickie Fowler",91,177.6,1547028,242,"AverageApproachDistanceBirdieorBetter",2014
139,139,"Robert Garrigus",80,177.6,1834576,287,"AverageApproachDistanceBirdieorBetter",2014
142,142,"Jordan Spieth",102,178,1967143,307,"AverageApproachDistanceBirdieorBetter",2014
143,143,"Billy Horschel",92,178.1,1615548,252,"AverageApproachDistanceBirdieorBetter",2014
144,144,"Gonzalo Fdez Castano",83,178.3,1547209,241,"AverageApproachDistanceBirdieorBetter",2014
145,145,"James Driscoll",71,178.5,1182325,184,"AverageApproachDistanceBirdieorBetter",2014
146,146,"Adam Scott",68,179.1,1612001,250,"AverageApproachDistanceBirdieorBetter",2014
147,147,"Jimmy Walker",98,179.2,2006444,311,"AverageApproachDistanceBirdieorBetter",2014
148,148,"Jamie Lovemark",64,179.3,1052188,163,"AverageApproachDistanceBirdieorBetter",2014
148,148,"Jhonattan Vegas",77,179.3,1374627,213,"AverageApproachDistanceBirdieorBetter",2014
150,150,"Daniel Summerhays",98,179.5,2048711,317,"AverageApproachDistanceBirdieorBetter",2014
151,151,"Graham DeLaet",80,179.7,1578596,244,"AverageApproachDistanceBirdieorBetter",2014
152,152,"Phil Mickelson",71,179.9,1237209,191,"AverageApproachDistanceBirdieorBetter",2014
153,153,"Brendon de Jonge",109,180,2002721,309,"AverageApproachDistanceBirdieorBetter",2014
153,153,"Derek Ernst",80,180,1263492,195,"AverageApproachDistanceBirdieorBetter",2014
153,153,"Chris Stroud",88,180,1756195,271,"AverageApproachDistanceBirdieorBetter",2014
156,156,"Gary Woodland",93,180.4,1746624,269,"AverageApproachDistanceBirdieorBetter",2014
157,157,"Ryan Palmer",85,180.8,1802938,277,"AverageApproachDistanceBirdieorBetter",2014
158,158,"Charley Hoffman",93,180.9,1954103,300,"AverageApproachDistanceBirdieorBetter",2014
159,159,"Jason Kokrak",65,181.1,1551642,238,"AverageApproachDistanceBirdieorBetter",2014
160,160,"Kevin Na",94,181.2,1897937,291,"AverageApproachDistanceBirdieorBetter",2014
161,161,"JB Holmes",86,181.6,1896270,290,"AverageApproachDistanceBirdieorBetter",2014
162,162,"Rory McIlroy",66,181.9,1538480,235,"AverageApproachDistanceBirdieorBetter",2014
163,163,"Harris English",95,182.3,1850766,282,"AverageApproachDistanceBirdieorBetter",2014
164,164,"John Peterson",62,182.4,1129610,172,"AverageApproachDistanceBirdieorBetter",2014
165,165,"Michael Putnam",106,182.7,2032014,309,"AverageApproachDistanceBirdieorBetter",2014
165,165,"Kyle Stanley",87,182.7,1513150,230,"AverageApproachDistanceBirdieorBetter",2014
167,167,"Matt Jones",83,183,1410085,214,"AverageApproachDistanceBirdieorBetter",2014
168,168,"Steven Bowditch",93,183.6,1804740,273,"AverageApproachDistanceBirdieorBetter",2014
168,168,"Henrik Stenson",56,183.6,1037689,157,"AverageApproachDistanceBirdieorBetter",2014
170,170,"Lucas Glover",68,184,1000440,151,"AverageApproachDistanceBirdieorBetter",2014
170,170,"Justin Rose",70,184,1324441,200,"AverageApproachDistanceBirdieorBetter",2014
172,172,"Charl Schwartzel",64,184.2,1472222,222,"AverageApproachDistanceBirdieorBetter",2014
173,173,"Kevin Tway",64,185.1,952805,143,"AverageApproachDistanceBirdieorBetter",2014
174,174,"Will Wilcox",51,186.3,905310,135,"AverageApproachDistanceBirdieorBetter",2014
175,175,"Ernie Els",85,186.5,1450039,216,"AverageApproachDistanceBirdieorBetter",2014
176,176,"Lee Westwood",57,187.1,1118028,166,"AverageApproachDistanceBirdieorBetter",2014
177,177,"Martin Kaymer",65,190.2,1170851,171,"AverageApproachDistanceBirdieorBetter",2014
