"Round5ScoringAverage_RANKTHISWEEK_2011","Round5ScoringAverage_RANKLASTWEEK_2011","Round5ScoringAverage_PLAYERNAME_2011","Round5ScoringAverage__2011","Round5ScoringAverage_AVG_2011","Round5ScoringAverage_TOTALSTROKES_2011","Round5ScoringAverage_TOTALROUNDS_2011","stat_name","year"
1,1,"Brian Gay",NA,62,62,1,"Round5ScoringAverage",2011
2,2,"Zack Miller",NA,64,64,1,"Round5ScoringAverage",2011
2,2,"Ryan Palmer",NA,64,64,1,"Round5ScoringAverage",2011
4,4,"Chris Couch",NA,66,66,1,"Round5ScoringAverage",2011
4,4,"Brendon de Jonge",NA,66,66,1,"Round5ScoringAverage",2011
4,4,"Bill Haas",NA,66,66,1,"Round5ScoringAverage",2011
4,4,"Freddie Jacobson",NA,66,66,1,"Round5ScoringAverage",2011
4,4,"Bill Lunde",NA,66,66,1,"Round5ScoringAverage",2011
9,9,"Matt Bettencourt",NA,67,67,1,"Round5ScoringAverage",2011
9,9,"Chad Campbell",NA,67,67,1,"Round5ScoringAverage",2011
9,9,"Brian Davis",NA,67,67,1,"Round5ScoringAverage",2011
9,9,"Jason Dufner",NA,67,67,1,"Round5ScoringAverage",2011
9,9,"Derek Lamely",NA,67,67,1,"Round5ScoringAverage",2011
9,9,"Justin Leonard",NA,67,67,1,"Round5ScoringAverage",2011
9,9,"Spencer Levin",NA,67,67,1,"Round5ScoringAverage",2011
9,9,"Bryce Molder",NA,67,67,1,"Round5ScoringAverage",2011
9,9,"Kevin Na",NA,67,67,1,"Round5ScoringAverage",2011
9,9,"Webb Simpson",NA,67,67,1,"Round5ScoringAverage",2011
9,9,"Kyle Stanley",NA,67,67,1,"Round5ScoringAverage",2011
9,9,"Kevin Streelman",NA,67,67,1,"Round5ScoringAverage",2011
9,9,"Vaughn Taylor",NA,67,67,1,"Round5ScoringAverage",2011
22,22,"Alex Cejka",NA,68,68,1,"Round5ScoringAverage",2011
22,22,"Matt Jones",NA,68,68,1,"Round5ScoringAverage",2011
22,22,"Matt Kuchar",NA,68,68,1,"Round5ScoringAverage",2011
22,22,"David Toms",NA,68,68,1,"Round5ScoringAverage",2011
26,26,"Kris Blanks",NA,69,69,1,"Round5ScoringAverage",2011
26,26,"Michael Bradley",NA,69,69,1,"Round5ScoringAverage",2011
26,26,"David Duval",NA,69,69,1,"Round5ScoringAverage",2011
26,26,"JJ Henry",NA,69,69,1,"Round5ScoringAverage",2011
26,26,"Jerry Kelly",NA,69,69,1,"Round5ScoringAverage",2011
26,26,"Colt Knost",NA,69,69,1,"Round5ScoringAverage",2011
26,26,"Pat Perez",NA,69,69,1,"Round5ScoringAverage",2011
26,26,"DA Points",NA,69,69,1,"Round5ScoringAverage",2011
26,26,"Jhonattan Vegas",NA,69,69,1,"Round5ScoringAverage",2011
26,26,"Gary Woodland",NA,69,69,1,"Round5ScoringAverage",2011
36,36,"Stephen Ames",NA,70,70,1,"Round5ScoringAverage",2011
36,36,"Keegan Bradley",NA,70,70,1,"Round5ScoringAverage",2011
36,36,"Greg Chalmers",NA,70,70,1,"Round5ScoringAverage",2011
36,36,"Steve Elkington",NA,70,70,1,"Round5ScoringAverage",2011
36,36,"Fabian Gomez",NA,70,70,1,"Round5ScoringAverage",2011
36,36,"Charles Howell III",NA,70,70,1,"Round5ScoringAverage",2011
36,36,"Chris Kirk",NA,70,70,1,"Round5ScoringAverage",2011
36,36,"Jarrod Lyle",NA,70,70,1,"Round5ScoringAverage",2011
36,36,"Tim Petrovic",NA,70,70,1,"Round5ScoringAverage",2011
36,36,"Boo Weekley",NA,70,70,1,"Round5ScoringAverage",2011
36,36,"Dean Wilson",NA,70,70,1,"Round5ScoringAverage",2011
47,47,"Blake Adams",NA,71,71,1,"Round5ScoringAverage",2011
47,47,"Kevin Chappell",NA,71,71,1,"Round5ScoringAverage",2011
47,47,"Paul Goydos",NA,71,71,1,"Round5ScoringAverage",2011
47,47,"Shaun Micheel",NA,71,71,1,"Round5ScoringAverage",2011
47,47,"Daniel Summerhays",NA,71,71,1,"Round5ScoringAverage",2011
47,47,"Mark Wilson",NA,71,71,1,"Round5ScoringAverage",2011
53,53,"Harrison Frazar",NA,72,72,1,"Round5ScoringAverage",2011
53,53,"Ryuji Imada",NA,72,72,1,"Round5ScoringAverage",2011
53,53,"Brandt Jobe",NA,72,72,1,"Round5ScoringAverage",2011
53,53,"Steve Marino",NA,72,72,1,"Round5ScoringAverage",2011
53,53,"Michael Putnam",NA,72,72,1,"Round5ScoringAverage",2011
53,53,"Chris Stroud",NA,72,72,1,"Round5ScoringAverage",2011
59,59,"Jeff Overton",NA,73,73,1,"Round5ScoringAverage",2011
60,60,"Hunter Haas",NA,74,74,1,"Round5ScoringAverage",2011
60,60,"Martin Laird",NA,74,74,1,"Round5ScoringAverage",2011
60,60,"DJ Trahan",NA,74,74,1,"Round5ScoringAverage",2011
60,60,"Cameron Tringale",NA,74,74,1,"Round5ScoringAverage",2011
64,64,"John Rollins",NA,75,75,1,"Round5ScoringAverage",2011
64,64,"Kevin Stadler",NA,75,75,1,"Round5ScoringAverage",2011
66,66,"Scott McCarron",NA,78,78,1,"Round5ScoringAverage",2011
