"LeftRoughTendency_RANKTHISWEEK_2007","LeftRoughTendency_RANKLASTWEEK_2007","LeftRoughTendency_PLAYERNAME_2007","LeftRoughTendency_ROUNDS_2007","LeftRoughTendency_Pct_2007","LeftRoughTendency_TOTALLEFTROUGH_2007","LeftRoughTendency_POSSIBLEFWYS_2007","LeftRoughTendency_RELATIVETOPAR_2007","stat_name","year"
109,109,"Luke Donald",69,12.35,92,745,0.13,"LeftRoughTendency",2007
110,110,"Boo Weekley",101,12.39,147,1186,0.16,"LeftRoughTendency",2007
110,110,"Dean Wilson",92,12.39,142,1146,0.17,"LeftRoughTendency",2007
112,112,"Marco Dawson",73,12.41,123,991,0.02,"LeftRoughTendency",2007
113,113,"Kevin Na",84,12.43,146,1175,0.11,"LeftRoughTendency",2007
114,114,"Geoff Ogilvy",84,12.44,112,900,0.04,"LeftRoughTendency",2007
115,115,"Jason Bohn",57,12.48,99,793,0.08,"LeftRoughTendency",2007
116,116,"Sean OHair",98,12.49,154,1233,0.03,"LeftRoughTendency",2007
117,117,"Rory Sabbatini",81,12.54,118,941,0.05,"LeftRoughTendency",2007
118,118,"Charles Warren",101,12.55,177,1410,0.1,"LeftRoughTendency",2007
119,119,"Stuart Appleby",74,12.56,104,828,0.13,"LeftRoughTendency",2007
120,120,"JJ Henry",86,12.59,125,993,0.17,"LeftRoughTendency",2007
121,121,"Jeff Maggert",79,12.66,140,1106,0.2,"LeftRoughTendency",2007
122,122,"JP Hayes",89,12.67,157,1239,0.09,"LeftRoughTendency",2007
122,122,"Stephen Leaney",82,12.67,141,1113,0.18,"LeftRoughTendency",2007
124,124,"Tripp Isenhour",86,12.71,142,1117,0.16,"LeftRoughTendency",2007
125,125,"Brian Bateman",55,12.75,84,659,0.21,"LeftRoughTendency",2007
126,126,"Kevin Sutherland",85,12.85,138,1074,0.11,"LeftRoughTendency",2007
127,127,"Mark Calcavecchia",93,12.89,142,1102,0.2,"LeftRoughTendency",2007
127,127,"Hunter Mahan",91,12.89,142,1102,0.17,"LeftRoughTendency",2007
129,129,"Will Ma Kenzie",100,12.91,173,1340,0.14,"LeftRoughTendency",2007
130,130,"Rod Pampling",92,13.01,139,1068,0.07,"LeftRoughTendency",2007
131,131,"Stewart Cink",91,13.03,135,1036,0.09,"LeftRoughTendency",2007
131,131,"Tim Clark",66,13.03,98,752,0.09,"LeftRoughTendency",2007
133,133,"Brandt Snedeker",105,13.04,169,1296,0.14,"LeftRoughTendency",2007
134,134,"Tag Ridings",52,13.06,91,697,-0.03,"LeftRoughTendency",2007
135,135,"Steve Stricker",81,13.12,121,922,0.2,"LeftRoughTendency",2007
136,136,"Brendon de Jonge",76,13.13,132,1005,0.13,"LeftRoughTendency",2007
137,137,"Billy Andrade",88,13.15,161,1224,0.11,"LeftRoughTendency",2007
137,137,"Ernie Els",59,13.15,81,616,0.07,"LeftRoughTendency",2007
139,139,"Adam Scott",69,13.16,100,760,0.11,"LeftRoughTendency",2007
140,140,"Scott Gutschewski",67,13.17,116,881,0.2,"LeftRoughTendency",2007
140,140,"Charley Hoffman",97,13.17,167,1268,0.07,"LeftRoughTendency",2007
140,140,"Chris Tidland",59,13.17,101,767,0.05,"LeftRoughTendency",2007
143,143,"Aaron Baddeley",83,13.19,126,955,0.21,"LeftRoughTendency",2007
144,144,"Pat Perez",84,13.23,129,975,0.15,"LeftRoughTendency",2007
145,145,"Shigeki Maruyama",84,13.28,154,1160,0.17,"LeftRoughTendency",2007
146,146,"Freddie Jacobson",70,13.31,131,984,0.03,"LeftRoughTendency",2007
147,147,"Chad Campbell",96,13.36,146,1093,0.24,"LeftRoughTendency",2007
148,148,"Vaughn Taylor",91,13.42,144,1073,0.15,"LeftRoughTendency",2007
149,149,"Anthony Kim",93,13.46,159,1181,0.16,"LeftRoughTendency",2007
150,150,"Ben Curtis",80,13.56,130,959,0.33,"LeftRoughTendency",2007
151,151,"Carl Pettersson",111,13.6,187,1375,0.15,"LeftRoughTendency",2007
152,152,"Mark Hensby",81,13.64,150,1100,0.17,"LeftRoughTendency",2007
153,153,"Steve Flesch",100,13.65,183,1341,0.13,"LeftRoughTendency",2007
154,154,"Robert Allenby",90,13.74,156,1135,0.01,"LeftRoughTendency",2007
155,155,"Trevor Immelman",74,13.76,104,756,0.19,"LeftRoughTendency",2007
156,156,"Alex Cejka",80,13.8,150,1087,0.11,"LeftRoughTendency",2007
157,157,"Mathias Gronberg",95,13.81,183,1325,0.02,"LeftRoughTendency",2007
158,158,"Michael Sim",52,13.84,101,730,0.16,"LeftRoughTendency",2007
159,159,"Nick Watney",87,13.91,153,1100,0.12,"LeftRoughTendency",2007
160,160,"Jesper Parnevik",88,13.93,163,1170,-0.03,"LeftRoughTendency",2007
161,161,"Vijay Singh",102,13.97,168,1203,0.07,"LeftRoughTendency",2007
162,162,"Daniel Chopra",106,13.98,203,1452,0,"LeftRoughTendency",2007
163,163,"Bubba Dickerson",51,14.05,92,655,0.24,"LeftRoughTendency",2007
164,164,"Lee Janzen",66,14.08,118,838,0.14,"LeftRoughTendency",2007
165,165,"Kenny Perry",83,14.13,155,1097,0.14,"LeftRoughTendency",2007
166,166,"Chris DiMarco",79,14.14,128,905,0.09,"LeftRoughTendency",2007
167,167,"Robert Garrigus",95,14.16,188,1328,0.04,"LeftRoughTendency",2007
168,168,"Camilo Villegas",82,14.21,142,999,0.09,"LeftRoughTendency",2007
169,169,"Ryuji Imada",104,14.32,192,1341,0.09,"LeftRoughTendency",2007
170,170,"Jason Dufner",100,14.4,193,1340,0.08,"LeftRoughTendency",2007
171,171,"Jeff Sluman",60,14.46,96,664,0.29,"LeftRoughTendency",2007
172,172,"Kevin Stadler",95,14.47,176,1216,0.07,"LeftRoughTendency",2007
173,173,"Paul Stankowski",52,14.52,97,668,0.18,"LeftRoughTendency",2007
174,174,"Michael Putnam",96,14.55,175,1203,0.19,"LeftRoughTendency",2007
175,175,"Ryan Palmer",91,14.67,182,1241,0.19,"LeftRoughTendency",2007
176,176,"KJ Choi",87,14.9,148,993,0.12,"LeftRoughTendency",2007
177,177,"Chris Couch",76,15.16,161,1062,0.1,"LeftRoughTendency",2007
178,178,"Jose Maria Olazabal",52,15.21,85,559,0.18,"LeftRoughTendency",2007
179,179,"Bubba Watson",80,15.24,157,1030,0.08,"LeftRoughTendency",2007
180,180,"Justin Rose",63,15.31,92,601,0.21,"LeftRoughTendency",2007
181,181,"Cliff Kresge",107,15.41,230,1493,0.2,"LeftRoughTendency",2007
182,182,"Nathan Green",103,15.47,200,1293,0.06,"LeftRoughTendency",2007
183,183,"Arron Oberholser",69,15.8,119,753,0.09,"LeftRoughTendency",2007
184,184,"JB Holmes",71,15.84,153,966,0.02,"LeftRoughTendency",2007
185,185,"Brett Quigley",79,16.36,151,923,0.13,"LeftRoughTendency",2007
186,186,"Eric Axley",107,16.53,238,1440,0.2,"LeftRoughTendency",2007
187,187,"Phil Mickelson",73,16.63,137,824,0.1,"LeftRoughTendency",2007
188,188,"Charles Howell III",89,16.75,168,1003,0.12,"LeftRoughTendency",2007
189,189,"Retief Goosen",50,17.02,81,476,0.21,"LeftRoughTendency",2007
190,190,"Bob Tway",103,18.24,242,1327,0.1,"LeftRoughTendency",2007
191,191,"Henrik Stenson",52,18.25,92,504,0.15,"LeftRoughTendency",2007
192,192,"Sergio Garcia",68,18.46,144,780,0.08,"LeftRoughTendency",2007
193,193,"Nick OHern",72,18.62,146,784,0.16,"LeftRoughTendency",2007
194,194,"Davis Love III",66,18.63,144,773,0.1,"LeftRoughTendency",2007
195,195,"John Daly",59,18.98,141,743,0.16,"LeftRoughTendency",2007
196,196,"Padraig Harrington",64,19.08,128,671,0.01,"LeftRoughTendency",2007
