"LeftRoughTendency_RANKTHISWEEK_2007","LeftRoughTendency_RANKLASTWEEK_2007","LeftRoughTendency_PLAYERNAME_2007","LeftRoughTendency_ROUNDS_2007","LeftRoughTendency_Pct_2007","LeftRoughTendency_TOTALLEFTROUGH_2007","LeftRoughTendency_POSSIBLEFWYS_2007","LeftRoughTendency_RELATIVETOPAR_2007","stat_name","year"
1,1,"Jim Furyk",84,7.96,76,955,0.11,"LeftRoughTendency",2007
2,2,"Ken Duke",112,8.05,117,1454,-0.06,"LeftRoughTendency",2007
3,3,"Jim Rutledge",59,8.44,65,770,0.09,"LeftRoughTendency",2007
4,4,"Robert Gamez",88,8.45,99,1172,0.23,"LeftRoughTendency",2007
5,5,"Zach Johnson",76,8.47,72,850,0.17,"LeftRoughTendency",2007
6,6,"Chris Stroud",66,8.63,75,869,0.09,"LeftRoughTendency",2007
7,7,"Billy Mayfair",98,8.7,109,1253,0.25,"LeftRoughTendency",2007
8,8,"Bob Estes",88,8.77,103,1174,0.11,"LeftRoughTendency",2007
9,9,"Scott Verplank",82,8.91,81,909,0.23,"LeftRoughTendency",2007
10,10,"Bart Bryant",87,8.94,100,1119,0.09,"LeftRoughTendency",2007
11,11,"Chris Riley",59,8.97,69,769,0.16,"LeftRoughTendency",2007
12,12,"Kirk Triplett",77,8.99,94,1046,0.3,"LeftRoughTendency",2007
13,13,"Paul Gow",70,9,83,922,0.16,"LeftRoughTendency",2007
14,14,"Joe Durant",88,9.05,98,1083,0.17,"LeftRoughTendency",2007
15,15,"John Mallinger",96,9.06,121,1336,0.14,"LeftRoughTendency",2007
16,16,"Jose Coceres",50,9.09,56,616,0.23,"LeftRoughTendency",2007
17,17,"Steve Wheatcroft",73,9.13,88,964,0.09,"LeftRoughTendency",2007
18,18,"Jason Schultz",63,9.21,76,825,0.08,"LeftRoughTendency",2007
19,19,"Brian Gay",107,9.31,134,1439,0.19,"LeftRoughTendency",2007
20,20,"Ryan Armour",107,9.32,134,1438,0.15,"LeftRoughTendency",2007
21,21,"Craig Bowden",78,9.42,100,1062,0.07,"LeftRoughTendency",2007
22,22,"Brian Davis",101,9.44,128,1356,0.15,"LeftRoughTendency",2007
23,23,"Tom Byrum",50,9.52,61,641,0.31,"LeftRoughTendency",2007
24,24,"Paul Goydos",60,9.54,70,734,0.24,"LeftRoughTendency",2007
25,25,"Jay Williamson",50,9.57,67,700,0.09,"LeftRoughTendency",2007
26,26,"Michael Boyd",61,9.64,77,799,0.04,"LeftRoughTendency",2007
27,27,"Steve Elkington",87,9.65,106,1098,0.16,"LeftRoughTendency",2007
28,28,"Fred Funk",65,9.72,72,741,0.28,"LeftRoughTendency",2007
29,29,"Darron Stiles",65,9.82,81,825,0.26,"LeftRoughTendency",2007
30,30,"Greg Owen",81,9.84,109,1108,0.13,"LeftRoughTendency",2007
30,30,"Heath Slocum",101,9.84,133,1351,0.1,"LeftRoughTendency",2007
32,32,"Corey Pavin",81,9.85,106,1076,0.2,"LeftRoughTendency",2007
33,33,"Cameron Beckman",96,9.88,127,1285,0.08,"LeftRoughTendency",2007
34,34,"Duffy Waldorf",69,9.91,93,938,0.14,"LeftRoughTendency",2007
35,35,"Parker McLachlin",83,9.95,110,1105,0.15,"LeftRoughTendency",2007
36,36,"Tom Johnson",74,9.98,100,1002,0.25,"LeftRoughTendency",2007
36,36,"Jerry Kelly",101,9.98,116,1162,0.18,"LeftRoughTendency",2007
38,38,"Rocco Mediate",72,10.09,100,991,0.25,"LeftRoughTendency",2007
39,39,"David Branshaw",83,10.12,117,1156,0.21,"LeftRoughTendency",2007
40,40,"Glen Day",85,10.19,115,1129,0.14,"LeftRoughTendency",2007
40,40,"Justin Leonard",95,10.19,127,1246,0.29,"LeftRoughTendency",2007
42,42,"Craig Barlow",52,10.21,74,725,0.19,"LeftRoughTendency",2007
43,43,"John Merrick",92,10.24,126,1231,0.1,"LeftRoughTendency",2007
44,44,"Tim Herron",98,10.26,123,1199,0.17,"LeftRoughTendency",2007
45,45,"Dicky Pride",71,10.35,97,937,0.23,"LeftRoughTendency",2007
46,46,"Doug LaBelle II",104,10.46,146,1396,0.23,"LeftRoughTendency",2007
47,47,"Jarrod Lyle",77,10.5,107,1019,0.07,"LeftRoughTendency",2007
48,48,"Mark Brooks",53,10.52,69,656,0.25,"LeftRoughTendency",2007
49,49,"Jeff Brehaut",59,10.55,78,739,0.17,"LeftRoughTendency",2007
50,50,"Mathew Goggin",97,10.58,137,1295,0.13,"LeftRoughTendency",2007
51,51,"Gavin Coles",87,10.63,123,1157,0.19,"LeftRoughTendency",2007
52,52,"Kent Jones",97,10.64,144,1354,0.25,"LeftRoughTendency",2007
53,53,"Ted Purdy",102,10.66,143,1342,0.24,"LeftRoughTendency",2007
54,54,"Mike Weir",82,10.68,100,936,0.09,"LeftRoughTendency",2007
55,55,"Stephen Ames",81,10.72,95,886,0.24,"LeftRoughTendency",2007
55,55,"DJ Trahan",99,10.72,145,1352,0.14,"LeftRoughTendency",2007
57,57,"Shaun Micheel",91,10.74,114,1061,0.15,"LeftRoughTendency",2007
58,58,"Craig Lile",77,10.75,113,1051,0.21,"LeftRoughTendency",2007
59,59,"John Rollins",102,10.76,134,1245,0.1,"LeftRoughTendency",2007
60,60,"Tommy Armour III",81,10.78,116,1076,0.16,"LeftRoughTendency",2007
61,61,"Jaco Van Zyl",51,10.8,74,685,0.24,"LeftRoughTendency",2007
62,62,"Jeff Quinney",95,10.84,141,1301,0.18,"LeftRoughTendency",2007
63,63,"Woody Austin",95,10.88,135,1241,0.15,"LeftRoughTendency",2007
64,64,"Peter Lonard",85,10.9,123,1128,0.11,"LeftRoughTendency",2007
65,65,"Charlie Wi",90,10.92,134,1227,0.12,"LeftRoughTendency",2007
66,66,"Bryce Molder",56,10.98,83,756,0.27,"LeftRoughTendency",2007
67,67,"Steve Marino",106,11,154,1400,0.08,"LeftRoughTendency",2007
67,67,"Jeff Overton",60,11,89,809,0.04,"LeftRoughTendency",2007
69,69,"Frank Lickliter II",95,11.01,140,1271,0.11,"LeftRoughTendency",2007
70,70,"Briny Baird",115,11.04,171,1549,0.11,"LeftRoughTendency",2007
71,71,"Steve Allan",63,11.08,91,821,0.05,"LeftRoughTendency",2007
71,71,"Michael Allen",74,11.08,108,975,0.23,"LeftRoughTendency",2007
73,73,"Tom Pernice Jr",104,11.12,143,1286,0.06,"LeftRoughTendency",2007
74,74,"Troy Matteson",87,11.14,126,1131,0.13,"LeftRoughTendency",2007
75,75,"Ian Poulter",63,11.22,69,615,0.1,"LeftRoughTendency",2007
76,76,"John Senden",97,11.24,140,1245,0.11,"LeftRoughTendency",2007
77,77,"Johnson Wagner",97,11.31,150,1326,0.16,"LeftRoughTendency",2007
78,78,"Harrison Frazar",88,11.32,130,1148,0.19,"LeftRoughTendency",2007
79,79,"Jason Gore",86,11.33,136,1200,0.1,"LeftRoughTendency",2007
80,80,"Rich Barcelo",80,11.38,124,1090,0.08,"LeftRoughTendency",2007
80,80,"Anders Hansen",55,11.38,62,545,0.31,"LeftRoughTendency",2007
80,80,"Kyle Reifers",71,11.38,110,967,0.15,"LeftRoughTendency",2007
83,83,"DJ Brigman",67,11.39,94,825,0.38,"LeftRoughTendency",2007
84,84,"Daisuke Maruyama",86,11.44,131,1145,0.16,"LeftRoughTendency",2007
85,85,"Tom Lehman",62,11.45,86,751,0.14,"LeftRoughTendency",2007
86,86,"Richard Johnson",93,11.53,146,1266,0.16,"LeftRoughTendency",2007
87,87,"Craig Kanada",109,11.54,166,1438,0.21,"LeftRoughTendency",2007
88,88,"Steve Lowery",74,11.55,120,1039,0.15,"LeftRoughTendency",2007
89,89,"Lucas Glover",98,11.63,135,1161,0.09,"LeftRoughTendency",2007
90,90,"Mark Wilson",87,11.65,131,1124,0.19,"LeftRoughTendency",2007
91,91,"Jonathan Byrd",73,11.79,110,933,0.1,"LeftRoughTendency",2007
92,92,"Joey Sindelar",75,11.82,120,1015,0.11,"LeftRoughTendency",2007
93,93,"George McNeill",95,11.83,143,1209,0.08,"LeftRoughTendency",2007
94,94,"Matt Kuchar",85,11.84,131,1106,0.22,"LeftRoughTendency",2007
95,95,"Todd Hamilton",76,11.85,109,920,0.17,"LeftRoughTendency",2007
96,96,"Bo Van Pelt",104,11.89,169,1421,0.02,"LeftRoughTendency",2007
97,97,"Bob Heintz",85,11.9,134,1126,0.1,"LeftRoughTendency",2007
98,98,"Matt Hendrix",63,11.99,102,851,0.12,"LeftRoughTendency",2007
98,98,"Joe Ogilvie",102,11.99,160,1334,0.12,"LeftRoughTendency",2007
100,100,"Tiger Woods",63,12.01,74,616,-0.09,"LeftRoughTendency",2007
101,101,"Ryan Moore",92,12.05,141,1170,0.01,"LeftRoughTendency",2007
102,102,"Rich Beem",89,12.07,130,1077,0.15,"LeftRoughTendency",2007
102,102,"Tim Petrovic",106,12.07,175,1450,0.14,"LeftRoughTendency",2007
104,104,"Brett Wetterich",88,12.18,128,1051,0.22,"LeftRoughTendency",2007
105,105,"Jeff Gove",103,12.19,175,1436,0.14,"LeftRoughTendency",2007
105,105,"David Toms",80,12.19,108,886,0.15,"LeftRoughTendency",2007
107,107,"Bill Haas",93,12.25,152,1241,0.11,"LeftRoughTendency",2007
108,108,"Andrew Buckle",77,12.32,126,1023,0.15,"LeftRoughTendency",2007
