"Total1Putts510_RANKTHISWEEK_2008","Total1Putts510_RANKLASTWEEK_2008","Total1Putts510_PLAYERNAME_2008","Total1Putts510_ROUNDS_2008","Total1Putts510_TOTAL_2008","Total1Putts510_TOTALFORALLDISTANCES_2008","Total1Putts510_PCTOFALL1PUTTS_2008","stat_name","year"
1,1,"Carl Pettersson",110,224,713,31.4,"Total1Putts510",2008
2,2,"Mark Wilson",107,215,730,29.5,"Total1Putts510",2008
3,3,"Vaughn Taylor",103,212,686,30.9,"Total1Putts510",2008
4,4,"Dean Wilson",109,207,669,30.9,"Total1Putts510",2008
5,5,"Brian Davis",108,202,736,27.4,"Total1Putts510",2008
5,5,"Ken Duke",116,202,770,26.2,"Total1Putts510",2008
7,7,"Patrick Sheehan",124,199,758,26.3,"Total1Putts510",2008
8,8,"Frank Lickliter II",107,197,705,27.9,"Total1Putts510",2008
9,9,"Eric Axley",113,193,736,26.2,"Total1Putts510",2008
10,10,"Nicholas Thompson",113,190,675,28.1,"Total1Putts510",2008
11,11,"Nathan Green",95,187,711,26.3,"Total1Putts510",2008
11,11,"Joe Ogilvie",100,187,651,28.7,"Total1Putts510",2008
13,13,"Tom Pernice Jr",104,184,719,25.6,"Total1Putts510",2008
14,14,"Steve Marino",119,181,706,25.6,"Total1Putts510",2008
15,15,"JJ Henry",108,180,603,29.9,"Total1Putts510",2008
15,15,"Bo Van Pelt",101,180,615,29.3,"Total1Putts510",2008
17,17,"Kevin Na",97,179,682,26.2,"Total1Putts510",2008
18,18,"Charley Hoffman",94,174,593,29.3,"Total1Putts510",2008
18,18,"Kevin Streelman",114,174,646,26.9,"Total1Putts510",2008
20,20,"Kenny Perry",97,173,623,27.8,"Total1Putts510",2008
21,21,"John Rollins",94,171,561,30.5,"Total1Putts510",2008
22,22,"Jeff Overton",103,170,639,26.6,"Total1Putts510",2008
23,23,"Tim Herron",97,168,641,26.2,"Total1Putts510",2008
24,24,"Shane Bertsch",96,167,642,26,"Total1Putts510",2008
25,25,"Briny Baird",113,166,622,26.7,"Total1Putts510",2008
25,25,"John Mallinger",95,166,648,25.6,"Total1Putts510",2008
25,25,"Tag Ridings",88,166,557,29.8,"Total1Putts510",2008
28,28,"Robert Garrigus",90,164,565,29,"Total1Putts510",2008
29,29,"Jeff Quinney",87,163,563,29,"Total1Putts510",2008
29,29,"Tim Wilkinson",95,163,572,28.5,"Total1Putts510",2008
31,31,"Chez Reavie",102,162,614,26.4,"Total1Putts510",2008
31,31,"YE Yang",89,162,538,30.1,"Total1Putts510",2008
33,33,"Chad Campbell",94,161,582,27.7,"Total1Putts510",2008
34,34,"George McNeill",97,160,594,26.9,"Total1Putts510",2008
35,35,"Woody Austin",109,158,610,25.9,"Total1Putts510",2008
35,35,"Jason Gore",94,158,578,27.3,"Total1Putts510",2008
37,37,"Troy Matteson",94,157,573,27.4,"Total1Putts510",2008
38,38,"Marc Turnesa",87,156,571,27.3,"Total1Putts510",2008
39,39,"Chris DiMarco",87,155,532,29.1,"Total1Putts510",2008
39,39,"Jesper Parnevik",88,155,570,27.2,"Total1Putts510",2008
39,39,"Heath Slocum",104,155,546,28.4,"Total1Putts510",2008
42,42,"Steve Elkington",84,154,497,31,"Total1Putts510",2008
42,42,"Kevin Sutherland",98,154,599,25.7,"Total1Putts510",2008
44,44,"Bob Estes",90,153,569,26.9,"Total1Putts510",2008
44,44,"Martin Laird",98,153,586,26.1,"Total1Putts510",2008
46,46,"Ryan Armour",87,151,498,30.3,"Total1Putts510",2008
46,46,"Jeff Maggert",86,151,522,28.9,"Total1Putts510",2008
46,46,"Billy Mayfair",103,151,614,24.6,"Total1Putts510",2008
49,49,"Rich Beem",90,149,528,28.2,"Total1Putts510",2008
50,50,"Justin Leonard",101,148,524,28.2,"Total1Putts510",2008
50,50,"Nick Watney",96,148,571,25.9,"Total1Putts510",2008
52,52,"Stuart Appleby",87,147,499,29.5,"Total1Putts510",2008
52,52,"Mathias Gronberg",87,147,559,26.3,"Total1Putts510",2008
52,52,"Richard Johnson",77,147,529,27.8,"Total1Putts510",2008
52,52,"Charlie Wi",97,147,611,24.1,"Total1Putts510",2008
56,56,"Tim Clark",90,146,543,26.9,"Total1Putts510",2008
56,56,"Lucas Glover",91,146,557,26.2,"Total1Putts510",2008
58,58,"Daniel Chopra",84,145,538,27,"Total1Putts510",2008
58,58,"Brian Gay",102,145,666,21.8,"Total1Putts510",2008
58,58,"Anthony Kim",81,145,486,29.8,"Total1Putts510",2008
58,58,"Charles Warren",79,145,448,32.4,"Total1Putts510",2008
62,62,"Jason Day",81,144,536,26.9,"Total1Putts510",2008
62,62,"Parker McLachlin",88,144,571,25.2,"Total1Putts510",2008
62,62,"Scott Sterling",89,144,470,30.6,"Total1Putts510",2008
65,65,"Jonathan Byrd",88,143,558,25.6,"Total1Putts510",2008
65,65,"Bill Haas",99,143,614,23.3,"Total1Putts510",2008
67,67,"Lee Janzen",89,142,522,27.2,"Total1Putts510",2008
67,67,"Tim Petrovic",97,142,583,24.4,"Total1Putts510",2008
67,67,"Mike Weir",88,142,495,28.7,"Total1Putts510",2008
67,67,"Jay Williamson",96,142,487,29.2,"Total1Putts510",2008
71,71,"Robert Allenby",108,141,539,26.2,"Total1Putts510",2008
71,71,"Ben Crane",86,141,547,25.8,"Total1Putts510",2008
71,71,"Charles Howell III",101,141,572,24.7,"Total1Putts510",2008
71,71,"Corey Pavin",69,141,449,31.4,"Total1Putts510",2008
71,71,"Bubba Watson",97,141,532,26.5,"Total1Putts510",2008
76,76,"Zach Johnson",85,140,471,29.7,"Total1Putts510",2008
76,76,"Bob Tway",70,140,446,31.4,"Total1Putts510",2008
78,78,"Mathew Goggin",91,139,534,26,"Total1Putts510",2008
78,78,"Kevin Stadler",90,139,484,28.7,"Total1Putts510",2008
80,80,"Michael Allen",91,138,522,26.4,"Total1Putts510",2008
80,80,"Pat Perez",93,138,555,24.9,"Total1Putts510",2008
82,82,"Jerry Kelly",89,137,509,26.9,"Total1Putts510",2008
83,83,"Aaron Baddeley",76,136,472,28.8,"Total1Putts510",2008
83,83,"Cameron Beckman",87,136,507,26.8,"Total1Putts510",2008
83,83,"Brett Quigley",80,136,486,28,"Total1Putts510",2008
86,86,"James Driscoll",85,135,518,26.1,"Total1Putts510",2008
86,86,"Todd Hamilton",92,135,502,26.9,"Total1Putts510",2008
86,86,"Matt Kuchar",88,135,499,27.1,"Total1Putts510",2008
86,86,"Hunter Mahan",87,135,462,29.2,"Total1Putts510",2008
86,86,"Brandt Snedeker",85,135,488,27.7,"Total1Putts510",2008
91,91,"Joe Durant",92,134,458,29.3,"Total1Putts510",2008
91,91,"Nick Flanagan",89,134,541,24.8,"Total1Putts510",2008
91,91,"Freddie Jacobson",78,134,473,28.3,"Total1Putts510",2008
91,91,"Sean OHair",81,134,452,29.6,"Total1Putts510",2008
95,95,"Jim Furyk",95,133,515,25.8,"Total1Putts510",2008
95,95,"DJ Trahan",94,133,525,25.3,"Total1Putts510",2008
97,97,"Todd Demsey",80,132,494,26.7,"Total1Putts510",2008
97,97,"Michael Letzig",88,132,531,24.9,"Total1Putts510",2008
97,97,"Jon Mills",95,132,510,25.9,"Total1Putts510",2008
100,100,"Peter Lonard",92,131,551,23.8,"Total1Putts510",2008
100,100,"Ryan Moore",72,131,466,28.1,"Total1Putts510",2008
100,100,"Ryan Palmer",69,131,442,29.6,"Total1Putts510",2008
103,103,"Ben Curtis",80,130,452,28.8,"Total1Putts510",2008
103,103,"John Merrick",98,130,494,26.3,"Total1Putts510",2008
105,105,"Steve Flesch",95,129,571,22.6,"Total1Putts510",2008
105,105,"Dudley Hart",74,129,496,26,"Total1Putts510",2008
105,105,"Matt Jones",95,129,596,21.6,"Total1Putts510",2008
105,105,"Nick OHern",82,129,519,24.9,"Total1Putts510",2008
105,105,"Boo Weekley",86,129,389,33.2,"Total1Putts510",2008
110,110,"Cliff Kresge",84,128,478,26.8,"Total1Putts510",2008
111,111,"Robert Gamez",79,127,458,27.7,"Total1Putts510",2008
111,111,"Steve Lowery",74,127,482,26.3,"Total1Putts510",2008
111,111,"Jin Park",85,127,477,26.6,"Total1Putts510",2008
114,114,"Justin Bolli",87,126,462,27.3,"Total1Putts510",2008
114,114,"Scott Verplank",82,126,457,27.6,"Total1Putts510",2008
116,116,"Ryuji Imada",80,125,501,25,"Total1Putts510",2008
117,117,"Paul Goydos",78,124,480,25.8,"Total1Putts510",2008
117,117,"JB Holmes",86,124,497,24.9,"Total1Putts510",2008
117,117,"Dustin Johnson",92,124,532,23.3,"Total1Putts510",2008
117,117,"Phil Mickelson",80,124,446,27.8,"Total1Putts510",2008
117,117,"Johnson Wagner",83,124,482,25.7,"Total1Putts510",2008
122,122,"Rocco Mediate",87,123,468,26.3,"Total1Putts510",2008
122,122,"Brenden Pappas",66,123,411,29.9,"Total1Putts510",2008
124,124,"Stephen Ames",83,122,451,27.1,"Total1Putts510",2008
125,125,"Stewart Cink",87,119,454,26.2,"Total1Putts510",2008
125,125,"Chad Collins",72,119,479,24.8,"Total1Putts510",2008
127,127,"Brad Adamonis",87,118,486,24.3,"Total1Putts510",2008
127,127,"Bart Bryant",81,118,470,25.1,"Total1Putts510",2008
127,127,"Rod Pampling",83,118,466,25.3,"Total1Putts510",2008
130,130,"Davis Love III",78,117,455,25.7,"Total1Putts510",2008
130,130,"Jim McGovern",75,117,399,29.3,"Total1Putts510",2008
132,132,"Tommy Armour III",77,116,450,25.8,"Total1Putts510",2008
132,132,"John Senden",93,116,496,23.4,"Total1Putts510",2008
134,134,"Vijay Singh",82,115,429,26.8,"Total1Putts510",2008
135,135,"Alex Cejka",75,114,405,28.1,"Total1Putts510",2008
135,135,"Marco Dawson",64,114,387,29.5,"Total1Putts510",2008
135,135,"Carlos Franco",73,114,417,27.3,"Total1Putts510",2008
135,135,"Rory Sabbatini",77,114,428,26.6,"Total1Putts510",2008
139,139,"Will Ma Kenzie",62,113,385,29.4,"Total1Putts510",2008
140,140,"JP Hayes",67,112,438,25.6,"Total1Putts510",2008
141,141,"Kenneth Ferrie",72,111,399,27.8,"Total1Putts510",2008
141,141,"Omar Uresti",74,111,429,25.9,"Total1Putts510",2008
141,141,"Camilo Villegas",79,111,452,24.6,"Total1Putts510",2008
144,144,"Olin Browne",77,110,427,25.8,"Total1Putts510",2008
144,144,"Brad Elder",67,110,371,29.6,"Total1Putts510",2008
144,144,"Mark Hensby",71,110,443,24.8,"Total1Putts510",2008
147,147,"Brett Rumford",72,109,431,25.3,"Total1Putts510",2008
147,147,"Steve Stricker",75,109,430,25.3,"Total1Putts510",2008
149,149,"Jimmy Walker",73,107,430,24.9,"Total1Putts510",2008
150,150,"John Huston",56,106,331,32,"Total1Putts510",2008
150,150,"John Riegger",73,106,419,25.3,"Total1Putts510",2008
150,150,"David Toms",70,106,388,27.3,"Total1Putts510",2008
153,153,"Doug LaBelle II",65,105,353,29.7,"Total1Putts510",2008
154,154,"Jason Allred",63,104,351,29.6,"Total1Putts510",2008
154,154,"Mark Calcavecchia",67,104,368,28.3,"Total1Putts510",2008
156,156,"KJ Choi",74,103,399,25.8,"Total1Putts510",2008
156,156,"Andres Romero",69,103,360,28.6,"Total1Putts510",2008
156,156,"Chris Stroud",81,103,403,25.6,"Total1Putts510",2008
159,159,"Billy Andrade",71,102,383,26.6,"Total1Putts510",2008
159,159,"David Duval",51,102,287,35.5,"Total1Putts510",2008
161,161,"Scott McCarron",63,101,391,25.8,"Total1Putts510",2008
162,162,"Fred Couples",60,100,353,28.3,"Total1Putts510",2008
162,162,"Cody Freeman",66,100,372,26.9,"Total1Putts510",2008
162,162,"Sergio Garcia",72,100,384,26,"Total1Putts510",2008
165,165,"Kent Jones",68,99,362,27.3,"Total1Putts510",2008
165,165,"Craig Kanada",65,99,404,24.5,"Total1Putts510",2008
165,165,"Greg Kraft",63,99,386,25.6,"Total1Putts510",2008
168,168,"Steve Allan",58,95,313,30.4,"Total1Putts510",2008
